,USA300HOU_RS04680
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.520858045
USA300_LAC_U01-Set001_CAMHB_Control_1,6.8748758824
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.5781055411
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.8000262761
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,6.7945034877
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.6957469723
USA300_LAC_U01-Set001_CAMHB_Control_2,6.8100760275
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.5378581218
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.4294259968
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.6869665066
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.1350985896
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.737690859
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.9931002889
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.7072196462
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.5694697239
USA300_LAC_U01-Set001_R10LB_Control_1,8.3493258711
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.1421569309
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.1341080414
USA300_LAC_U01-Set001_R10LB_Control_2,8.0940512693
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.3230516554
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.0285949554
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.62872256
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.2380398771
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.1814829048
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.568368873
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.262144766
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.2240519663
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.9834462516
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.8549540118
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.0384206794
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.8694951442
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.853113772
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,6.8790762636
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,6.9907028381
USA300_LAC_U01-Set004_CAMHB_Control_1,7.4842019558
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.5216844261
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.6419887406
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.0057725524
USA300_LAC_U01-Set004_CAMHB_Control_2,7.5803181222
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,7.5760835557
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,7.3707069981
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.8414629363
USA300_LAC_U01-Set004_R10LB_Control_1,8.0413901375
