,iModulon,Gene
0,0,b0756
1,0,b0757
2,0,b0758
3,0,b0759
4,0,b2943
5,1,b1951
6,1,b3562
7,1,b3563
8,2,b1565
9,3,b4535
10,4,b2635
11,4,b2636
12,4,b3077
13,5,b1452
14,5,b1494
15,5,b1495
16,5,b1496
17,6,b0365
18,6,b0366
19,6,b0367
20,6,b0368
21,6,b0933
22,6,b0934
23,6,b0935
24,6,b0936
25,6,b0937
26,6,b1657
27,6,b1987
28,6,b2505
29,6,b3917
30,7,b0146
31,7,b0173
32,7,b0428
33,7,b0463
34,7,b0485
35,7,b0499
36,7,b0827
37,7,b0832
38,7,b0872
39,7,b0887
40,7,b0918
41,7,b0922
42,7,b0928
43,7,b0932
44,7,b0972
45,7,b1125
46,7,b1126
47,7,b1256
48,7,b1337
49,7,b1338
50,7,b1380
51,7,b1444
52,7,b4696
53,7,b1587
54,7,b1604
55,7,b1852
56,7,b1957
57,7,b1958
58,7,b1959
59,7,b1991
60,7,b1992
61,7,b1993
62,7,b2085
63,7,b2113
64,7,b2250
65,7,b2276
66,7,b2279
67,7,b2280
68,7,b2281
69,7,b2317
70,7,b2318
71,7,b2319
72,7,b2379
73,7,b2388
74,7,b2463
75,7,b2714
76,7,b2741
77,7,b2742
78,7,b2750
79,7,b2777
80,7,b2785
81,7,b2842
82,7,b2903
83,7,b2950
84,7,b2958
85,7,b2994
86,7,b3052
87,7,b3053
88,7,b3054
89,7,b3152
90,7,b3153
91,7,b3234
92,7,b3280
93,7,b3281
94,7,b3396
95,7,b3433
96,7,b3460
97,7,b3463
98,7,b3464
99,7,b3493
100,7,b3534
101,7,b3535
102,7,b3564
103,7,b3606
104,7,b3748
105,7,b3771
106,7,b3772
107,7,b3773
108,7,b3809
109,7,b3810
110,7,b3887
111,7,b3888
112,7,b4004
113,7,b4011
114,7,b4025
115,7,b4064
116,7,b4261
117,7,b4377
118,7,b4378
119,7,b4386
120,7,b4387
121,8,b3547
122,9,b2767
123,10,b1599
124,10,b1600
125,11,b0114
126,11,b0115
127,11,b0116
128,11,b1109
129,11,b2297
130,11,b2579
131,12,b0612
132,12,b0613
133,12,b0614
134,12,b0615
135,12,b0616
136,12,b0617
137,12,b0618
138,13,b1891
139,13,b1892
140,14,b0972
141,14,b0973
142,14,b0974
143,14,b0975
144,14,b0976
145,14,b0977
146,14,b0978
147,14,b0979
148,14,b0980
149,14,b2996
150,14,b4115
151,14,b4117
152,14,b4329
153,14,b4330
154,15,b0032
155,15,b0033
156,15,b2497
157,15,b3642
158,16,b0733
159,16,b0734
160,16,b4515
161,16,b0735
162,16,b1852
163,17,b4002
164,18,b4634
165,19,b4533
166,20,b2238
167,21,b0245
168,21,b0246
169,21,b4504
170,21,b0247
171,21,b0248
172,21,b0249
173,21,b0556
174,22,b0161
175,22,b0287
176,22,b0459
177,22,b0460
178,22,b0461
179,22,b0495
180,22,b0496
181,22,b0837
182,22,b0839
183,22,b0970
184,22,b4490
185,22,b1057
186,22,b1113
187,22,b1216
188,22,b1424
189,22,b1436
190,22,b1535
191,22,b1586
192,22,b1599
193,22,b1600
194,22,b1601
195,22,b1743
196,22,b1785
197,22,b1814
198,22,b1816
199,22,b4751
200,22,b1829
201,22,b1843
202,22,b1846
203,22,b1902
204,22,b2597
205,22,b2666
206,22,b3037
207,22,b3038
208,22,b3088
209,22,b3095
210,22,b3096
211,22,b3363
212,22,b3461
213,22,b3859
214,22,b3860
215,22,b3912
216,22,b4484
217,22,b4170
218,22,b4171
219,22,b4188
220,22,b4313
221,22,b4392
222,23,b2019
223,23,b2020
224,23,b2021
225,23,b2022
226,23,b2023
227,23,b2024
228,23,b2025
229,23,b2026
230,23,b4388
231,24,b0154
232,24,b0155
233,24,b0293
234,24,b0294
235,24,b0557
236,24,b0565
237,24,b0622
238,24,b0814
239,24,b0839
240,24,b0841
241,24,b0877
242,24,b1129
243,24,b1130
244,24,b1160
245,24,b1285
246,24,b1479
247,24,b1504
248,24,b1505
249,24,b1583
250,24,b1584
251,24,b1601
252,24,b1608
253,24,b1609
254,24,b1641
255,24,b1816
256,24,b4751
257,24,b1825
258,24,b1826
259,24,b2174
260,24,b2259
261,24,b2559
262,24,b2560
263,24,b2777
264,24,b3195
265,24,b3207
266,24,b3963
267,24,b4111
268,24,b4242
269,24,b4359
270,25,b4246
271,26,b2902
272,26,b2903
273,26,b2904
274,26,b2905
275,26,b3460
276,27,b0058
277,27,b0066
278,27,b0086
279,27,b0087
280,27,b0409
281,27,b0634
282,27,b0638
283,27,b0886
284,27,b0949
285,27,b1119
286,27,b1120
287,27,b1121
288,27,b1122
289,27,b1123
290,27,b1124
291,27,b1243
292,27,b1247
293,27,b1289
294,27,b1290
295,27,b1291
296,27,b1629
297,27,b1630
298,27,b1631
299,27,b1632
300,27,b1633
301,27,b2179
302,27,b2180
303,27,b2325
304,27,b2326
305,27,b2327
306,27,b2819
307,27,b2820
308,27,b3544
309,27,b3651
310,27,b3652
311,27,b3787
312,27,b3788
313,27,b3789
314,27,b3790
315,27,b4318
316,27,b4319
317,28,b1070
318,28,b1071
319,28,b1082
320,28,b1083
321,28,b1194
322,28,b1421
323,28,b1566
