,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.33333360913457e-11,0.49611118836599316,3.0,0.0,-0.2888471575,1.0,-0.2840058797,2.0,0.5728530373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-3.131949810966667,0.20158725213406392,3.0,3.0,-3.0440258875,4.0,-2.9892584631,5.0,-3.3625650823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.8483026114666665,0.46701660645618814,3.0,6.0,-2.6266219946,7.0,-2.5334108577,8.0,-3.3848749821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761915729459144e-12,0.3152395808130546,21.0,9.0,0.2990421559,10.0,0.1802816635,11.0,-0.2327135035,12.0,-0.236289082,13.0,0.5214632396000001,14.0,-0.1040860678,15.0,-0.01835144,16.0,-0.1021489451,17.0,-0.25665071230000003,18.0,-0.6372311770000001,19.0,-0.4875745943,20.0,0.0865577522,21.0,0.0955233764,22.0,0.3172997086,23.0,0.3325178263,24.0,-0.1472923929,25.0,-0.0017046478000000002,26.0,-0.4401178557,27.0,0.1949927516,28.0,0.1330785211,29.0,0.5034034231
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.7022522677238092,0.29912880793270236,21.0,30.0,-1.5867695718000001,31.0,-1.9925822757,32.0,-1.8106463541000002,33.0,-1.6469852113,34.0,-1.716981882,35.0,-1.4304973951,36.0,-0.9076069903,37.0,-1.4270988414,38.0,-1.4483340095,39.0,-1.2650650283,40.0,-1.6597645475,41.0,-2.0862693066,42.0,-1.880667613,43.0,-1.7613879509,44.0,-1.821165484,45.0,-2.0426280531,46.0,-1.5416577256,47.0,-2.0890268837,48.0,-1.9593635505,49.0,-1.6811540749,50.0,-1.9916448729
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-8.0953762212251e-18,0.2593885411115703,3.0,51.0,-0.26995539550000003,52.0,0.2473408527,53.0,0.0226145428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.8479201461499999,0.31954616857440993,4.0,54.0,-0.4390495123,55.0,-1.2075497247,56.0,-0.9381466636,57.0,-0.806934684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.4999998599062323e-11,0.15114299417454477,4.0,58.0,0.13542082900000002,59.0,-0.0629222544,60.0,-0.18390866120000002,61.0,0.1114100865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.9916721480500001,0.059653521636964316,4.0,62.0,1.0396073614,63.0,0.9061270044,64.0,1.0237552573,65.0,0.9971989691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.98551327155,0.02370616365989229,4.0,66.0,1.0010755991,67.0,0.953556936,68.0,0.9817067049,69.0,1.0057138462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-2.252356050875,0.2710657072869619,4.0,70.0,-2.3594713211,71.0,-2.5864270546,72.0,-2.0278852732,73.0,-2.0356405546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
