,-0.029758857875,0.029758857875,0.089276573625,0.148794289375,0.208312005125,0.267829720875,0.327347436625,0.386865152375,0.446382868125,0.505900583875,0.565418299625,0.624936015375,0.684453731125,0.7439714468749999,0.803489162625,0.863006878375,0.922524594125,0.9820423098750001,1.041560025625,1.101077741375
thresh,-0.05951771575,0.05951771575,1,,,,,,,,,,,,,,,,,
unreg,2240,1967,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,[],[],['yeeT'],[],[],[],['yeeS'],[],['yeeR'],[],[],[],[],['flu'],[],[],[],[],[],[]
