,Value,list
TF,crp,
reg_genes,587,"['malE' 'ytjA' 'glpD' 'umpH' 'dcuR' 'nagA' 'paaJ' 'yadG' 'argG' 'ygeA'
 'fucR' 'zraR' 'cyoA' 'mdtA' 'glpQ' 'nanS' 'malK' 'fecC' 'nlpE' 'exuR'
 'galE' 'fucU' 'pnp' 'grcA' 'rpsU' 'prpE' 'bglF' 'gatA' 'yhcH' 'nuoK'
 'chiQ' 'caiD' 'uxuB' 'fbaA' 'eptB' 'entC' 'paaF' 'mdh' 'rhaS' 'lldP'
 'gatZ' 'glgC' 'focB' 'uidC' 'yiaN' 'fiu' 'puuB' 'fecE' 'prpB' 'mdtF'
 'yaiZ' 'rpsO' 'fur' 'hyfI' 'mhpB' 'melR' 'pdhR' 'lacA' 'gcvP' 'nanM'
 'uhpB' 'rhaA' 'ompG' 'fumA' 'ptsH' 'yeiQ' 'rssB' 'idnR' 'srlR' 'srlM'
 'ygbF' 'flhD' 'ugpC' 'gatY' 'uxaB' 'cyoE' 'treC' 'araJ' 'entB' 'fucA'
 'casE' 'trg' 'hyfG' 'ompR' 'mhpE' 'fucP' 'gltA' 'hofC' 'araB' 'yhfG'
 'ysgA' 'csgD' 'bglB' 'idnO' 'ychH' 'hfq' 'fdoG' 'mhpF' 'oxyR' 'paaZ'
 'infB' 'ulaA' 'glcF' 'citF' 'sucC' 'preT' 'trxA' 'rimP' 'nrdA' 'rpoS'
 'tdcC' 'caiA' 'entH' 'speC' 'ilvB' 'rpoE' 'malY' 'nuoF' 'nuoG' 'glnL'
 'puuD' 'pck' 'murQ' 'srlD' 'fepA' 'msrB' 'mlc' 'yeaC' 'yeiP' 'ompF'
 'chbA' 'deoC' 'glnG' 'lgoR' 'fucI' 'yibH' 'gadC' 'galT' 'yfeC' 'nuoC'
 'idnT' 'chbG' 'ompW' 'thrB' 'fixC' 'araD' 'prpD' 'gntK' 'cysQ' 'tdcF'
 'idnD' 'nuoH' 'acnA' 'entE' 'gcd' 'fecD' 'modC' 'lsrK' 'ynfK' 'rhaR'
 'mhpC' 'gntU' 'nagB' 'mdtB' 'ppiA' 'paaD' 'lldR' 'ulaC' 'nagE' 'lsrD'
 'guaB' 'raiA' 'sgbH' 'glcD' 'lsrG' 'fecB' 'aceK' 'osmY' 'pspB' 'ycfQ'
 'flhC' 'csgG' 'gpsA' 'murP' 'caiT' 'fumB' 'nirD' 'ycdZ' 'hofB' 'cspA'
 'yiaL' 'fecA' 'gcvT' 'sfsA' 'nuoL' 'mazE' 'aaeB' 'glcA' 'putP' 'sohB'
 'gadA' 'entD' 'mhpD' 'rseC' 'modA' 'xylH' 'yadH' 'gltD' 'feaR' 'mokB'
 'psiE' 'pgk' 'glpG' 'fumC' 'tsgA' 'yaiY' 'bhsA' 'feaB' 'manA' 'yaeQ'
 'rbsB' 'galK' 'puuE' 'mntH' 'yhfA' 'rmuC' 'glpC' 'iceT' 'nrdB' 'clpA'
 'lhgO' 'glnA' 'fucK' 'yjjI' 'yiaO' 'uidB' 'rhaD' 'glpB' 'paaC' 'ascB'
 'ilvN' 'metK' 'gadB' 'nagC' 'mhpR' 'dksA' 'lsrR' 'cysG' 'paaB' 'cyoB'
 'aceE' 'melA' 'araE' 'cspE' 'lsrB' 'casD' 'nusA' 'yjhP' 'puuR' 'srlB'
 'puuC' 'proP' 'rnk' 'ycjN' 'nuoI' 'agp' 'ygdG' 'fixB' 'aroA' 'aceA'
 'glpK' 'hupA' 'gntX' 'uxaA' 'csgF' 'chbC' 'gltB' 'nfuA' 'yaeP' 'fixA'
 'rbsA' 'pspE' 'narQ' 'preA' 'ldtB' 'rpsI' 'rpsR' 'sdaB' 'cyaA' 'csiD'
 'envZ' 'deoD' 'mglA' 'thrC' 'citB' 'nuoB' 'xylB' 'ampD' 'malS' 'rof'
 'aceB' 'manX' 'paaG' 'ycjT' 'rpoH' 'mazF' 'uxuR' 'yedP' 'glgP' 'gadE'
 'fadD' 'glcG' 'tsx' 'yiaK' 'melB' 'tdcE' 'dusB' 'tdcG' 'idnK' 'gapA'
 'gcvH' 'ybiT' 'cpdB' 'guaA' 'mlrA' 'yjiY' 'yfaE' 'hyfR' 'marA' 'ybdD'
 'citC' 'yfeD' 'ugpE' 'yjjW' 'thrA' 'sxy' 'nirB' 'hokB' 'caiF' 'srlA'
 'paaE' 'nuoE' 'ivbL' 'aceF' 'sdhB' 'exuT' 'ycjQ' 'citA' 'aaeR' 'malG'
 'ampE' 'rseA' 'malF' 'serA' 'rtn' 'nupC' 'araA' 'aaeA' 'hyfF' 'fdoH'
 'nirC' 'rhaB' 'chbR' 'pka' 'aer' 'grpE' 'ugpB' 'deoA' 'araG' 'cirA'
 'chbB' 'lyxK' 'dcuA' 'entA' 'ucpA' 'nadC' 'crr' 'rbsR' 'yiaM' 'lacY'
 'gyrA' 'srlQ' 'prpR' 'araC' 'garP' 'lacZ' 'lsrC' 'ulaE' 'nuoJ' 'yhhX'
 'pflB' 'ygjV' 'baeR' 'pabA' 'ulaF' 'hlyE' 'nuoA' 'sdhA' 'dadA' 'glgS'
 'hflK' 'rseB' 'glpT' 'ygbT' 'hupB' 'cyoD' 'ycjM' 'crp' 'rplM' 'nuoN'
 'manY' 'deoB' 'nanE' 'csgE' 'lsrA' 'ugpA' 'garR' 'hflC' 'araF' 'gltF'
 'ompA' 'gabT' 'cyoC' 'malX' 'yibI' 'dnaG' 'secB' 'sucB' 'ptsG' 'sbmC'
 'focA' 'glpF' 'xylF' 'hyfD' 'fis' 'modB' 'tdcA' 'yiaJ' 'nanC' 'caiC'
 'nanK' 'prpC' 'epd' 'truB' 'fadL' 'cdd' 'lamB' 'sgbE' 'chiP' 'mglC'
 'hyfB' 'ribB' 'caiB' 'sgbU' 'yadI' 'setB' 'glcE' 'paaH' 'gabD' 'gatB'
 'fic' 'ulaD' 'rplI' 'gatD' 'mdtC' 'garK' 'hofM' 'manZ' 'rpsF' 'yobF'
 'mhpA' 'ybgS' 'xylG' 'uhpT' 'sucA' 'casC' 'xylR' 'fucO' 'lldD' 'dadX'
 'pspC' 'paaK' 'galM' 'glpX' 'tam' 'bglG' 'rbsC' 'galP' 'cspD' 'dsdX'
 'sodB' 'baeS' 'gabP' 'srlE' 'mpl' 'fdoI' 'tdcD' 'glpE' 'udp' 'lsrF'
 'yjhQ' 'xylA' 'malI' 'gntP' 'opgE' 'priB' 'ugpQ' 'mdtE' 'ycjS' 'glgA'
 'sdhD' 'tdcB' 'uxuA' 'nupG' 'araH' 'uhpA' 'serC' 'yhhW' 'nuoM' 'rbsK'
 'malM' 'arfB' 'rmf' 'casA' 'glpA' 'sdaC' 'garL' 'hflX' 'chbF' 'ptsI'
 'gntT' 'xseA' 'relA' 'glcC' 'pspA' 'malT' 'dsdA' 'gadX' 'paaA' 'dctA'
 'clpS' 'acnB' 'uhpC' 'cspC' 'marR' 'pncB' 'yhfK' 'glcB' 'ubiG' 'mglB'
 'gdhA' 'rbfA' 'lpd' 'hpt' 'lacI' 'sodA' 'rhaT' 'zraS']"
comp_genes,60,"['phoH' 'yjdP' 'yebK' 'rutE' 'psuK' 'ydcT' 'ydcU' 'yfbM' 'mepS' 'yagF'
 'agaW' 'ykgE' 'ycaM' 'uspC' 'ygiS' 'ybhQ' 'ydcJ' 'ygeV' 'aphA' 'yagE'
 'nmpC_1' 'cra' 'ghoS' 'ytfJ' 'bax' 'bssR' 'ydjL' 'rihA' 'ydcS' 'agaV'
 'rpiB']"
both_genes,29,"['fadH' 'kbaZ' 'sucD' 'uidA' 'tnaB' 'ansB' 'dcuB' 'tnaA' 'actP' 'aldB'
 'mtlD' 'galS' 'yjcH' 'rbsD' 'cytR' 'treB' 'mtfA' 'aldA' 'acs' 'aspA'
 'csiE' 'sdhC' 'yqeF' 'mtlA' 'nanA' 'mtlR' 'cstA' 'uxaC' 'nanT']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,281,
comp_ops,48,
both_ops,22,
