,A,crp
R2,,0.052316140229375585
xmin,,0.0
xmid,,5.899691740923908
xmax,,11.565641741620901
ystart,,-8.584075687964773
yend,,5.912743694618861
control__wt_glc__1,-0.0722184657862,9.6664162902214
control__wt_glc__2,0.0722184657862,9.62135797938807
fur__wt_dpd__1,-9.48205174643,9.76160537038409
fur__wt_dpd__2,-10.18261036,9.706963944888301
fur__wt_fe__1,-1.4949401753100002,9.69244498399165
fur__wt_fe__2,-0.994154618775,9.76435276815192
fur__delfur_dpd__1,-8.26655545491,9.61977999553602
fur__delfur_dpd__2,-8.42836744351,9.57901782483546
fur__delfur_fe2__1,-1.7636198336500002,10.0773766765486
fur__delfur_fe2__2,-1.6673517903200001,10.037117512681402
acid__wt_ph5__1,-3.48998368165,10.1200703133534
acid__wt_ph5__2,-3.72689761189,10.1094839736504
acid__delgadx_ph5__1,-3.43533103071,10.128678889414001
acid__delgadx_ph5__2,-3.57629077117,10.1662531415211
acid__delgadw_ph5__1,-2.7175242003299998,10.1265401317055
acid__delgadw_ph5__2,-2.7318088897900004,10.1317633081963
acid__delgade_ph5__1,-2.91158136244,10.208057355620099
acid__delgade_ph5__2,-2.87651704325,10.3085999376535
oxidative__wt_pq__1,-4.49914471181,9.90266557454774
oxidative__wt_pq__2,-4.45085834985,9.97140393142409
oxidative__deloxyr_pq__1,-4.2668854856300005,10.2165609567623
oxidative__deloxyr_pq__2,-4.68801337444,10.252782484039802
oxidative__delsoxr_pq__1,-4.24605810171,10.044480207803
oxidative__delsoxr_pq__2,-4.7203282229,10.1301983885987
oxidative__delsoxs_pq__1,-4.64090411851,10.2416521847786
oxidative__delsoxs_pq__2,-4.30556166489,10.212978086591999
nac_ntrc__wt_csn__1,-5.7437658010599995,9.42207376336498
nac_ntrc__wt_csn__2,-5.74870919512,9.44536943842876
nac_ntrc__wt_cytd__1,-4.73170790717,9.468670237033018
nac_ntrc__wt_cytd__2,-4.22173970538,9.46818473640555
nac_ntrc__wt_gln__1,-5.74125815891,9.72333322484334
nac_ntrc__wt_gln__2,-5.217900155940001,9.670569049090801
nac_ntrc__bw_delnac_csn__1,-8.304209913160001,9.856803173606679
nac_ntrc__bw_delnac_csn__2,-9.72544034703,9.55673756002988
nac_ntrc__bw_delnac_cytd__1,-4.612691453459999,9.94372522873674
nac_ntrc__bw_delnac_cytd__2,-4.74802676572,9.924264167588369
nac_ntrc__bw_delnac_gln__1,-6.413330471259999,10.2108542545946
nac_ntrc__bw_delnac_gln__2,-6.068393790580001,10.2010551916498
nac_ntrc__bw_delnac_nh4__1,-0.33148798890299996,10.0513347713666
nac_ntrc__bw_delnac_nh4__2,-0.505832241971,10.0484217475293
misc__wt_no_te__1,-3.15514203357,10.1043601918915
misc__wt_no_te__2,-1.85224319637,10.050577870516198
misc__bw_delcbl__1,1.44106946995,9.97339293313508
misc__bw_delcbl__2,1.38565459657,10.004906296360199
misc__bw_delfabr__1,0.5261115395579999,9.81824467313484
misc__bw_delfabr__2,0.98133232919,9.79865913448618
misc__bw_delfadr__1,-1.00940097605,9.982659745612212
misc__bw_delfadr__2,-1.30729034789,9.931364835226109
misc__nitr_031__1,-5.21826523888,9.99537636247944
omics__wt_glu__1,-2.5417822549799998,9.4889403725928
omics__wt_glu__2,-2.10012138153,9.63493863596695
omics__wt_gly__1,-2.7744657562199997,9.792871018209269
omics__wt_gly__2,-1.60199420456,9.808269305113539
omics__wt_thr__1,2.8480577119,10.027788574120901
omics__wt_thr__2,2.99302614528,10.1346482786209
omics__bw_ac__1,17.8216429721,10.012272851981999
omics__bw_ac__2,17.6937849359,10.124747916374199
omics__bw_fum__1,13.2544366497,10.1562283486461
omics__bw_fum__2,13.318912011099998,10.2586758784189
omics__bw_glc__1,-2.42037424497,10.0475797406274
omics__bw_glc__2,-2.7175869752900006,10.0838347832451
omics__bw_pyr__1,11.941750031,10.4269770699827
omics__bw_pyr__2,11.5635112947,10.4257423670108
ompr__wt_nacl__1,-9.06957255317,9.012581541687132
ompr__wt_nacl__2,-10.0531919664,9.05454588725358
ompr__bw_delompr_nacl__1,-6.6331450188800005,8.582994270325099
ompr__bw_delompr_nacl__2,-7.64316682625,8.55405137861737
minspan__wt_ade__1,-5.3215915118699995,9.873445877738869
minspan__wt_glc__1,-3.99561317809,9.55956082009898
minspan__wt_glc__2,-3.4909235877800007,9.72468551112118
minspan__wt_glc__3,-3.1223271922099998,9.66778774658681
minspan__wt_glc__4,-3.05138920082,9.60288569306617
minspan__wt_glc_anaero__1,-9.07479064286,9.89551712235112
minspan__wt_glc_anaero__2,-10.5892613321,9.739448632458231
minspan__wt_trp__1,5.52999153019,10.2166741902247
