,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,Control__wt_glc,0.0,0.10213233378813753,2.0,0.0,-0.0722184658,1.0,0.0722184658,,,,,,,,
1,Fur__wt_dpd,-9.8323310532,0.4953697462952064,2.0,2.0,-9.4820517464,3.0,-10.18261036,,,,,,,,
2,Fur__wt_fe,-1.24454739705,0.3541088629214289,2.0,4.0,-1.4949401753,5.0,-0.9941546188,,,,,,,,
3,Fur__delfur_dpd,-8.3474614492,0.11441835441634049,2.0,6.0,-8.2665554549,7.0,-8.428367443500001,,,,,,,,
4,Fur__delfur_fe2,-1.715485812,0.06807178629970075,2.0,8.0,-1.7636198337,9.0,-1.6673517903000001,,,,,,,,
5,Acid__wt_ph5,-3.6084406468,0.16752344660197643,2.0,10.0,-3.4899836817,11.0,-3.7268976119,,,,,,,,
6,Acid__delgadx_ph5,-3.5058109009500003,0.09967358838184605,2.0,12.0,-3.4353310307,13.0,-3.5762907712,,,,,,,,
7,Acid__delgadw_ph5,-2.72466654505,0.010100800812594079,2.0,14.0,-2.7175242003,15.0,-2.7318088898,,,,,,,,
8,Acid__delgade_ph5,-2.8940492027999998,0.024794217884009637,2.0,16.0,-2.9115813623999998,17.0,-2.8765170432,,,,,,,,
9,Oxidative__wt_pq,-4.4750015308,0.03414361400902829,2.0,18.0,-4.4991447118,19.0,-4.4508583498,,,,,,,,
10,Oxidative__deloxyr_pq,-4.47744943,0.29778238591725437,2.0,20.0,-4.2668854856,21.0,-4.6880133744,,,,,,,,
11,Oxidative__delsoxr_pq,-4.4831931623,0.3353596188146858,2.0,22.0,-4.2460581017,23.0,-4.7203282229,,,,,,,,
12,Oxidative__delsoxs_pq,-4.4732328917,0.2371229229602952,2.0,24.0,-4.6409041185,25.0,-4.3055616649,,,,,,,,
13,Nac/NtrC__wt_csn,-5.7462374981,0.0034955074194766493,2.0,26.0,-5.7437658011,27.0,-5.7487091951,,,,,,,,
14,Nac/NtrC__wt_cytd,-4.4767238063,0.3606019736822894,2.0,28.0,-4.7317079072,29.0,-4.2217397054,,,,,,,,
15,Nac/NtrC__wt_gln,-5.4795791574,0.37006999290954967,2.0,30.0,-5.7412581589,31.0,-5.2179001559,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,-9.0148251301,1.0049616773686785,2.0,32.0,-8.3042099132,33.0,-9.725440347,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,-4.6803591095999995,0.09569651699061822,2.0,34.0,-4.6126914535,35.0,-4.7480267657,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,-6.24086213095,0.24390706600294895,2.0,36.0,-6.4133304713,37.0,-6.0683937906,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,-0.41866011545000004,0.12328000362791373,2.0,38.0,-0.33148798890000003,39.0,-0.505832242,,,,,,,,
