,A,FecI,Crp,PdhR,Fur,HypT,Nac
abx_mega__reta_dmso__1,0.5873386768000001,-0.4879864371,-2.0377494386,2.3413050593999998,0.2956843415,0.6868037140000001,-0.1754265207
abx_mega__ery_h2o__4,-0.9219894763,0.5646634580000001,-2.3919325405,1.5430646228,0.42789014810000003,1.0151167177,0.4694627959
abx_mega__ceru_ethanol__2,6.6162784607,2.7305391566,-0.2507206522,2.2689011297,0.8442368139,0.608658248,-0.2365843448
abx_mega__fidax_dmso__2,-0.26858493180000004,-1.6980861033,0.07346573220000001,-0.1137787614,-0.3721850478,0.2219230231,1.0842542795
abx_mega__novo_dmso__1,-0.7536529578000001,-0.889752728,0.3143882568,-0.408164154,1.337922803,-1.3540624727,-1.071233936
abx_mega__naoh-6__4,2.3353381842,0.2153094946,0.1617989176,0.1779227555,0.29294730900000004,-0.0065233407000000005,0.103068081
abx_mega__amyc-d_dmso__8,5.0495828305,3.0105449785,-0.4081937196,-0.4830104558,0.9038915123000001,0.4865546865,0.12117918230000001
abx_mega__chl_dmso__3,0.4628955221,-0.19653509100000002,-1.7002395932,0.1846776134,0.3475303811,0.8100229667000001,-1.0071227255
abx_mega__nal_naoh__7,-0.1710231711,-0.8953142713000001,0.1538530863,-0.5579709116,0.1461081123,0.11909401680000001,1.548007996
abx_mega__teix_dmso__9,0.07805858360000001,-1.4071380918,0.1414549701,0.19114676800000002,-0.5047931029,0.085352288,0.6413980821
abx_mega__ery_dmso__3,1.0297934421,-0.3909431343,-1.7943494913,-0.5998606199000001,-0.0963860097,0.7114092041000001,-3.7671316664
abx_mega__tmp_dmso__3,1.033831784,-0.9590203871,0.2193526747,-0.5849807367000001,0.0642681642,0.213207325,1.16105998
abx_mega__sxt_dmso__3,1.0828016747,-1.7446326866000001,-0.3849941899,0.9691723634,-0.5687338293,-0.0447966013,0.5690059028000001
abx_mega__polmyx_h2o__4,6.9273077862,1.3378522042,-0.732440443,1.5979652084,0.3758068667,1.0172017306,1.6295848441
abx_mega__mem_dmso__3,0.7257594537000001,-1.0440741669,0.1017285234,-1.0068605655,-0.0819475583,0.13803143040000002,0.8092006588
abx_mega__nal_naoh__8,2.8330540049,-0.47270216940000004,-0.2163555027,0.40523894190000004,0.051113270100000004,0.302154578,1.5508706502
abx_mega__pen_h2o__3,1.407976337,-0.1851426665,-0.1832599433,0.0277423698,-0.5188799213,-0.2877275273,0.8532396746
abx_mega__van_dmso__5,-0.0860801751,-0.7579332232,-0.9702752261,-0.7269173316,1.3284796005000001,-0.9333773687,0.37540806660000003
abx_mega__zeocin_h2o__4,5.1581473904,0.3809157463,-0.7029806271,1.1378334358,-0.42831274,0.1088895349,0.7633057399000001
abx_mega__h2o-6__2,0.7578109631000001,-0.4054291531,0.2689052974,-0.0221615997,0.3853152326,0.06546567290000001,-0.2615254057
abx_mega__tet_h2o__4,-1.0761604464,-0.0752630729,-1.7485042558,-0.8773841771,0.2002885996,-0.10860988220000001,-1.6055369253
abx_mega__nor_naoh__4,2.1727267656,-0.5032554922,0.2638014382,0.5746642230000001,-0.050738027500000005,0.11934171510000001,0.4685763036
abx_mega__cip_naoh__4,0.9464891648,0.2555618244,0.1813226141,-0.9546694867000001,0.2816577342,0.4614157801,-0.5885674106000001
abx_mega__tmp_dmso__4,-0.3748309247,0.07462747730000001,-0.0659537084,-0.6023950366,0.2553240309,0.43834583600000004,0.8940897926
abx_mega__reta_dmso__2,0.5287513891,-0.027768831600000002,-2.6935232182,2.5298865425,-0.050013209600000004,0.9236674930000001,0.26797232
abx_mega__mem_dmso__4,5.3374070204,-0.3139160002,-0.24608755940000002,0.5733171209,-0.4906930928,-0.5489325034,1.1407464826
abx_mega__dox_dmso__5,-1.0978068692,-0.1972486259,-1.4072956342,0.1539947966,-0.21113936760000002,0.812314517,0.1017208634
abx_mega__tmp_dmso__5,-2.0105368767,-1.2931783472,0.13500124700000002,-0.1057692011,0.0480338364,0.4426574075,2.7619330079
abx_mega__flavo_dmso__3,3.2922471303,-0.7714336329,-0.16266356510000002,0.3525624363,-0.1506201971,0.0994962196,1.420346598
abx_mega__tmp_dmso__6,-0.8836772358,-1.3772197595,-0.08100398930000001,-0.8582718675000001,0.10842674740000001,0.45363373220000003,2.3929088480000003
abx_mega__ceru_ethanol__3,7.0401964506,2.9107288755000003,-0.0203257193,1.5460657521,0.36164030700000005,-0.6812781043,-0.7246422727
abx_mega__teix_dmso__10,4.1206688866,0.1005890492,-0.0864598209,-0.338155248,-0.028866696900000002,0.1985001639,0.5744719764
abx_mega__novo_h2o__7,-1.4508624873,-1.004780964,0.09512308080000001,-2.7097884011,1.3411166713,-1.262060851,-1.085685015
abx_mega__fidax_dmso__3,1.0866929744,-0.9515528382,0.056592892000000006,0.040824517000000005,0.1894458983,-0.0700978332,1.5831362403
abx_mega__h2o-1a__2,-0.2961711562,0.4924310852,-0.0203162279,-0.0346983853,-0.012323741800000001,0.1510856327,-0.0710414012
abx_mega__dcs_h2o__2,4.5665835793,-0.27706841590000003,0.08127249760000001,-0.6031391581000001,-0.0956156261,-0.2547545283,0.9273458729
abx_mega__cst_h2o__4,4.6915661293,0.6971386432000001,-0.42764759150000003,0.4405357697,0.4640246576,0.35399795370000003,0.2744130252
abx_mega__van_h2o__2,5.1281600608,0.9560330144,-0.3318785326,-0.4426223392,-0.4630555241,-0.4490211751,-0.2263040957
abx_mega__pen_h2o__4,0.0467013149,-1.1994636163,-0.1072682971,0.2513184476,-0.0421126405,-0.074817649,2.0746682866
abx_mega__h2o-8b__2,-0.2951580015,-2.2390121247,0.2832759084,0.6231524575,-0.6720264656,0.1604609069,0.6552318836000001
abx_mega__reta_dmso__3,-0.19744702190000002,-1.0453727436,-2.220698214,1.6584761082,-0.6327040586,0.6684448039,-0.0629230969
abx_mega__dmso-7__2,0.8635657828000001,-1.1415335751,-0.324421403,-1.0349208702,-0.068631683,0.6258829284,0.7829797796
abx_mega__rfp_h2o__2,1.5707469927000002,0.32649429300000005,-2.078741852,-0.5779139507000001,0.4188483109,0.0811388999,1.1245227913
abx_mega__rif_dmso__6,1.8764884908,0.8436407599,-0.8986833081000001,-1.200123335,0.5758221298,0.2767119588,-0.0430839778
abx_mega__sxt_dmso__4,2.2519231036000003,-0.5319672065000001,-0.39061972300000003,1.0188274883,-0.2833549239,0.0802676975,1.1025384536
abx_mega__cip_naoh__5,2.7737940156,-0.5955674683000001,0.5302146851,-0.9591141556,-0.121409896,0.0085022464,-0.2778481349
abx_mega__dmso-9__3,0.20082371070000002,-0.8168394673,-0.0648156579,-0.48678795020000004,-0.014439360600000001,0.20892809240000002,1.4959828381
abx_mega__mem_dmso__5,2.4754838537,0.0559882462,-0.2015433442,0.4173870995,-0.43850402190000004,-0.16173932400000002,1.3914740486000001
abx_mega__tric_h2o__2,2.3039893118,0.3124196166,0.0561230447,1.5075158116,0.24091423920000002,0.533711075,-0.1652876623
abx_mega__phos_h2o__6,1.1896687144,-0.1926377914,0.1840419059,-0.4197426429,0.0229450333,0.23306156120000002,-0.1389714109
abx_mega__h2o-7__2,1.520482896,-0.4877184446,-0.0687134662,0.0371117412,-0.3495884295,-0.15052175210000002,0.723854905
abx_mega__h2o-10__3,6.1819628206,0.5154416308,-0.0029101905,-0.1318831091,-0.6067594638,-0.32457143580000003,0.3124016258
abx_mega__h2o-8a__2,7.0197772867,2.024257361,-0.2414092729,-0.7855418463,-0.130523151,0.036726136,-0.23641273810000002
abx_mega__thio_dmso__3,4.66517202,0.5858900513,-1.3992598427,0.9942240452000001,-0.6168601113000001,0.41306928800000003,-0.8668586420000001
abx_mega__lzd_dmso__3,-0.5626238667,-0.3741772329,-1.4757436121,-0.18553622220000002,-0.10246706500000001,0.5461801473,-1.0430530042
abx_mega__monac_dmso__3,0.2959197296,-0.3893920138,-1.5239909109,-0.8518931401000001,1.3498864963,-0.564220166,1.7722864627
abx_mega__polmyx_h2o__5,5.2672564178,0.6461708049,-0.5778881676000001,1.2043127801,-0.2562040859,0.29753461740000003,0.1997568555
abx_mega__naoh-6__5,1.8287981651,-0.1103507517,0.2383405456,-0.1367536986,0.672179446,0.2836998242,-0.2226447558
abx_mega__teix_dmso__11,1.5552442336999999,-0.8259035204,0.2231626615,-0.7484889823,0.20705104600000002,-0.0795287248,-0.258168695
abx_mega__van_h2o__3,6.736595732,1.0101809899,-0.6145709097000001,-0.1616024161,-0.6046674664,-0.8589273222,-0.9163146615000001
abx_mega__teix_dmso__12,1.6978131411000001,-0.7402703771,0.0065499987,-0.28948498640000003,0.37935470130000004,0.17900454940000002,1.4693707471000002
abx_mega__dox_dmso__6,1.7676101591000002,-3.4022802863,-0.2166458346,0.7328503404000001,-1.8605704420000002,0.7762778215,0.7150457751
abx_mega__teix_dmso__13,4.6810452871,-0.1009996303,-0.6082655704000001,0.23284967310000002,-0.0364565174,-0.14815902420000002,0.07583423560000001
abx_mega__h2o-7__3,0.3890902895,-0.7908638201,0.012213341,0.28341805600000003,-0.2639155763,-0.088922267,1.291088201
abx_mega__str_h2o__4,5.3389456008,0.28982045640000004,-0.8489028276,1.1061748645,-2.7622205534,0.46460675090000003,0.36654976440000003
abx_mega__tec_h2o__3,7.4026594219,1.2963165486000001,-1.5276697252,1.1248963119,-0.2132231823,0.3194891194,-0.3690385224
abx_mega__phos_h2o__7,1.5545918860999999,-0.6456501957,0.23647347670000002,-0.7261404472,0.2064630466,0.2984071595,-0.5893430229000001
abx_mega__chl_h2o__5,0.7708310402,1.0950675235,-2.8546736802,2.7187370817,0.0577428534,0.5401019368000001,-0.4808899045
abx_mega__polmyx_h2o__6,7.2857599342,-0.1911013376,-0.6676717403,2.3050613132,-2.3568652096,1.0190470791,0.7444431812000001
abx_mega__teix_dmso__14,2.012544015,-0.2643253528,0.10364661430000001,0.0066911849,0.3200277955,-0.0768958226,-0.0138354436
abx_mega__rif_dmso__7,1.9118437684,0.4418354439,-0.8174938777,0.0253528349,0.6056430424,0.6496255142,0.6852941224
abx_mega__ramo_h2o__3,5.6790578311,0.0405505639,-0.1972418484,-0.232407202,0.0134003031,-0.3482039636,-0.23832150770000002
abx_mega__fidax_dmso__4,0.4253740642,-0.6311156605,-0.2550231206,-0.5013601774,0.10668859060000001,0.1104466706,1.9400481498
abx_mega__teix_dmso__15,0.377862215,-1.6213930825,-0.1637807405,0.3265748053,-0.0494546845,0.29097097850000003,0.6046582118
abx_mega__thio_dmso__4,3.6132384553,0.011422508500000001,-1.3135012281,0.7219312425000001,-0.8097365024000001,0.2253966658,-1.06112634
abx_mega__rif_dmso__8,1.709271047,0.825958214,-1.2176583871,-1.110445881,0.8101006176000001,-0.06810393590000001,1.2622380304
abx_mega__reta_dmso__4,1.0603522339,0.1491845622,-2.7449780099,2.2939059183,-0.3559069964,0.7334368237000001,-0.13228293030000002
abx_mega__inh_h2o__4,11.4039618631,4.0228274899,0.1674650962,0.217358774,0.4551156994,0.43337232480000004,-0.46696047490000003
abx_mega__novo_dmso__2,-2.6607745267,-1.0511506638,0.7184192778,-2.7552709095,1.2268474971,-2.1420900083,-1.477964131
abx_mega__dcs_h2o__3,4.5949084552,-0.7250538733,-0.0899811296,-0.1604662312,-0.20605385510000002,0.0596103978,0.6117606495
abx_mega__h2o-8b__3,-0.6494975577000001,-1.171570941,-0.0284053616,0.0071152463,-0.0493249346,0.12354232200000001,1.6416177001
abx_mega__valin_dmso__3,2.3064781817,0.2058031276,-0.4440190169,-1.3121209232,0.2139632804,0.1865342039,-0.1815506941
abx_mega__h2o-2__1,2.9951004093,0.3045603711,-0.3742459546,1.7874537529,-0.9844755649,0.2102544734,0.6904965633
abx_mega__cro_h2o__4,4.5659396646,0.5963466567,-0.0823108953,-0.6204937620000001,-0.1272964559,-0.0367353868,0.8435732233000001
abx_mega__dcs_h2o__4,0.2243909606,-0.7294389194,0.19009073370000001,0.5936549796,-0.21628696120000002,0.3116219199,0.9029916877
abx_mega__str_h2o__5,5.8641819987,-0.43583726850000004,0.1230572979,-0.48501010180000004,-1.0267400538,0.1556656244,0.3300730986
abx_mega__h2o-8a__3,7.4010196087,2.1936165563,-0.3090692798,-0.7931422532,-0.3111905457,-0.1068560743,-0.9328049156
abx_mega__dox_dmso__7,0.1642999847,-0.8355029577,0.1271493457,-0.2211643686,0.2529200303,0.1797103465,-0.3031465747
abx_mega__doxo_dmso__2,0.7513190750000001,-1.6476151988,-0.057352962300000004,-1.8204814434,-0.4619682342,-0.5913322818,0.6875714852
abx_mega__teix_dmso__16,6.5555822007,0.215106766,-0.7911037301,0.49493397910000003,-0.2951551482,0.022402523100000002,-0.7847177972
abx_mega__rfp_h2o__3,2.5336462363,0.3209260464,-2.2550692285,-0.3579742077,0.7855921914,0.3228222087,1.3542945381
abx_mega__ethanol-10__3,3.4146072254,-0.6974573077,0.09459037740000001,-0.4074329789,-0.5429902316,0.2777744076,-0.0274323778
abx_mega__naoh-2__2,4.9483586296,-0.6965639838000001,-0.3417330189,0.9636096666,-1.5336123418,-0.14081026500000002,-0.2605703387
abx_mega__van_h2o__4,4.1661789399,0.578650961,-0.7655932475,-0.5947242583,0.2588343682,-0.8368389618000001,-0.8142179441
abx_mega__sacet_h2o__2,8.0071273071,2.6212770169,-0.8230648089,3.1011735072,0.6220929629,0.0540247224,0.511384126
abx_mega__monac_dmso__4,4.4376551908,1.1569677164,-1.0244460877,1.2477117179000001,1.2394401836,-0.4592174484,0.39782831830000004
abx_mega__h2o-2__2,3.4906782885,0.09408842070000001,-0.3020521984,1.4248720643000001,-2.2944195337,0.0111231027,0.9123597937000001
abx_mega__zeocin_h2o__5,5.6540005193,-0.5593405618,0.0940214917,-0.19339094,-0.546337307,-0.0290554614,-0.2919931189
abx_mega__nor_naoh__5,0.7848031606,-0.7410981714,0.0455558508,-0.5426747711000001,0.08847196630000001,-0.0562712172,1.1180473804
abx_mega__naoh-9__2,0.8634136435,-0.8646087225,0.22416250880000002,-0.047269524,0.1839479357,0.2465375099,0.7286423974
abx_mega__dmso-7__3,1.7449685361,-0.8405337094,-0.4554145486,-0.4325936584,0.0094679772,0.5641680921000001,0.17225984060000002
abx_mega__van_h2o__5,4.2727996376,0.157446953,-0.9496879326000001,-0.3871520861,-0.0293648918,-0.5184038454000001,-0.667774905
abx_mega__flavo_dmso__4,4.679490921,-0.4497732038,-0.14394191280000002,0.45754503300000005,-0.3464823681,-0.0178508545,1.8164839995
abx_mega__novo_dmso__3,-1.7283293723000002,-0.84176583,0.257330798,0.3303249291,1.2105217473,-1.2390111539,-1.753110805
abx_mega__polmyx_h2o__7,4.0050578626,0.13753805200000002,-0.3373228733,0.0648946327,-0.41186003530000004,-0.1434236939,0.1985831996
abx_mega__teix_dmso__17,0.45815099930000003,-1.6608577846,0.035948117,-0.4032191774,-0.4174099093,0.050508164,0.2684613957
abx_mega__doxo_dmso__3,-0.3678876895,-3.4022802863,-0.3182627866,-1.6830977376,-0.3730734275,-1.3316386117,0.9832348351
abx_mega__mem_dmso__6,1.4276571386,-0.5646161204,-0.1118469182,-0.9645224433,0.19588775360000002,0.1347006013,1.3841968244
abx_mega__h2o-1a__3,0.5993372315000001,-0.2398451133,-0.0372321217,0.2444574468,-0.0031541915,-0.0190584287,0.3319255946
abx_mega__bacit_dmso__3,4.5843026788,1.5684908091,-0.4922607946,-1.1656631432,0.41762297540000004,0.46315937970000004,-0.6844576438000001
abx_mega__dox_dmso__8,1.0862778061,0.2832556459,-0.4416388787,1.6855257431,-2.2622171398,0.5456099412000001,1.5333279613
abx_mega__teix_dmso__18,1.4937579048,-0.8193222126,0.0105278607,-1.5526443466000002,0.232968534,0.1275650469,0.3388338716
abx_mega__h2o-6__3,1.0904087224,-0.21578402100000002,0.2876777482,-0.5542680600000001,0.3302543835,0.2216760463,-0.6240908853
abx_mega__pen_h2o__5,3.4413561165,-0.1777277717,-0.1645882529,-1.5642115208,-0.3594998783,-1.081975395,0.0752412231
abx_mega__lzd_dmso__4,0.045333461900000004,-0.0651959601,-0.8421746734000001,-0.007052149000000001,0.06828788670000001,0.3410322186,-0.9903852110000001
abx_mega__daro__1,8.3160368495,2.3007766824,-0.7797289048,-1.2529040953,-0.3091293717,0.07674693590000001,-1.7191430479
abx_mega__solv__1,9.3219832462,2.3560671487000002,-0.9412126322000001,2.4311615595,-0.2476867748,-0.08570044190000001,-1.8100612349
abx_mega__daro__2,7.655273796,2.3226723019,-0.555678611,-1.2878903488,-0.1375804635,0.018180789000000003,-1.7947747233
abx_mega__daro__3,9.1047169711,2.9263369572,-0.38526479500000005,-0.5471201156000001,-0.1394691808,0.2529537154,-1.7144332711999999
abx_mega__solv__2,8.5725703583,1.9466545186,-1.0984957077,2.640295569,-0.4256180175,0.045848132,-1.615025008
abx_mega__solv__3,8.6144845016,2.7483687284,-0.4458656036,-1.2277657191,-0.08270790700000001,0.2996811072,-1.738712852
abx_mega__dmso-4__1,1.0063221496,1.2646489193,-0.23661516940000002,-1.4489325645,0.9332064710000001,1.2155930918,0.7294082574
abx_mega__kirr_dmso__1,-1.2827148117,0.07584197050000001,-1.8181327083,-0.2997358518,0.5635600347,0.8507008569000001,-0.9231830809
abx_mega__kirr_dmso__2,-1.4959248807,-0.2422636336,-2.037821897,0.9242851224,0.3239852952,0.7599569535,-0.9981840043
abx_mega__kirr_dmso__3,0.3832232913,0.4144849758,-2.2059426753,2.4811667341,0.5102443348,1.3464702857,0.2046410616
abx_mega__dmso-4__2,0.6303146302,0.5636250661000001,-0.4792645071,-1.3849181407,0.40426799890000004,0.8513058663,0.8008637587
abx_mega__dmso-4__3,0.7260356863,0.5161817878,-0.054275376300000004,-1.5027356445,0.6526482373,0.7739034652,0.6915994487
ackA_pta__dnaA46_del_ackA__1,-1.2960856123,0.7917182178000001,1.2971935035,0.9484828073,0.3778135936,0.690592113,0.6064848255
ackA_pta__dnaA46_del_ackA__2,-1.5273498912,1.3227773845,2.020927993,1.2674379748,0.14134090870000002,1.0157280711,0.8944753291
ackA_pta__dnaA46_del_ackA__3,0.5390835472000001,1.3449964344,0.5760517667,1.2847366578,-0.6251469007,0.5874012963,0.10559736680000001
ackA_pta__dnaA46_del_pta__1,-1.4088382312,1.1133961073,2.383091682,0.8454935032,0.6218376215,1.1396842978,1.9302215302999999
ackA_pta__dnaA46_del_pta__2,-1.2207275666,0.6295357088,1.2512872247,0.5883583627,0.0857543283,0.2517150245,0.7340561775000001
ackA_pta__dnaA46_del_pta__3,-1.9999141396,0.3099364666,1.4331106707,0.7014167331000001,0.24758132100000002,0.7345780516,0.6840671914
ackA_pta__dnaA46__1,0.9622317446,0.5256241364,0.1517886605,0.051499249100000005,0.0461481408,0.2439160964,0.1894606848
ackA_pta__dnaA46__2,1.2584341427,0.1438328056,-0.2646015759,0.3657764405,-1.2705249067,-0.09884008870000001,-0.240492855
ackA_pta__dnaA46__3,0.5238951371,0.5812127069,0.256464884,0.164972939,0.1361474618,0.2820566405,0.011981449600000001
ackA_pta__del_ackA__1,-1.6813161353,0.671314792,0.9591927252,0.6418990062000001,0.2687656366,0.9686696840000001,0.3059985086
ackA_pta__del_ackA__2,-1.1861318966,1.0704791894,2.5388323397,0.6244775627,0.4617807902,1.0030969306,1.711321613
ackA_pta__del_ackA__3,-0.9012036919,0.9876955561,0.9744724369000001,0.8638865186,0.28188172170000003,0.7658812747,0.4314850139
ackA_pta__del_pta__1,-0.6593431186,-0.4386704957,-0.30103145470000003,0.1756232516,0.054636685500000004,-0.2539254272,0.15568167060000002
ackA_pta__del_pta__2,-0.8077247236,0.5782718386,1.2020478367,0.6896762443000001,0.15496246200000002,0.2388952182,0.4967961188
ackA_pta__del_pta__3,-0.4339208993,0.7023495697000001,0.7380002376,0.6307089147,0.3121187138,0.4483919961,0.6303059599
ackA_pta__wt__1,0.2949607308,0.2771747811,0.0829169912,0.0050811928,0.0138035004,-0.0975470261,-0.0029181725000000003
ackA_pta__wt__2,-0.1429542643,-0.058555109800000005,-0.075921268,-0.083710136,-0.0782284993,0.1036051889,0.1148494453
ackA_pta__wt__3,-0.1520064665,-0.2186196713,-0.006995723200000001,0.0786289433,0.0644249989,-0.0060581628,-0.1119312727
anticancer__5fu__1,-3.7868230286999998,-1.8784304825,-0.2546401567,0.8676297146,-0.019950289700000002,-0.3886386853,-0.3698144666
anticancer__5fu__2,-3.7386109916,-2.360477279,-0.30518404320000003,0.5116125916,-0.1267881105,-0.5961956755,-0.486949145
anticancer__cap__1,2.1797736026,-0.2119237585,-0.5181824078,0.2663298783,0.1021867115,-0.4270431235,0.7173463922000001
anticancer__cap__2,2.5297686566,-0.1990085704,-0.675081557,0.7050807880000001,0.0980585441,-0.3032993231,0.20699598200000002
anticancer__cap__3,2.3174824447,-0.1615062187,-0.7835359689,0.6256474018,0.0754202181,-0.4982393497,0.041763804
anticancer__wt__1,-0.4317613102,0.0203066038,0.2440588662,-0.1288097414,0.2583894056,-0.0805977199,0.12451109390000001
anticancer__wt__2,-0.3537566757,0.15664993160000001,-0.0309117965,-0.0788158421,-0.0691244917,0.023350898300000002,-0.0106837327
anticancer__wt__3,0.7855179859,-0.1769565354,-0.21314706960000002,0.20762558350000002,-0.1892649139,0.057246821600000004,-0.1138273612
anticancer__5fu__3,-2.4776010032,-2.3183115857,-0.39514538390000004,1.1998775921,-0.20818591,-0.24807841290000002,-0.2249885859
bio_pln__aero_pln__1,0.18136400860000002,-0.055435680700000003,0.1831441383,0.2289145145,-0.0316871123,0.0516460368,0.0431396313
bio_pln__aero_pln__2,-0.18136400860000002,0.055435680700000003,-0.1831441383,-0.2289145145,0.0316871123,-0.0516460368,-0.0431396313
bio_pln__anaero_pln__1,1.9873314669000002,0.4224214182,-0.1003374077,1.1055213994,0.0453055736,0.2083329186,-0.026105742100000003
bio_pln__anaero_pln__2,1.5716068414,0.7144252509,-0.0489066405,1.3109836002,0.0911147029,-0.0266796062,-0.4376281288
biocide__bzcl_12h__1,-3.5404388665,-2.5030981543,-0.1152614403,-0.8051359477000001,0.2520540591,-0.1018651559,-0.5754432389
