,-0.1448073905882353,-0.1267064667647059,-0.1086055429411765,-0.0905046191176471,-0.07240369529411769,-0.05430277147058829,-0.03620184764705889,-0.018100923823529486,-8.326672684688674e-17,0.01810092382352932,0.03620184764705872,0.054302771470588124,0.07240369529411753,0.09050461911764693,0.10860554294117633,0.12670646676470573,0.14480739058823514,0.16290831441176454,0.18100923823529394,0.19911016205882334
thresh,-0.1538578525,0.1538578525,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,3,8,48,599,2973,598,51,7,2,0,0,0,0,0,0,0
AcoR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
AcoR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['acoC'],['acoL'],['acoB' 'acoA'],[]
