,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-5.225624320266667,1.2578319655110721,3.0,0.0,-6.6709251724000005,1.0,-4.62735371,2.0,-4.3785940784,,,,,,,,,,
1,LB__LBtran,-3.2252764555666666,0.23575578116668544,3.0,3.0,-2.9804661024,4.0,-3.2445714649,5.0,-3.4507917994,,,,,,,,,,
2,LB__LBstat,8.535687942166666,0.7223927117123891,3.0,6.0,9.0967421403,7.0,7.7205910441,8.0,8.7897306421,,,,,,,,,,
3,LB__LBGexp,-7.7844645941,0.7446786475915878,3.0,9.0,-8.5518372952,10.0,-7.0647713368,11.0,-7.7367851503,,,,,,,,,,
4,LB__LBGtran,0.25997842489999995,1.3116473970786535,2.0,12.0,1.1874531939,13.0,-0.6674963441,,,,,,,,,,,,
5,LB__LBGstat,3.3517540728333333,0.3537020956284868,3.0,14.0,3.1369644615,15.0,3.759988104,16.0,3.158309653,,,,,,,,,,
6,Life Cycle__S0,2.0102987496,0.6915970722632453,3.0,17.0,1.5538841712,18.0,1.6709932108999999,19.0,2.8060188667,,,,,,,,,,
7,Life Cycle__S1,-7.472043951,0.4533963198400309,3.0,20.0,-7.9388686058,21.0,-7.0333896223,22.0,-7.4438736249,,,,,,,,,,
8,Life Cycle__S2,-3.205619293666667,0.9667549393272166,3.0,23.0,-4.3143175819,24.0,-2.5385484038,25.0,-2.7639918953000002,,,,,,,,,,
9,Life Cycle__S3,4.99741148695,1.3251392158588255,2.0,26.0,4.0603965614,27.0,5.9344264125,,,,,,,,,,,,
10,Life Cycle__S4,14.711060759566665,1.5255949597541996,3.0,28.0,12.9672202526,29.0,15.7990948625,30.0,15.3668671636,,,,,,,,,,
11,Life Cycle__S5,16.651486860066665,0.3628627695072596,3.0,31.0,16.2368713451,32.0,16.9111383904,33.0,16.8064508447,,,,,,,,,,
12,Life Cycle__S6,14.3541788125875,4.982397822014983,8.0,34.0,18.1571413836,35.0,8.4342357773,36.0,18.2442600068,37.0,16.1162560626,38.0,4.7226591608,39.0,15.6340272224,40.0,16.6608572863,41.0,16.8639936009
13,Life Cycle__S7,13.223648310099998,0.8046693651843388,3.0,42.0,14.0609820137,43.0,13.1537607422,44.0,12.4562021744,,,,,,,,,,
14,Life Cycle__S8,8.5183662282,5.935536691724557,2.0,45.0,12.7154244729,46.0,4.3213079835,,,,,,,,,,,,
15,Life Cycle__G135,-10.08486968725,2.198710716281246,2.0,47.0,-11.6395929446,48.0,-8.5301464299,,,,,,,,,,,,
16,Life Cycle__G150,-10.5762364228,0.816394904571593,3.0,49.0,-9.6553880333,50.0,-10.8619341946,51.0,-11.2113870405,,,,,,,,,,
17,Life Cycle__G180,-10.445441908066668,0.5475843620180724,3.0,52.0,-10.3571363802,53.0,-11.0318125561,54.0,-9.9473767879,,,,,,,,,,
18,Stress Time Course__C30,1.06135231895,0.2427815546641033,2.0,55.0,0.8896798353,56.0,1.2330248026,,,,,,,,,,,,
19,Stress Time Course__C90,-3.49500735185,0.02115640303278804,2.0,57.0,-3.4800475158,58.0,-3.5099671879,,,,,,,,,,,,
20,Biofilm__BI,3.0115926834,0.08583142958713684,2.0,59.0,3.0722846693,60.0,2.9509006975,,,,,,,,,,,,
