,USA300_TCH1516,link,Locus_tag
665,USA300HOU_0568,https://aureowiki.med.uni-greifswald.de/SAUPAN002352000,USA300HOU_RS03010
666,USA300HOU_0569,https://aureowiki.med.uni-greifswald.de/SAUPAN002353000,USA300HOU_RS03015
667,USA300HOU_0570,https://aureowiki.med.uni-greifswald.de/SAUPAN002354000,USA300HOU_RS03020
668,USA300HOU_0571,https://aureowiki.med.uni-greifswald.de/SAUPAN002355000,USA300HOU_RS03025
669,USA300HOU_0572,https://aureowiki.med.uni-greifswald.de/SAUPAN002356000,USA300HOU_RS03030
670,USA300HOU_0573,https://aureowiki.med.uni-greifswald.de/SAUPAN002357000,USA300HOU_RS03035
671,USA300HOU_0574,https://aureowiki.med.uni-greifswald.de/SAUPAN002359000,USA300HOU_RS03040
672,USA300HOU_0575,https://aureowiki.med.uni-greifswald.de/SAUPAN002360000,USA300HOU_RS03045
673,USA300HOU_0576,https://aureowiki.med.uni-greifswald.de/SAUPAN002361000,USA300HOU_RS03050
674,USA300HOU_0577,https://aureowiki.med.uni-greifswald.de/SAUPAN002362000,USA300HOU_RS03055
675,USA300HOU_0578,https://aureowiki.med.uni-greifswald.de/SAUPAN002363000,USA300HOU_RS03060
676,USA300HOU_0579,https://aureowiki.med.uni-greifswald.de/SAUPAN002364000,USA300HOU_RS03065
677,USA300HOU_0580,https://aureowiki.med.uni-greifswald.de/SAUPAN002367000,USA300HOU_RS03070
678,USA300HOU_0581,https://aureowiki.med.uni-greifswald.de/SAUPAN002368000,USA300HOU_RS03075
679,USA300HOU_0582,https://aureowiki.med.uni-greifswald.de/SAUPAN002369000,USA300HOU_RS03080
680,USA300HOU_0583,https://aureowiki.med.uni-greifswald.de/SAUPAN002371000,USA300HOU_RS03085
681,USA300HOU_0584,https://aureowiki.med.uni-greifswald.de/SAUPAN002372000,USA300HOU_RS03090
682,USA300HOU_0585,https://aureowiki.med.uni-greifswald.de/SAUPAN002373000,USA300HOU_RS03095
683,USA300HOU_0586,https://aureowiki.med.uni-greifswald.de/SAUPAN002374000,USA300HOU_RS03100
684,USA300HOU_0587,https://aureowiki.med.uni-greifswald.de/SAUPAN002375000,USA300HOU_RS03105
685,USA300HOU_0588,https://aureowiki.med.uni-greifswald.de/SAUPAN002438000,USA300HOU_RS03110
686,USA300HOU_0589,https://aureowiki.med.uni-greifswald.de/SAUPAN002439000,
687,USA300HOU_0590,https://aureowiki.med.uni-greifswald.de/SAUPAN002440000,USA300HOU_RS03115
688,USA300HOU_0591,https://aureowiki.med.uni-greifswald.de/SAUPAN002442000,USA300HOU_RS03120
689,USA300HOU_0603,https://aureowiki.med.uni-greifswald.de/SAUPAN002444000,USA300HOU_RS03175
690,USA300HOU_0605,https://aureowiki.med.uni-greifswald.de/SAUPAN002445000,USA300HOU_RS03185
691,USA300HOU_0592,https://aureowiki.med.uni-greifswald.de/SAUPAN002446000,USA300HOU_RS03125
692,USA300HOU_0594,https://aureowiki.med.uni-greifswald.de/SAUPAN002447000,USA300HOU_RS03135
693,USA300HOU_0599,https://aureowiki.med.uni-greifswald.de/SAUPAN002448000,
694,USA300HOU_0598,https://aureowiki.med.uni-greifswald.de/SAUPAN002449000,USA300HOU_RS03155
695,USA300HOU_0602,https://aureowiki.med.uni-greifswald.de/SAUPAN002450000,USA300HOU_RS03170
696,USA300HOU_0593,https://aureowiki.med.uni-greifswald.de/SAUPAN002451000,USA300HOU_RS03130
697,USA300HOU_0595,https://aureowiki.med.uni-greifswald.de/SAUPAN002453000,USA300HOU_RS03140
698,USA300HOU_0604,https://aureowiki.med.uni-greifswald.de/SAUPAN002455000,USA300HOU_RS03180
699,USA300HOU_0596,https://aureowiki.med.uni-greifswald.de/SAUPAN002456000,USA300HOU_RS03145
700,USA300HOU_0597,https://aureowiki.med.uni-greifswald.de/SAUPAN002458000,USA300HOU_RS03150
701,USA300HOU_0601,https://aureowiki.med.uni-greifswald.de/SAUPAN002460000,USA300HOU_RS03165
702,USA300HOU_0600,https://aureowiki.med.uni-greifswald.de/SAUPAN002462000,
703,USA300HOU_0606,https://aureowiki.med.uni-greifswald.de/SAUPAN002463000,USA300HOU_RS03190
704,USA300HOU_0607,https://aureowiki.med.uni-greifswald.de/SAUPAN002466000,USA300HOU_RS03195
705,USA300HOU_0608,https://aureowiki.med.uni-greifswald.de/SAUPAN002467000,USA300HOU_RS03200
706,USA300HOU_0609,https://aureowiki.med.uni-greifswald.de/SAUPAN002468000,USA300HOU_RS03205
707,USA300HOU_0610,https://aureowiki.med.uni-greifswald.de/SAUPAN002470000,USA300HOU_RS03215
708,USA300HOU_0611,https://aureowiki.med.uni-greifswald.de/SAUPAN002471000,USA300HOU_RS03220
709,USA300HOU_0612,https://aureowiki.med.uni-greifswald.de/SAUPAN002472000,USA300HOU_RS03225
710,USA300HOU_0613,https://aureowiki.med.uni-greifswald.de/SAUPAN002473000,USA300HOU_RS03230
711,USA300HOU_0614,https://aureowiki.med.uni-greifswald.de/SAUPAN002475000,USA300HOU_RS03235
712,USA300HOU_0615,https://aureowiki.med.uni-greifswald.de/SAUPAN002476000,USA300HOU_RS03240
713,USA300HOU_0616,https://aureowiki.med.uni-greifswald.de/SAUPAN002477000,USA300HOU_RS03245
714,USA300HOU_0617,https://aureowiki.med.uni-greifswald.de/SAUPAN002478000,USA300HOU_RS03250
715,USA300HOU_0618,https://aureowiki.med.uni-greifswald.de/SAUPAN002479000,USA300HOU_RS03255
716,USA300HOU_0619,https://aureowiki.med.uni-greifswald.de/SAUPAN002480000,USA300HOU_RS03260
717,USA300HOU_0620,https://aureowiki.med.uni-greifswald.de/SAUPAN002481000,USA300HOU_RS03265
718,USA300HOU_0621,https://aureowiki.med.uni-greifswald.de/SAUPAN002483000,USA300HOU_RS03270
719,USA300HOU_0622,https://aureowiki.med.uni-greifswald.de/SAUPAN002485000,USA300HOU_RS03275
720,USA300HOU_0623,https://aureowiki.med.uni-greifswald.de/SAUPAN002487000,
721,USA300HOU_0624,https://aureowiki.med.uni-greifswald.de/SAUPAN002488000,USA300HOU_RS03280
722,USA300HOU_0640,https://aureowiki.med.uni-greifswald.de/SAUPAN002490000,USA300HOU_RS03365
723,USA300HOU_0641,https://aureowiki.med.uni-greifswald.de/SAUPAN002491000,USA300HOU_RS03370
724,USA300HOU_0642,https://aureowiki.med.uni-greifswald.de/SAUPAN002492000,USA300HOU_RS03375
725,USA300HOU_0643,https://aureowiki.med.uni-greifswald.de/SAUPAN002493000,USA300HOU_RS03380
726,USA300HOU_0644,https://aureowiki.med.uni-greifswald.de/SAUPAN002495000,USA300HOU_RS03385
727,USA300HOU_0645,https://aureowiki.med.uni-greifswald.de/SAUPAN002496000,USA300HOU_RS03390
728,USA300HOU_0646,https://aureowiki.med.uni-greifswald.de/SAUPAN002497000,USA300HOU_RS03395
729,USA300HOU_0647,https://aureowiki.med.uni-greifswald.de/SAUPAN002498000,USA300HOU_RS03400
730,USA300HOU_0648,https://aureowiki.med.uni-greifswald.de/SAUPAN002500000,USA300HOU_RS03405
731,USA300HOU_0649,https://aureowiki.med.uni-greifswald.de/SAUPAN002501000,USA300HOU_RS03410
732,USA300HOU_0650,https://aureowiki.med.uni-greifswald.de/SAUPAN002502000,USA300HOU_RS03415
733,USA300HOU_0651,https://aureowiki.med.uni-greifswald.de/SAUPAN002507000,USA300HOU_RS03420
734,USA300HOU_0652,https://aureowiki.med.uni-greifswald.de/SAUPAN002508000,USA300HOU_RS03425
735,USA300HOU_0653,https://aureowiki.med.uni-greifswald.de/SAUPAN002509000,USA300HOU_RS03430
736,USA300HOU_0654,https://aureowiki.med.uni-greifswald.de/SAUPAN002510000,USA300HOU_RS03435
737,USA300HOU_0655,https://aureowiki.med.uni-greifswald.de/SAUPAN002511000,USA300HOU_RS03440
738,USA300HOU_0656,https://aureowiki.med.uni-greifswald.de/SAUPAN002512000,USA300HOU_RS03445
739,USA300HOU_0657,https://aureowiki.med.uni-greifswald.de/SAUPAN002513000,USA300HOU_RS03450
740,USA300HOU_0658,https://aureowiki.med.uni-greifswald.de/SAUPAN002514000,USA300HOU_RS03455
741,USA300HOU_0659,https://aureowiki.med.uni-greifswald.de/SAUPAN002515000,USA300HOU_RS03460
742,USA300HOU_0660,https://aureowiki.med.uni-greifswald.de/SAUPAN002517000,USA300HOU_RS03465
743,USA300HOU_0661,https://aureowiki.med.uni-greifswald.de/SAUPAN002518000,USA300HOU_RS03470
744,USA300HOU_0662,https://aureowiki.med.uni-greifswald.de/SAUPAN002519000,USA300HOU_RS03475
745,USA300HOU_0663,https://aureowiki.med.uni-greifswald.de/SAUPAN002520000,USA300HOU_RS03480
746,USA300HOU_0665,https://aureowiki.med.uni-greifswald.de/SAUPAN002522000,USA300HOU_RS03485
747,USA300HOU_0666,https://aureowiki.med.uni-greifswald.de/SAUPAN002523000,USA300HOU_RS03490
748,USA300HOU_0667,https://aureowiki.med.uni-greifswald.de/SAUPAN002524000,USA300HOU_RS03495
749,USA300HOU_0668,https://aureowiki.med.uni-greifswald.de/SAUPAN002525000,USA300HOU_RS03500
750,USA300HOU_0669,https://aureowiki.med.uni-greifswald.de/SAUPAN002526000,USA300HOU_RS03505
751,USA300HOU_0670,https://aureowiki.med.uni-greifswald.de/SAUPAN002527000,USA300HOU_RS03510
752,USA300HOU_0671,https://aureowiki.med.uni-greifswald.de/SAUPAN002528000,USA300HOU_RS03515
753,USA300HOU_0672,https://aureowiki.med.uni-greifswald.de/SAUPAN002529000,USA300HOU_RS03520
754,USA300HOU_0673,https://aureowiki.med.uni-greifswald.de/SAUPAN002530000,USA300HOU_RS03525
755,USA300HOU_0674,https://aureowiki.med.uni-greifswald.de/SAUPAN002531000,USA300HOU_RS03530
756,USA300HOU_0675,https://aureowiki.med.uni-greifswald.de/SAUPAN002532000,USA300HOU_RS03535
757,USA300HOU_0676,https://aureowiki.med.uni-greifswald.de/SAUPAN002533000,USA300HOU_RS03540
758,USA300HOU_0677,https://aureowiki.med.uni-greifswald.de/SAUPAN002535000,USA300HOU_RS03550
759,USA300HOU_0678,https://aureowiki.med.uni-greifswald.de/SAUPAN002536000,USA300HOU_RS03555
760,USA300HOU_0679,https://aureowiki.med.uni-greifswald.de/SAUPAN002537000,USA300HOU_RS03560
761,USA300HOU_0680,https://aureowiki.med.uni-greifswald.de/SAUPAN002538000,USA300HOU_RS03565
762,USA300HOU_0681,https://aureowiki.med.uni-greifswald.de/SAUPAN002539000,USA300HOU_RS03570
763,USA300HOU_0682,https://aureowiki.med.uni-greifswald.de/SAUPAN002540000,USA300HOU_RS03575
764,USA300HOU_0683,https://aureowiki.med.uni-greifswald.de/SAUPAN002541000,USA300HOU_RS03580
765,USA300HOU_0684,https://aureowiki.med.uni-greifswald.de/SAUPAN002543000,USA300HOU_RS03585
766,USA300HOU_0685,https://aureowiki.med.uni-greifswald.de/SAUPAN002544000,USA300HOU_RS03590
767,USA300HOU_0686,https://aureowiki.med.uni-greifswald.de/SAUPAN002545000,USA300HOU_RS03595
768,USA300HOU_0687,https://aureowiki.med.uni-greifswald.de/SAUPAN002546000,USA300HOU_RS03600
769,USA300HOU_0688,https://aureowiki.med.uni-greifswald.de/SAUPAN002547000,USA300HOU_RS03605
770,USA300HOU_0689,https://aureowiki.med.uni-greifswald.de/SAUPAN002548000,USA300HOU_RS03610
771,USA300HOU_0690,https://aureowiki.med.uni-greifswald.de/SAUPAN002549000,USA300HOU_RS03615
772,USA300HOU_0691,https://aureowiki.med.uni-greifswald.de/SAUPAN002550000,USA300HOU_RS03620
773,USA300HOU_0692,https://aureowiki.med.uni-greifswald.de/SAUPAN002552000,USA300HOU_RS03625
774,USA300HOU_0693,https://aureowiki.med.uni-greifswald.de/SAUPAN002553000,USA300HOU_RS03630
775,USA300HOU_0694,https://aureowiki.med.uni-greifswald.de/SAUPAN002554000,USA300HOU_RS03635
776,USA300HOU_0695,https://aureowiki.med.uni-greifswald.de/SAUPAN002555000,USA300HOU_RS03640
777,USA300HOU_0696,https://aureowiki.med.uni-greifswald.de/SAUPAN002556000,USA300HOU_RS03645
778,USA300HOU_0697,https://aureowiki.med.uni-greifswald.de/SAUPAN002557000,USA300HOU_RS03650
779,USA300HOU_0698,https://aureowiki.med.uni-greifswald.de/SAUPAN002559000,USA300HOU_RS03655
780,USA300HOU_0699,https://aureowiki.med.uni-greifswald.de/SAUPAN002560000,USA300HOU_RS03660
781,USA300HOU_0700,https://aureowiki.med.uni-greifswald.de/SAUPAN002561000,USA300HOU_RS03665
782,USA300HOU_0701,https://aureowiki.med.uni-greifswald.de/SAUPAN002562000,USA300HOU_RS03670
783,USA300HOU_0702,https://aureowiki.med.uni-greifswald.de/SAUPAN002563000,USA300HOU_RS03675
784,USA300HOU_0703,https://aureowiki.med.uni-greifswald.de/SAUPAN002564000,USA300HOU_RS03680
785,USA300HOU_0704,https://aureowiki.med.uni-greifswald.de/SAUPAN002565000,USA300HOU_RS03685
786,USA300HOU_0705,https://aureowiki.med.uni-greifswald.de/SAUPAN002566000,USA300HOU_RS03690
787,USA300HOU_0706,https://aureowiki.med.uni-greifswald.de/SAUPAN002567000,USA300HOU_RS03695
788,USA300HOU_0707,https://aureowiki.med.uni-greifswald.de/SAUPAN002568000,USA300HOU_RS03700
789,USA300HOU_0708,https://aureowiki.med.uni-greifswald.de/SAUPAN002569000,USA300HOU_RS03705
790,USA300HOU_0709,https://aureowiki.med.uni-greifswald.de/SAUPAN002570000,USA300HOU_RS03710
791,USA300HOU_0710,https://aureowiki.med.uni-greifswald.de/SAUPAN002571000,USA300HOU_RS03715
792,USA300HOU_0711,https://aureowiki.med.uni-greifswald.de/SAUPAN002572000,USA300HOU_RS03720
793,USA300HOU_0712,https://aureowiki.med.uni-greifswald.de/SAUPAN002573000,USA300HOU_RS03725
794,USA300HOU_0713,https://aureowiki.med.uni-greifswald.de/SAUPAN002574000,USA300HOU_RS03730
795,USA300HOU_0714,https://aureowiki.med.uni-greifswald.de/SAUPAN002575000,USA300HOU_RS03735
796,USA300HOU_0715,https://aureowiki.med.uni-greifswald.de/SAUPAN002576000,USA300HOU_RS03740
797,USA300HOU_0716,https://aureowiki.med.uni-greifswald.de/SAUPAN002577000,USA300HOU_RS03745
798,USA300HOU_0717,https://aureowiki.med.uni-greifswald.de/SAUPAN002578000,USA300HOU_RS03750
799,USA300HOU_0718,https://aureowiki.med.uni-greifswald.de/SAUPAN002579000,USA300HOU_RS03755
800,USA300HOU_0719,https://aureowiki.med.uni-greifswald.de/SAUPAN002580000,USA300HOU_RS03760
801,USA300HOU_0720,https://aureowiki.med.uni-greifswald.de/SAUPAN002581000,USA300HOU_RS03765
802,USA300HOU_0721,https://aureowiki.med.uni-greifswald.de/SAUPAN002582000,USA300HOU_RS03770
803,USA300HOU_0722,https://aureowiki.med.uni-greifswald.de/SAUPAN002583000,USA300HOU_RS03775
804,USA300HOU_0723,https://aureowiki.med.uni-greifswald.de/SAUPAN002584000,USA300HOU_RS03780
805,USA300HOU_0724,https://aureowiki.med.uni-greifswald.de/SAUPAN002586000,USA300HOU_RS03790
806,USA300HOU_0725,https://aureowiki.med.uni-greifswald.de/SAUPAN002587000,USA300HOU_RS03795
807,USA300HOU_0726,https://aureowiki.med.uni-greifswald.de/SAUPAN002588000,USA300HOU_RS03800
808,USA300HOU_0727,https://aureowiki.med.uni-greifswald.de/SAUPAN002589000,USA300HOU_RS03805
809,USA300HOU_0728,https://aureowiki.med.uni-greifswald.de/SAUPAN002590000,USA300HOU_RS03810
810,USA300HOU_0729,https://aureowiki.med.uni-greifswald.de/SAUPAN002591000,USA300HOU_RS03815
811,USA300HOU_0730,https://aureowiki.med.uni-greifswald.de/SAUPAN002593000,USA300HOU_RS03820
812,USA300HOU_0731,https://aureowiki.med.uni-greifswald.de/SAUPAN002594000,USA300HOU_RS03825
813,USA300HOU_0732,https://aureowiki.med.uni-greifswald.de/SAUPAN002595000,USA300HOU_RS03830
814,USA300HOU_0733,https://aureowiki.med.uni-greifswald.de/SAUPAN002596000,USA300HOU_RS03835
815,USA300HOU_0734,https://aureowiki.med.uni-greifswald.de/SAUPAN002597000,USA300HOU_RS03840
816,USA300HOU_0735,https://aureowiki.med.uni-greifswald.de/SAUPAN002598000,USA300HOU_RS03845
817,USA300HOU_0736,https://aureowiki.med.uni-greifswald.de/SAUPAN002599000,USA300HOU_RS03850
818,USA300HOU_0737,https://aureowiki.med.uni-greifswald.de/SAUPAN002600000,USA300HOU_RS03855
819,USA300HOU_0738,https://aureowiki.med.uni-greifswald.de/SAUPAN002601000,USA300HOU_RS03860
820,USA300HOU_0739,https://aureowiki.med.uni-greifswald.de/SAUPAN002602000,USA300HOU_RS03865
821,USA300HOU_0740,https://aureowiki.med.uni-greifswald.de/SAUPAN002603000,USA300HOU_RS03870
822,USA300HOU_0741,https://aureowiki.med.uni-greifswald.de/SAUPAN002604000,USA300HOU_RS03875
823,USA300HOU_0742,https://aureowiki.med.uni-greifswald.de/SAUPAN002605000,USA300HOU_RS03880
824,USA300HOU_0743,https://aureowiki.med.uni-greifswald.de/SAUPAN002607000,USA300HOU_RS03890
825,USA300HOU_0744,https://aureowiki.med.uni-greifswald.de/SAUPAN002608000,USA300HOU_RS03895
826,USA300HOU_0745,https://aureowiki.med.uni-greifswald.de/SAUPAN002609000,USA300HOU_RS03900
827,USA300HOU_0746,https://aureowiki.med.uni-greifswald.de/SAUPAN002610000,USA300HOU_RS03905
828,USA300HOU_0747,https://aureowiki.med.uni-greifswald.de/SAUPAN002611000,USA300HOU_RS03910
829,USA300HOU_0748,https://aureowiki.med.uni-greifswald.de/SAUPAN002614000,USA300HOU_RS03915
830,USA300HOU_0749,https://aureowiki.med.uni-greifswald.de/SAUPAN002621000,USA300HOU_RS03920
831,USA300HOU_0750,https://aureowiki.med.uni-greifswald.de/SAUPAN002622000,USA300HOU_RS03925
832,USA300HOU_0751,https://aureowiki.med.uni-greifswald.de/SAUPAN002623000,USA300HOU_RS03930
833,USA300HOU_0752,https://aureowiki.med.uni-greifswald.de/SAUPAN002626000,USA300HOU_RS03935
834,USA300HOU_0753,https://aureowiki.med.uni-greifswald.de/SAUPAN002627000,USA300HOU_RS03940
835,USA300HOU_0754,https://aureowiki.med.uni-greifswald.de/SAUPAN002629000,USA300HOU_RS03945
836,USA300HOU_0755,https://aureowiki.med.uni-greifswald.de/SAUPAN002630000,USA300HOU_RS03950
837,USA300HOU_0756,https://aureowiki.med.uni-greifswald.de/SAUPAN002631000,USA300HOU_RS03955
838,USA300HOU_0757,https://aureowiki.med.uni-greifswald.de/SAUPAN002633000,USA300HOU_RS03960
839,USA300HOU_0758,https://aureowiki.med.uni-greifswald.de/SAUPAN002634000,USA300HOU_RS03965
840,USA300HOU_0759,https://aureowiki.med.uni-greifswald.de/SAUPAN002636000,USA300HOU_RS03970
841,USA300HOU_0760,https://aureowiki.med.uni-greifswald.de/SAUPAN002638000,USA300HOU_RS03975
842,USA300HOU_0761,https://aureowiki.med.uni-greifswald.de/SAUPAN002639000,USA300HOU_RS03980
843,USA300HOU_0762,https://aureowiki.med.uni-greifswald.de/SAUPAN002640000,USA300HOU_RS03985
844,USA300HOU_0763,https://aureowiki.med.uni-greifswald.de/SAUPAN002641000,USA300HOU_RS03990
845,USA300HOU_0764,https://aureowiki.med.uni-greifswald.de/SAUPAN002642000,USA300HOU_RS03995
846,USA300HOU_0765,https://aureowiki.med.uni-greifswald.de/SAUPAN002643000,
847,USA300HOU_0766,https://aureowiki.med.uni-greifswald.de/SAUPAN002644000,USA300HOU_RS04000
848,USA300HOU_0767,https://aureowiki.med.uni-greifswald.de/SAUPAN002645000,USA300HOU_RS04005
849,USA300HOU_0768,https://aureowiki.med.uni-greifswald.de/SAUPAN002647000,USA300HOU_RS04010
850,USA300HOU_0769,https://aureowiki.med.uni-greifswald.de/SAUPAN002648000,USA300HOU_RS04015
851,USA300HOU_0770,https://aureowiki.med.uni-greifswald.de/SAUPAN002650000,USA300HOU_RS04020
852,USA300HOU_0771,https://aureowiki.med.uni-greifswald.de/SAUPAN002651000,USA300HOU_RS04025
853,USA300HOU_0772,https://aureowiki.med.uni-greifswald.de/SAUPAN002652000,USA300HOU_RS04030
854,USA300HOU_0773,https://aureowiki.med.uni-greifswald.de/SAUPAN002653000,USA300HOU_RS04035
855,USA300HOU_0774,https://aureowiki.med.uni-greifswald.de/SAUPAN002654000,USA300HOU_RS04040
856,USA300HOU_0775,https://aureowiki.med.uni-greifswald.de/SAUPAN002655000,USA300HOU_RS04045
857,USA300HOU_0776,https://aureowiki.med.uni-greifswald.de/SAUPAN002657000,USA300HOU_RS04050
858,USA300HOU_0777,https://aureowiki.med.uni-greifswald.de/SAUPAN002659000,USA300HOU_RS04055
859,USA300HOU_0778,https://aureowiki.med.uni-greifswald.de/SAUPAN002660000,USA300HOU_RS04060
860,USA300HOU_0779,https://aureowiki.med.uni-greifswald.de/SAUPAN002661000,USA300HOU_RS04065
861,USA300HOU_0780,https://aureowiki.med.uni-greifswald.de/SAUPAN002662000,USA300HOU_RS04070
862,USA300HOU_0781,https://aureowiki.med.uni-greifswald.de/SAUPAN002663000,USA300HOU_RS04075
863,USA300HOU_0782,https://aureowiki.med.uni-greifswald.de/SAUPAN002664000,USA300HOU_RS04080
864,USA300HOU_0783,https://aureowiki.med.uni-greifswald.de/SAUPAN002669000,USA300HOU_RS04090
865,USA300HOU_0784,https://aureowiki.med.uni-greifswald.de/SAUPAN002670000,USA300HOU_RS04095
866,USA300HOU_0785,https://aureowiki.med.uni-greifswald.de/SAUPAN002671000,USA300HOU_RS04100
867,USA300HOU_0786,https://aureowiki.med.uni-greifswald.de/SAUPAN002672000,USA300HOU_RS04105
868,USA300HOU_0787,https://aureowiki.med.uni-greifswald.de/SAUPAN002676000,USA300HOU_RS04110
869,USA300HOU_0788,https://aureowiki.med.uni-greifswald.de/SAUPAN002679000,USA300HOU_RS04115
870,USA300HOU_0789,https://aureowiki.med.uni-greifswald.de/SAUPAN002680000,USA300HOU_RS04120
871,USA300HOU_0790,https://aureowiki.med.uni-greifswald.de/SAUPAN002681000,USA300HOU_RS04125
872,USA300HOU_0791,https://aureowiki.med.uni-greifswald.de/SAUPAN002682000,USA300HOU_RS04130
873,USA300HOU_0792,https://aureowiki.med.uni-greifswald.de/SAUPAN002684000,USA300HOU_RS04135
874,USA300HOU_0793,https://aureowiki.med.uni-greifswald.de/SAUPAN002685000,
875,USA300HOU_0794,https://aureowiki.med.uni-greifswald.de/SAUPAN002689000,USA300HOU_RS04145
876,USA300HOU_0795,https://aureowiki.med.uni-greifswald.de/SAUPAN002690000,USA300HOU_RS04150
877,USA300HOU_0796,https://aureowiki.med.uni-greifswald.de/SAUPAN002692000,USA300HOU_RS04155
878,USA300HOU_t0013,https://aureowiki.med.uni-greifswald.de/SAUPAN002693000,USA300HOU_RS04160
879,USA300HOU_0797,https://aureowiki.med.uni-greifswald.de/SAUPAN002695000,USA300HOU_RS04165
880,USA300HOU_0798,https://aureowiki.med.uni-greifswald.de/SAUPAN002697000,USA300HOU_RS04170
881,USA300HOU_0799,https://aureowiki.med.uni-greifswald.de/SAUPAN002699000,USA300HOU_RS04175
882,USA300HOU_0800,https://aureowiki.med.uni-greifswald.de/SAUPAN002702000,
883,USA300HOU_0801,https://aureowiki.med.uni-greifswald.de/SAUPAN002705000,USA300HOU_RS04180
884,USA300HOU_0802,https://aureowiki.med.uni-greifswald.de/SAUPAN002706000,USA300HOU_RS04185
885,USA300HOU_0803,https://aureowiki.med.uni-greifswald.de/SAUPAN002707000,USA300HOU_RS04190
886,USA300HOU_0804,https://aureowiki.med.uni-greifswald.de/SAUPAN002708000,USA300HOU_RS04195
887,USA300HOU_0805,https://aureowiki.med.uni-greifswald.de/SAUPAN002709000,USA300HOU_RS04200
888,USA300HOU_0806,https://aureowiki.med.uni-greifswald.de/SAUPAN002710000,USA300HOU_RS04205
889,USA300HOU_0807,https://aureowiki.med.uni-greifswald.de/SAUPAN002711000,USA300HOU_RS04210
890,USA300HOU_0808,https://aureowiki.med.uni-greifswald.de/SAUPAN002712000,USA300HOU_RS04215
891,USA300HOU_0809,https://aureowiki.med.uni-greifswald.de/SAUPAN002713000,USA300HOU_RS04220
892,USA300HOU_0810,https://aureowiki.med.uni-greifswald.de/SAUPAN002714000,USA300HOU_RS04225
893,USA300HOU_0811,https://aureowiki.med.uni-greifswald.de/SAUPAN002715000,USA300HOU_RS04230
894,USA300HOU_nc0003,https://aureowiki.med.uni-greifswald.de/SAUPAN002716000,USA300HOU_RS15175
895,USA300HOU_0812,https://aureowiki.med.uni-greifswald.de/SAUPAN002768000,USA300HOU_RS04235
896,USA300HOU_0813,https://aureowiki.med.uni-greifswald.de/SAUPAN002770000,USA300HOU_RS04240
897,USA300HOU_0814,https://aureowiki.med.uni-greifswald.de/SAUPAN002771000,USA300HOU_RS04245
898,USA300HOU_0815,https://aureowiki.med.uni-greifswald.de/SAUPAN002772000,USA300HOU_RS04250
899,USA300HOU_0816,https://aureowiki.med.uni-greifswald.de/SAUPAN002776000,USA300HOU_RS04255
900,USA300HOU_0817,https://aureowiki.med.uni-greifswald.de/SAUPAN002777000,USA300HOU_RS04260
901,USA300HOU_0818,https://aureowiki.med.uni-greifswald.de/SAUPAN002778000,USA300HOU_RS04265
902,USA300HOU_0819,https://aureowiki.med.uni-greifswald.de/SAUPAN002779000,USA300HOU_RS04270
903,USA300HOU_0820,https://aureowiki.med.uni-greifswald.de/SAUPAN002791000,USA300HOU_RS04275
904,USA300HOU_0821,https://aureowiki.med.uni-greifswald.de/SAUPAN002796000,USA300HOU_RS04280
905,USA300HOU_0822,https://aureowiki.med.uni-greifswald.de/SAUPAN002797000,USA300HOU_RS04285
906,USA300HOU_0823,https://aureowiki.med.uni-greifswald.de/SAUPAN002800000,USA300HOU_RS04290
907,USA300HOU_0824,https://aureowiki.med.uni-greifswald.de/SAUPAN002802000,USA300HOU_RS04295
908,USA300HOU_0825,https://aureowiki.med.uni-greifswald.de/SAUPAN002803000,USA300HOU_RS04300
909,USA300HOU_0826,https://aureowiki.med.uni-greifswald.de/SAUPAN002804000,USA300HOU_RS04305
910,USA300HOU_0827,https://aureowiki.med.uni-greifswald.de/SAUPAN002805000,USA300HOU_RS04310
911,USA300HOU_0828,https://aureowiki.med.uni-greifswald.de/SAUPAN002807000,USA300HOU_RS04320
912,USA300HOU_0829,https://aureowiki.med.uni-greifswald.de/SAUPAN002809000,USA300HOU_RS04325
913,USA300HOU_0830,https://aureowiki.med.uni-greifswald.de/SAUPAN002810000,USA300HOU_RS04330
914,USA300HOU_0831,https://aureowiki.med.uni-greifswald.de/SAUPAN002811000,USA300HOU_RS04335
915,USA300HOU_0832,https://aureowiki.med.uni-greifswald.de/SAUPAN002812000,USA300HOU_RS04340
916,USA300HOU_0833,https://aureowiki.med.uni-greifswald.de/SAUPAN002813000,USA300HOU_RS04345
917,USA300HOU_0834,https://aureowiki.med.uni-greifswald.de/SAUPAN002815000,
918,USA300HOU_0835,https://aureowiki.med.uni-greifswald.de/SAUPAN002816000,USA300HOU_RS04350
919,USA300HOU_0836,https://aureowiki.med.uni-greifswald.de/SAUPAN002817000,USA300HOU_RS04355
920,USA300HOU_0837,https://aureowiki.med.uni-greifswald.de/SAUPAN002818000,USA300HOU_RS04360
921,USA300HOU_0838,https://aureowiki.med.uni-greifswald.de/SAUPAN002819000,USA300HOU_RS04365
922,USA300HOU_0839,https://aureowiki.med.uni-greifswald.de/SAUPAN002820000,USA300HOU_RS04370
923,USA300HOU_0840,https://aureowiki.med.uni-greifswald.de/SAUPAN002821000,USA300HOU_RS04375
924,USA300HOU_0841,https://aureowiki.med.uni-greifswald.de/SAUPAN002822000,USA300HOU_RS04380
