,USA300_TCH1516,link,Locus_tag
0,USA300HOU_0001,https://aureowiki.med.uni-greifswald.de/SAUPAN000006000,USA300HOU_RS00005
1,USA300HOU_0002,https://aureowiki.med.uni-greifswald.de/SAUPAN000007000,USA300HOU_RS00010
2,USA300HOU_0003,https://aureowiki.med.uni-greifswald.de/SAUPAN000009000,USA300HOU_RS00015
3,USA300HOU_0004,https://aureowiki.med.uni-greifswald.de/SAUPAN000010000,USA300HOU_RS00020
4,USA300HOU_0005,https://aureowiki.med.uni-greifswald.de/SAUPAN000011000,USA300HOU_RS00025
5,USA300HOU_0006,https://aureowiki.med.uni-greifswald.de/SAUPAN000012000,USA300HOU_RS00030
6,USA300HOU_0007,https://aureowiki.med.uni-greifswald.de/SAUPAN000013000,USA300HOU_RS00035
7,USA300HOU_0008,https://aureowiki.med.uni-greifswald.de/SAUPAN000014000,USA300HOU_RS00040
8,USA300HOU_0009,https://aureowiki.med.uni-greifswald.de/SAUPAN000017000,USA300HOU_RS00045
9,USA300HOU_0010,https://aureowiki.med.uni-greifswald.de/SAUPAN000018000,USA300HOU_RS00050
10,USA300HOU_0011,https://aureowiki.med.uni-greifswald.de/SAUPAN000019000,USA300HOU_RS00055
11,USA300HOU_0012,https://aureowiki.med.uni-greifswald.de/SAUPAN000021000,USA300HOU_RS00060
12,USA300HOU_0013,https://aureowiki.med.uni-greifswald.de/SAUPAN000023000,USA300HOU_RS00065
13,USA300HOU_0014,https://aureowiki.med.uni-greifswald.de/SAUPAN000024000,USA300HOU_RS00070
14,USA300HOU_0015,https://aureowiki.med.uni-greifswald.de/SAUPAN000025000,USA300HOU_RS00075
15,USA300HOU_0016,https://aureowiki.med.uni-greifswald.de/SAUPAN000026000,USA300HOU_RS00080
16,USA300HOU_0017,https://aureowiki.med.uni-greifswald.de/SAUPAN000028000,USA300HOU_RS00085
17,USA300HOU_t0001,https://aureowiki.med.uni-greifswald.de/SAUPAN000029000,USA300HOU_RS00090
18,USA300HOU_t0002,https://aureowiki.med.uni-greifswald.de/SAUPAN000030000,USA300HOU_RS00095
19,USA300HOU_0018,https://aureowiki.med.uni-greifswald.de/SAUPAN000032000,USA300HOU_RS00100
20,USA300HOU_0019,https://aureowiki.med.uni-greifswald.de/SAUPAN000033000,USA300HOU_RS00105
21,USA300HOU_0020,https://aureowiki.med.uni-greifswald.de/SAUPAN000034000,USA300HOU_RS00110
22,USA300HOU_0021,https://aureowiki.med.uni-greifswald.de/SAUPAN000035000,USA300HOU_RS00115
23,USA300HOU_0022,https://aureowiki.med.uni-greifswald.de/SAUPAN000036000,USA300HOU_RS00120
24,USA300HOU_0023,https://aureowiki.med.uni-greifswald.de/SAUPAN000037000,USA300HOU_RS00125
25,USA300HOU_0024,https://aureowiki.med.uni-greifswald.de/SAUPAN000040000,USA300HOU_RS00130
26,USA300HOU_0025,https://aureowiki.med.uni-greifswald.de/SAUPAN000041000,USA300HOU_RS00135
27,USA300HOU_0088,https://aureowiki.med.uni-greifswald.de/SAUPAN000051000,USA300HOU_RS00415
28,USA300HOU_0026,https://aureowiki.med.uni-greifswald.de/SAUPAN000054000,USA300HOU_RS00140
29,USA300HOU_0074,https://aureowiki.med.uni-greifswald.de/SAUPAN000080000,USA300HOU_RS14945
30,USA300HOU_0027,https://aureowiki.med.uni-greifswald.de/SAUPAN000087000,USA300HOU_RS14915
31,USA300HOU_0028,https://aureowiki.med.uni-greifswald.de/SAUPAN000098000,USA300HOU_RS14920
32,USA300HOU_0029,https://aureowiki.med.uni-greifswald.de/SAUPAN000099000,USA300HOU_RS00150
33,USA300HOU_0030,https://aureowiki.med.uni-greifswald.de/SAUPAN000100000,USA300HOU_RS00155
34,USA300HOU_0031,https://aureowiki.med.uni-greifswald.de/SAUPAN000101000,USA300HOU_RS00160
35,USA300HOU_0032,https://aureowiki.med.uni-greifswald.de/SAUPAN000102000,USA300HOU_RS00165
36,USA300HOU_0033,https://aureowiki.med.uni-greifswald.de/SAUPAN000103000,USA300HOU_RS00170
37,USA300HOU_0034,https://aureowiki.med.uni-greifswald.de/SAUPAN000107000,USA300HOU_RS00175
38,USA300HOU_0060,https://aureowiki.med.uni-greifswald.de/SAUPAN000125000,USA300HOU_RS00280
39,USA300HOU_0035,https://aureowiki.med.uni-greifswald.de/SAUPAN000126000,USA300HOU_RS00180
40,USA300HOU_0061,https://aureowiki.med.uni-greifswald.de/SAUPAN000131000,USA300HOU_RS00285
41,USA300HOU_0036,https://aureowiki.med.uni-greifswald.de/SAUPAN000132000,USA300HOU_RS00185
42,USA300HOU_0064,https://aureowiki.med.uni-greifswald.de/SAUPAN000133000,USA300HOU_RS00295
43,USA300HOU_0062,https://aureowiki.med.uni-greifswald.de/SAUPAN000143000,USA300HOU_RS00290
44,USA300HOU_0105,https://aureowiki.med.uni-greifswald.de/SAUPAN000148000,USA300HOU_RS00495
45,USA300HOU_0096,https://aureowiki.med.uni-greifswald.de/SAUPAN000382000,USA300HOU_RS00455
46,USA300HOU_0097,https://aureowiki.med.uni-greifswald.de/SAUPAN000383000,USA300HOU_RS00460
47,USA300HOU_0098,https://aureowiki.med.uni-greifswald.de/SAUPAN000384000,USA300HOU_RS00465
48,USA300HOU_0099,https://aureowiki.med.uni-greifswald.de/SAUPAN000385000,USA300HOU_RS00470
49,USA300HOU_0102,https://aureowiki.med.uni-greifswald.de/SAUPAN000387000,USA300HOU_RS00480
50,USA300HOU_0063,https://aureowiki.med.uni-greifswald.de/SAUPAN000423000,
51,USA300HOU_0038,https://aureowiki.med.uni-greifswald.de/SAUPAN000424000,USA300HOU_RS00190
52,USA300HOU_0039,https://aureowiki.med.uni-greifswald.de/SAUPAN000444000,USA300HOU_RS00195
53,USA300HOU_0040,https://aureowiki.med.uni-greifswald.de/SAUPAN000445000,USA300HOU_RS00200
54,USA300HOU_0041,https://aureowiki.med.uni-greifswald.de/SAUPAN000446000,USA300HOU_RS00205
55,USA300HOU_0093,https://aureowiki.med.uni-greifswald.de/SAUPAN000486000,USA300HOU_RS00440
56,USA300HOU_0092,https://aureowiki.med.uni-greifswald.de/SAUPAN000487000,USA300HOU_RS00435
57,USA300HOU_0091,https://aureowiki.med.uni-greifswald.de/SAUPAN000488000,USA300HOU_RS00430
58,USA300HOU_0090,https://aureowiki.med.uni-greifswald.de/SAUPAN000489000,USA300HOU_RS00425
59,USA300HOU_0089,https://aureowiki.med.uni-greifswald.de/SAUPAN000490000,USA300HOU_RS00420
60,USA300HOU_0037,https://aureowiki.med.uni-greifswald.de/SAUPAN000491000,
61,USA300HOU_0042,https://aureowiki.med.uni-greifswald.de/SAUPAN000499000,USA300HOU_RS00210
62,USA300HOU_0043,https://aureowiki.med.uni-greifswald.de/SAUPAN000500000,USA300HOU_RS00215
63,USA300HOU_0044,https://aureowiki.med.uni-greifswald.de/SAUPAN000501000,USA300HOU_RS00220
64,USA300HOU_0045,https://aureowiki.med.uni-greifswald.de/SAUPAN000509000,USA300HOU_RS00230
65,USA300HOU_0047,https://aureowiki.med.uni-greifswald.de/SAUPAN000510000,USA300HOU_RS00235
66,USA300HOU_0048,https://aureowiki.med.uni-greifswald.de/SAUPAN000511000,USA300HOU_RS00240
67,USA300HOU_0319,https://aureowiki.med.uni-greifswald.de/SAUPAN000541000,USA300HOU_RS01600
68,USA300HOU_0440,https://aureowiki.med.uni-greifswald.de/SAUPAN000587000,USA300HOU_RS02205
69,USA300HOU_0085,https://aureowiki.med.uni-greifswald.de/SAUPAN000629000,USA300HOU_RS00395
70,USA300HOU_1431,https://aureowiki.med.uni-greifswald.de/SAUPAN000661000,USA300HOU_RS07650
71,USA300HOU_1971,https://aureowiki.med.uni-greifswald.de/SAUPAN000662000,USA300HOU_RS10675
72,USA300HOU_0046,https://aureowiki.med.uni-greifswald.de/SAUPAN000664000,
73,USA300HOU_0049,https://aureowiki.med.uni-greifswald.de/SAUPAN000665000,
74,USA300HOU_0065,https://aureowiki.med.uni-greifswald.de/SAUPAN000669000,USA300HOU_RS00300
75,USA300HOU_0104,https://aureowiki.med.uni-greifswald.de/SAUPAN000670000,USA300HOU_RS00490
76,USA300HOU_0095,https://aureowiki.med.uni-greifswald.de/SAUPAN000751000,USA300HOU_RS00450
77,USA300HOU_0050,https://aureowiki.med.uni-greifswald.de/SAUPAN000800000,USA300HOU_RS00245
78,USA300HOU_0051,https://aureowiki.med.uni-greifswald.de/SAUPAN000801000,USA300HOU_RS00250
79,USA300HOU_0052,https://aureowiki.med.uni-greifswald.de/SAUPAN000802000,USA300HOU_RS00255
80,USA300HOU_0053,https://aureowiki.med.uni-greifswald.de/SAUPAN000803000,USA300HOU_RS00260
81,USA300HOU_0054,https://aureowiki.med.uni-greifswald.de/SAUPAN000804000,
82,USA300HOU_0055,https://aureowiki.med.uni-greifswald.de/SAUPAN000805000,USA300HOU_RS00265
83,USA300HOU_0056,https://aureowiki.med.uni-greifswald.de/SAUPAN000806000,
84,USA300HOU_0057,https://aureowiki.med.uni-greifswald.de/SAUPAN000807000,USA300HOU_RS00270
85,USA300HOU_0058,https://aureowiki.med.uni-greifswald.de/SAUPAN000808000,
86,USA300HOU_0059,https://aureowiki.med.uni-greifswald.de/SAUPAN000809000,USA300HOU_RS00275
87,USA300HOU_0066,https://aureowiki.med.uni-greifswald.de/SAUPAN000810000,USA300HOU_RS00305
88,USA300HOU_0067,https://aureowiki.med.uni-greifswald.de/SAUPAN000811000,USA300HOU_RS00310
89,USA300HOU_0068,https://aureowiki.med.uni-greifswald.de/SAUPAN000812000,USA300HOU_RS00315
90,USA300HOU_0069,https://aureowiki.med.uni-greifswald.de/SAUPAN000813000,USA300HOU_RS00320
91,USA300HOU_0070,https://aureowiki.med.uni-greifswald.de/SAUPAN000814000,USA300HOU_RS00325
92,USA300HOU_0071,https://aureowiki.med.uni-greifswald.de/SAUPAN000815000,USA300HOU_RS00330
93,USA300HOU_0072,https://aureowiki.med.uni-greifswald.de/SAUPAN000816000,USA300HOU_RS00335
94,USA300HOU_0073,https://aureowiki.med.uni-greifswald.de/SAUPAN000817000,USA300HOU_RS14940
95,USA300HOU_0075,https://aureowiki.med.uni-greifswald.de/SAUPAN000818000,USA300HOU_RS00350
96,USA300HOU_0076,https://aureowiki.med.uni-greifswald.de/SAUPAN000819000,USA300HOU_RS00355
97,USA300HOU_0077,https://aureowiki.med.uni-greifswald.de/SAUPAN000820000,USA300HOU_RS00360
98,USA300HOU_0078,https://aureowiki.med.uni-greifswald.de/SAUPAN000821000,USA300HOU_RS00365
99,USA300HOU_0079,https://aureowiki.med.uni-greifswald.de/SAUPAN000822000,USA300HOU_RS00370
100,USA300HOU_0080,https://aureowiki.med.uni-greifswald.de/SAUPAN000823000,USA300HOU_RS00375
101,USA300HOU_0081,https://aureowiki.med.uni-greifswald.de/SAUPAN000824000,USA300HOU_RS00380
102,USA300HOU_0082,https://aureowiki.med.uni-greifswald.de/SAUPAN000825000,USA300HOU_RS00385
103,USA300HOU_0083,https://aureowiki.med.uni-greifswald.de/SAUPAN000826000,
104,USA300HOU_0084,https://aureowiki.med.uni-greifswald.de/SAUPAN000827000,USA300HOU_RS00390
105,USA300HOU_0086,https://aureowiki.med.uni-greifswald.de/SAUPAN000829000,
106,USA300HOU_0087,https://aureowiki.med.uni-greifswald.de/SAUPAN000832000,USA300HOU_RS00410
107,USA300HOU_0094,https://aureowiki.med.uni-greifswald.de/SAUPAN000838000,
108,USA300HOU_0100,https://aureowiki.med.uni-greifswald.de/SAUPAN000844000,USA300HOU_RS00475
109,USA300HOU_0101,https://aureowiki.med.uni-greifswald.de/SAUPAN000845000,
110,USA300HOU_0103,https://aureowiki.med.uni-greifswald.de/SAUPAN000846000,USA300HOU_RS00485
111,USA300HOU_0106,https://aureowiki.med.uni-greifswald.de/SAUPAN000849000,USA300HOU_RS00500
112,USA300HOU_0107,https://aureowiki.med.uni-greifswald.de/SAUPAN000853000,USA300HOU_RS00505
113,USA300HOU_0108,https://aureowiki.med.uni-greifswald.de/SAUPAN000858000,USA300HOU_RS00510
114,USA300HOU_0110,https://aureowiki.med.uni-greifswald.de/SAUPAN000859000,USA300HOU_RS00520
115,USA300HOU_0109,https://aureowiki.med.uni-greifswald.de/SAUPAN000860000,USA300HOU_RS00515
116,USA300HOU_0112,https://aureowiki.med.uni-greifswald.de/SAUPAN000861000,USA300HOU_RS00530
117,USA300HOU_0111,https://aureowiki.med.uni-greifswald.de/SAUPAN000862000,USA300HOU_RS00525
118,USA300HOU_0113,https://aureowiki.med.uni-greifswald.de/SAUPAN000891000,USA300HOU_RS00535
119,USA300HOU_0114,https://aureowiki.med.uni-greifswald.de/SAUPAN000893000,USA300HOU_RS00540
120,USA300HOU_0115,https://aureowiki.med.uni-greifswald.de/SAUPAN000894000,USA300HOU_RS00545
121,USA300HOU_0116,https://aureowiki.med.uni-greifswald.de/SAUPAN000899000,USA300HOU_RS00550
122,USA300HOU_0117,https://aureowiki.med.uni-greifswald.de/SAUPAN000902000,USA300HOU_RS00555
123,USA300HOU_0118,https://aureowiki.med.uni-greifswald.de/SAUPAN000903000,USA300HOU_RS00560
124,USA300HOU_0119,https://aureowiki.med.uni-greifswald.de/SAUPAN000904000,USA300HOU_RS00565
125,USA300HOU_0120,https://aureowiki.med.uni-greifswald.de/SAUPAN000905000,USA300HOU_RS00570
126,USA300HOU_0121,https://aureowiki.med.uni-greifswald.de/SAUPAN000906000,USA300HOU_RS00575
127,USA300HOU_0122,https://aureowiki.med.uni-greifswald.de/SAUPAN000909000,USA300HOU_RS00580
128,USA300HOU_0123,https://aureowiki.med.uni-greifswald.de/SAUPAN000910000,USA300HOU_RS00585
129,USA300HOU_0124,https://aureowiki.med.uni-greifswald.de/SAUPAN000911000,USA300HOU_RS00590
130,USA300HOU_0125,https://aureowiki.med.uni-greifswald.de/SAUPAN000912000,USA300HOU_RS00595
131,USA300HOU_0126,https://aureowiki.med.uni-greifswald.de/SAUPAN000913000,USA300HOU_RS00600
132,USA300HOU_0127,https://aureowiki.med.uni-greifswald.de/SAUPAN000914000,USA300HOU_RS00605
133,USA300HOU_0128,https://aureowiki.med.uni-greifswald.de/SAUPAN000915000,USA300HOU_RS00610
134,USA300HOU_0129,https://aureowiki.med.uni-greifswald.de/SAUPAN000916000,USA300HOU_RS00615
135,USA300HOU_0130,https://aureowiki.med.uni-greifswald.de/SAUPAN000918000,USA300HOU_RS00620
136,USA300HOU_0131,https://aureowiki.med.uni-greifswald.de/SAUPAN000919000,USA300HOU_RS00625
137,USA300HOU_0132,https://aureowiki.med.uni-greifswald.de/SAUPAN000920000,USA300HOU_RS00630
138,USA300HOU_0133,https://aureowiki.med.uni-greifswald.de/SAUPAN000921000,USA300HOU_RS00635
139,USA300HOU_0134,https://aureowiki.med.uni-greifswald.de/SAUPAN000922000,USA300HOU_RS00640
140,USA300HOU_0135,https://aureowiki.med.uni-greifswald.de/SAUPAN000923000,USA300HOU_RS00645
141,USA300HOU_0136,https://aureowiki.med.uni-greifswald.de/SAUPAN000926000,USA300HOU_RS00655
142,USA300HOU_0137,https://aureowiki.med.uni-greifswald.de/SAUPAN000928000,USA300HOU_RS00660
143,USA300HOU_0138,https://aureowiki.med.uni-greifswald.de/SAUPAN000932000,USA300HOU_RS00665
144,USA300HOU_0139,https://aureowiki.med.uni-greifswald.de/SAUPAN000934000,USA300HOU_RS00670
145,USA300HOU_0140,https://aureowiki.med.uni-greifswald.de/SAUPAN000935000,USA300HOU_RS00675
146,USA300HOU_0141,https://aureowiki.med.uni-greifswald.de/SAUPAN000938000,USA300HOU_RS00680
147,USA300HOU_0142,https://aureowiki.med.uni-greifswald.de/SAUPAN000939000,USA300HOU_RS00685
148,USA300HOU_0143,https://aureowiki.med.uni-greifswald.de/SAUPAN000940000,USA300HOU_RS00690
149,USA300HOU_0144,https://aureowiki.med.uni-greifswald.de/SAUPAN000941000,USA300HOU_RS00695
150,USA300HOU_0145,https://aureowiki.med.uni-greifswald.de/SAUPAN000942000,USA300HOU_RS00700
151,USA300HOU_0146,https://aureowiki.med.uni-greifswald.de/SAUPAN000943000,USA300HOU_RS00705
152,USA300HOU_0147,https://aureowiki.med.uni-greifswald.de/SAUPAN000946000,USA300HOU_RS00710
153,USA300HOU_0148,https://aureowiki.med.uni-greifswald.de/SAUPAN000948000,USA300HOU_RS00720
154,USA300HOU_0149,https://aureowiki.med.uni-greifswald.de/SAUPAN000949000,USA300HOU_RS00725
155,USA300HOU_0150,https://aureowiki.med.uni-greifswald.de/SAUPAN000950000,USA300HOU_RS00730
156,USA300HOU_0151,https://aureowiki.med.uni-greifswald.de/SAUPAN000951000,USA300HOU_RS00735
157,USA300HOU_0152,https://aureowiki.med.uni-greifswald.de/SAUPAN000954000,USA300HOU_RS00740
158,USA300HOU_0153,https://aureowiki.med.uni-greifswald.de/SAUPAN000955000,USA300HOU_RS00745
159,USA300HOU_0154,https://aureowiki.med.uni-greifswald.de/SAUPAN000956000,USA300HOU_RS00750
160,USA300HOU_0155,https://aureowiki.med.uni-greifswald.de/SAUPAN000957000,USA300HOU_RS00755
161,USA300HOU_0156,https://aureowiki.med.uni-greifswald.de/SAUPAN000958000,USA300HOU_RS00760
162,USA300HOU_0157,https://aureowiki.med.uni-greifswald.de/SAUPAN000959000,USA300HOU_RS00765
163,USA300HOU_0161,https://aureowiki.med.uni-greifswald.de/SAUPAN000961000,
164,USA300HOU_0158,https://aureowiki.med.uni-greifswald.de/SAUPAN000964000,USA300HOU_RS00770
165,USA300HOU_0159,https://aureowiki.med.uni-greifswald.de/SAUPAN000965000,
166,USA300HOU_0160,https://aureowiki.med.uni-greifswald.de/SAUPAN000967000,USA300HOU_RS00785
167,USA300HOU_0162,https://aureowiki.med.uni-greifswald.de/SAUPAN000972000,USA300HOU_RS00795
168,USA300HOU_0163,https://aureowiki.med.uni-greifswald.de/SAUPAN000974000,USA300HOU_RS00800
169,USA300HOU_0164,https://aureowiki.med.uni-greifswald.de/SAUPAN000975000,USA300HOU_RS00805
