,0
name,MmsR
TF,PrpR/MmsR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PrpR&e1=1&assembly=complete"" target=""_blank"">PrpR</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=MmsR&e1=1&assembly=complete"" target=""_blank"">MmsR</a>"
function,Carnitine catabolism
category,Amino Acid and Nucleotide Biosynthesis
has_venn,True
scatter,1
exp_var,0.005961799216453789
precision,0.4
recall,0.75
