,A,SigB
R2,,0.6218431618254907
xmin,,-2.8598208058964625
xmid,,
xmax,,5.802569271928011
ystart,,-15.321450740933368
yend,,28.357428794577274
SRX8138083,-1.3155711039562947,0.06536879090160319
SRX8138084,-1.0572904140995236,-0.40481918822560026
SRX8138085,2.3728615180558483,0.3394503973240006
SRX8138086,-1.6973491594085623,0.029996455357212067
SRX8138087,-0.5061016411672263,-0.4889207374303854
SRX8138088,1.9859420347305323,0.3149256050264384
ERX4111143,7.994028288675697,0.9266469343412816
ERX4111144,0.25396421303857925,-0.3067443513552508
ERX4111145,-17.82023868738379,-1.3590880151339215
ERX4111146,-16.97572841888294,-1.243990642625849
ERX4111148,-5.989040756842008,-0.7015302727265187
ERX4111149,-16.63285476492673,-1.3481251003330763
ERX4111150,-16.5882533695261,-1.5015233731885775
ERX4111151,-7.994028288675697,-0.9266469343412816
ERX4111152,-9.083814371664818,-1.146887457702511
ERX4111153,-15.73806266039129,-1.4278148605473149
ERX4111154,-13.738796745978439,-1.2217640647911951
ERX4111156,5.6851189439292265,0.6153476079402953
ERX4111157,-14.074504270026514,-1.2646988289557122
ERX4111158,-14.840904718279702,-1.4880310301276982
SRX5577041,-1.1253445471165169,-0.25520643458095194
SRX5577042,0.6186986038382296,0.1612260986061642
SRX5577043,0.6867086593926627,0.0780375281440211
SRX5577044,-0.18006271611439112,0.01594280783076485
SRX5577045,7.344778606947979,0.7129583802654977
SRX5577046,6.294355651171702,0.7292543248314125
SRX5577047,5.224966237929464,0.6734525014217301
SRX5577048,4.747807413549906,0.6153357427929311
SRX5577049,0.8699335816030401,0.15326942367669186
SRX5577050,1.854774937713708,-0.18277871037401106
SRX5577051,1.6797689818717896,0.4000585433832686
SRX5577052,0.7003292294321365,0.34083230148044663
SRX5577053,-17.438140485450518,-1.8224118985254296
SRX5577054,-20.428576425877555,-2.062321209839628
SRX5577055,-17.202504224161792,-1.8154006012983055
SRX5577056,-15.805307197576086,-1.7018268591604515
SRX5577057,-18.964762449546583,-2.2855104910638
SRX5577058,-13.167612673449518,-1.5035813474588233
SRX5577059,-18.030304714475857,-2.0093475733158206
SRX5577060,-18.855909435017843,-1.8440801345075477
SRX5577061,-15.007980737153591,-1.8410000979243133
SRX5577062,-6.76065575424065,-0.4387503957943704
SRX5577063,-17.052532567099718,-1.400191059641072
SRX5577064,-16.092925456901945,-1.909910685183327
SRX5577065,-14.824932431632785,-1.4626177482348215
SRX5577066,-14.895919685466204,-1.2781852526685302
SRX5577067,-14.594294948017778,-1.4856369383192425
SRX5577068,-14.188366780438068,-1.2670534855366269
SRX533166,0.17659577742586435,0.13549950993882476
SRX533171,-0.17659577742583546,-0.13549950993882476
SRX533786,7.5871672897200515,0.42318428066565694
SRX533787,1.4130193291621607,-0.10686421172076432
SRX533789,3.1790141617172254,0.2757249814572287
SRX533791,3.851581540817525,0.02798447549425553
SRX533792,3.8131812876509064,0.3037322380161029
SRX533793,1.2663380186463469,-0.19621636772950699
SRX533794,0.8942786461131207,-0.26560552789068304
SRX533795,7.204160556041633,0.09941904339657626
SRX4703435,0.4720990832081896,0.11304475223492184
SRX4703436,-0.4264957616582115,0.09761618540754567
SRX4703437,-0.04560332155003232,-0.21066093764246752
SRX4703438,-0.6948236061021801,1.2993447498187845
SRX4703439,-0.5849076929869091,1.0076792463246471
SRX4703440,0.556700455411298,1.2848920268855863
SRX6902408,-4.302523683404907,-0.8322194451272313
SRX6902409,-8.112474269948718,-1.6915777019336409
SRX6902410,-5.5413770208620585,-1.0376261812320742
SRX6902411,-10.431066580673424,-2.1847977973355075
SRX6902412,-9.878505271623547,-2.7654592238587767
SRX6902413,-9.943700643609152,-2.0826187593673264
SRX6902414,-0.4154556890587597,0.04243930702277332
SRX6902415,0.4154556890587524,-0.0424393070227751
SRX5278698,3.9391061190410785,0.14353824145598806
SRX5278699,3.8741050661612375,0.43991078448183
SRX5278700,-7.8132111852022845,-0.5834490259378189
SRX5278701,1.8458739838859644,0.05399280570973808
SRX5278702,2.890150713220033,0.2624513461162001
SRX5278703,0.048594209633129215,0.42821761119219737
SRX5278704,16.453738601248812,2.041367175146571
SRX5278705,16.55948802446414,1.7367946773884515
SRX5278707,15.983164880709973,1.5619286525643767
SRX5278708,18.50923803216066,1.9928613729308384
SRX5278709,18.085203872956505,2.4426771491189934
SRX5278710,5.680639454910858,-0.2533796294444235
