locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4559,0.6847282819,ghoT,toxin of the GhoTS toxin-antitoxin system,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10472
b4128,0.1449671177,ghoS,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,ghoST,,https://ecocyc.org/gene?orgid=ECOLI&id=G7830
