,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.635922326864607,1.3615634075438603,2.0,0.0,1.5986930453543335,1.0,-0.3268483916251195,,
1,Chrom__sac_sta,1.0392740014616857,0.02127239752843264,2.0,2.0,1.0242321449172351,3.0,1.0543158580061365,,
2,Chrom__sac_MW001,0.0,0.5203397962975007,2.0,4.0,-0.3679357984831895,5.0,0.3679357984831895,,
3,Chrom__sac_fadR,-0.48684576369050747,0.23073028649169927,2.0,6.0,-0.6499967138939029,7.0,-0.32369481348711204,,
4,FadR__wt_p,0.0,0.3279366906585693,2.0,8.0,0.2318862577645495,9.0,-0.2318862577645495,,
5,FadR__ko_p,0.032001510781277,0.25426621611313094,2.0,10.0,0.21179487642151607,11.0,-0.14779185485896207,,
6,GDGT__75_2.4_log,4.255854927729767e-16,0.38475478244297734,3.0,12.0,-0.3803625402184503,27.0,0.389001530927052,50.0,-0.008638990708600414
7,GDGT__80_3.5_stat,-1.5288195619912,0.20294264860424477,3.0,13.0,-1.4355589681378842,20.0,-1.7616287106924382,42.0,-1.3892710071432777
8,GDGT__80_2.4_log,-0.49735695916155526,0.2274713088779256,3.0,14.0,-0.4619287865388246,37.0,-0.7404636580428474,41.0,-0.2896784329029938
9,GDGT__75_3.5_stat,-1.1044703034276335,0.4701609693611246,3.0,15.0,-1.4869171895944848,24.0,-0.5795522071707535,28.0,-1.2469415135176622
10,GDGT__80_1.6_stat,-0.8069977531143807,0.6572732895523896,3.0,16.0,-1.4569338705440809,17.0,-0.8214342606686436,33.0,-0.1426251281304176
11,GDGT__75_2.4_stat,-0.7842478566225272,0.37026226896873576,3.0,18.0,-0.553833870654691,26.0,-0.5875635317973615,31.0,-1.2113461674155288
12,GDGT__80_2.4_stat,-0.8201230417224785,0.3224858832017881,3.0,19.0,-0.7730722930344318,29.0,-0.52374715762828,30.0,-1.1635496745047238
13,GDGT__80_1.6_log,-1.2932987007005874,0.04254705845728125,2.0,21.0,-1.3233840142552713,39.0,-1.2632133871459033,,
14,GDGT__65_3.5_stat,-1.233800109025568,1.3041053857170313,3.0,22.0,0.12565607001688672,23.0,-1.352636025305241,34.0,-2.4744203717883497
15,GDGT__75_1.6_stat,-1.4206341107206943,1.7157714469742449,3.0,25.0,-3.2567488061340897,32.0,0.14192597337842905,38.0,-1.1470794994064222
16,GDGT__75_1.6_log,-1.8032954890765867,2.055493393258883,2.0,35.0,-3.2567488061340897,36.0,-0.34984217201908363,,
17,GDGT__65_2.4_stat,-0.4710255777699639,0.12909444375726337,3.0,40.0,-0.3738530812816427,46.0,-0.42171644893395976,49.0,-0.6175072030942892
18,GDGT__65_2.4_log,-0.559255883592955,0.7986718722289761,3.0,43.0,-1.3953891288037952,44.0,-0.478142754335845,47.0,0.19576423236077511
19,GDGT__80_3.5_log,-0.526065631759375,0.9113460425306421,3.0,45.0,-0.6921427438476475,51.0,0.4568981455484935,52.0,-1.3429522969789711
20,GDGT__65_1.6_log,-1.97834713402559,1.1094010135407213,3.0,48.0,-1.2681710740701515,53.0,-1.4101215218725291,54.0,-3.2567488061340897
21,NutLim__t0,-4.163336342344337e-16,0.6411355888839145,2.0,55.0,-0.4533513225598469,56.0,0.45335132255984606,,
22,NutLim__t05,-1.1527396415034936,0.8882504931094046,3.0,57.0,-0.7063345266600196,58.0,-2.1756488911507548,59.0,-0.5762355066997067
23,NutLim__t1,-1.1272536571058396,0.16604470415032302,3.0,60.0,-0.9370073505867964,61.0,-1.2430069077540065,62.0,-1.201746712976716
24,NutLim__t15,-1.0203638779831457,0.4838877686660311,3.0,63.0,-0.6082429210802367,64.0,-1.553172899393346,65.0,-0.8996758134758539
25,NutLim__t2,-1.1719961094280942,0.5387373552627709,3.0,66.0,-1.0823678721957035,67.0,-1.7499265589454218,68.0,-0.683693897143157
26,NutLim__t4,-0.9952536265963312,0.20236726916529257,2.0,69.0,-1.138348894913313,70.0,-0.8521583582793495,,
27,UV_irr__wt0,2.9605947323337506e-16,0.26429277414323654,3.0,71.0,-0.12323965184586873,72.0,0.30340415466243265,73.0,-0.18016450281656304
28,UV_irr__wt1,-0.027814085718088282,0.23043926690248007,3.0,74.0,0.2165959566660209,75.0,-0.058914474114105005,76.0,-0.24112373970618076
29,UV_irr__wt2,0.0635184687197435,0.40695175263481775,3.0,77.0,0.5331089536156322,78.0,-0.15633316827359245,79.0,-0.1862203791828092
30,UV_irr__mut0,0.3748934870300295,0.10942496189194739,3.0,80.0,0.4530834492494726,81.0,0.42175529530396094,82.0,0.2498417165366549
31,UV_irr__mut1,0.34934285931796377,0.1191553886505243,3.0,83.0,0.4684029936437959,84.0,0.23009244423916894,85.0,0.3495331400709265
32,UV_irr__mut2,0.2943267904691697,0.4092530963180976,3.0,86.0,-0.13432656406623789,87.0,0.3363736863343343,88.0,0.6809332491394127
33,YtrA__overexpr,-0.10974778239648482,0.02965421886843309,3.0,89.0,-0.09156410660206094,90.0,-0.1439670584370769,91.0,-0.09371218215031664
34,YtrA__wt,2.914335439641036e-16,0.0936700659248426,3.0,92.0,-0.033627028147936944,93.0,-0.07221456286705985,94.0,0.10584159101499767
