,new_2648688_2648796_c
M9exp_1,8.8498
M9exp_2,8.8335
M9exp_3,7.1960000000000015
M9tran_1,7.6531
M9tran_2,7.5139
M9tran_3,8.0747
M9stat_1,8.1139
M9stat_2,8.3985
M9stat_3,8.2244
MG-0.1_1,7.6312
MG-0.1_2,6.9652
MG-0.1_3,7.5611
MG-0.2_2,7.2497
MG-0.2_3,7.6776
MG+5_1,8.0752
MG+5_2,7.3095
MG+5_3,7.7707
MG+10_1,8.2293
MG+10_2,7.8439
MG+10_3,7.7661
MG+15_1,7.6771
MG+15_2,8.6318
MG+15_3,7.6875
MG+25_1,7.9933
MG+25_2,7.7718
MG+25_3,7.5847
MG+45_1,7.8781
MG+45_2,7.2816
MG+45_3,7.3309
MG+60_2,7.4882
MG+60_3,7.3374
MG+90_2,6.9811
MG+90_3,6.8901
MG+120_1,7.4671
MG+120_2,7.523
MG+120_3,7.1302
MG+150_1,7.6414
MG+150_3,7.3006
GM-0.1_1,7.7797
GM-0.1_2,7.2728
GM-0.1_3,7.927
GM-0.2_1,8.373
GM-0.2_2,8.3808
GM-0.2_3,7.3985
GM+5_1,7.4085
GM+5_2,7.4899
GM+5_3,7.8187
GM+10_2,7.5137
GM+10_3,6.9723
GM+15_1,7.3826
GM+15_2,7.3914
GM+15_3,7.5748
GM+25_1,7.3737
GM+25_2,7.5265
GM+25_3,7.667999999999998
GM+45_1,7.4457
GM+45_2,6.5328
GM+45_3,7.8992
GM+60_1,7.0446
GM+60_2,7.8244
GM+60_3,7.7377
GM+90_1,7.3343
GM+90_2,7.9625
GM+90_3,7.7663
GM+120_1,8.2636
GM+120_3,8.4489
GM+150_1,7.6493
GM+150_2,7.7483
GM+150_3,7.7505
BT_1,9.4106
BT_2,8.5025
B36_1,9.1034
B36_2,8.7183
B60_1,8.2706
B60_2,9.0847
S0_1,7.4001
S0_2,7.4615
S0_3,8.086
S1_1,7.1205
S1_2,7.1442
S1_3,6.9832
S2_1,8.0603
S2_2,7.5717
S2_3,7.4038
S3_1,7.6983
S3_2,7.3355
S4_1,9.3829
S4_2,8.9051
S4_3,8.9853
S5_1,9.5829
S5_2,10.4188
S5_3,10.321
S6_1,8.6566
S6_2,8.1373
S6_3,9.0404
S6/t_1,9.4748
S6/t_2,7.8913
S6_4,9.4528
S6_5,9.586
S6_6,9.7189
S7_4,10.2406
S7_5,10.1746
S7_6,10.4789
S8_4,9.7582
S8_5,10.1695
G135_1,8.2734
G135_3,7.6204
G150_1,7.6877
G150_2,7.0120000000000005
G150_3,7.8586
G180_1,7.6192
G180_2,7.134
G180_3,7.3032
T-5.40H_1,7.2716
T-4.40H_1,7.1687
T-3.40H_1,7.4973
T-2.40H_1,7.2697
T-1.40H_1,7.2739
T-1.10H_1,6.9277
T-0.40H_1,6.8557
T0.0H_1,6.8791
T0.30H_1,7.9859
T1.0H_1,7.2802
T1.30H_1,7.8847
T2.0H_1,8.2736
T2.30H_1,7.7022
T3.0H_1,7.4299
T3.30H_1,7.8035
T4.0H_1,7.6201
T5.0H_1,7.9773
LBexp_1,7.0795
LBexp_2,7.0115
LBexp_3,7.3115
LBtran_1,7.4685
LBtran_2,7.1764
LBtran_3,7.4185
LBstat_1,7.6029
LBstat_2,7.707999999999998
LBstat_3,7.6763
LBGexp_1,6.9834
LBGexp_2,7.4898
LBGexp_3,7.1862
LBGtran_2,7.6719
LBGtran_3,7.5562
LBGstat_1,7.3959
LBGstat_2,7.4194
LBGstat_3,7.812
Mt0_1,7.2168
Mt0_3,6.4902
M0t45_1,7.1824
M0t45_2,7.1393
M0t45_3,6.7572
M0t90_1,7.4472
M0t90_2,6.9982
M0t90_3,7.0304
M40t45_1,7.6435
M40t45_2,7.366
M40t45_3,6.6016
M40t90_1,7.2411
M40t90_2,7.0912
M40t90_3,6.9651
dia0_1,7.0558
dia0_2,7.0556
dia0_3,6.6254
dia5_1,7.3198
dia5_2,7.5995
dia5_3,6.9619
dia15_1,7.441
dia15_2,7.7375
dia15_3,7.4177
C30_1,10.214
C30_2,9.6937
C90_1,8.8124
C90_2,7.1343
SMM_1,7.4877
SMM_2,7.3782
SMM_3,7.1893
Salt_1,11.5913
Salt_2,12.0067
Salt_3,11.6753
M+G_1,9.498
M+G_2,7.6373
M+G_3,7.7338
Glu_1,8.7967
Glu_2,8.6662
Glu_3,7.8516
Fru_1,8.3451
Fru_2,8.1018
Fru_3,7.5611
Mal_1,7.9221
Mal_2,7.8382
Mal_3,8.6284
G+S_2,8.4296
G+S_3,8.7729
Pyr_1,9.1972
Pyr_2,8.7417
Pyr_3,9.4924
Gly_1,10.3674
Gly_2,11.0569
Gly_3,9.6772
Glucon_1,9.3924
Glucon_2,8.6701
Glucon_3,8.6286
BI_1,7.1536
BI_2,7.3101
BC_2,8.279
BC/t_1,8.3793
BC/t_2,9.8292
BC_1,7.9074
Sw_1,8.8818
Sw_2,9.7142
BMM_1,7.324
BMM_2,7.5765
BMM_3,8.7271
Heat_1,10.0786
Heat_2,9.8937
Heat_3,10.0143
Cold_1,7.4009
Cold_2,7.4658
Cold_3,7.5877
Etha_1,13.1085
Etha_2,12.22
Etha_3,12.8291
SMMPr_1,7.3628
SMMPr_2,7.5677
SMMPr_3,7.5562
HiTm_1,11.3796
HiTm_2,7.824
HiTm_3,8.0061
LoTm_1,8.3427
LoTm_2,10.3066
LoTm_3,8.7124
HiOs_1,7.9444
HiOs_2,7.9844
HiOs_3,7.6503
Oxctl_1,7.8719
Oxctl_2,7.8792
Oxctl_3,7.9548
Diami_1,7.6815
Diami_2,7.8448
Diami_3,8.1291
Paraq_1,7.5388
Paraq_2,7.718
Paraq_3,7.1679
H2O2_1,7.5418
H2O2_2,8.0546
H2O2_3,8.2235
HPh_1,8.1659
HPh_2,7.5983
HPh_3,8.093
LPh_1,9.3716
LPh_2,7.7861
LPh_3,7.984
LPhT_1,9.5161
LPhT_2,9.8332
LPhT_3,9.4601
aero_1,7.4943
aero_2,7.5311
aero_3,7.5867
nit_1,8.6908
nit_2,7.8003
nit_3,8.5396
ferm_1,8.1959
ferm_2,7.605
ferm_3,8.6347
