,BSU32690
M9exp_1,15.1646
M9exp_2,14.843
M9exp_3,14.83
M9tran_1,14.2604
M9tran_2,14.1695
M9tran_3,14.5134
M9stat_1,12.7565
M9stat_2,12.6747
M9stat_3,12.583
MG-0.1_1,14.7201
MG-0.1_2,13.9136
MG-0.1_3,15.466
MG-0.2_2,14.7073
MG-0.2_3,14.6675
MG+5_1,14.7262
MG+5_2,14.7529
MG+5_3,14.4275
MG+10_1,15.2412
MG+10_2,14.9974
MG+10_3,14.218
MG+15_1,14.4675
MG+15_2,15.4484
MG+15_3,15.1985
MG+25_1,15.1821
MG+25_2,14.7385
MG+25_3,15.3626
MG+45_1,14.9559
MG+45_2,14.2952
MG+45_3,15.9353
MG+60_2,14.9779
MG+60_3,14.7786
MG+90_2,14.3468
MG+90_3,14.996
MG+120_1,14.0342
MG+120_2,14.5772
MG+120_3,14.2163
MG+150_1,14.1761
MG+150_3,14.0074
GM-0.1_1,14.5449
GM-0.1_2,14.8969
GM-0.1_3,14.6829
GM-0.2_1,14.4886
GM-0.2_2,14.9483
GM-0.2_3,14.9743
GM+5_1,14.4805
GM+5_2,15.0366
GM+5_3,15.4703
GM+10_2,14.9249
GM+10_3,14.394
GM+15_1,14.6994
GM+15_2,14.5263
GM+15_3,14.8318
GM+25_1,15.2962
GM+25_2,14.8297
GM+25_3,14.2321
GM+45_1,14.9949
GM+45_2,13.9508
GM+45_3,14.0844
GM+60_1,15.0329
GM+60_2,14.0409
GM+60_3,13.8894
GM+90_1,14.9648
GM+90_2,15.0869
GM+90_3,14.470999999999998
GM+120_1,13.8002
GM+120_3,14.4764
GM+150_1,14.4005
GM+150_2,13.1871
GM+150_3,14.7058
BT_1,14.214
BT_2,13.4525
B36_1,15.0927
B36_2,14.561
B60_1,14.5775
B60_2,14.4268
S0_1,14.4445
S0_2,14.6361
S0_3,14.6378
S1_1,14.2971
S1_2,14.2187
S1_3,14.4562
S2_1,14.1393
S2_2,14.0453
S2_3,13.6954
S3_1,14.303
S3_2,14.2288
S4_1,14.3466
S4_2,14.1845
S4_3,13.6928
S5_1,13.7352
S5_2,14.4256
S5_3,14.1789
S6_1,13.7195
S6_2,12.1533
S6_3,13.7739
S6/t_1,13.7329
S6/t_2,11.6496
S6_4,13.2142
S6_5,13.9035
S6_6,14.0054
S7_4,13.7813
S7_5,13.5281
S7_6,13.5357
S8_4,13.2789
S8_5,12.9356
G135_1,15.4071
G135_3,13.5308
G150_1,15.1472
G150_2,15.644
G150_3,15.7265
G180_1,14.9451
G180_2,15.3397
G180_3,14.2779
T-5.40H_1,15.3669
T-4.40H_1,15.2968
T-3.40H_1,15.2154
T-2.40H_1,15.0497
T-1.40H_1,15.0894
T-1.10H_1,15.1411
T-0.40H_1,15.2951
T0.0H_1,15.209
T0.30H_1,15.0632
T1.0H_1,14.0732
T1.30H_1,13.6151
T2.0H_1,13.2455
T2.30H_1,14.1248
T3.0H_1,13.8811
T3.30H_1,14.455
