,-0.12116685799999999,-0.09693348639999999,-0.07270011479999999,-0.048466743199999995,-0.024233371599999998,0.0,0.024233371599999998,0.048466743199999995,0.07270011479999999,0.09693348639999999,0.12116685799999999,0.14540022959999999,0.16963360119999998,0.19386697279999998,0.21810034439999998,0.24233371599999998,0.2665670876,0.29080045919999997,0.31503383079999997,0.33926720239999997
thresh,-0.036350057399999997,0.036350057399999997,2,,,,,,,,,,,,,,,,,
unreg,3,0,3,8,149,1398,95,16,2,0,0,0,1,1,0,0,0,0,0,0
Phage_1,0,0,0,1,6,9,7,2,1,0,1,3,10,6,1,0,0,0,0,0
unreg_genes,['SP5448_04660' 'skfE' 'yvoA_1'],[],['SP5448_03720' 'SP5448_03730' 'SP5448_03675'],"['SP5448_03710' 'SP5448_03715' 'SP5448_03650' 'SP5448_03705'
 'SP5448_03700' 'SP5448_03735' 'SP5448_04545' 'SP5448_03725']",[],[],[],"['SP5448_04390' 'glpQ' 'SP5448_07280' 'SP5448_04405' 'glpF' 'SP5448_06320'
 'glpK' 'glpD' 'macB_1' 'SP5448_04435' 'acrA' 'SP5448_04420'
 'SP5448_04455' 'SP5448_02355' 'SP5448_04430' 'SP5448_04445']",['inlA' 'sic1.01'],[],[],[],['SP5448_02315'],['SP5448_02240'],[],[],[],[],[],[]
Phage_1_genes,[],[],[],['SP5448_02390'],['SP5448_02365' 'SP5448_02395' 'SP5448_02400' 'SP5448_02370' 'ecsB' 'ytmP'],"['trmB' 'ecsA' 'SP5448_02380' 'SP5448_02375' 'SP5448_02420' 'SP5448_02425'
 'SP5448_02405' 'SP5448_02415' 'SP5448_02430']","['sca1' 'SP5448_02360' 'SP5448_02435' 'SP5448_02345' 'SP5448_02450'
 'SP5448_02350' 'SP5448_02455']",['SP5448_02465' 'SP5448_02445'],['SP5448_02475'],[],['SP5448_02325'],['SP5448_02300' 'SP5448_02295' 'SP5448_02305'],"['SP5448_02230' 'SP5448_02290' 'int3' 'SP5448_02470' 'SP5448_02215'
 'SP5448_02210' 'SP5448_02265' 'ps115_1' 'rlmL_1' 'SP5448_02280']","['SP5448_02275' 'SP5448_02250' 'SP5448_02330' 'SP5448_02235'
 'SP5448_02255' 'SP5448_02270']",['SP5448_02285'],[],[],[],[],[]
