,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.33333360913457e-11,0.1701231732685687,3.0,0.0,0.061120979400000004,1.0,-0.1922393798,2.0,0.1311184003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.1072320145666665,0.5800930922357475,3.0,3.0,-1.4425118548,4.0,-1.4417858491,5.0,-0.43739833980000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.8557304737666669,0.2710572524281737,3.0,6.0,-2.0045856066,7.0,-2.0197429337,8.0,-1.542862881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761896812712668e-12,0.30856541533749865,21.0,9.0,0.3188684791,10.0,-0.0796874084,11.0,-0.38060335440000004,12.0,-0.1997312021,13.0,0.0689915006,14.0,-0.0576529734,15.0,0.0359406939,16.0,-0.4797454051,17.0,-0.4173660718,18.0,-0.1100982004,19.0,-0.0720981362,20.0,-0.6430340204,21.0,0.2145343472,22.0,0.3741679814,23.0,0.4848492072,24.0,0.49364836840000004,25.0,0.267478543,26.0,0.1592242116,27.0,0.0636736232,28.0,-0.0336168113,29.0,-0.007743372
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.0424585193285714,0.3724521851269194,21.0,30.0,-1.5036950677,31.0,-0.8507979226,32.0,-1.1104838525,33.0,-0.8822077444,34.0,-0.4359307807,35.0,-0.742993187,36.0,-0.6923669573,37.0,-1.1115636241,38.0,-1.4381008911,39.0,-0.7915051911000001,40.0,-0.9217352932,41.0,-1.1311996961,42.0,-0.9513692534,43.0,-1.0413404788,44.0,-0.9160788,45.0,-1.1040712859,46.0,-2.0768624768,47.0,-1.6688501325,48.0,-0.7410114467000001,49.0,-0.7486083184,50.0,-1.0308565056
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.333333146541643e-11,0.04478013518628781,3.0,51.0,-0.049124311600000005,52.0,0.038539352,53.0,0.0105849597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.638991623275,0.08968455159269725,4.0,54.0,-0.5835988502,55.0,-0.7693862017,56.0,-0.6264528478,57.0,-0.5765285934000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.013794466261265447,4.0,58.0,0.0081190846,59.0,0.0057452565,60.0,-0.0206402779,61.0,0.0067759368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.043567337425,0.04619994476683927,4.0,62.0,-0.10544652980000001,63.0,0.0042839627,64.0,-0.026906307900000002,65.0,-0.0462004747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.06669608975,0.04334164037332139,4.0,66.0,-0.1233085322,67.0,-0.049348903400000005,68.0,-0.073127994,69.0,-0.0209989294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
