,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.6806899803382679,3.0,0.0,-0.1442801213,1.0,-0.5969834588,2.0,0.7412635801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,3.0848687655666667,1.6456121462165971,3.0,3.0,4.1216662438,4.0,3.9455376744,5.0,1.1874023785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,3.7518730082333334,0.43300743423590277,3.0,6.0,4.2269825849,7.0,3.3794160119,8.0,3.6492204279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761931589788067e-12,1.2483580406011603,21.0,9.0,1.6558964293,10.0,-0.1988303874,11.0,-1.2668715427000001,12.0,-0.0872056096,13.0,0.2442561422,14.0,-0.9038426570000001,15.0,0.0161032399,16.0,1.5498598527,17.0,2.1156090901,18.0,-2.1206040553,19.0,-1.6245430896,20.0,-0.6752407354000001,21.0,0.014193909900000001,22.0,0.4069323683,23.0,-0.6205739466,24.0,-0.5637604151,25.0,2.7757755518,26.0,0.6871952610000001,27.0,-1.4397879038,28.0,-0.3744365288,29.0,0.40987502600000003
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,8.75582327765238,2.087260711974201,21.0,30.0,7.415307491,31.0,7.4068341306,32.0,8.2761896883,33.0,10.9904770869,34.0,5.9179384959,35.0,9.8441244156,36.0,13.3728681463,37.0,10.0416140618,38.0,7.21653008,39.0,11.9252672943,40.0,11.4050625044,41.0,8.2041401125,42.0,5.6605692059,43.0,7.0513926125,44.0,8.9398487502,45.0,7.3285944943,46.0,11.3590776802,47.0,8.3274582868,48.0,8.7587442631,49.0,7.0123652988,50.0,7.4178847313
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.7141961478254305,3.0,51.0,-0.8196986442,52.0,0.4882504515,53.0,0.33144819270000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-6.3455138139,1.3031141422547328,4.0,54.0,-8.0634622244,55.0,-6.4143799027,56.0,-5.9726241415,57.0,-4.931588987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.5000002068509275e-11,0.7559888320701748,4.0,58.0,-0.0583851482,59.0,-0.568555447,60.0,-0.4583347186,61.0,1.0852753137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-2.12253837355,0.5979001989244915,4.0,62.0,-2.5017048443,63.0,-1.2913622688,64.0,-2.6090011135999998,65.0,-2.0880852675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-1.3411534619499998,0.4125115076952051,4.0,66.0,-1.5775575931999999,67.0,-1.5033207681,68.0,-0.724206105,69.0,-1.5595293815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.012035142550000003,0.4487864870718622,4.0,70.0,0.061104770700000005,71.0,0.4384780922,72.0,-0.6335907824,73.0,0.0858673493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-7.401486830834377e-17,2.4299755816814907,6.0,74.0,2.1246626985,75.0,2.2210167962,76.0,2.3049051577,86.0,-2.1694880885,88.0,-2.3338753595,90.0,-2.1472212044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,6.830803960966667,6.1620579018519015,6.0,77.0,1.9245292583,78.0,1.8786646035999999,79.0,1.2281765682,87.0,9.7969835936,89.0,9.6862493914,91.0,16.4702203507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-1.4580076559666668,0.4734088425812001,3.0,80.0,-1.7725837437,82.0,-0.9135538259,84.0,-1.6878853983000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,4.745382975333333,1.0376601136490886,3.0,81.0,3.9673538716000003,83.0,4.3452577761,85.0,5.9235372782999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,1.3699223517307793,3.0,92.0,-1.1312275007,93.0,-0.3919511331,94.0,1.5231786338000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,1.8180975158333332,0.5824930677155131,3.0,95.0,1.2426223915,96.0,1.8043065389000001,97.0,2.4073636171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.46862782566666666,1.0908403983757884,3.0,98.0,-1.6981191981000001,99.0,-0.09093909160000001,100.0,0.38317481270000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,1.8841904493666668,0.6376559541451126,3.0,101.0,1.4620741753,102.0,2.6177124648,103.0,1.572784708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,5.076095740266666,0.3153277417652549,3.0,104.0,4.7686926774,105.0,5.3987916575,106.0,5.0608028859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,2.9779096556,2.2565518280073986,3.0,107.0,1.2184890883,108.0,2.1931814144,109.0,5.5220584641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,7.308146176,0.5198600486348609,3.0,110.0,7.5380845298,111.0,7.6733860528,112.0,6.7129679454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,5.946242414233333,0.7804978603154619,3.0,113.0,6.3453059209,114.0,5.0468977229,115.0,6.4465235989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
