,b4587_1
fps__fps_serB_ale1__2,3.4491673235
fps__fps_serB_ale4__1,4.3180822231
fps__fps_serB_ale4__2,4.8089234235
fps__fps_ptsI_ale1__1,3.8296817794
fps__fps_ptsI_ale1__2,3.1372320476
fps__fps_ptsI_ale3__1,3.5136513718
fps__fps_ptsI_ale3__2,2.7115734251
pal__lyx_ale2_f6__1,4.3992884287
pal__lyx_ale2__1,2.9397674811
pal__lyx_ale2__2,2.1289605751
pal__lyx_ale4__1,2.9397674811
pal__lyx_ale4__2,2.1289605751
pal__5drib_ale10_f18__1,2.4131183831
pal__5drib_ale10_f18__2,3.0287144389
pal__5drib_ale10__1,4.3545071098
pal__arab_ale14_f9__1,4.4965943659
pal__arab_ale14_f9__2,4.5460912116
pal__arab_ale14__1,3.8460940839
pal__arab_ale14__2,3.2074085364
pal__arab_ale16__1,5.0102863924
pal__arab_ale16__2,3.7360986151
pal__tartr_ale26_f10__1,4.4957198694
pal__tartr_ale26_f10__2,3.8711015623
pal__tartr_ale26__1,3.9143636126
pal__tartr_ale26__2,3.1002533318
pal__tartr_ale28_f10__1,4.2943041462
pal__tartr_ale28_f10__2,3.8444561544
pal__tartr_ale28__1,4.2635647256
pal__tartr_ale28__2,4.5355959392
efeU__delmenFentC_citr__1,3.1451369666
efeU__delmenFentC_citr__2,3.880137833
efeU__delmenFentC__1,3.5678520046
efeU__delmenFentC__2,4.1194380297
efeU__menFentC_ale39__1,3.0448427905
efeU__menFentC_ale39__2,3.8390023543
efeU__menFentC_ale29__1,2.8501967692
efeU__menFentC_ale29__2,2.0165699789
efeU__menFentC_ale30__1,3.6638426777
efeU__menFentC_ale30__2,2.4756799075
efeU__menFentCubiC_ale36__1,3.2747490567
efeU__menFentCubiC_ale36__2,2.9881740334
efeU__menFentCubiC_ale37__1,2.9034419418
efeU__menFentCubiC_ale37__2,3.4126983393
efeU__menFentCubiC_ale38__1,3.9071067175
efeU__menFentCubiC_ale38__2,2.9759984802
