,ABUW_0935
SRX3737100,0.3863144972
SRX3737101,0.5207418436
SRX3737103,0.5872692705
SRX3737104,0.0640668492
SRX3737105,0.2157610341
SRX3737106,0.0513289564
SRX3737107,-0.33115683970000004
SRX3737108,-1.0314588776
SRX3737109,-1.34904547
SRX3737110,0.1434014436
SRX3737111,-0.5537431745
Abaum_0017,-0.1290339344
Abaum_0018,0.29782017850000003
Abaum_0019,0.9067063359
Abaum_0020,0.3029974161
Abaum_0021,0.1771277624
Abaum_0022,-0.424187105
Abaum_0023,0.1290339344
Abaum_0024,0.2079452829
Abaum_0025,0.47733017440000003
Abaum_0026,-0.2490068592
SRX3141471,-0.46456528500000005
SRX3141472,-0.4150056085
SRX3141473,-0.255985458
SRX3141474,0.6709910665000001
SRX3141475,-1.2281778178
SRX3141476,-0.9891520482
SRX3141477,-0.13342220230000001
SRX3141478,-1.002016802
SRX3141479,-0.9468199254
SRX8944518,0.1814051868
SRX8944519,-0.4278978828
SRX8944520,-0.6806131414000001
SRX8944521,-1.1317233178000001
SRX8944522,0.4992079545
SRX8944523,0.7365177408
SRX5930997,0.5575228722000001
SRX5930998,-0.3109567327
SRX5930999,-0.2465661395
SRX5931001,-0.09648563930000001
SRX5931002,-1.5827072792
SRX4488546,0.4071614441
SRX4488547,-0.2859119262
SRX4488548,-0.8664999781
SRX4488549,-0.1212495179
SRX4488550,0.7893378521000001
SRX4488551,0.3372401833
SRX4488552,0.8864658110000001
SRX4488553,-0.1073608987
SRX4488554,-0.3551850485
SRX4488555,-0.4533742559
SRX4488556,-0.0022417413
SRX4488557,-0.373511001
SRX2568047,0.4699381758
SRX2568048,-0.3012101907
SRX2568049,-0.0991603991
SRX2568050,-0.3733055609
SRX2568051,-0.1103388436
SRX2568052,-0.1654732901
SRX2568053,0.7364419198000001
SRX2568054,1.0939819376
SRX2568055,0.0300546684
SRX2568056,-0.0189058181
SRX2568057,0.9993290313000001
SRX2568058,-0.1349315171
SRX2568059,0.8317352914
SRX2568060,-0.4796144936
SRX2568061,1.3046544756
SRX2568062,0.2772473048
SRX2568063,0.9588977828
SRX2568064,-1.2361450876
Abaum_0001,-0.050481982
Abaum_0002,-2.0394145142
Abaum_0003,0.09651727060000001
Abaum_0004,-2.4126037606
Abaum_0005,-1.0749581613
Abaum_0006,-1.4950375397
Abaum_0007,-0.3567717233
Abaum_0008,-0.9211547452000001
Abaum_0009,-1.0178322725
Abaum_0010,0.0553375126
Abaum_0011,-0.2356086819
Abaum_0012,0.2356086819
Abaum_0013,-0.4214838655
Abaum_0014,-0.5378982021000001
Abaum_0015,-0.49680382630000003
Abaum_0016,-0.6991691137
ERX1221046,1.4853741856
ERX1221048,0.6592476690000001
ERX1221049,-2.1446218546
ERX1221050,-0.5808627829
ERX1221052,-0.0337423336
ERX1221053,-0.1802669761
ABNM035,0.4862484675
ABNM036,-0.4862484675
ABNM037,-0.3624795575
ABNM038,-1.4512137115
ABNM041,0.7561421625
ABNM042,1.5630552925
ABNM019,-0.0221351105
ABNM020,0.0221351105
ABNM021,-2.9513435755
ABNM022,-1.0142628011
ABNM023,-3.6301170163
ABNM024,-2.3099183502000002
ABNM025,-1.5943267396
ABNM026,-1.7034557262
ABNM027,0.5512555592
ABNM028,-0.5512555592
ABNM029,-0.2957285931
ABNM030,-0.3860395253
ABNM031,-0.2026801728
ABNM032,-0.5602637403
ABNM033,-0.6700398909
ABNM034,0.1275533498
ABNM001,0.5831950401
ABNM002,-0.5831950401
ABNM003,-0.9390814337000001
ABNM004,-0.4194405277
ABNM005,-2.1189652242
ABNM006,-1.2593778372
ABNM007,-1.0670302017
ABNM008,-0.9670243729
ABNM009,-2.4602015863
ABNM010,-1.5610607389
ABNM043,-0.42301213200000004
ABNM044,0.42301213200000004
ABNM045,-1.086028568
ABNM046,-0.17040802
ABNM047,2.149150906
ABNM048,2.373368402
ABNM011,-0.3085417263
ABNM012,0.3085417263
ABNM013,0.8593780523000001
ABNM014,0.8025724576000001
ABNM015,0.1448802863
ABNM016,-0.7848648464
ABNM017,-0.9890545515
ABNM018,-0.5748878669
