sample,new_2484736_2485656_c
LBexp_1,9.8677
LBexp_2,9.7764
LBexp_3,9.504
LBtran_1,9.3822
LBtran_2,9.7552
LBtran_3,9.9569
LBstat_1,10.8693
LBstat_2,10.7545
LBstat_3,11.0221
LBGexp_1,9.6092
LBGexp_2,10.3791
LBGexp_3,9.9764
LBGtran_2,10.9486
LBGtran_3,11.2493
LBGstat_1,9.759
LBGstat_2,9.5624
LBGstat_3,9.8094
S0_1,9.2123
S0_2,9.5049
S0_3,9.4783
S1_1,9.0667
S1_2,9.0348
S1_3,9.1891
S2_1,9.2751
S2_2,9.2024
S2_3,9.1061
S3_1,9.4915
S3_2,9.3636
S4_1,9.9828
S4_2,9.8637
S4_3,9.5356
S5_1,9.7343
S5_2,9.6525
S5_3,10.1589
S6_1,9.569
S6_2,7.6899
S6_3,10.0362
S6/t_1,9.6336
S6/t_2,7.6544
S6_4,9.2009
S6_5,9.4969
S6_6,9.6067
S7_4,9.4417
S7_5,9.2831
S7_6,9.5099
S8_4,9.2689
S8_5,8.7542
G135_1,10.3304
G135_3,8.7183
G150_1,9.9592
G150_2,10.2665
G150_3,10.3454
G180_1,9.954
G180_2,10.41
G180_3,9.0689
C30_1,9.5809
C30_2,9.8766
C90_1,10.4939
C90_2,10.6746
BI_1,11.3668
BI_2,11.5922
BC_2,10.2722
BC/t_1,9.7467
BC/t_2,10.2501
BC_1,9.5634
Sw_1,10.6547
Sw_2,10.9654
BT_1,11.3609
BT_2,10.7801
B36_1,12.1705
B36_2,11.937
B60_1,11.7889
B60_2,11.5143
M9exp_1,9.8069
M9exp_2,9.5176
M9exp_3,9.3431
M9tran_1,9.4167
M9tran_2,9.3412
M9tran_3,9.4441
M9stat_1,10.2375
M9stat_2,9.8936
M9stat_3,9.9263
M+G_1,9.6444
M+G_2,9.3259
M+G_3,9.4044
Glu_1,9.6745
Glu_2,9.6108
Glu_3,9.6149
Fru_1,9.3949
Fru_2,9.6098
Fru_3,9.2195
Mal_1,9.126
Mal_2,9.1366
Mal_3,9.4524
G+S_2,9.414
G+S_3,9.7287
Pyr_1,9.0158
Pyr_2,9.3965
Pyr_3,9.3388
Gly_1,9.0826
Gly_2,9.6629
Gly_3,8.6663
Glucon_1,9.2973
Glucon_2,9.5491
Glucon_3,9.1602
aero_1,9.9429
aero_2,9.2768
aero_3,10.2614
nit_1,10.3104
nit_2,10.3863
nit_3,10.3833
ferm_1,10.2942
ferm_2,10.152
ferm_3,10.7267
T-5.40H_1,9.7566
T-4.40H_1,9.7106
T-3.40H_1,9.5894
T-2.40H_1,9.3684
T-1.40H_1,9.3766
T-1.10H_1,9.3932
T-0.40H_1,9.555
T0.0H_1,9.347
T0.30H_1,10.2629
T1.0H_1,10.6078
T1.30H_1,10.6799
T2.0H_1,10.2646
T2.30H_1,10.6429
T3.0H_1,9.9599
T3.30H_1,10.1494
T4.0H_1,10.0362
T5.0H_1,9.3866
HPh_1,9.7743
HPh_2,9.4865
HPh_3,9.6725
LPh_1,9.5946
LPh_2,10.1643
LPh_3,9.7447
LPhT_1,8.9539
LPhT_2,8.8633
LPhT_3,9.2745
SMMPr_1,9.5982
SMMPr_2,9.7054
SMMPr_3,9.6789
HiTm_1,9.3735
HiTm_2,9.0818
HiTm_3,9.2702
LoTm_1,12.5443
LoTm_2,12.1579
LoTm_3,12.1423
HiOs_1,11.0512
HiOs_2,10.6485
HiOs_3,10.843
BMM_1,9.4068
BMM_2,9.2277
BMM_3,9.4241
Heat_1,9.6691
Heat_2,9.282
Heat_3,9.2425
Cold_1,10.0625
Cold_2,9.5587
Cold_3,9.2444
Etha_1,10.211
Etha_2,10.2599
Etha_3,10.517
SMM_1,9.5329
SMM_2,9.4744
SMM_3,9.3818
Salt_1,9.8472
Salt_2,9.5822
Salt_3,9.7135
Mt0_1,9.6487
Mt0_3,10.1168
M0t45_1,10.1265
M0t45_2,9.9083
M0t45_3,10.5254
M0t90_1,10.718
M0t90_2,11.5349
M0t90_3,11.6678
M40t45_1,10.0097
M40t45_2,9.7565
M40t45_3,10.66
M40t90_1,11.0681
M40t90_2,11.8013
M40t90_3,11.95
dia0_1,9.724
dia0_2,9.7313
dia0_3,10.0001
dia5_1,10.6341
dia5_2,10.5361
dia5_3,10.3277
dia15_1,10.5847
dia15_2,10.894
dia15_3,12.003
Diami_1,9.6562
Diami_2,10.3244
Diami_3,10.1949
Paraq_1,10.359000000000002
Paraq_2,10.5781
Paraq_3,9.152
H2O2_1,10.4798
H2O2_2,10.7763
H2O2_3,10.5901
Oxctl_1,9.7718
Oxctl_2,9.7284
Oxctl_3,10.2781
GM-0.1_1,9.1027
GM-0.2_1,9.2827
GM+5_1,9.0263
GM+15_1,9.4421
GM+25_1,9.7745
GM+45_1,9.6661
GM+60_1,9.5849
GM+90_1,9.6398
GM+120_1,9.2293
GM+150_1,9.6439
GM-0.1_2,9.4239
GM-0.2_2,9.1945
GM+5_2,9.1866
GM+10_2,9.2128
GM+15_2,9.1107
GM+25_2,9.3184
GM+45_2,8.8006
GM+60_2,8.9302
GM+90_2,9.6973
GM+150_2,9.587
GM-0.1_3,9.3848
GM-0.2_3,9.1764
GM+5_3,9.2683
GM+10_3,8.5401
GM+15_3,9.2107
GM+25_3,8.9433
GM+45_3,9.3069
GM+60_3,8.9491
GM+90_3,9.1183
GM+120_3,9.5679
GM+150_3,9.2234
MG-0.1_1,9.321
MG+5_1,9.3659
MG+10_1,9.8916
MG+15_1,9.1118
MG+25_1,9.4971
MG+45_1,9.1936
MG+120_1,9.0069
MG+150_1,9.1976
MG-0.1_2,8.7703
MG-0.2_2,9.2618
MG+5_2,9.3432
MG+10_2,9.539
MG+15_2,9.9227
MG+25_2,9.2318
MG+45_2,9.0033
MG+60_2,9.4678
MG+90_2,9.016
MG+120_2,9.5755
MG-0.1_3,9.7397
MG-0.2_3,9.3386
MG+5_3,9.4843
MG+10_3,9.1715
MG+15_3,9.7437
MG+25_3,9.7178
MG+45_3,9.9848
MG+60_3,9.685
MG+90_3,9.588
MG+120_3,9.281
MG+150_3,9.4371
