,A,PurR
ecoli_00131,-4.5194306214,-0.84584686
ecoli_00132,2.0597262021,-0.226776953
ecoli_00133,-12.3971248984,-2.139238957
ecoli_00134,1.0887991173,-0.213726667
ecoli_00135,1.9893499244,0.333963646
ecoli_00136,-4.2856075073,-1.5789642480000001
ecoli_00137,1.1860392981,0.032119887
ecoli_00138,-14.0400402359,-1.549065007
ecoli_00139,-8.9331465957,-2.176331812
ecoli_00140,2.9091839054,-0.17929783100000002
ecoli_00141,-11.0491274017,-1.7417527490000002
ecoli_00142,-2.6395954176,-0.895227686
ecoli_00143,-1.2935479923,-0.494416821
ecoli_00144,-15.5270979555,-2.048933853
ecoli_00145,-11.9878162605,-1.329644184
ecoli_00146,-2.0631352934,-0.8350271730000001
ecoli_00147,-6.8085011035,-0.542418406
ecoli_00148,-5.3135396112,-0.9190884490000001
ecoli_00149,-1.2858327196000001,-0.9212058780000001
ecoli_00150,-3.9498137074,-0.46355941100000003
ecoli_00151,-4.7646227008,-0.657109346
ecoli_00152,-3.5351027344,-0.456017956
ecoli_00153,-3.444380503,-0.9097521770000001
ecoli_00154,-16.7413643859,-3.105262219
ecoli_00155,-7.2943172875,-1.479067486
ecoli_00157,-6.5412844019000005,-1.384319531
ecoli_00158,-4.743140621,-1.005715571
ecoli_00159,-1.0681159925,-0.8161320240000001
ecoli_00160,-0.6054438946,-0.474149821
ecoli_00169,0.3388963291,-0.532209302
ecoli_00170,0.3603368758,-0.526249893
ecoli_00171,0.064229096,-0.313621541
ecoli_00172,-1.7019042555000001,-0.54831452
ecoli_00173,-5.5301235948,-1.211691713
ecoli_00174,-5.3513914904,-1.097239228
ecoli_00175,-10.7296410988,-1.701817347
ecoli_00176,-10.7206011678,-1.7323704750000002
ecoli_00177,-7.2209724299,-0.466047003
ecoli_00178,-7.0031116352,-0.461228466
ecoli_00179,-3.9088727173,-0.429405001
ecoli_00180,-3.8968669597,-0.539254955
ecoli_00181,0.9745775409,-0.488985985
ecoli_00182,0.9955671793,-0.49754112
ecoli_00183,-1.0529762645,-0.77776941
ecoli_00184,-1.231084577,-0.801226481
ecoli_00185,0.5483918882000001,-0.12875899300000002
ecoli_00186,0.8041778126,-0.076547932
ecoli_00187,-10.9967444988,-1.656318258
ecoli_00188,-10.5781457301,-1.50238565
ecoli_00189,0.26179587930000003,-0.591099303
ecoli_00190,0.2460386535,-0.568738951
ecoli_00191,-0.88747391,-0.7275410210000001
ecoli_00192,-1.0636469575,-0.644347521
ecoli_00193,-1.3720038797,-0.351220434
ecoli_00194,-1.5245328988,-0.32382794600000003
ecoli_00195,2.2930774019,-8.114789108
ecoli_00196,-15.6028142403,-1.296612562
ecoli_00197,-15.3057649098,-1.285281205
ecoli_00198,2.9239712247,-8.216346238
ecoli_00199,-3.3628621827,-1.388174053
ecoli_00200,-5.6068558395,-1.514375651
ecoli_00201,-11.593572257,-1.8345254180000001
ecoli_00202,-12.0513669046,-1.996369702
ecoli_00203,-0.5504788889000001,-0.41901755500000004
ecoli_00204,-0.6561190277000001,-0.506233076
ecoli_00205,-11.7635143352,-1.993469919
ecoli_00206,-12.7833842837,-2.012150723
ecoli_00207,-12.5444320119,-1.9610996690000002
ecoli_00208,-11.9883588708,-1.9545367280000001
ecoli_00209,-0.9972472359000001,-0.837012265
ecoli_00210,-1.6361617331,-0.826586139
ecoli_00211,-2.063409827,-0.5433863320000001
ecoli_00212,-1.8511964726999999,-0.403584908
ecoli_00213,-11.6497724997,-2.085327629
ecoli_00214,-11.4648508969,-1.839185111
ecoli_00215,-0.6036261065,-0.538488282
ecoli_00216,-0.7172535263,-0.46805477100000004
ecoli_00217,-7.7902215269,-2.236357265
ecoli_00218,-14.085998088,-2.777577371
ecoli_00219,-0.3086484229,-0.760707837
ecoli_00220,-0.5525199481,-0.9765083170000001
ecoli_00221,-2.0668834872,-0.5351117510000001
ecoli_00222,-1.5605434484,-0.528730761
ecoli_00223,-3.0033635339,-0.666991922
ecoli_00224,-2.670740213,-0.62994784
ecoli_00225,-12.4162285599,-2.111350853
ecoli_00226,-12.3130027187,-2.03823158
ecoli_00227,-1.2177559982,-0.41462625700000005
ecoli_00228,-1.1854781886,-0.372098135
ecoli_00229,-3.6199945406,-0.135749021
ecoli_00230,-3.0596756226,-0.24389827700000002
ecoli_00231,-2.7541832947,-0.31955804200000004
ecoli_00232,-2.48662082,-0.250608165
ecoli_00233,-1.5114617385,-0.46318237700000003
ecoli_00234,-1.1075265854,-0.42749607300000003
ecoli_00235,-1.7612805832,-1.098559732
ecoli_00236,-1.4991859787,-1.180111351
ecoli_00237,-5.5804245602,-0.563613558
ecoli_00238,-5.0323498168,-0.6600646530000001
ecoli_00239,-3.9484623186,-0.654915482
ecoli_00240,-4.0783681233,-0.6769289190000001
ecoli_00241,-4.4033483884999995,-0.655626691
ecoli_00242,-2.8022391185,-0.383321892
ecoli_00243,-2.6242541179,-0.309777821
ecoli_00244,-0.9554754019,-0.528366996
ecoli_00245,-0.8715700346,-0.5831006120000001
ecoli_00246,-6.2996334935,-0.737378724
ecoli_00247,-5.6608921789,-0.670013272
ecoli_00248,-5.467287215,-0.5550318430000001
ecoli_00249,-1.9490790993,-0.638679487
ecoli_00250,-1.7792393549,-0.7502846280000001
ecoli_00251,0.6533827213,-0.610970923
ecoli_00252,0.4866452525,-0.530410654
ecoli_00253,-2.225358533,-0.5647390330000001
ecoli_00254,-3.7912286827,-0.442337488
ecoli_00255,-5.1766269373,-0.568869963
ecoli_00256,-5.9652842899,-0.7402521230000001
ecoli_00257,-3.9710016870000002,-0.586277629
ecoli_00258,-3.8374043434000003,-0.6595477620000001
ecoli_00259,-6.0006633092,-0.665415316
ecoli_00260,-6.3192171228,-0.557538913
ecoli_00261,-1.7443302051,-0.708297826
ecoli_00262,-2.4531094057000002,-0.624721932
ecoli_00263,-1.5096497161,-0.8779009870000001
ecoli_00264,-2.2040708478,-1.140229096
ecoli_00265,-3.7013337182,-0.700129709
ecoli_00266,-3.9609784814,-0.764156809
ecoli_00267,-11.1590155882,-1.721392271
ecoli_00268,-11.8560593763,-1.801526796
ecoli_00269,-17.1501463095,-2.46619651
ecoli_00270,-16.7150741919,-2.5902268790000003
ecoli_00271,0.1504689343,-0.448108485
ecoli_00272,0.5544322176,-0.23900331900000002
ecoli_00273,-1.321016167,-0.176979023
ecoli_00274,-1.5592229344000001,-0.213308501
ecoli_00275,-2.5640047903000003,-0.41862078100000005
ecoli_00276,-2.7369494965000003,-0.333463241
ecoli_00277,-0.8014055323,-0.763704893
ecoli_00278,-0.9982652493,-0.609091441
ecoli_00279,-3.9595350934,-1.184218433
ecoli_00280,-3.3515416541,-0.7161748050000001
ecoli_00281,2.8521019921,-0.354979608
ecoli_00282,2.1662159207,-0.208747552
ecoli_00283,-2.3094538277,-0.40370399500000004
ecoli_00284,-2.8972415423999998,-0.436451321
ecoli_00285,-0.9955922296,-0.23952956300000003
ecoli_00286,-1.2919576503,-0.120845303
ecoli_00287,-1.6224103321,-0.414855764
ecoli_00288,-0.9040992389,-0.385709048
ecoli_00289,-0.5759394365,-0.33520583
ecoli_00290,-1.2604636936,-0.346138531
ecoli_00291,-1.8959752893,-0.174354753
ecoli_00292,-2.2361096917,-0.5153015360000001
ecoli_00293,-2.3178837372,-0.580552631
ecoli_00294,-1.9479197752,-0.495189288
ecoli_00295,-2.9442307276,-0.214670343
ecoli_00296,-2.9501302653,-0.162989074
ecoli_00297,-2.410755515,-0.6756538590000001
ecoli_00298,-2.3272020024,-0.604375961
ecoli_00299,-1.1363739842,-0.393996809
ecoli_00300,-1.3559458242,-0.5391191240000001
ecoli_00301,0.8895728527000001,-0.36188334
ecoli_00302,-0.989840974,-0.59358372
ecoli_00303,-1.0380236454,-0.6479254710000001
ecoli_00304,-0.5326451158000001,-0.533683625
ecoli_00305,-12.0319447238,-1.821486249
ecoli_00306,-11.9652025678,-2.032886032
ecoli_00307,-13.0026125663,-1.905971169
ecoli_00308,-13.3903426907,-1.970773612
ecoli_00309,-15.7248742657,-2.245877878
ecoli_00310,-15.712439936100001,-2.299385547
ecoli_00311,-15.9726123204,-2.43951935
ecoli_00312,-16.4242180433,-2.511360262
ecoli_00313,-0.5250617631,-0.49597975600000005
ecoli_00314,-0.777004541,-0.40875699600000004
ecoli_00315,-13.107721163,-2.186816346
ecoli_00316,-13.5549691167,-2.243643912
ecoli_00317,-13.7258875797,-2.227760855
ecoli_00318,-12.8663880608,-2.168371603
ecoli_00319,0.4547572754,-0.42480536
ecoli_00320,-0.1285021585,-0.49186022300000004
ecoli_00321,-10.8097182348,-0.9224476850000001
ecoli_00322,-12.181532777,-0.953513072
ecoli_00323,-0.026246244800000002,-0.44185715900000005
ecoli_00324,-0.0952145927,-0.44050187900000004
ecoli_00325,-0.2883948732,-0.425886761
ecoli_00326,-1.5975363815999999,-0.61625533
ecoli_00327,-0.24957604360000002,-0.221248352
ecoli_00328,0.3146409009,-0.397617219
ecoli_00329,-1.1906642059,-0.31787739600000003
ecoli_00330,-1.4432729931,-0.32010694
ecoli_00331,-1.9100052985,-0.393618654
ecoli_00332,-1.7530732690000002,-0.378409806
ecoli_00333,-2.7938352185,-0.43234934700000005
ecoli_00334,-1.4632975303,-0.32580421
ecoli_00335,0.9167977775,-0.43989705100000004
ecoli_00336,-0.0179701773,-0.49358848400000005
ecoli_00337,-1.2481218492,-0.49147931600000005
ecoli_00338,-1.5253038288,-0.487584049
ecoli_00339,0.3866403262,-0.356437278
ecoli_00340,-0.4139086631,-0.5358456810000001
ecoli_00341,0.5423630690000001,-0.347875886
ecoli_00342,0.6229434078,-0.345383953
ecoli_00343,-1.4924122374,-0.7671886050000001
ecoli_00344,-2.0224865817,-0.723091816
ecoli_00345,-1.0621225053,-0.40016199100000005
ecoli_00346,-1.1884335167,-0.45110542400000003
ecoli_00347,-0.3084856302,-0.452306874
ecoli_00348,-0.5163603322,-0.495744153
ecoli_00349,-0.1691426527,-0.377668853
ecoli_00350,-0.5288626719,-0.34052272
ecoli_00351,-1.8093909313,-0.35386109600000004
ecoli_00352,0.41956974100000005,-0.582171274
ecoli_00353,-0.3991233719,-0.392751932
ecoli_00354,0.0646543328,-0.36506028100000004
ecoli_00355,0.13009476250000002,-0.373947354
ecoli_00356,0.2384427787,-0.35749622200000003
ecoli_00357,-0.7977671113,-0.39590666
ecoli_00358,-0.6275225669000001,-0.35205149
ecoli_00359,-0.2512900112,-0.49173726500000003
ecoli_00360,-0.7416867413,-0.45538597000000003
ecoli_00361,-0.6478225406,-0.42511244800000003
ecoli_00362,-1.2623287574,-0.394137459
ecoli_00363,-3.5756138035,-1.51332642
ecoli_00364,-3.0936631879,-1.27748947
ecoli_00365,-10.7330300736,-1.801046286
ecoli_00366,-10.161960573,-1.755451807
ecoli_00367,-16.3845633143,-1.570520937
ecoli_00368,-16.2440398081,-1.646597662
ecoli_00369,-4.2071925081,-1.373502425
ecoli_00370,-2.1109043171,-1.300327311
ecoli_00371,-9.0634350026,-1.679469788
ecoli_00372,-9.6198019796,-1.61953704
ecoli_00373,-16.6364222354,-1.627549488
ecoli_00374,-16.213673085,-1.7151362300000002
ecoli_00375,-3.952665789,-1.300538305
ecoli_00376,-4.8004672489,-1.2158056799999999
ecoli_00377,-13.2920364898,-1.5543318510000002
ecoli_00378,-13.8895078339,-1.5014811670000001
ecoli_00379,-14.082200113,-1.325937244
ecoli_00380,-14.1616570424,-1.406010837
ecoli_00381,-4.0170946681,-1.121981379
ecoli_00382,-4.2555133489,-1.349857044
ecoli_00383,-11.167592082,-1.8364294760000002
ecoli_00384,-11.5618481759,-1.8776086300000001
ecoli_00385,-15.4102318306,-1.611652327
ecoli_00386,-15.2404609888,-1.500273258
ecoli_00387,-2.5793083583,-1.597580265
ecoli_00388,-4.3070027522,-1.9643123290000002
ecoli_00389,-10.6476432733,-1.83686813
ecoli_00390,-11.5641766327,-1.413468021
ecoli_00391,-14.8676788202,-1.609837818
ecoli_00392,-14.9016855681,-1.589059237
ecoli_00393,1.4594180832,-0.493909749
ecoli_00394,0.3106149436,-0.48335835
ecoli_00395,-0.052784575,-0.37121044200000003
ecoli_00396,0.14097753400000002,-0.326347261
ecoli_00397,-2.4322161636,-0.201982507
ecoli_00398,-2.870123372,-0.180810155
ecoli_00399,-2.5530127704,-0.271723117
ecoli_00400,-1.7334708377,-0.457146578
ecoli_00401,0.32964232990000003,-0.497188467
ecoli_00402,0.4968838412,-0.181954592
ecoli_00403,-0.7787551347,-0.7782289450000001
ecoli_00404,-1.063158997,-0.570781077
ecoli_00405,-1.806738897,-0.47486348600000006
ecoli_00406,-0.7839973988000001,-0.469156989
ecoli_00407,0.3122321652,-0.576862475
ecoli_00408,0.6853767107000001,-0.41590735700000003
ecoli_00409,-1.1213560246,-0.936779812
ecoli_00410,-0.034647103000000005,-0.597474815
ecoli_00411,1.7917594177,-0.426273184
ecoli_00412,1.6275279232000002,-0.48189350100000006
ecoli_00413,1.4113266284,-0.359170472
ecoli_00414,1.9127705812,-0.15397802300000002
ecoli_00415,-0.0250202723,-0.008411465
ecoli_00416,-0.19980264720000002,-0.34095441600000004
ecoli_00417,0.2487634636,-0.40174977100000003
ecoli_00418,0.922418484,-0.480449338
ecoli_00419,0.7233931294,-0.45553178400000005
ecoli_00420,0.6488810961,-0.512809274
ecoli_00421,-1.1575483187,-0.015859674
ecoli_00422,-1.096179772,-0.033238358
ecoli_00423,-0.7531982787,-0.41203363600000004
ecoli_00424,-0.35190241640000003,-0.41903628400000004
ecoli_00425,1.958513804,-0.455084484
ecoli_00426,2.0807665542000002,-0.5829119500000001
ecoli_00427,0.4635647328,-0.30388472
ecoli_00428,0.0298293666,-0.33734512
ecoli_00429,0.7572396416,-0.510734267
ecoli_00430,0.5146319665,-0.5393228480000001
ecoli_00431,-1.1848367065,0.106022157
ecoli_00432,-0.8766534306,-0.09546243800000001
ecoli_00433,-0.0896617083,-0.07639114
ecoli_00434,-0.062807734,-0.17490208200000001
ecoli_00435,0.1942172254,-0.40264932400000003
ecoli_00436,0.18439076810000002,-0.426705066
ecoli_00437,0.9552790915,-0.507946796
ecoli_00438,0.8452249818,-0.549030157
ecoli_00439,-1.3546351198,-0.264151057
ecoli_00440,-1.8766201314000002,-0.213458542
ecoli_00441,0.7847284434,-0.43184663
ecoli_00442,0.7529540262000001,-0.38870592200000004
ecoli_00443,0.9599850045,-0.501463529
ecoli_00444,0.9708998512,-0.46796267500000005
ecoli_00445,-1.3702818570000002,-0.03126882
ecoli_00446,-2.1945175929,0.11394408800000001
ecoli_00447,-4.4504347063,-0.928450031
ecoli_00448,-3.9165947773000003,-0.838382665
ecoli_00449,-5.3152900556,-0.897090464
ecoli_00450,-3.7643184299,-0.833691845
ecoli_00451,-3.4356638086,-0.917757025
ecoli_00452,-3.6546900294,-0.910125359
ecoli_00453,-5.1499290726,-1.072207486
ecoli_00454,-4.7573837271,-1.27204875
ecoli_00455,-9.3154595128,-1.792009084
ecoli_00456,-9.1144561103,-1.652866806
ecoli_00457,-11.4372489142,-1.9206750650000002
ecoli_00458,-11.3664350194,-1.902399304
ecoli_00459,-12.854489152,-1.981809477
ecoli_00460,-12.6277740862,-1.9183348850000002
ecoli_00461,-21.9828149084,-6.11972426
ecoli_00462,-22.0826302879,-6.35880519
ecoli_00463,-22.7588992835,-4.057208297
ecoli_00464,-23.3504904319,-3.859023073
ecoli_00465,-21.9940636623,-3.77233375
ecoli_00466,-22.2077412249,-3.893965809
ecoli_00467,-22.6889071547,-3.26827811
ecoli_00468,-22.8404318611,-3.188745571
ecoli_00469,-21.6725905562,-3.743244034
ecoli_00470,-21.5628171488,-3.650333174
ecoli_00471,-24.8146749413,-6.277486519
ecoli_00472,-24.3776262226,-6.582839423
ecoli_00473,-23.4926492764,-4.351811021
ecoli_00474,-22.8976463393,-4.238601749
ecoli_00475,-20.6046927102,-3.9649249390000003
ecoli_00476,-21.0003078676,-3.883905392
ecoli_00477,-20.6074254947,-3.361605654
ecoli_00478,-20.7295927441,-3.304429259
ecoli_00479,-6.0155730576,-0.869435931
ecoli_00480,-5.9718192521999995,-0.831244741
ecoli_00481,-6.5834580399,-1.385845164
ecoli_00482,-8.8687597047,-2.049252693
ecoli_00483,-7.1655275275,-1.882446597
ecoli_00484,-7.9211932245,-1.8527642260000001
ecoli_00485,-13.0620106624,-2.750594092
ecoli_00486,-13.3386120453,-2.737974242
ecoli_00487,-22.5359992873,-6.528730753
ecoli_00488,-22.0356403711,-7.089593937
ecoli_00489,-21.1851339855,-3.5711506550000003
ecoli_00490,-20.4240405803,-3.686404918
ecoli_00491,-20.3130699796,-2.888648216
ecoli_00492,-20.1925978332,-2.998266177
ecoli_00493,-18.3367497373,-2.9097959490000003
ecoli_00494,-18.1152454363,-2.911808272
ecoli_00495,-17.2047848013,-3.0385126
ecoli_00496,-18.5545200077,-3.158148099
ecoli_00497,-22.3541495681,-3.968173798
ecoli_00498,-21.9622689924,-3.952961008
ecoli_00499,-5.6207178084,-1.023406369
ecoli_00500,-5.8964755381,-1.090611806
ecoli_00501,-18.3380244296,-3.862127751
ecoli_00502,-18.951435515500002,-3.788713548
ecoli_00503,-21.3751217699,-6.275106483
ecoli_00504,-20.4238594162,-6.083008311
ecoli_00505,-21.7615677816,-3.854127562
ecoli_00506,-21.5725339657,-3.99222854
ecoli_00507,-9.1569725771,-1.939410164
ecoli_00508,-9.7443750093,-1.8137228470000002
ecoli_00509,-10.4801134702,-1.969017267
ecoli_00510,-10.5417589478,-2.033431783
ecoli_00511,-15.2360835573,-2.449529498
ecoli_00512,-15.3666701981,-2.361748377
ecoli_00513,-22.1749667538,-3.886029541
ecoli_00514,-22.2219833932,-3.9363894850000003
ecoli_00515,-20.412159782,-2.708070325
ecoli_00516,-20.4314410016,-2.92627154
ecoli_00517,-0.9821615989,-0.728123402
ecoli_00518,-1.304698742,-0.66957778
ecoli_00519,-6.1905971234,-1.068945285
ecoli_00520,-4.5757778971,-1.005424505
ecoli_00521,-5.7803918038,-0.9857727470000001
ecoli_00522,-6.8562978375,-1.30209323
ecoli_00523,-6.4082961839,-1.358312358
ecoli_00524,-0.816816783,-0.083735184
ecoli_00525,-0.7982715445,-0.17242051700000002
ecoli_00526,-1.1585979393,-0.36425622300000005
ecoli_00527,-1.5041625331000001,-0.39900047
ecoli_00528,-16.747577143,-2.983343099
ecoli_00529,-7.7504716063,-1.853456191
ecoli_00530,-7.7023027271,-2.033243275
ecoli_00531,-5.2536694519000005,-1.876585275
ecoli_00532,-7.4436780489,-1.779254501
ecoli_00533,-10.6293587814,-2.291366743
ecoli_00534,-7.4206419044,-1.741190445
ecoli_00535,-10.7423525008,-2.373642085
ecoli_00536,-5.7833123806,-1.860387157
ecoli_00537,-6.9915248456,-1.9719109920000002
ecoli_00538,-6.4689443769,-1.848563783
ecoli_00539,-6.7131995710000005,-1.85862982
ecoli_00540,-5.7682146955,-1.6403762030000002
ecoli_00541,-5.7526709523,-1.6166192110000002
ecoli_00542,-5.6643869362,-1.7974796450000001
ecoli_00543,-9.6589537809,-2.329379881
ecoli_00544,-7.0265232458,-1.998381001
ecoli_00545,-6.379456141,-1.761471238
ecoli_00546,-11.132019697,-2.068416449
ecoli_00547,-10.9262247726,-1.947107987
ecoli_00548,-12.5828535327,-2.334286898
ecoli_00549,-13.6501391544,-2.467984001
ecoli_00550,-15.7281068729,-2.587273824
ecoli_00551,-15.9635194031,-2.605301189
ecoli_00552,-8.1175054838,-1.408438337
ecoli_00553,-6.7756544947,-1.281617303
ecoli_00554,-9.4393968263,-1.300399102
ecoli_00555,-10.6486191778,-1.486386207
ecoli_00556,-13.0926818644,-1.933678988
ecoli_00557,-14.1846030854,-2.120803744
ecoli_00558,-5.5258756810000005,-1.182319768
ecoli_00559,-5.1450228248,-1.098033506
ecoli_00560,-6.6132258474,-1.02457754
ecoli_00561,-5.3879027294,-0.8178376580000001
ecoli_00562,-19.5430975113,-1.779128069
ecoli_00563,-19.5377414604,-1.453092002
ecoli_00564,0.42545469220000004,-0.16459483800000002
ecoli_00565,0.19504192150000002,-0.229298883
ecoli_00566,-11.8823476409,-2.305073636
ecoli_00567,-12.6224394514,-2.28456647
ecoli_00568,-0.0160447812,-0.254133369
ecoli_00569,-0.0427099283,-0.180772961
ecoli_00570,-0.8118808925000001,-0.312271678
ecoli_00571,-1.3121212666,-0.231032803
ecoli_00572,-5.4181268667,-1.289874022
ecoli_00573,-6.9748781321,-1.4699460370000001
ecoli_00574,-17.3499081119,-2.997420679
ecoli_00575,-17.4898540652,-3.048721003
ecoli_00576,-8.7047355816,-0.8920813620000001
ecoli_00577,-12.170952096,-1.6485927980000001
ecoli_00578,-12.6038158892,-1.82217798
ecoli_00579,-7.8637391064,-1.273865478
ecoli_00580,-10.8208744882,-1.276227213
ecoli_00581,-10.6383027074,-1.440827655
ecoli_00582,-3.3838367311,-0.16641261300000001
ecoli_00583,-1.8173241191,-0.222595396
ecoli_00584,-8.1939796836,-1.599239802
ecoli_00585,-9.5908420411,-1.8815532190000002
ecoli_00586,0.4011938217,-0.43145944
ecoli_00587,1.7824133024000002,-0.216062774
ecoli_00588,0.3641577607,-0.453733602
ecoli_00589,0.14989786430000002,-0.511258034
ecoli_00590,-11.3640869308,-2.530817621
ecoli_00591,-14.4880957479,-2.913200275
ecoli_00592,-14.2791262088,-3.052640859
ecoli_00593,-14.905135831599999,-2.9723070810000003
ecoli_00594,-12.4680033561,-2.436017578
ecoli_00595,-12.1237107932,-2.53741256
ecoli_00596,-14.3072810456,-2.530524894
ecoli_00597,-13.7238432084,-2.769885384
