,A,UhpA,Crp,YeiE,UvrY
SRX4166008,-1.4124651244,0.35316076760000004,-0.1463925879,0.1362840912,0.1929848526
SRX4166009,-1.5327564794000001,0.4100396237,-0.2696574214,0.1164345807,0.0201764078
SRX4166010,1.2602819709,0.6843322992,-0.422017325,-0.8154150096,-0.21176761360000002
SRX4166011,6.97170721,-0.1346114338,0.0331465663,0.5753687494,-0.32585417650000004
SRX4166012,6.0871593947000004,0.3462033581,-0.27523787650000003,-0.394123641,-0.41944079640000004
SRX5000481,0.3621538776,-0.5594971326,-0.011476057900000001,-0.2798624227,-0.0027611869
SRX5000482,0.1213002048,-0.1800189792,-0.1060102587,-0.18138843270000002,-0.1459318015
SRX5000483,1.2388047237,-0.8720140022,0.1512831843,0.41639228180000004,0.5832596516
SRX5000484,0.9110311630000001,-1.3746003581,-0.1375585523,0.0895399593,0.3301975102
SRX5000485,1.195622899,-1.7935079847000002,0.2109785549,0.1929181752,0.4832459643
SRX5000486,1.7042857286,-0.9025039691000001,0.2609776572,0.3726346944,0.6599739480000001
SRX5000487,0.8650735987,-1.3971004344,-0.1923561796,0.0728878912,0.44752148750000004
SRX5000488,0.8681488655,-1.0645973948,-0.34262451,0.2149534019,0.25980743300000003
SRX5000489,1.1015191683,-1.0361515728,-0.1664668386,0.2423978522,0.46335199460000004
SRX5000490,1.0677569668,-0.9643610035,-0.16714632440000002,-0.30434074170000003,0.5019699315
SRX5000491,1.2234126229,-0.9650935147,-0.37078453650000004,0.2986529819,0.15294312640000002
SRX5000492,0.4226314118,-2.0683278051,1.475368666,1.3820784421,0.9474632519
SRX5000493,-0.078129843,-0.8483314729,1.1376902668,0.9023390979,0.6986142968
SRX5000494,-0.06401369280000001,-0.5547960067000001,1.1347282112000001,0.9506703736000001,0.7077401113
SRX5000495,-0.0298865448,-1.5469653168000002,1.4212904351,1.5481041698,0.8310400033
SRX5000496,0.2598473376,-1.6657013538,1.467315173,1.5056449788,0.97593997
SRX5000497,-0.1286961584,-0.0104509563,-0.0192756679,-0.0864251823,-0.0471770372
SRX5000498,0.07898152110000001,0.23015778420000002,0.0212278545,0.1124221967,0.0863684177
SRX5000499,0.0417268471,-0.5664106399000001,1.1315243246,1.0802278305,0.7126057746000001
SRX5000500,0.0497146373,-0.2197068279,-0.0019521866,-0.0259970144,-0.039191380500000005
SRX5000501,1.171642763,-1.0854453397,-0.4916651179,0.0249770716,0.1512501927
SRX5000502,1.4164586534999999,-2.0468895171,-0.34854891390000003,-0.0747267077,0.2550657022
SRX5000503,1.5876049325000001,-1.2013621481,-0.43585225920000004,-0.18037480050000002,0.429266042
SRX5000504,-0.11184066570000001,-0.6853055796,-0.1372784369,-0.2081874376,-0.2042273815
SRX5000505,0.2826328504,-0.4733855394,-0.1642322029,0.0404942383,-0.0590779447
SRX5000506,0.1581882399,-0.3027009281,-0.1681617912,-0.1393226958,-0.0422811741
SRX5000507,1.3968520648,-0.9665517217,-0.0774965284,0.1536232398,0.4461244314
SRX5000508,0.4650068007,-0.41528488090000004,0.0630814665,0.10267110380000001,0.0428452557
SRX5000509,0.2669064181,-0.47492399,-0.2810515373,-0.3554904913,-0.25939962450000004
SRX5000510,0.29641336020000003,-0.8826700899000001,-0.28533503050000003,-0.3908620233,-0.34372637980000004
SRX5000511,-0.0184246309,-0.3899590652,-0.1949960566,-0.2738759322,-0.0867776147
SRX5000512,1.1415176435,-1.3289274327,-0.4457334711,-0.1387852631,0.25095116230000003
SRX5000513,1.3910225457,-1.3882710381,-0.3135830297,-0.012347363200000001,0.37340806
SRX5000514,1.5145777091000001,-1.6547690315999999,-0.4912625674,-0.1706863918,0.161485285
SRX5000515,1.4498503907,-0.8571551467,-0.402798119,0.0769796086,0.20832938480000002
SRX5000516,0.8479186972,-1.1602753902,-0.49061737310000003,-0.0191787453,0.40164988830000004
SRX4124772,-0.1811058834,0.5886697041,-0.49159209540000004,-1.012256771,-0.4720031039
SRX4124773,-0.7383935141,0.44934274230000004,-0.2902563631,-0.7148632219000001,-0.35845832380000003
SRX4124774,0.0682343884,0.1046448913,0.0011446948,-0.0100841078,0.1324258143
SRX4124775,-0.0682343884,-0.1046448913,-0.0011446948,0.0100841078,-0.1324258143
SRX5323946,-0.12338844680000001,0.1634740908,-0.1947450853,-0.0579707614,-0.028166128500000002
SRX5323947,0.12338844680000001,-0.1634740908,0.1947450853,0.0579707614,0.028166128500000002
SRX5323948,0.4301314124,0.2567734842,0.25533424920000003,0.0784914082,0.2996199142
SRX5323949,0.8357219556000001,0.2659407864,0.3336771074,0.3594221101,0.1435285826
SRX5323950,0.9053702957,0.5746312166,-0.19234211680000002,-0.6156772957000001,0.0638736473
SRX5323951,0.9183046182,0.31431805890000003,-0.21453890080000002,-0.2786127585,0.0244465077
SRX5323952,0.6914992201,0.0545224271,-0.1725798192,-0.4118002389,0.12596726090000002
SRX5323953,1.3863388024,0.180743918,0.0807140303,-0.3220237319,0.058956085500000005
SRX5323954,1.0137420661,0.5207948753,-0.0703709117,-0.7657159118,0.0936356295
SRX5323955,0.9062657358,0.5292762105000001,-0.0216465485,-0.4740941806,0.1146018577
DRX093856,-0.26494337290000003,0.3012224116,0.0794100169,-0.4581007023,-0.0970500527
DRX093857,-1.5247811682,1.4640104563,-0.6136421402000001,-0.301310544,-0.3965275062
DRX093858,-2.5902607253000003,1.5527169715,-0.5901419459,-0.1268206712,-0.1126358766
DRX093859,-1.7168192757,0.7495735184000001,-0.20304986730000002,-0.0556887077,-0.1900800104
DRX093860,-1.1759853328,0.1650706696,0.09984774490000001,-0.4364832313,-0.0741650819
DRX093861,-0.18668668030000002,-0.0104560975,-0.0386433461,0.1125787437,0.0312050331
DRX093862,-2.7739115599,1.5251959478,-0.7873801161,-0.0549917043,-0.38848660970000004
DRX093863,-2.2445066023,1.6005565522,-0.5712728994,-0.054316434100000005,-0.21894058430000002
DRX093864,-2.117326733,0.5012181383000001,-0.0286686132,-0.396662982,-0.22521257320000002
DRX093865,-0.8289072391000001,-0.3775369933,-0.23342197620000002,-0.8064542474,-0.2494871378
DRX093866,0.4516300532,-0.29076631410000003,-0.0407666707,0.3455219586,0.0658450196
DRX093867,-2.5791887836000003,1.5297172712,-0.7308913606,-0.22334540730000002,-0.4262519844
DRX093868,-2.5781939963,1.5128400815,-0.7037627470000001,0.0585123995,-0.2346904608
DRX093869,-1.9643018044,0.5453201697,-0.2362122698,-0.4531315811,-0.4537886887
DRX093870,-0.8154984994000001,0.1905160745,-0.0164546772,-0.9538253187,-0.416950449
SRX6366242,-1.0997081849,0.2803307771,0.0328965424,0.7514656434,0.26877267450000003
SRX6366243,-0.3500921292,0.25000259550000004,0.1360103685,0.3736765039,0.2778719763
SRX6366244,-1.5680516635,-1.6959386535,0.5049328406,1.043141488,1.0079643854
SRX6366245,0.2236655665,0.0615223337,0.1529755428,0.032902378,0.2551188119
SRX6366246,0.5000615657,0.33133697370000004,-0.015406163700000001,0.0535281486,0.3236360487
SRX6366247,-0.8566047784,-1.2668049023,0.37994444860000004,0.5089759753,0.9791917772000001
SRX6366248,-0.5156061694,-0.06974499990000001,0.22590315390000001,0.1282845617,0.1811448064
SRX6366249,-0.1056032186,-0.042008595,0.23212511460000002,0.41337002640000003,0.0582053239
SRX6366250,-0.7610255759,-0.0162106732,0.2831675712,-0.20257909200000002,0.0414157754
SRX6366251,-0.6158643867,0.4211340834,0.20362184190000002,-0.08158707970000001,0.0492479974
SRX6366252,0.31358661590000003,0.14832354550000001,-0.011167604900000001,-0.3217755639,0.014592375000000001
SRX6366253,-0.31358661590000003,-0.14832354550000001,0.011167604900000001,0.3217755639,-0.014592375000000001
SRX254739,-0.7421030981000001,-0.9464892214,-0.8924017296000001,-1.0066049172,-0.0448726801
SRX254740,-0.5537781414,-0.7577910361,-0.8649010421000001,-0.9268156972,0.2402955062
SRX254741,-0.6884121791000001,-0.9310759272,-0.7001267639000001,-0.8970944866,0.23566934960000002
SRX254742,-0.5585323985,-0.8192538902000001,-0.9119051060000001,-0.8597735268000001,0.143756366
SRX254743,-0.7542627379,-0.8182606074000001,-0.8563503673,-0.8930047463,0.1173709324
SRX254744,-0.3340988386,-0.7282742509,-0.6222702813000001,-0.9847495545,0.3010442109
SRX254745,-0.9914134051000001,-0.8178621079,-1.0877370598,-0.7932761615,-0.0636985835
SRX254746,-1.0187121111,-0.9103646433,-1.7369671045000001,-1.0510685585,-0.3550196908
SRX254747,-0.7382081786,-0.8631136330000001,-1.3358746678,-0.7012144944,4.7059e-06
SRX254748,-1.0678882899,-1.1408994071,-0.48690911950000004,-0.5565898106,0.3137354142
SRX254749,-1.6960446238,-0.8335762733000001,-0.9667081537000001,-0.9807870003,0.1680061199
SRX254750,-2.0449121657,-0.7136673317000001,-1.2851862633,-0.3814793548,0.057797024100000004
SRX254751,-0.0423863778,-0.7047973980000001,-0.385574128,-1.1934195141,0.5651806016
SRX254752,-1.2214722517,-1.1779677549,-0.24326731070000002,-0.6665628735,0.5318571723000001
SRX254753,-0.2283065958,-0.9602663148,-0.2979551923,-0.5256905349000001,0.5224300980000001
SRX254754,0.22339112100000003,0.0828478871,0.6722892721,-0.584075451,0.6742732556000001
SRX254755,-1.0100114298,0.2646858385,1.1260265914,-0.6080659293,0.4875460992
SRX254756,-0.0173083449,0.112024305,1.0397299023,-0.1442206135,0.49213296160000003
SRX254757,-0.7211957285,-0.32941547520000003,-0.3628059501,-1.521590449,-0.8664021947
SRX254758,-1.2537541936,-0.7366656932,-0.4528756111,-1.6451277155000001,-0.42115558820000004
SRX254759,1.7027678624,-1.3703448336,-0.3254764307,-1.7204848675000002,-0.5096580218
SRX254760,-0.6412895115,-0.9037831122000001,-0.18830449770000002,-0.3872513044,0.5062714585
SRX254761,-1.4832186948000001,-0.8546392931000001,-0.7544182141,-1.0067892868,0.3053501008
SRX254762,-0.4004318255,-0.9109531914000001,-0.5831081023,-0.7245257935,0.3855661509
SRX254763,0.09774658750000001,-0.09961951250000001,0.0047093158,-0.6337283749,0.3958136681
SRX254764,-0.3599313512,0.0203893823,0.5669202778,-0.5745570839,0.45993392050000004
SRX254765,-0.3309189816,-0.3354813735,0.5677400205,-0.33398124760000003,0.1795617829
SRX254766,-0.7445872222000001,-0.7111409775,-0.4403543445,-1.7072101409,-0.6860748121
SRX254767,-1.295768365,-0.6540912822,-0.24124783460000002,-0.9943948579,-0.6658703151
SRX254768,-0.0660607283,-0.42106474720000003,-0.4115574947,-1.3688400222000001,-0.4694313667
SRX254772,-1.1171264427,-0.6580065316,-0.3562857689,-0.5015880568000001,0.7647072235
SRX254773,0.9848543540000001,-1.2071163013,0.5579321807000001,-0.48007873700000003,0.964966512
SRX254774,0.2424074598,-0.6853508414,0.5313165346000001,0.37083545640000004,0.7439777771
SRX254775,-0.29666699550000003,0.3213068739,-0.2638966479,-0.3197889149,0.2136867029
SRX254776,-0.173427737,-0.3082780408,-0.19432084730000002,-1.1559050729,0.2608798507
SRX254777,0.4914036365,0.47987031680000003,0.10333546310000001,0.8484327469,-0.1977729536
SRX254778,0.2562988317,-0.6292243006,0.21447380530000001,-0.6523926114,0.4324124064
SRX254779,0.0532638749,-1.1865643337,0.2213336307,-0.4358918711,0.5107021047
SRX254780,-0.5290948529,-1.076874124,0.3721320869,-0.3775247128,0.5899341773
SRX254781,0.2609077535,0.040407160500000004,0.3267917408,1.0215718027,0.3559130284
SRX254782,0.22758545160000002,-0.2282625393,0.5609825497,0.49400640370000004,0.742242888
SRX254783,0.38372895370000004,0.22813623090000001,0.28759943400000004,0.9822556409000001,0.3409128711
SRX254784,0.249424525,0.7070820947,-0.2368919985,1.1933455875,-0.0837526113
SRX254785,0.4991693005,0.3452881955,0.14532827,0.7246467057,0.0132798269
SRX254786,0.4642914273,0.20074671460000001,0.3642317098,0.2818801213,0.1759868907
SRX7136401,-0.057288785700000004,-0.3745661017,-0.2650089901,-0.09096388400000001,-0.25942068690000003
SRX7136403,-0.28585391790000003,-0.006837494800000001,0.1635474037,-0.046787093,0.1498380323
SRX7136405,-0.9534054080000001,2.5790554726,0.1684464855,0.749489814,0.47496887870000004
SRX7136407,-1.3499712591,2.6653246926,0.2976957928,0.4213289624,0.7578736346
SRX7136409,-0.840622089,2.6701650266,0.1507827136,0.8739121295000001,0.6247814038
SRX7136411,0.3431427036,0.3814035965,0.1014615864,0.137750977,0.10958265460000001
SRX3754949,-0.0246850311,0.12061378930000001,0.0327470021,0.0384332712,0.0706483043
SRX3754950,0.0146246515,-0.0021719137,0.0481021751,0.055597422,-0.0106895565
SRX3754951,0.0100603796,-0.11844187560000001,-0.0808491772,-0.0940306932,-0.0599587477
SRX3754952,-0.021779744400000002,0.146413021,0.13673644840000002,-0.1008835589,0.06443720430000001
SRX3754953,0.0226330684,0.17525613280000002,0.07923360680000001,-0.034780217100000003,0.0743549165
SRX3754954,-0.056171027000000005,-0.0537091658,0.0144034674,-0.0423491354,0.0612021103
SRX3754955,-3.7222212618,2.3272041793,-1.632512297,-1.8817952399000002,-1.2209465176
SRX3754956,-3.7911007997,2.248359595,-1.6693356927,-1.956248787,-1.2032675775000001
SRX3754957,-3.8163682183,2.2831014365,-1.6531858744,-1.8694094364,-1.1703218043999999
SRX3754966,-0.2993802114,-0.1425614729,-0.2182690823,0.1048344825,-0.1885713642
SRX3754967,-0.0876247936,-0.4291062378,-0.19587325690000001,0.0398086046,-0.1264998501
SRX3754969,-0.3866410951,-0.2269344513,-0.2994099301,0.2078113063,-0.19237204870000002
SRX1424798,-0.19550424200000002,0.1766988417,-0.0842798241,-0.019863936500000002,0.1077691556
SRX1424799,0.19550424200000002,-0.1766988417,0.0842798241,0.019863936500000002,-0.1077691556
SRX1424800,0.021137037100000002,0.13720863390000002,0.0678688308,0.2286016224,0.15668206680000002
SRX1424801,0.3423048339,-0.0888381686,0.030330043600000002,-0.1765870341,-0.11740959540000001
SRX1424802,0.0867148916,0.1727092554,0.5365988028,0.7730420386,0.7082897521
SRX1424803,0.4256509234,-0.0021251673,0.5911904992,0.5416643177,0.268724471
SRX1424804,-0.145173204,0.9288239511,-0.32946598320000003,0.2255838443,-0.0567202866
SRX1424805,-0.2237812278,1.5558463199,-0.6170200674,0.33582261500000005,-0.16888458750000002
SRX1424806,0.44690952240000004,0.2632331204,1.0357575523,0.6678183226000001,0.23554078080000002
SRX1424807,0.5488347059,0.419860889,0.9608772845,0.9359658518,0.3830192569
SRX1424808,0.5943281927,-0.7994240244,-0.1932318201,-0.288602301,0.1592471068
SRX1424809,0.5188271538,-0.4885420556,-0.24201875890000002,-0.272657243,0.11108685850000001
SRX1424816,0.0502087894,-0.3247988644,-0.2242368632,-0.0707681481,0.7396962271
SRX1424817,0.2545715745,0.23705708050000002,-0.2415859193,-0.1349563385,0.6349486101
SRX1424818,1.0083575392,-0.8155534629000001,-1.6596404198,-1.7504189475,0.09289309650000001
SRX1424819,1.1469792425,-0.615141974,-1.5412069563,-1.6340594824,0.13146337260000002
SRX1424824,-0.31103502380000003,-0.4919618503,-1.6338730553,-0.7020625768000001,0.3105565864
SRX1424825,-0.2115677738,-0.5876401359,-1.6921309905,-0.7371411136,0.21779716170000002
SRX1424826,1.0757840659,-0.5078178982,0.024751287900000002,-1.5186326527,0.6553085374000001
SRX1424827,0.9152777512,-0.3261044033,0.0278344303,-1.3655649781,0.4940647817
SRX1424828,1.6330507227000002,-1.1236458661,-1.4241152532,-1.8480531727,0.0447844073
SRX1424829,1.7560643551,-1.0791342373,-1.6590049948,-2.0295240313,0.1930503688
SRX1424830,2.2623739761,-0.5957476133,-1.8726274564,-1.7167392290999999,0.26812519960000003
SRX1424831,1.8904316411000002,-0.4817096679,-1.8730596957,-1.809807077,0.1114024596
SRX1424834,0.8399602898,-0.7206265230000001,-1.10328679,-1.5559216835,0.2533380249
SRX1424835,0.7974334956,-0.5058192091,-1.1546180975,-1.3489092775,0.2697400956
SRX1424840,1.5610787919,-0.9152617618000001,-2.9067680232,-2.4136950318,-1.4020207297
SRX1424841,0.49564656030000004,-0.42004271060000004,-3.0181921286,-2.0493964895,-1.3776763967
SRX1424842,1.4131280681,-0.5325086028,-1.5439177016999999,-2.1938033956,-0.22095507790000002
SRX1424843,1.4660954033,-1.1582784948,-2.1842734612,-2.6509503284,-0.5447668560000001
SRX1424844,2.3757957897,1.0968854789,-1.616189157,-1.0393002368,0.5970600437
SRX1424845,2.0352488209,1.0787825835,-1.5982655594000001,-1.2796821351,0.0847344872
SRX1424846,2.4680382787,-0.0045288285,-1.5932065020000001,-2.0267387284,-0.4918503329
SRX1424847,1.1694319854,-0.1343606069,-1.2939667953,-1.1281795499,-0.5729517007
SRX5060277,0.1829375434,0.0598676412,0.0834236646,-0.2806059973,0.2698343173
SRX5060279,-2.5608275304,1.8922541924,-1.0800252217,-0.9111957374,-0.0786724595
SRX5060281,-0.1829375434,-0.0598676412,-0.0834236646,0.2806059973,-0.2698343173
SRX5060283,-2.1313624991,1.7453705547,-1.0200857079,-0.3990978301,0.06420360280000001
SRX5936089,0.18405552320000002,-0.0355502158,0.023435122500000002,-0.36973761180000003,-0.052681502000000005
SRX5936090,-0.12304300400000001,-0.1915116772,0.1248516005,-0.1246927181,-0.111955622
SRX5936091,-0.042889397600000004,-0.111454829,0.0692848872,-0.3950748475,-0.0608722364
SRX5936092,-0.0181231216,0.33851672200000005,-0.21757161020000002,0.8895051774,0.2255093604
SRX5936093,1.0519832193,1.7302613371,0.1391748524,0.8325239598,-0.5809423751
SRX5936094,0.521523061,0.8387289750000001,0.0317638306,0.0402478478,-1.1139683559
SRX5936095,0.950279041,0.1596448671,-0.5801942053,0.7695052183000001,-1.4416597087
SRX5936096,1.0302983703,0.0442831226,-0.6708481182,0.6224010444,-1.4221583397
SRX5936097,-0.1299792288,2.6534648108,-0.2977467191,1.0828834485,-1.0395787538
SRX5936098,0.0549213715,2.8367617504,-0.22816473310000002,1.1822163156,-1.123735625
SRX5936099,-0.310721637,2.8333327658,-0.4658876377,0.7654436906000001,-1.178314886
SRX5936100,-0.8077129907,2.9226795014,-0.4601301404,0.9127059789,-1.2474087146
SRX5936101,-0.159029796,0.6739090957,-0.9132657347,0.6775938546,-1.5751571766999999
SRX5936102,-0.2205354267,0.6340423717,-0.9598387660000001,0.6205662571,-1.4381374256
SRX5936103,0.0519273405,-2.3296520632,-1.1240828075,0.5831458733,-1.6725654988
SRX5936104,0.0907379294,-2.3759963155,-1.1933479101,0.922886839,-1.2703175123000001
SRX5936105,1.3859164458,-3.893951232,-1.4654213975000001,0.477163753,-1.7543711251
SRX5936106,0.7888683664,-3.5673694388,-1.2839636258,0.7126869119,-1.699461719
SRX5936107,1.0791037975,-3.8730497218,-1.5241984337,0.7241689634,-1.5856297276
SRX5936108,1.3553558295,-3.7340956269000003,-1.4587504675,0.5380193996,-1.8208079428000001
SRX5936109,2.4062300449,-3.6313246883,-1.6489719420000002,0.6716651839000001,-1.5973302770000002
SRX5936110,1.8327802857000002,-4.1772474761,-1.7515646770000002,0.6071407888,-1.7686370943
SRX5936111,2.2579462848,-3.5691267235,-1.770421453,0.5044673815,-1.7532152760000002
SRX5936112,2.3206915109,-3.969194386,-1.7906801929,0.7645983274,-1.8010434516
SRX5936113,3.1530198291,-4.1004349373,-1.6497521704,0.6816838521,-1.7879591215000001
SRX5936114,2.7590707939,-4.1833110736,-1.6595707367,0.5382354788,-1.6787094271
SRX5936115,2.9149267575,-3.8435409565,-1.5958078438999999,0.4651523326,-1.8907257322
SRX5936116,2.8436406252,-3.3198026437,-1.5052361202,0.4901011638,-1.880636627
SRX5936118,2.9605117222,-3.476865832,-1.2832103901,0.2124852297,-1.5151007043
SRX5936119,2.8269105935,-3.379282126,-1.4664207613,0.2482152001,-1.4308404383
SRX5936121,3.3703096084,-3.4896900988,-1.1202172584,0.0384104773,-1.511067956
SRX5936122,3.2873043031,-3.0165018071,-1.1002127465,0.1864508595,-1.4205370932
SRX5936123,2.8856933991,-3.5796652221,-1.1087708567,-0.5221652886,-1.6986706794000002
SRX5936124,3.1462050133,-3.7823064791,-1.0562763317,-0.2586742574,-1.603896811
SRX5936125,2.9057585278999998,-3.9863156445000003,-1.0770613484,-0.34803950770000003,-1.7691079453
SRX5936126,2.9498419974,-3.601507935,-1.3037934838,-0.5143588108,-1.7044243323
SRX5936128,0.5591555285,-0.1210213296,-0.6188562966000001,-1.7396100138000001,0.4939023535
SRX5936129,1.2928483626,-0.2340459329,-0.685956077,-1.7305829735,0.3415015373
SRX5936130,1.4138075343,-0.4025182095,-0.9771786215,-2.3387769154,0.17846368270000001
SRX5936131,2.3375585873,-0.25269865810000003,-0.7984177568,-2.0817777743,-0.0774891865
SRX5936132,1.8046807049,-0.5458726075,0.1972167981,-1.4029182793000001,0.4271853071
SRX5936133,1.6031239141,-0.6255848743,-0.25833408480000003,-1.4258077569,0.48291945680000004
SRX5936134,1.2812954008,1.5427069108,-0.07625097460000001,-1.5863844644,0.24654627750000002
SRX5936135,1.5317120026,1.4352495643,-0.12687704800000002,-1.5523732637,0.2717230027
SRX5936137,0.5976093124,0.0107827491,0.4079259133,-0.1973293238,-0.7417577134000001
SRX5936138,1.1338948106,0.3212597609,0.30098022150000003,-0.18112755730000002,-0.4853874054
SRX5936139,0.5973860056,-0.2086145589,0.5016748605,-0.5445751029,-0.9266252172
SRX5936140,1.1347411532,-0.259317202,0.24660512910000001,-0.6510120599,-0.7747308168
SRX5936141,1.050861853,-0.0610153254,0.6661311877,-0.7418378242,-0.8370888111
SRX5936142,1.3790474868,-0.050072470800000005,0.6329567987,-0.5759448554000001,-0.9302610928
SRX5936143,2.3322786059,-0.0346973911,0.4183987155,-0.3044404445,-0.7841195926000001
SRX5936144,2.0315712411,-0.1172430584,0.48370192910000004,-0.1704732143,-0.7135188459
SRX8557650,-0.1638019877,0.0256302718,-0.0066037492,-0.0006370019,-0.0140618132
SRX8557651,-0.051869731200000005,0.0060766047,0.0077228519,-0.0683529497,-0.0192769388
SRX8557652,0.2156717189,-0.0317068765,-0.0011191027,0.0689899516,0.033338752
SRX8557653,1.6361089029,1.9059860748,-1.3647463804,-0.6910364894000001,-0.9937046117
SRX8557654,1.7726195457,1.8214850132,-1.380566146,-0.6881185919,-1.0316261902
SRX8557655,1.9181224499,1.8202956977,-1.5210848611999999,-0.9295025926,-1.2499541271
SRX8557656,-0.3995396593,-0.0085941689,-1.1906271379,0.5075092524,-0.8315147624
SRX8557657,0.9783867153,0.3172876746,-1.1528320159,0.5944334058,-0.9261516426
SRX8557658,0.7458464555000001,0.26235368470000003,-1.2579894262,0.7271705112,-1.196528572
SRX8557659,-2.1175010881,1.7997515359,0.9529671083000001,1.4768664967,-0.204706398
SRX8557660,-2.412497263,1.888739614,0.9658081033,1.1860314908,-0.32316872820000003
SRX8557661,-2.4579613536,1.7836319745,1.1082667562,1.3461084956,-0.5754631258
SRX8557662,-0.2801586185,3.2419550633,0.4603158248,0.41673421650000003,-0.0361828358
SRX8557663,-0.0136261791,3.0079864293,0.3963233387,0.4609395096,-0.26495218670000004
SRX8557664,-0.31920589720000003,2.6778657722,0.1587720879,0.5142020233,-0.5367072278
SRX8557665,-0.8036673662,1.8864329531,0.4995220433,0.7041500362,-0.30309050660000003
SRX8557666,-0.1654902315,2.5223571819,0.7128912778000001,0.284913719,-0.0500866473
SRX8557667,-0.3301954111,2.0639634412,0.18456944620000001,0.5337276027,-0.6024933597000001
SRX3405147,-0.1760485701,0.16895885100000002,-0.23651794610000001,-0.19229473100000002,0.07409063070000001
SRX3405148,-0.0751170843,0.2097895046,-0.0638936618,0.0201155007,0.1077107058
SRX3405149,0.2511656543,-0.3787483555,0.3004116079,0.1721792303,-0.1818013365
SRX3405150,-1.2001757198,-0.7137917772,-0.36936284280000004,-0.5501245773,0.2063035481
SRX3405151,0.2271912432,-1.3504861149,0.0483945025,-0.27643362050000003,-0.2896969902
SRX3405152,2.3497187901,-0.3315693805,0.1697071903,-0.0865220337,-0.17377146770000002
SRX3405153,-0.147781714,-1.0740419381,0.0819766386,0.0847663542,0.1442113674
SRX3405154,2.8148078737,-1.1453367047,0.0312762479,0.0262916161,-0.6062839186
SRX3405155,3.1561724198,-0.9140433078,-0.0104577294,0.0636564351,-0.7030805447
SRX3405156,1.8043963525,-2.3302755381,0.26916821550000003,0.2225582805,-0.3678467066
SRX3405157,4.1130489407,-0.19151767590000002,0.0222155,-0.11657671730000001,-0.5370877247
SRX312063,1.4530365565,1.1113120237,-0.2181308123,-0.5916256975,-0.4250130385
SRX312064,1.5994659017,1.1727527633000001,-0.20736263130000002,-0.7405485645000001,-0.4070754941
SRX312065,1.0721746687,0.2951391474,-0.3580729292,-0.7298539871,-0.4915082156
SRX312066,3.5182586678,1.5487909862,-1.1019684904,-1.5396850557000001,-1.8053137035
SRX312067,3.5367746409,1.4752695550000001,-1.1014998148,-1.7088347876,-1.899141178
SRX312068,2.7963521316,2.1182563588,-1.7909618398,-1.5737414141000001,-2.0399139677
SRX312069,2.7965843255,2.1149209853,-1.7921226591,-1.5769076843,-2.0263433947
SRX312070,-0.036946382300000004,0.1418702409,-0.0064831920000000005,0.021331682,-0.0203919061
SRX312071,0.036946382300000004,-0.1418702409,0.0064831920000000005,-0.021331682,0.0203919061
SRX312072,0.1991439615,-0.2955865413,-0.5172351907,-0.7078612514,-1.9671080026
SRX312073,0.1501191113,-0.4566059596,-0.4930876744,-0.6500892627,-1.9512029464
SRX312074,0.1305727162,0.041705630300000004,-1.5109077319000002,-0.3079234469,-0.9412785815
SRX312075,-0.019586777700000002,0.1319320455,-1.546671549,-0.1908725654,-1.0092014972
SRX312076,-0.3468358416,-1.104744104,-1.7910974918,-0.7364950934000001,-1.7975192779
ecoli_00001,0.2354113823,-0.081579263,0.012478646000000001,0.17281804250000002,-0.091164777
ecoli_00002,-0.2354113823,0.081579263,-0.012478646000000001,-0.17281804250000002,0.091164777
ecoli_00003,0.7320145689,0.7299234760000001,0.077574131,-0.1645117975,-0.171458159
ecoli_00004,0.8770553127,0.552099336,-0.090682171,-0.07038425350000001,-0.17171966900000002
ecoli_00005,-0.0867727091,0.088818642,-0.030513673,-0.39064245350000004,0.071847596
ecoli_00006,0.3078649849,-0.15158955300000002,0.05819072,-0.49369259050000003,0.052662596000000006
ecoli_00007,0.34451045020000004,1.354978386,-0.105981984,0.0455445055,-0.20397975000000002
ecoli_00008,0.6887454237,0.9881017390000001,-0.22346684100000003,0.0922862815,-0.116788209
ecoli_00009,0.2094232155,0.027421606,0.436429913,-0.4215953425,-0.066938463
ecoli_00010,0.09010593380000001,0.060796238,0.367563393,-0.4706993955,-0.10828883900000001
ecoli_00011,0.16063436220000002,0.347296311,0.345522573,-0.19072426750000002,-0.076818281
ecoli_00012,0.3645660324,0.389167089,0.343136463,-0.07441621150000001,-0.093075579
ecoli_00014,0.799541464,0.183190755,0.33938771300000004,-0.0788168315,0.07465653200000001
ecoli_00015,0.8703827673000001,0.23699033900000002,0.383863793,-0.24060860950000001,-0.011819563
ecoli_00016,0.8054463441,0.238291561,0.33986178300000003,-0.24385407350000002,-0.08986311300000001
ecoli_00017,0.246355065,0.38579545200000004,0.43240872300000005,-0.1858647155,-0.063972321
ecoli_00018,0.4691194842,0.34968781400000004,0.482436193,-0.09806395550000001,0.055938581
ecoli_00019,-0.048576128600000004,1.017725523,0.17662370300000002,1.2660130865,-0.39661039400000003
ecoli_00020,-0.0296564286,1.123679571,0.24038529300000003,1.3282057955,-0.5873281650000001
ecoli_00021,0.41827328620000004,0.7169146120000001,0.513155013,1.6259368635,0.043878974
ecoli_00022,0.3510085891,0.758221718,0.536337303,1.6242136635,0.046377791
ecoli_00023,1.3285567440000001,1.350810687,0.334672533,0.8503233565,-0.46399541
