,-0.09546715562420859,-0.08077990091279189,-0.06609264620137519,-0.051405391489958485,-0.036718136778541785,-0.022030882067125085,-0.007343627355708385,0.007343627355708315,0.022030882067125016,0.0367181367785417,0.051405391489958416,0.06609264620137513,0.08077990091279182,0.0954671556242085,0.11015441033562522,0.12484166504704193,0.1395289197584586,0.1542161744698753,0.16890342918129198,0.18359068389270872
thresh,-0.10281078297991694,0.10281078297991694,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,15,47,371,1821,1685,311,47,8,1,1,1,0,0,0,0,0,0
G-box,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,5,3,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
G-box_genes,[],[],[],[],[],[],[],[],[],['nupG'],[],[],[],[],['pbuG'],['purE'],['purD' 'purB' 'purK' 'xpt' 'purH'],['pbuX' 'purM' 'purS' 'purN' 'purC'],['purQ' 'purL' 'purF'],[]
