,A,MetJ
hot_tale__hot_ale9_37c__2,1.4602869053926033,0.12854896400000015
hot_tale__hot_ale9_mid_44c__1,-0.5046648593549369,0.4982056830000001
hot_tale__hot_ale9_mid_44c__2,1.987911075937752,0.8658400769999997
hot_tale__hot_ale9_44c__1,3.4650378600239464,0.7172429620000003
hot_tale__hot_ale9_44c__2,3.5863912822090565,0.941043596
hot_tale__hot_ale10_30c__1,4.765333990914805,-0.14734963299999926
hot_tale__hot_ale10_30c__2,4.75469328868915,-0.1736565169999995
hot_tale__hot_ale10_37c__1,4.449375356958061,-0.06754791000000004
hot_tale__hot_ale10_37c__2,4.468936247543221,-0.05177776999999928
hot_tale__hot_ale10_44c__1,1.2164340801610265,0.7822672350000008
hot_tale__hot_ale10_44c__2,0.5711567698515566,0.5644553710000011
hot_tale__hot_ale16_30c__1,10.80748091187194,1.2647656210000005
hot_tale__hot_ale16_30c__2,10.56018568402168,1.2224693010000005
hot_tale__hot_ale16_37c__1,10.19481068760109,1.5204887209999995
hot_tale__hot_ale16_37c__2,10.269711683595654,1.485551631
hot_tale__hot_ale16_44c__1,7.549985121258068,1.9369982610000007
hot_tale__hot_ale16_44c__2,6.755306621195072,2.0948995010000004
pdhr_ale__pdhR-13_51__1,-4.433821145997214,-0.26359516900000024
pdhr_ale__pdhR-13_51__2,-4.886069335213586,-0.3066961999999993
pdhr_ale__pdhR-14_46__1,-7.020650747189,-0.3224813960000006
pdhr_ale__pdhR-14_46__2,-3.2614608583150164,0.029607205999999664
pdhr_ale__pdhR-15_51__1,-5.427073243844761,-0.08574980000000032
pdhr_ale__pdhR-15_51__2,-5.721712831368666,-0.14584602999999952
pdhr_ale__pdhR-16_49__1,-6.872244790179649,-0.2459138989999996
pdhr_ale__pdhR-16_49__2,-7.354951522286004,-0.607455547999999
tcs__del_atoC_LiAcet__1,-11.69184602833813,-1.842500723
tcs__del_atoC_LiAcet__2,-11.473867864674007,-1.7525611879999996
tcs__del_atoC_LiCl__1,-12.058125667670051,-1.6199791019999994
tcs__del_atoC_LiCl__2,-12.0798352425467,-1.5666687460000004
tcs__del_atoC_m9__1,-12.485051427811468,-1.6527300069999988
tcs__del_atoC_m9__2,-12.271238294705295,-1.5440355710000002
tcs__del_baeR_etoh__1,-18.950761840838528,-1.9700278729999996
tcs__del_baeR_etoh__2,-18.981618734506785,-1.893717698
tcs__del_baeR_lb__1,-15.163261645760889,-0.8235262379999995
tcs__del_baeR_lb__2,-15.326677180527222,-0.9447045649999994
tcs__del_btsR_01xlb__1,-13.184491243212278,-0.4803456329999989
tcs__del_btsR_01xlb__2,-12.811575475269224,-0.4659565969999999
tcs__del_btsR_lb__1,-17.756210690799147,-1.2976756569999992
tcs__del_btsR_lb__2,-17.7367045892014,-1.3455989759999998
tcs__del_btsR_pyruvate__1,-13.356242336626536,-0.2508290710000001
tcs__del_btsR_pyruvate__2,-13.175852536379034,-0.3155362729999993
tcs__del_cpxR_etoh__1,-18.816862129031907,-1.6025588439999998
tcs__del_cpxR_etoh__2,-18.774421666381205,-1.854537211
tcs__del_cpxR_lb__1,-15.77205246463757,-1.0120780160000002
tcs__del_cpxR_lb__2,-15.81866808877122,-0.8082469159999999
tcs__del_cusR_CuSO4__1,-15.961834361295685,-0.9811602590000009
tcs__del_cusR_CuSO4__2,-15.89905992041358,-0.9538945549999998
tcs__del_cusR_lb__1,-16.906126248573504,-1.8663223309999992
tcs__del_cusR_lb__2,-16.918322002350795,-1.801782918
tcs__del_kdpE_01-kcl__1,-5.214784862237995,-0.5140922139999997
tcs__del_kdpE_01-kcl__2,-5.874947455838028,-0.4742561779999992
tcs__del_kdpE_115-kcl__1,-5.271252451052371,-0.8297735589999986
tcs__del_kdpE_115-kcl__2,-5.982904521096337,-0.8805742629999997
tcs__del_phoB_m9__1,-8.697958065495257,-1.403273865
tcs__del_phoB_m9__2,-9.241666297566486,-1.2255700769999995
tcs__del_phoB_m9p__1,-16.013535776494777,-1.7762247560000004
tcs__del_phoB_m9p__2,-15.986591648837322,-1.7464376439999991
tcs__del_rcsB_etoh__1,-18.07705259013735,-1.9052572000000008
tcs__del_rcsB_etoh__2,-17.97914951986338,-1.9636630839999996
tcs__del_rcsB_lb__1,-16.03588249550355,-0.8500634579999993
tcs__del_rcsB_lb__2,-15.790502086338952,-0.8388224710000003
tcs__del_zraR_lb__1,-15.531079044713588,-1.206896715
tcs__del_zraR_lb__2,-15.405235171749055,-1.377299836999999
tcs__del_zraR_zncl2__1,-14.68835161429281,-1.201923497999999
tcs__del_zraR_zncl2__2,-14.778072930180446,-1.09386342
tcs__wt_01-kcl__1,-5.20052394412841,-0.15920245000000044
tcs__wt_01-kcl__2,-5.618616239961622,-0.35209742199999994
tcs__wt_01xlb__1,-11.625527146622831,-0.3362939859999994
tcs__wt_01xlb__2,-11.420434598425397,-0.3668096609999996
tcs__wt_115-kcl__1,-2.957751689445348,-0.6657711759999998
tcs__wt_115-kcl__2,-3.70987983224572,-0.8466241949999995
tcs__wt_CuSO4__1,-14.877079787715276,-1.5273217329999982
tcs__wt_CuSO4__2,-15.63276245200773,-1.3871177630000002
tcs__wt_etoh__1,-18.026786762407745,-1.95111806
tcs__wt_etoh__2,-18.29089903246493,-1.809657869
tcs__wt_lb__1,-15.819173354331303,-0.4405678179999999
tcs__wt_lb__2,-15.980789496218614,-0.4569473550000005
tcs__wt_LiAcet__1,-10.66222506461748,-1.5849627419999992
tcs__wt_LiAcet__2,-10.92514517426146,-1.6742880279999994
tcs__wt_LiCl__1,-11.212077364208453,-1.943937899
tcs__wt_LiCl__2,-11.340794178990736,-1.9236355839999997
tcs__wt_m9p__1,-15.938755303040724,-1.5276166350000009
tcs__wt_m9p__2,-15.749453219133343,-1.7032984760000005
tcs__wt_pyr__1,-11.841129495179784,-0.4044318659999995
tcs__wt_pyr__2,-11.92330561969711,-0.3301236989999996
tcs__wt_zncl2__1,-15.048503413405488,-1.3522151559999998
tcs__wt_zncl2__2,-15.15740334878855,-1.3068247929999997
ros_tale__0_0_0pq__1,0.7998621068772996,-0.23717648899999946
ros_tale__0_0_0pq__2,0.6324080929497573,-0.29858010899999954
ros_tale__0_0_250pq__1,-12.30086729253104,-1.4909184560000008
ros_tale__0_0_250pq__2,-12.53486918344492,-1.5744676650000011
ros_tale__1_mid_250pq__1,-6.5981213989170655,-0.5869128410000002
ros_tale__1_mid_250pq__2,-6.678923600351376,-0.6163917169999991
ros_tale__1_0_0pq__3,-0.108566196612938,-0.2590932410000004
ros_tale__1_0_0pq__4,0.0471817082822649,-0.2442624099999993
ros_tale__1_0_250pq__1,-0.3313950013737758,-0.5782855969999989
ros_tale__1_0_250pq__2,0.0195774967025103,-0.3866395160000007
ros_tale__1_0_750pq__1,-5.461765247605737,-1.31787454
ros_tale__1_0_750pq__2,-5.731694986963659,-1.5079894439999997
ros_tale__1_1_0pq__1,-10.515198519836362,-1.524439736999999
ros_tale__1_1_0pq__2,-10.544099305000689,-1.4530184960000003
ros_tale__1_1_250pq__1,-10.467333833126798,-1.6817660929999994
ros_tale__1_1_250pq__2,-10.777159424762512,-1.6085862929999992
ros_tale__1_1_750pq__1,-11.187506656829768,-1.6740838060000005
ros_tale__1_1_750pq__2,-10.569606277935671,-1.6424459660000004
ros_tale__1_2_0pq__1,-13.832759955432048,-2.0343503060000003
ros_tale__1_2_0pq__2,-13.510160651557658,-1.8404469610000005
ros_tale__1_2_250pq__1,-13.320408327900186,-1.696652401999999
ros_tale__1_2_250pq__2,-13.331618899468417,-1.5235653879999995
ros_tale__1_2_750pq__1,-12.84256579605101,-1.571663136999999
ros_tale__1_2_750pq__2,-12.946183714986011,-1.5131883579999998
ros_tale__1_3_0pq__1,-12.819850014933342,-1.0900232609999998
ros_tale__1_3_0pq__2,-13.234079910696815,-1.3641515799999997
ros_tale__1_3_250pq__1,-14.439398155255764,-1.7081213859999993
ros_tale__1_3_250pq__2,-13.766749153752157,-1.7737813429999996
ros_tale__1_3_250pq__3,-13.661178076783337,-1.803405623
ros_tale__1_3_250pq__4,-13.5580295383591,-1.817088481
ros_tale__1_3_750pq__1,-15.619833956737684,-1.6412373239999996
ros_tale__1_3_750pq__2,-15.43521243588427,-1.643946936
ros_tale__1_4_0pq__1,-14.358801335302651,-1.2018965899999996
ros_tale__1_4_0pq__2,-14.51737877385462,-1.4713653099999997
ros_tale__1_4_250pq__1,-14.13066270401096,-1.866445965
ros_tale__1_4_250pq__2,-14.282569728439098,-1.79057141
ros_tale__1_4_750pq__1,-15.75540640304016,-1.740704021
ros_tale__1_4_750pq__2,-14.857349146939589,-1.936006458
ros_tale__1_4_750pq__3,-14.59454396883094,-2.160623434
ros_tale__1_4_750pq__4,-14.105481094098398,-2.7618021939999995
ros_tale__2_mid_250pq__1,-7.071759601102801,-0.928796427
ros_tale__2_mid_250pq__2,-6.885385170769588,-0.9773046609999998
ros_tale__2_0_0pq__1,-7.283242629660684,-2.1164083410000005
ros_tale__2_0_0pq__2,-7.915017877512571,-2.0814687089999997
ros_tale__2_0_250pq__1,3.0136934711812757,-1.0720061239999996
ros_tale__2_0_250pq__2,2.8831585119797314,-1.010437871999999
ros_tale__2_0_750pq__1,-6.984641162479542,-1.376750145
ros_tale__2_0_750pq__2,-7.378933166646426,-1.3244509479999982
ros_tale__2_1_0pq__1,-2.5974031763810506,-2.1336872579999997
ros_tale__2_1_0pq__2,-3.387666448714238,-2.1959695829999992
ros_tale__2_1_250pq__1,-4.596881842905472,-2.3085668969999995
ros_tale__2_1_250pq__2,-4.153953730700478,-2.0649883529999995
ros_tale__2_1_750pq__1,-5.000700193162677,-2.190077358999999
ros_tale__2_1_750pq__2,-5.160245215587199,-2.073686849
ros_tale__2_1_750pq__3,-7.11921154615937,-2.343208734
ros_tale__2_2_0pq__1,-5.038958927810668,-1.80168019
ros_tale__2_2_0pq__2,-7.704495968800508,-1.8904638689999995
ros_tale__2_2_250pq__1,-5.1831311103583575,-1.7143999279999995
ros_tale__2_2_250pq__2,-7.638477748833472,-1.9400654789999996
ros_tale__2_2_750pq__1,-6.888920280835898,-1.8203207810000004
ros_tale__2_2_750pq__2,-5.0918133747971455,-1.105808337
ros_tale__2_3_0pq__1,-9.133102356390914,-1.9099724469999997
ros_tale__2_3_0pq__2,-9.163552233728495,-2.08572872
ros_tale__2_3_250pq__1,-7.466110214468128,-2.0757720079999995
ros_tale__2_3_250pq__2,-6.975785400737845,-2.225888229
ros_tale__2_3_750pq__1,-7.727796932836167,-2.0689861439999992
ros_tale__2_3_750pq__2,-7.289318004891174,-2.0699043369999988
ros_tale__3_0_0pq__1,-12.151612790391663,-1.7185986579999994
ros_tale__3_0_0pq__2,-11.919637100492332,-1.694303367999998
ros_tale__3_0_250pq__1,-14.029966670426631,-1.99442845
ros_tale__3_0_250pq__2,-13.820478614321646,-1.9270842929999992
ros_tale__3_0_750pq__1,-14.881203370907226,-1.5519841549999995
ros_tale__3_0_750pq__2,-14.5681746159503,-1.8439350999999995
ros_tale__3_1_0pq__1,-8.106363993631742,-1.1737536229999996
ros_tale__3_1_0pq__2,-10.532181590871788,-1.5232736769999988
ros_tale__3_1_250pq__1,-10.060708680822868,-1.348459181
ros_tale__3_1_250pq__2,-11.047291146975915,-1.5457412439999991
ros_tale__3_1_750pq__1,-8.971159401242382,-1.7338907099999998
ros_tale__3_1_750pq__2,-11.997734305817444,-1.6005893419999992
ros_tale__3_2_0pq__1,-2.4899170356212696,0.3344199320000012
ros_tale__3_2_0pq__2,-2.1607002079892674,0.3581638510000005
ros_tale__3_2_0pq__3,-2.318716815137659,0.424377733
ros_tale__3_2_0pq__4,-2.144368183055068,0.3764456690000007
ros_tale__3_2_250pq__1,-2.731720152003967,-0.7269587289999997
ros_tale__3_2_250pq__2,-11.967803417617068,-2.098332246999999
ros_tale__3_2_750pq__1,-13.507520296998418,-1.8450058460000005
ros_tale__3_2_750pq__2,-14.445008154875165,-2.1993346449999995
ros_tale__3_3_0pq__1,-7.940571043396636,-1.5796468509999997
ros_tale__3_3_0pq__2,-8.575597877844235,-1.3755930049999998
ros_tale__3_3_0pq__3,-7.537741574423347,-1.6694658199999992
ros_tale__3_3_0pq__4,-8.124922883791836,-1.2690723639999997
ros_tale__3_3_250pq__1,-8.149396399108104,-1.8834507350000005
ros_tale__3_3_250pq__2,-8.478245929090935,-1.908028365
ros_tale__3_3_750pq__1,-7.28641606334464,-1.6460559879999996
ros_tale__3_3_750pq__2,-7.743716267198794,-1.5815097369999993
ros_tale__3_4_0pq__1,-12.7901914835856,-2.3666126379999994
ros_tale__3_4_0pq__2,-13.223214461609016,-2.147032182
ros_tale__3_4_250pq__1,-12.44031315719204,-2.194540637
ros_tale__3_4_250pq__2,-11.544202980949136,-2.2327774810000003
ros_tale__3_4_750pq__1,-13.287706867357963,-2.099367311999999
ros_tale__3_4_750pq__2,-13.406950274834209,-2.520742315
pcoli__atASMT_325G__1,4.164071926177893,0.3244963250000001
pcoli__atASMT_325G__2,3.960558461270197,0.2747252710000012
pcoli__bpTDC__1,6.750725987806865,0.8588689360000004
pcoli__bpTDC__2,6.63301413168445,0.7485618340000002
pcoli__BRCA__1,4.615661663504932,0.5918249690000009
pcoli__BRCA__2,4.090278014950056,0.4916889340000008
pcoli__BRCActrl__1,0.6649827709746604,0.05678672900000059
pcoli__BRCActrl__2,-0.5508334905946647,-0.288465274
pcoli__BRCAswap__1,3.426131848263416,-0.10742865599999972
pcoli__BRCAswap__2,2.9624897449090235,-0.14210733100000006
pcoli__btAANAT__1,1.853885097929365,-0.4337900479999988
pcoli__btAANAT__2,0.7234934507266678,-0.5730739739999997
pcoli__btASMT__1,2.7847265269659136,-0.26319960999999914
pcoli__btASMT__2,2.007148731570917,-0.2976271960000005
pcoli__CC1__1,2.313218106279511,-0.11939135899999975
pcoli__CC1__2,2.0890747117831245,-0.26074059199999944
pcoli__ccCOMT__1,4.990618794019471,0.43968154600000103
pcoli__ccCOMT__2,4.724401824352115,0.3624608469999995
pcoli__ckDDC__1,1.3780468129233925,0.1582693509999995
pcoli__ckDDC__2,1.0140718242712925,0.02679404100000227
pcoli__CNTF_belt__1,4.237637878901776,0.0609254099999994
pcoli__CNTF_belt__2,2.8703627531008147,-0.2593166019999984
pcoli__cobPNMT__1,2.5298981017000024,0.12285202600000035
pcoli__cobPNMT__2,2.0684072891761085,0.047789323000001716
pcoli__cvPhhB__1,3.1118193135757326,0.21695431300000045
pcoli__cvPhhB__2,1.4315156744818889,0.0466580780000001
pcoli__ggAANAT__1,3.1578828904120746,0.163001414
pcoli__ggAANAT__2,3.2931652015222443,0.20233243500000064
pcoli__ggTPH__1,2.3163440471421923,-0.27085226500000026
pcoli__ggTPH__2,2.327005841258292,-0.07421334699999882
pcoli__hsAANAT__1,0.3652859433606278,-0.5972655139999999
pcoli__hsAANAT__2,1.6532479944272425,-0.4999764239999998
pcoli__hsASMT__1,3.983983323870085,0.3848542459999997
pcoli__hsASMT__2,3.4579014886927406,0.3727584159999999
pcoli__hsPNMT_mb__1,3.0469799092694503,0.2870635060000009
pcoli__hsPNMT_mb__2,2.995729622894685,0.18291040499999944
pcoli__hsTPH__1,2.052668788590968,0.12524549300000132
pcoli__hsTPH__2,0.83146810154569,0.048116666000000315
pcoli__hsTPH_E2K__1,2.19267214162909,-0.08759468600000098
pcoli__hsTPH_E2K__2,1.9912395107138,-0.014943189000000244
pcoli__hsTPH_E2K_N91I_P99C__1,4.252447111665662,0.4664569289999996
pcoli__hsTPH_E2K_N91I_P99C__2,3.017042887387818,0.15364225200000092
pcoli__hsTPH_N158trunc__1,0.0909614986642538,-0.30006047400000035
pcoli__hsTPH_N158trunc__2,-0.032207845278701,-0.30883437299999983
pcoli__hsTPH_N174trunc__1,0.7521995467231822,-0.4243298949999996
pcoli__hsTPH_N174trunc__2,0.4127636538242469,-0.1519591569999985
pcoli__hsTPH_Ntermtrunc__1,2.399965474223892,0.34176526000000074
pcoli__hsTPH_Ntermtrunc__2,1.3072035498174248,-0.550136621
pcoli__hsTPH1__1,2.4645301313503056,-0.26742885600000044
pcoli__hsTPH1__2,2.1294630060950737,-0.3679205069999991
pcoli__MBP__1,-3.732924353236973,-1.1161775489999997
pcoli__MBP__2,-0.5696451846479171,-0.1168087050000004
pcoli__msCOMT__1,2.9479664747177123,0.4443127600000008
pcoli__msCOMT__2,3.365501840936018,0.4359950589999997
pcoli__ocAANAT__1,1.992303910621619,-0.0451821859999999
pcoli__ocAANAT__2,1.939512615396675,-0.11657024500000013
pcoli__osTDC_K374H__1,1.423887759512854,-0.604461023999999
pcoli__osTDC_K374H__2,0.7770970304692298,-0.7385572569999983
pcoli__osTDC_K374L__1,1.4262299032254178,0.02395566800000104
pcoli__osTDC_K374L__2,1.697681329716795,0.13198061399999972
pcoli__osTDC_K374Q__1,3.572286145863314,-0.08454240000000013
pcoli__osTDC_K374Q__2,3.150332714790533,-0.18152464099999926
pcoli__osTDC_L360V__1,3.08156742606948,0.16404529100000076
pcoli__osTDC_L360V__2,3.3255719573234668,0.15344029700000128
pcoli__pmTPH__1,0.8462418030968929,-0.002199839999999398
pcoli__pmTPH__2,1.5009086139334542,0.44012401800000056
pcoli__RFC__1,1.395831489974702,-0.046921926999999634
pcoli__RFC__2,0.7255952407393065,-0.1549992790000001
pcoli__RFCctrl__1,3.1698376105907387,-0.3296038160000005
pcoli__RFCctrl__2,4.224480440167612,-0.28790638499999943
pcoli__RFCnopause__1,0.0292198968065973,-0.87466826
pcoli__RFCnopause__2,0.5032585956827684,-0.6379622309999995
pcoli__RFCpluspause__1,1.435220248730236,-0.1175855840000004
pcoli__RFCpluspause__2,0.247510544282596,-0.3156215259999993
pcoli__rnCOMT_sol__1,0.0789629711851023,-0.630765555
pcoli__rnCOMT_sol__2,1.066375242605761,-0.5135947939999994
pcoli__rnPNMT__1,3.3938756898914626,0.4249627460000003
pcoli__rnPNMT__2,3.433565872759214,0.6651777039999995
pcoli__rnTDC__1,3.0781270056828847,0.16918167100000048
pcoli__rnTDC__2,2.159821992677872,-0.0050525429999996865
pcoli__rnTDC_trunc__1,7.4006693738238996,1.1244186989999996
pcoli__rnTDC_trunc__2,6.95673744837578,1.0128529000000004
pcoli__saCOMT_T2A__1,3.817169783301535,0.306961072
pcoli__saCOMT_T2A__2,3.7192942432523615,0.21475671600000013
pcoli__sfCOMT__1,1.1779867613775756,-0.01273937699999905
pcoli__sfCOMT__2,0.5432957962481443,-0.1145234540000004
pcoli__sgAANAT_D63G__1,2.5402792676676014,0.17760379599999965
pcoli__sgAANAT_D63G__2,1.736002373375618,-0.05447222799999985
pcoli__ssDDC__1,4.003145267743642,0.4249134889999997
pcoli__ssDDC__2,4.120479693670781,0.4897303399999995
pcoli__TP53B__1,3.540202940669266,0.2534465279999996
pcoli__TP53B__2,2.7352092842070928,0.2282046350000009
pcoli__WT__1,3.252103150575548,0.3109852990000004
pcoli__WT__2,2.9596486418876338,0.11789556300000115
cck__glu_ale4__1,0.8209560950223751,0.19431190000000065
cck__glu_ale4__2,0.7185020802227345,-0.1226592489999998
cck__cck_ale1__1,1.192914834824215,0.01770812600000049
cck__cck_ale1__2,1.461109569690675,0.11061941300000022
cck__cck_ale2__1,0.8307600302379333,0.025788919000000018
cck__cck_ale2__2,0.786144506816352,0.05980296000000074
cck_pgi__gmos_delpgi__1,2.3166125413010974,-0.5593001199999996
cck_pgi__gmos_delpgi__2,-2.0811871479676443,-1.4179772999999996
cck_pgi__pgi_ale1__1,0.5239287947606587,-0.18274125399999971
cck_pgi__pgi_ale1__2,-1.470060752978693,-0.8774615519999989
cck_pgi__pgi_ale2__2,-4.676031627505548,-0.9679277069999994
cck_pgi__pgi_ale3__1,2.461572698664505,-0.1640901459999995
cck_pgi__pgi_ale3__2,0.8067184079845853,-0.4514544219999994
cck_pgi__pgi_ale4__1,3.573997223620496,-0.10533324500000064
cck_pgi__pgi_ale4__2,2.7125524311242715,-0.2457932439999997
cck_pgi__pgi_ale4__3,2.3164596625541094,-0.11145221099999958
cck_pgi__pgi_ale5__1,1.416206189732205,-0.018765923000000132
cck_pgi__pgi_ale5__2,0.9603167592455294,-0.09441340199999892
cck_pgi__pgi_ale6__1,0.5328569487276046,-0.020347363999999143
cck_pgi__pgi_ale6__2,0.5748504976806347,-0.035663894999999
cck_pgi__pgi_ale7__1,0.5008027792835682,0.048214264000000284
cck_pgi__pgi_ale7__2,-0.0774789047507454,-0.11913353099999925
cck_pgi__pgi_ale8__1,1.5598147200254069,0.17418990800000067
cck_pgi__pgi_ale8__2,0.7171499370456539,-0.006350010000000239
cck_sdh__gmos_delsdhCB__1,-10.895929834270332,-0.6694875610000004
cck_sdh__gmos_delsdhCB__2,-12.524126067937996,-1.4968153990000002
cck_sdh__sdh_ale1__1,0.5015458824699623,0.18926542900000065
cck_sdh__sdh_ale1__2,1.3114455820853224,-0.08428467999999968
cck_sdh__sdh_ale2__1,0.2124171827561848,-0.07402569499999956
cck_sdh__sdh_ale3__2,0.2014391505294399,-0.2679976479999997
cck_sdh__sdh_ale3__1,-0.29337205259682,-0.09965700100000063
cck_sdh__sdh_ale3__3,0.0431964678852657,-0.09330086299999962
cck_pts__gmos_delptsHIcrr__2,-7.785031581851839,-1.1291064769999988
cck_pts__gmos_delptsHIcrr__1,-6.533937062298422,-1.4610855579999995
cck_pts__pts_ale1__2,1.8915973081666857,0.27372912999999954
cck_pts__pts_ale1__1,1.576355652749034,0.2398170690000008
cck_pts__pts_ale2__2,1.6044917058373735,0.06063999700000089
cck_pts__pts_ale2__1,1.584701877429459,-0.0775790599999997
cck_pts__pts_ale3__2,-4.448097655601822,-0.6142667230000001
cck_pts__pts_ale3__1,-1.9466877651490355,-0.460787925
cck_pts__pts_ale4__2,1.4070909129508715,-0.06078300899999967
cck_pts__pts_ale4__1,0.9831892372883928,0.17272373399999985
cck_gnd__gmos_delgnd__1,-3.0870791283850183,-0.11567828100000098
cck_gnd__gmos_delgnd__2,-3.50055293850694,0.04578829599999956
cck_gnd__gnd_ale1__1,1.09999416869206,0.18512644300000147
cck_gnd__gnd_ale1__2,0.918443918328755,0.15952433100000007
cck_gnd__gnd_ale2__1,1.1559966650581028,0.1868965360000008
cck_gnd__gnd_ale2__2,1.2412408513282334,0.18110546399999986
cck_gnd__gnd_ale3__1,0.6801818657853754,0.15320542599999953
cck_gnd__gnd_ale3__2,0.8241762799021718,0.09625553999999957
cck_tpiA__gmos_deltpiA__1,1.352893609923624,0.4419235730000004
cck_tpiA__gmos_deltpiA__2,-1.8522250870308576,0.08037343700000044
cck_tpiA__tpiA_ale1__1,6.508532782468212,0.9584470930000002
cck_tpiA__tpiA_ale1__2,6.548159583002571,0.9530234469999996
cck_tpiA__tpiA_ale2__1,4.263566383601442,0.5101159420000005
cck_tpiA__tpiA_ale2__2,3.9274525945999295,0.4356935120000003
cck_tpiA__tpiA_ale3__1,7.119703067460115,1.577899681
cck_tpiA__tpiA_ale3__2,7.655849412763311,1.4774167509999998
cck_tpiA__tpiA_ale4__1,5.639043716747003,0.8601077129999997
cck_tpiA__tpiA_ale4__2,5.702636840263776,0.872745943
acid_tale__acid_ale1_pH7__1,2.4104886756017136,0.04388635100000116
acid_tale__acid_ale1_pH7__2,2.292860816854009,0.02901357300000029
acid_tale__acid_ale1_pH5__1,-8.07536487306695,-1.7518319119999992
acid_tale__acid_ale1_pH5__2,-8.274036691249195,-1.483735234
acid_tale__acid_ale2_pH7__1,1.8329308178000905,0.11462554200000065
acid_tale__acid_ale2_pH7__2,2.213777376045469,0.0739159590000007
acid_tale__acid_ale2_pH5__1,0.4577440092979259,0.175029867000001
acid_tale__acid_ale2_pH5__2,0.5560056171432057,-0.3526025009999998
acid_tale__low_Mg_ale_pH7__1,1.5865305738764663,0.3970524409999996
acid_tale__low_Mg_ale_pH7__2,1.296917514682094,0.21305346599999986
acid_tale__low_Mg_ale_pH5__1,1.2012480707351925,0.4314790429999995
acid_tale__low_Mg_ale_pH5__2,1.129475431285457,0.2463875689999995
acid_tale__MES_ale_pH7__1,2.6828512339885595,0.08723202600000057
acid_tale__MES_ale_pH7__2,2.465970026707289,0.21542226600000086
acid_tale__MES_ale_pH5__1,2.581046660486834,0.4548003739999995
acid_tale__MES_ale_pH5__2,1.5172934134641176,0.7092830960000001
acid_tale__gmos_pH7__1,2.3556707799984378,0.11726652900000012
acid_tale__gmos_pH7__2,2.5508198761497307,0.27795683400000115
acid_tale__gmos_pH5__1,0.1968327757634144,0.3060136870000001
acid_tale__gmos_pH5__2,0.5444482129352551,0.4136061909999995
adnB__wt_adn__1,-2.742273931478477,0.9843690370000004
adnB__wt_adn__2,-1.8399622514767404,0.3926744220000007
adnB__delydhB_adn__1,0.3184873848780611,1.705253121
adnB__delydhB_adn__2,-0.921305248727239,1.312210501000001
ytf2__wt_glc__1,-1.8501918708056169,-0.2290466329999994
ytf2__wt_glc__2,-2.0241546688624648,-0.3587000959999997
ytf2__ybcM_glc__1,-3.5286225131229374,-0.5442780109999994
ytf2__ybcM_glc__2,-3.982465596793457,-0.635649578999999
ytf2__ydhB_glc__1,-0.9285697502065132,-0.4132040989999997
ytf2__ydhB_glc__2,-0.7261895189379728,-0.3292382829999987
ytf2__yfeC_glc__1,-0.4187115747173295,-0.3676341609999998
ytf2__yfeC_glc__2,-0.3886834383715379,-0.08555072499999916
ytf2__yciT_glc__1,-1.8228319015166283,-0.4562838609999993
ytf2__yciT_glc__2,-1.9448044067333752,-0.42197480299999945
ytf2__ydiZ_glc__1,-1.7468813290407916,-0.11558248399999906
ytf2__ydiZ_glc__2,-2.049628696141077,-0.14672679899999966
ytf2__ynfL_glc__1,-2.5622350576095108,-0.23901322299999886
ytf2__ynfL_glc__2,-2.91930193292028,-0.4031835130000001
ytf3__wt_glc2__1,-0.6941754372718987,0.14324799899999974
ytf3__wt_glc2__2,-0.4578548393318295,-0.03107907199999893
ytf3__wt_pH7_lactate__1,-0.5674966574340506,0.19085594700000108
ytf3__wt_pH7_lactate__2,-0.4879150616613932,0.2791132980000004
ytf3__wt_pH55_lactate__1,-1.0479672599830834,0.24891866100000115
ytf3__wt_pH55_lactate__2,-0.5887034203489757,0.19736414700000005
ytf3__wt_pH55_HCl__1,-0.7156459077070835,0.13344773200000049
ytf3__wt_pH55_HCl__2,-0.4984503747279055,0.2584898019999997
ytf3__dyieP_pH7__1,0.5069346138911144,0.27926124400000063
ytf3__dyieP_pH7__2,0.1723691534948519,0.29712569600000016
ytf3__dyieP_pH55__1,0.7285887851930934,0.22601927300000035
ytf3__dyieP_pH55__2,1.0446086866907762,0.18956913400000094
minicoli__aldA_f1c2__1,2.054386510763456,0.5024137658201919
minicoli__aldA_minE__1,3.372337284908021,0.4120256602600811
minicoli__mg1655_glc__1,-8.39337383768501,-1.7780355000263164
minicoli__mg1655_glc__2,-8.141737476566348,-1.6896635302990175
minicoli__minE_cyt__1,-3.59102487287876,-2.131572914740117
minicoli__minE_cyt__2,-3.447408834686174,-2.216259848592774
minicoli__minE_fruc__1,1.40808443649549,-0.727688106863468
minicoli__minE_fruc__2,0.9884031311971796,-0.8894203854003271
minicoli__minE_glc__1,-2.71699075782898,-1.7968099930466392
minicoli__minE_glc__2,-2.4782022873144745,-1.608347809880219
minicoli__minE_glyc__1,-3.054285606006023,-0.9393673394066536
minicoli__minE_glyc__2,-10.479219740141804,-1.7912105251364323
minicoli__minE_Fe_starve__1,-2.3717309201091,-1.40964461442318
minicoli__minE_Fe_starve__2,-2.1180538570569807,-1.5088320577703518
minicoli__minE_LB__1,-6.942893509318518,-0.9784776427045808
minicoli__minE_LB__2,-6.988481347073787,-1.0762660658285783
minicoli__minE_N_starve__1,-2.0714790198315582,-1.1855348971690427
minicoli__minE_N_starve__2,-1.6290857775053764,-1.307076696637937
