,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,6.024655736133333,1.0693027196278897,3.0,0.0,4.8283216824,1.0,6.3582534335,2.0,6.8873920925,,,,,,,,,,
1,LB__LBtran,14.345224241266669,5.22712367583135,3.0,3.0,20.3030526813,4.0,12.2035866373,5.0,10.5290334052,,,,,,,,,,
2,LB__LBstat,27.233730385233333,0.536717651560535,3.0,6.0,26.643298912,7.0,27.6920682971,8.0,27.3658239466,,,,,,,,,,
3,LB__LBGexp,3.2219362330666663,0.5432504970519952,3.0,9.0,2.6138821413,10.0,3.3924575912,11.0,3.6594689667,,,,,,,,,,
4,LB__LBGtran,7.61444395515,2.0997347136999096,2.0,12.0,9.0991806099,13.0,6.1297073004,,,,,,,,,,,,
5,LB__LBGstat,6.113093463833334,1.1884300330599216,3.0,14.0,4.7526236809,15.0,6.9489156966,16.0,6.637741014,,,,,,,,,,
6,Life Cycle__S0,12.193521500466666,0.2617733568783107,3.0,17.0,12.1371092262,18.0,11.9645535101,19.0,12.4789017651,,,,,,,,,,
7,Life Cycle__S1,8.919954183133333,0.4905430035807644,3.0,20.0,8.3578988964,21.0,9.2618327045,22.0,9.1401309485,,,,,,,,,,
8,Life Cycle__S2,15.066995486399998,1.0845725033383709,3.0,23.0,13.8933071591,24.0,15.2755021053,25.0,16.0321771948,,,,,,,,,,
9,Life Cycle__S3,11.976368472850002,0.19922907430417386,2.0,26.0,12.1172447023,27.0,11.835492243400001,,,,,,,,,,,,
10,Life Cycle__S4,14.995614290366666,1.8016462323654325,3.0,28.0,12.9707965599,29.0,16.4215615642,30.0,15.594484747,,,,,,,,,,
11,Life Cycle__S5,15.8146798341,1.0106819981199584,3.0,31.0,15.7235879639,32.0,16.8678243027,33.0,14.8526272357,,,,,,,,,,
12,Life Cycle__S6,26.5357893008875,6.339115481861439,8.0,34.0,24.2955863748,35.0,37.683871491,36.0,22.9225537338,37.0,24.4234742786,38.0,35.5884853284,39.0,22.3975927828,40.0,23.6318870813,41.0,21.3428633364
13,Life Cycle__S7,24.89695936583333,1.1799302768189357,3.0,42.0,24.675799407,43.0,26.1718209532,44.0,23.8432577373,,,,,,,,,,
14,Life Cycle__S8,29.6623636183,5.451068987956878,2.0,45.0,25.8078757722,46.0,33.5168514644,,,,,,,,,,,,
15,Life Cycle__G135,9.78000258215,2.020314080926789,2.0,47.0,8.3514247954,48.0,11.2085803689,,,,,,,,,,,,
16,Life Cycle__G150,9.011785728966666,4.522899868119477,3.0,49.0,11.7138233136,50.0,3.7902543239,51.0,11.5312795494,,,,,,,,,,
17,Life Cycle__G180,5.4001798676999995,1.611464660644066,3.0,52.0,5.4203496445,53.0,3.7787249915,54.0,7.0014649671,,,,,,,,,,
18,Stress Time Course__C30,6.1420474554,0.09888724172983532,2.0,55.0,6.2119712946,56.0,6.0721236162,,,,,,,,,,,,
19,Stress Time Course__C90,8.9122783834,0.6577575488945804,2.0,57.0,9.3773832066,58.0,8.4471735602,,,,,,,,,,,,
20,Biofilm__BI,19.5589217162,0.06371744395435627,2.0,59.0,19.5138666795,60.0,19.6039767529,,,,,,,,,,,,
