,STM3301
SRX3136375,-0.08592351720000001
SRX3136376,-0.15994925810000002
SRX3136377,0.5014234197
SRX3136378,-0.2555506444
SRX3136379,-0.0265173818
SRX3136380,0.17734575160000002
SRX3136381,0.047067514000000005
SRX3136382,-0.0288402024
SRX8914620,-0.1805822964
SRX8914621,0.0571962806
SRX8914622,0.1233860158
SRX8914623,-0.138191691
SRX8914625,0.626368507
ERX3503512,-0.35688926130000004
ERX3503513,0.3048005989
ERX3503514,0.0520886624
ERX3503515,0.7184137236
ERX3503516,0.9356924118000001
ERX3503517,0.7944440706
ERX3503518,0.5932107236
ERX3503519,1.0467549906
ERX3503520,1.0461851459
SRX2195704,0.1824055045
SRX2195705,-0.1824055045
SRX2195706,0.6599952920000001
SRX2195707,0.468958517
SRX2195708,1.0344983069
SRX2195709,0.9568898327
SRX2195710,0.8817569897
SRX2195711,0.7594671383
ERX3467881,0.0535450632
ERX3467883,-0.0535450632
SRX3798491,-1.0118806674
SRX3798492,-0.8811060811
SRX3798499,-0.6749374709
SRX3798500,0.3738195697
SRX3798501,-0.6241852597
SRX3798502,-1.0197944809
SRX3798503,-0.17659636780000001
SRX3798504,0.11758300540000001
SRX3798506,-0.5687176796
SRX3798507,0.4375722845
SRX3798508,0.5282490702
SRX3798509,-0.1056156885
SRX3798510,0.0693072229
SRX3798517,-0.7515457347000001
SRX3798518,0.0363084656
SRX4341761,-0.2259749935
SRX4341762,-0.33677662810000003
SRX4341763,-0.43780308230000003
SRX4341764,-0.3744791294
SRX4341765,-0.2843482547
SRX4341766,-0.2100720646
SRX4341767,-0.1555347644
SRX4341768,0.1805342002
SRX4341769,-0.0249994357
SRX1258665,0.6072963197
SRX1258666,0.5003729785000001
SRX1258667,0.5763026879
SRX1258669,-0.1056374265
SRX1258670,0.1056374265
ERX2079594,0.302864134
ERX2079595,0.25119376260000004
ERX2079596,0.45281948860000004
ERX2079597,-0.0504048015
ERX2079598,0.0367077694
ERX2079599,0.013697032100000001
