,PN96_RS20945
SBRG_BHIN_Growth_Late_1,-2.626681721
SBRG_BHIN_Growth_Late_2,-2.140739376
SBRG_BHIN_Growth_Mid_1,-0.8197040019999999
SBRG_BHIN_Growth_Mid_2,-2.606847005
SBRG_BHIN_Growth_Stat_1,-3.736947136
SBRG_BHIN_Growth_Stat_2,-3.043194283
SBRG_LBv2_Growth_Late_1,-0.4044176989999997
SBRG_LBv2_Growth_Late_2,-0.9260798999999996
SBRG_LBv2_Growth_Mid_1,0.193327773
SBRG_LBv2_Growth_Mid_2,-0.193327773
SBRG_LBv2_Growth_Stat_1,-1.4216146590000005
SBRG_LBv2_Growth_Stat_2,-2.005107739
SBRG_MHB_Rich_Mid_1,-0.7996987180000001
SBRG_MHB_Rich_Mid_2,-1.300142181
SBRG_NBO_Rich_Mid_1,-0.1649103649999999
SBRG_NBO_Rich_Mid_2,-0.4833885229999994
SBRG_M9Na_Arabinose_Mid_1,0.402876258
SBRG_M9Na_Arabinose_Mid_2,0.8787660389999994
SBRG_M9Na_Galactose_Mid_1,0.3438054629999998
SBRG_M9Na_Galactose_Mid_2,-0.054251336
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.2538337940000001
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.2349962540000003
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.0361076210000002
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.4415653869999998
SBRG_M9Na_GlcNAcGrowth_Stat_1,-3.067529258
SBRG_M9Na_GlcNAcGrowth_Stat_2,-2.9283318790000004
SBRG_M9Na_GlcNAc_Mid_1,0.6199765079999997
SBRG_M9Na_GlcNAc_Mid_2,0.4747422309999995
SBRG_M9Na_Gluconate_Mid_1,-0.8761392800000003
SBRG_M9Na_Gluconate_Mid_2,-1.949314075
SBRG_M9Na_Glucosamine_Mid_1,-1.3071105040000006
SBRG_M9Na_Glucosamine_Mid_2,-1.5834717840000003
SBRG_M9Na_Glycerol_Mid_1,0.2226395879999998
SBRG_M9Na_Glycerol_Mid_2,0.0123774999999994
SBRG_M9Na_Maltose_Mid_1,0.6235373659999999
SBRG_M9Na_Maltose_Mid_2,0.4087060369999999
SBRG_M9Na_Mannitol_Mid_1,0.4450933839999997
SBRG_M9Na_Mannitol_Mid_2,0.8637823109999996
SBRG_M9Na_Trehalose_Mid_1,0.194052976
SBRG_M9Na_Trehalose_Mid_2,0.784954763
SBRG_M9Na_ethanol_Mid_1,-2.38649318
SBRG_M9Na_ethanol_Mid_2,-1.1263051539999998
SBRG_M9Na_fructose_Mid_1,0.090351418
SBRG_M9Na_fructose_Mid_2,0.0955106509999996
SBRG_M9Na_fumarate_Mid_1,-1.6713687520000002
SBRG_M9Na_fumarate_Mid_2,-0.8529828520000002
SBRG_M9Na_glucoseGrowth_Late_1,-0.1000482630000005
SBRG_M9Na_glucoseGrowth_Late_2,0.501102038
SBRG_M9Na_glucoseGrowth_Mid_1,0.0342816460000001
SBRG_M9Na_glucoseGrowth_Mid_2,-0.0342816460000001
SBRG_M9Na_glucoseGrowth_Stat_1,-1.053331817
SBRG_M9Na_glucoseGrowth_Stat_2,-1.4291312320000005
SBRG_M9Na_ribose_Mid_1,-0.4076153549999999
SBRG_M9Na_ribose_Mid_2,-0.0754395470000002
SBRG_M9Na_succinate_Mid_1,0.2553678059999997
SBRG_M9Na_succinate_Mid_2,0.763375258
SBRG_M9Na_sucrose_Mid_1,-2.071340073
SBRG_M9Na_sucrose_Mid_2,-3.21972649
SBRG_LBv2_HapROver_Late_1,-1.14102731
SBRG_LBv2_HapROver_Late_2,-0.9349188769999994
SBRG_LBv2_HapROver_Mid_1,-0.890570962
SBRG_LBv2_HapROver_Mid_2,-0.9975160829999998
SBRG_LBv2_HapROver_Stat_1,-1.875334522
SBRG_LBv2_HapROver_Stat_2,-2.456314496
SBRG_LBv2_LuxOOver_Late_1,-2.16496411
SBRG_LBv2_LuxOOver_Late_2,-2.362369855
SBRG_LBv2_LuxOOver_Mid_1,-2.451581906
SBRG_LBv2_LuxOOver_Mid_2,-2.297399715
SBRG_LBv2_LuxOOver_Stat_1,-1.2985921009999997
