locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM0559,0.5313755889,rfbI,putative glycosyl translocase,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0559
STM0558,0.46288430880000003,yfdH,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0558
STM0557,0.44194936630000003,STM0557,putative inner membrane protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0557
