,-0.30972546564235376,-0.2581045547019615,-0.2064836437615692,-0.1548627328211769,-0.10324182188078462,-0.05162091094039234,-5.551115123125783e-17,0.05162091094039223,0.10324182188078451,0.1548627328211768,0.20648364376156908,0.2581045547019614,0.30972546564235365,0.3613463765827459,0.4129672875231382,0.46458819846353056,0.5162091094039227,0.567830020344315,0.6194509312847074,0.6710718422250996
thresh,-0.33553592111254993,0.33553592111254993,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,90,4033,85,1,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ynfM'],[],[]
