,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,1.850371707708594e-17,0.9393245928667555,3.0,0.0,0.7006659245,6.0,-1.0673623462,12.0,0.3666964217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.5623928113,1.2969725859754682,3.0,1.0,-2.0505733178,7.0,0.036346233400000004,13.0,0.32704865050000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.39791274520000003,0.06105760641927902,3.0,2.0,0.46696572500000005,8.0,0.35106571200000003,14.0,0.3757067986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.4485733092666668,0.22105844170904354,3.0,3.0,1.1984547105,9.0,1.5295038248,15.0,1.6177613925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,2.3307527529666667,0.5419283298682337,3.0,4.0,1.8825189352,10.0,2.9330245880000003,16.0,2.1767147357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,2.493370243733333,0.22017996409922097,3.0,5.0,2.3684676231,11.0,2.7475993372,17.0,2.3640437709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.60046939255,0.10787399298024321,2.0,18.0,-0.6767478245,71.0,-0.5241909606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-3.493164144033333,2.9028171143625876,3.0,19.0,-3.1080321508,70.0,-0.8021382468,205.0,-6.5693220345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-2.0017434836624997,0.7223826213934009,8.0,20.0,-0.8221360779,32.0,-3.1093577358,55.0,-2.2788715963,67.0,-1.8916774356000001,126.0,-2.2833324962,147.0,-2.4820390163,203.0,-1.2068665037,210.0,-1.9396670075,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.5233055379666667,0.18191065294920414,3.0,21.0,-1.39888192,34.0,-1.4389548752,61.0,-1.7320798187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-0.4842000211875,0.8346444598184052,8.0,22.0,-0.9555126606000001,104.0,0.49925611200000003,111.0,0.2950551491,133.0,-0.6628105499,165.0,-1.2171489128,238.0,0.5254925105,265.0,-1.6917355185,270.0,-0.6661962993,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,0.11614818067142853,2.170135984778373,7.0,23.0,-3.904612933,56.0,-0.6641631074000001,82.0,1.2015457901,118.0,3.1638676008,134.0,0.1505011769,137.0,1.0705024123,227.0,-0.204603675,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-3.27257049025,1.320209813876459,4.0,24.0,-1.7175210438000001,101.0,-4.6912932617,139.0,-3.9686734322,149.0,-2.7127942233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-3.5548575488500003,2.5222133308405033,4.0,25.0,-3.7052896767,123.0,-2.1938522004,155.0,-7.0304203753,191.0,-1.289867943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-2.8510992807999997,1.2995276466285952,3.0,26.0,-3.8067528051,59.0,-1.371365906,159.0,-3.3751791313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-2.5451819127199995,0.5624734695940773,5.0,27.0,-2.8601484494,76.0,-1.9163326098,146.0,-2.749598009,162.0,-3.2011942322999998,262.0,-1.9986362631,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.597382817475,1.1220674422858412,4.0,28.0,-1.3546119319,94.0,1.0721964109,186.0,-1.0500982251,231.0,-1.0570175238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-3.0451069685000003,1.6776760584188752,3.0,29.0,-2.2833402175,49.0,-1.8834662697,260.0,-4.9685144183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-3.4956006721,1.3951394926696228,5.0,30.0,-3.4307669148,77.0,-1.5625275979,172.0,-4.6031371907,259.0,-2.8404074612,280.0,-5.0411641959,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-2.1828688485,0.17813953600923296,4.0,31.0,-2.0847940523,40.0,-2.0476834013,138.0,-2.1578971667,192.0,-2.4411007737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
