,A,fucR,araC,allR
oxidative__deloxyr_pq__2,0.972020250502,6.236863591691231,5.68496968361042,7.94907071005185
oxidative__delsoxr_pq__1,0.592421797579,6.10409041618857,5.18315344406445,7.52487168362634
oxidative__delsoxr_pq__2,0.0705426308982,5.9870395957813,5.0491474844622095,7.737458204288651
oxidative__delsoxs_pq__1,1.30735663159,5.8107956051471295,5.69186717319824,7.69703820091048
oxidative__delsoxs_pq__2,1.25344301261,5.8552373509073306,5.43957510245223,7.712649740098731
nac_ntrc__wt_csn__1,1.67888607368,5.7616321395081105,6.120026099842581,7.495194779989
nac_ntrc__wt_csn__2,1.43873021909,5.54787171522112,5.902482095256669,7.27478166477509
nac_ntrc__wt_cytd__1,0.6197568972649999,5.67320163513402,5.6834815329199095,6.88150336642393
nac_ntrc__wt_cytd__2,0.23130198016800002,5.70663313898269,5.44039458404634,7.01588750657132
nac_ntrc__wt_gln__1,1.20642623228,5.74530432020879,5.796435890417481,6.937723851401071
nac_ntrc__wt_gln__2,1.34023964384,5.8398757261968495,5.671867202637251,6.96639587250507
nac_ntrc__bw_delnac_csn__1,2.27358420688,5.76152698251025,7.241771360938281,7.975833406643809
nac_ntrc__bw_delnac_csn__2,1.28938258748,5.77037786130021,6.9674763050668505,8.13344085210228
nac_ntrc__bw_delnac_cytd__1,0.19458518204199998,5.86410150433411,6.50043987981081,8.01888897604759
nac_ntrc__bw_delnac_cytd__2,0.08994302468450001,5.84753660617262,6.53358694107314,7.9747975185904805
nac_ntrc__bw_delnac_gln__1,1.0629241752399998,5.964989546977461,6.61723646044202,8.05853877858071
nac_ntrc__bw_delnac_gln__2,0.5284385988579999,5.79370692168366,6.64751769243626,7.96368715899749
nac_ntrc__bw_delnac_nh4__1,0.540467648061,5.94214417832,6.46535593394568,7.8137144658938
nac_ntrc__bw_delnac_nh4__2,0.274840507812,6.06300363294371,6.13527827729752,7.83952096250209
misc__wt_no_te__1,1.12477476486,5.72025728389766,6.13904904633691,8.01096325082478
misc__wt_no_te__2,1.99403176262,5.89804584588691,6.08561761339538,7.97971971729366
misc__bw_delcbl__1,-0.487134459604,5.8852684793445595,5.83430971996789,7.985387362112429
misc__bw_delcbl__2,-0.0654527124939,5.87578299608019,5.9220436721412,7.922388868707019
misc__bw_delfabr__1,0.279381448288,6.03856840129722,5.624165140986349,7.80192011769983
misc__bw_delfabr__2,0.0738648581866,5.90095947177963,5.724852842403001,7.75475616326525
misc__bw_delfadr__1,-0.6563381841179999,5.8946958122325706,5.6896392537552,7.94913150079761
misc__bw_delfadr__2,-0.28187913885899996,5.9456991723598005,5.84618367104151,7.96133329354684
misc__nitr_031__1,0.280846150733,5.603599436312519,5.80754221940874,6.907703280332361
omics__wt_glu__1,0.341347453517,6.1825902591509605,5.718249756129169,7.73275755007163
omics__wt_glu__2,0.320323560138,6.0442048209153,5.76138432785355,7.59039718406938
omics__wt_gly__1,-0.38761441782,5.86648843564983,5.37101065738927,7.674971475947349
omics__wt_gly__2,-0.339614259221,6.01547683904639,5.54464618321391,7.6970040229207095
omics__wt_thr__1,4.4633316369,7.20923250391137,7.03909640629988,6.950614993892571
omics__wt_thr__2,3.8533461927800006,7.56620554220651,6.93420221341184,6.91340832664141
omics__bw_ac__1,3.63010038797,7.769917610638401,7.42831355404662,8.05807805456545
omics__bw_ac__2,3.9329486848000004,7.91239547962142,7.37923861652992,8.09271786431716
omics__bw_fum__1,0.7517720297689999,7.48904240386011,7.017859350279171,7.3633469228384
omics__bw_fum__2,1.1238618120200001,7.6087977482263,7.08046352415761,7.37400020983994
omics__bw_glc__1,0.314273731637,6.2766026408763,6.2282932784335605,7.81051171122366
omics__bw_glc__2,0.03718303360380001,6.074879695824389,6.18622199873826,7.85994924024438
omics__bw_pyr__1,1.2243532344499999,7.732800187462231,7.13029801844846,8.16357232209026
omics__bw_pyr__2,1.38348102694,7.92263044047258,7.03974599407812,8.20520010738743
ompr__wt_nacl__1,2.33231548918,4.09967251893681,5.97273472775169,7.70539129314683
ompr__wt_nacl__2,2.95777230089,4.11416586880227,5.72953059638262,7.869483513845821
ompr__bw_delompr_nacl__1,1.33970360311,3.86283694003386,6.021297062288691,7.46145430100295
ompr__bw_delompr_nacl__2,1.3676691252899997,3.89829487336168,5.93110284491582,7.538922467324951
minspan__wt_ade__1,-1.66676060706,6.04665678981993,5.0189023067440806,8.34543690532059
minspan__wt_glc__1,0.316418428976,5.3939050275371905,5.416548600377389,7.75531645645594
minspan__wt_glc__2,0.275285197514,5.89221851479761,5.699568948054839,7.91656005922097
minspan__wt_glc__3,0.00299301098338,5.79929836961972,5.74024410160274,7.999112605117179
minspan__wt_glc__4,-1.1723514881000001,5.850340244697289,5.59165609719663,7.96306156029728
minspan__wt_glc_anaero__1,-0.477080632165,5.70936194525757,5.037286713358379,7.83396680520739
minspan__wt_glc_anaero__2,1.01703185328,5.97827077999586,4.2299521752944,7.89691577527905
minspan__wt_trp__1,0.240475131528,7.19383715162766,7.07382168628582,7.81294749901026
minspan__bw_delcra_glc__1,0.638895974802,6.582330399483781,6.58737708718216,7.99773740112684
minspan__bw_delcra_glc__2,0.0207855729166,6.7010650194220105,6.678211371413781,7.99802676058382
minspan__bw_delcra_trp__1,0.0429771034444,6.678446788316081,6.21046605382329,8.10431857329115
minspan__bw_delmntr__1,-0.045555019110400004,6.73004901795777,6.5809812419352305,7.7466638484263095
minspan__bw_delnac_ade__1,0.15019836831299999,6.03091456271891,5.31227843687237,8.526612643661151
minspan__bw_delnac_glc__1,0.30967901176,5.79491723582564,5.66679532530175,8.05295576035908
cra_crp__wt_ac__1,6.50663810135,7.54701419730039,6.945492858277401,7.3442213323165895
cra_crp__wt_ac__2,6.23353463262,7.624187178929679,6.77109402661911,7.293802904043861
cra_crp__wt_fru__1,2.9525943783399997,7.108817245063009,6.29913921093765,7.699770452323951
cra_crp__wt_fru__2,2.21426548602,7.18468357544278,6.49287671248644,7.341397583665921
cra_crp__delcra_ac__1,6.19138720623,7.2818033825780795,7.5219184084335495,7.626347282991719
cra_crp__delcra_ac__2,5.97906729335,7.51183888323962,7.5975898371850095,7.6196232238130595
cra_crp__delcra_fru__1,1.31785304378,5.5102771525247505,5.65586667333594,8.11295065016469
cra_crp__delcra_fru__2,1.4362426473700003,5.606699514214231,5.67048425619112,8.000814142465089
cra_crp__delcra_glc__1,0.650061278739,5.601524663696081,5.664857793073041,7.84380412866669
cra_crp__delcra_glc__2,0.30491797560199996,5.6173567042097305,5.66876237550303,7.82981408663046
rpoB__wt_031__1,4.26872726602,7.3829597852726305,6.8625905758322,7.0066383008063395
rpoB__wt_044__1,0.822679373899,5.692341716935671,5.49945310426304,7.540799029190531
rpoB__wt_lb__1,8.47705750066,7.9842688990663095,8.035683484660849,7.4407982921735
rpoB__wt_lb__2,8.02988051208,7.975809355724901,7.99319511979923,7.36553076869686
rpoB__rpoBE546V_031__1,2.71799573416,6.830089901384831,6.78216934703196,7.017667680975361
rpoB__rpoBE546V_044__1,3.4292360615499997,6.0737487646696,6.389126998624031,6.97405986747805
rpoB__rpoBE546V_lb__1,11.0595735295,7.251229969234741,7.390296690151019,7.6038030365686105
rpoB__rpoBE546V_lb__2,11.0317692919,7.2551243123243605,7.47313890614755,7.527243165828789
rpoB__rpoBE546V_glc__1,-0.585978525879,5.10514862798482,5.562831512767321,8.04197057920182
rpoB__rpoBE672K_glc__1,1.95970362303,5.565528797557059,4.34390177375162,7.18517648239774
rpoB__rpoBE672K_glc__2,1.47208539833,5.2238022640286506,3.9892724512591404,7.254584893305791
rpoB__rpoBE672K_lb__1,3.67517674389,6.07097405452035,6.23493325760887,6.972840933218911
rpoB__rpoBE672K_lb__2,3.4506538611199997,5.82545570425001,6.22579792631064,7.010159182872861
crp__wt_fru__1,0.8096081945229999,6.708985389945151,5.9274093121253095,7.67010619056939
crp__wt_glyc__1,1.6590913913799998,7.03149617274792,6.632899723796299,7.5988697489176396
crp__wt_glyc__2,1.86734528539,7.05189552181891,6.56556980678924,7.65008905640383
crp__delar1_glyc__1,3.07499918329,6.512463251153211,6.87220760768239,7.44120000130337
crp__delar1_glyc__2,2.79976480636,6.815370635159381,7.068072209943559,7.53481872538109
crp__delar1ar2_glyc__1,2.2202520533400003,6.00613341926685,6.26184161363593,7.877852053029031
crp__delar1ar2_glyc__2,2.3703369282700004,5.895294420525009,6.109018814285459,7.82703234586322
crp__delar1ar2_glyc__3,2.6360261342099998,6.00239472694113,6.30591547108739,7.771020454238889
crp__delar2_glyc__1,5.425767327819999,7.47020035741612,8.62303557495933,7.343647980832231
crp__delar2_glyc__2,5.09982752127,7.59621975780735,8.46300444640609,7.452758967919659
crp__delar2_glyc__3,5.04594234774,7.522911229886731,8.48315999392926,7.45643880087906
crp__delcrp_fru__1,0.571245208109,5.826500841592409,5.666160702849389,8.10375842091873
crp__delcrp_fru__2,1.4263610691799997,5.592090903577289,5.67462667840524,8.277002067045139
crp__delcrp_fru__3,1.7385540981299998,5.69643991401728,5.748418428254401,8.12366357706365
crp__delcrp_glc__1,1.70861561713,5.674137838793321,5.95785272222792,7.94341343499538
crp__delcrp_glc__2,0.824240241029,5.61275170230299,5.504488140356551,8.01519493215128
crp__delcrp_glc__3,1.92713599223,5.735079657525669,5.407363227478191,8.07046965068365
crp__delcrp_glyc__1,0.935318472298,5.293244381312981,5.4699921782742,8.19888835966216
crp__delcrp_glyc__2,-0.064821395936,5.788025662390949,5.373555696350981,8.09096595030324
crp__delcrp_glyc__3,1.7269832498099997,5.72577500942184,5.1066844362149295,8.16093381767969
glu__glu_ale3__1,1.1081958707100001,6.325049570550769,5.99356137666325,7.74213554179374
glu__glu_ale4__1,0.156322085359,5.59264060317027,5.1542755129961,7.61060902550032
glu__glu_ale5__1,-0.21207144292999996,5.53509748340745,5.52846205903016,6.74013197221566
glu__glu_ale6__1,0.346183322372,4.85793516203638,4.782566518711401,6.992548386009211
glu__glu_ale8__1,0.390509897763,6.687532901647719,6.172126648051949,7.88466071740574
glu__glu_ale9__1,0.197482258602,5.69948052222154,6.01519960657882,7.29171553796069
glu__glu_ale10__1,0.896119930307,6.023342894230191,5.4375558235636605,7.447858847149591
42c__wt_42c__1,0.8133712171269999,6.33465119821337,6.00633100662165,8.00497219258541
42c__42c_ale1__1,1.53765893083,6.95414623859996,6.78288134853751,7.28836985857775
42c__42c_ale2__1,0.853321319029,6.068118817913329,6.481332796882461,7.986530424816901
42c__42c_ale3__1,0.473326709033,5.88131050849436,5.79698092348245,8.29307852261584
42c__42c_ale4__1,0.996580340704,6.0348009447422895,6.981981436051,7.7726094867571405
42c__42c_ale5__1,-0.0264797088655,5.87355117955271,5.68536433719774,7.81454590832561
42c__42c_ale6__1,-0.617286922193,6.5670255874419405,5.70220087078286,7.86008095884876
42c__42c_ale8__1,0.565259363478,6.376998175802269,6.69661056523593,7.799937739648009
42c__42c_ale9__1,1.51662829704,6.34341124199053,6.29224504141826,8.12338577700239
42c__42c_ale10__1,0.15646509668400002,6.40387849223874,6.63963273711803,7.38170407417608
ssw__wt_ac__1,2.0035007665099998,6.88244902885792,6.948746140332281,8.18041358130645
ssw__wt_glc__1,-0.20069403217700002,5.66860505072567,4.48978231838062,7.57371657488482
ssw__wt_glyc__1,4.093325001569999,6.846281561867911,6.049054426449819,6.96734167099617
ssw__wt_xyl__1,2.18399460278,5.959826227393839,4.80768634667454,7.77375778847909
ssw__glc_ale1__1,-0.30817879436900003,5.8934119325123,5.06406570307565,8.21975971561116
ssw__glc_ale2__1,0.7030479608329999,5.81558920119525,6.36957770838647,7.8204303641926805
ssw__glc_ale3__1,0.00797031703981,5.895918714941359,5.08893927563674,8.085007506133861
ssw__glyc_ale1__1,1.50796334559,6.75858017578619,6.993483771127139,8.14631329430192
ssw__glyc_ale2__1,2.60958159683,6.66287289023996,7.1838844355558,7.84133539746744
ssw__xyl_ale1__1,5.10901958488,6.3734351817788895,6.4539248816378,7.78441321955304
ssw__xyl_ale2__1,2.8794105917699997,6.74505078312248,6.756014570368099,7.4892846726543
ssw__xyl_ale3__1,1.7552373290099998,6.2445229957648705,6.116304352510309,7.5599361688983
ssw__glc_ac_ac2__1,5.6737768290199995,6.8923826294997195,6.72747333307956,7.548301696710111
ssw__glc_ac_glc1__1,1.25798838077,5.8889460548639905,5.504513048343981,8.202580395046
ssw__glc_ac_glc2__1,4.17119882717,6.14017445694289,4.757003034464709,7.506672420936719
ssw__glc_glyc_glc__1,1.5331970778900001,6.105432963886731,6.16523038011176,7.69460223940161
ssw__glc_glyc_glyc__1,3.09020243183,6.63451748338297,7.346666928266469,7.54848637180483
ssw__glc_xyl_glc__1,0.34747215306900003,5.752445935100809,5.904853629403629,7.534334768553371
ssw__glc_xyl_xyl__1,0.520413065082,6.1610769758462,5.94030002391575,7.87215920194978
pgi__glu4_delpgi__1,4.40062159165,6.44213732504027,6.8484929978913796,8.5630807851756
pgi__pgi_ale1__1,4.335926152330001,5.841075307991001,6.52156192806704,8.21169650570208
pgi__pgi_ale2__1,4.63981322157,6.47673559284088,6.510348580105441,8.49115910485624
pgi__pgi_ale3__1,4.60676728069,5.922985262663129,6.26357907386843,7.988669096770179
pgi__pgi_ale5__1,6.35769805712,6.14365716624954,6.48702427820585,8.16800497984052
pgi__pgi_ale6__1,10.435318454299999,6.06118604866999,6.081996550022731,8.17271695723589
pgi__pgi_ale7__1,0.7464344482330001,6.23963932841193,6.452184959626,8.2834469901512
pgi__pgi_ale8__1,9.39580341295,5.9320285981136,5.808000047390231,8.25405660922813
ica__wt_glc__1,0.697460181581,5.770386047739611,5.3629508337481395,7.5607525409215794
ica__wt_glc__2,0.851038907119,5.687746163421219,5.25174657334065,7.41280264248912
ica__wt_glc__3,1.0097748636200001,5.867728870491541,5.411778161798309,7.88309318757963
ica__wt_glc__4,0.9178884963989999,6.10714217377053,5.769101785699401,8.040678404756079
ica__arg_sbt__1,4.56783065879,6.928892244298541,6.684683561444241,6.8532995138282
ica__arg_sbt__2,2.23612172012,7.18780112520384,6.557954718813651,7.29491498940245
ica__cytd_rib__1,6.57350537566,7.9903529781136795,8.23331765274799,7.00056593864285
ica__cytd_rib__2,7.11482924584,7.929865563823951,8.17152799939369,6.94944844180223
ica__gth__1,4.1482041857,5.6509189120237995,6.19834811102883,8.27349967096595
ica__gth__2,4.4872141369,5.24049009761692,5.9560359100930595,8.42122469540466
ica__leu_glcr__1,0.5283608086980001,6.4708819748064,5.39313421226792,7.58709493211028
ica__leu_glcr__2,1.15402265995,6.45787720006606,5.4616739763232305,7.5544768434706295
ica__met_glc__1,0.784609286881,5.56912492316859,5.0511337697572,7.312008972393
ica__met_glc__2,0.41969132066,5.35911042079451,5.16732060177375,7.3887795120373
ica__no3_anaero__1,0.210287114984,5.67605022524235,5.299505073013361,8.2575925996416
ica__no3_anaero__2,-0.462106383222,5.7694016300192,5.10647567917149,8.392921920210942
ica__phe_acgam__1,0.6961636249079999,5.9413925170432105,5.22304296872874,7.50527418270454
ica__phe_acgam__2,0.36106786215899994,5.92872039404086,5.34922520998698,7.5934243931555905
ica__thm_gal__1,2.79127490854,6.92767123043223,6.59459752704946,7.632345205802831
ica__thm_gal__2,3.3560668242299996,6.922959842857879,6.66587188619091,7.64393848318408
ica__tyr_glcn__1,0.44272149444799996,5.882236637230309,5.13978666838797,7.28449565682129
ica__tyr_glcn__2,0.9217228434929999,6.009764821941,5.18778356594413,7.27433731868685
ica__ura_pyr__1,1.8220201716799997,6.96057583737236,6.2293711842717805,7.75117381240464
ica__ura_pyr__2,2.97531852176,7.6419482437899395,6.83700989512964,7.70809151707543
ica__wt_glc__5,1.1230639158700002,5.86089864013759,5.59389116568269,7.88598081667871
ica__wt_glc__6,0.59036247931,6.038007106995949,5.59078276690288,7.88772556250041
ica__bw_delpurR_cytd__1,0.08858959760389999,5.66025321424245,5.6001900389151595,7.49804899350021
ica__bw_delpurR_cytd__2,0.885576542146,5.5633054643202104,5.533750543369111,7.33030196727289
ica__ade_glc__1,0.891938039482,6.341381151223691,6.0214166950543,8.213961307182041
ica__ade_glc__2,0.8891762675399999,6.3692610664470495,6.06853209777768,8.16798103158064
ytf__wt_glc__1,0.226739924691,5.98913017653467,6.251409888382981,7.785794105692441
ytf__wt_glc__2,1.29781414015,6.70033075768286,6.725609665384769,8.1317950710322
ytf__delyafC__1,1.2905517966700002,6.5292136553785705,6.785422739083691,7.89054526796654
ytf__delyafC__2,0.477796798926,6.71164924968475,6.81032756556445,7.6997704641914595
ytf__delyeiE__1,-0.044994633237300005,6.295713921502941,5.85472665786731,8.43252433615196
ytf__delyeiE__2,0.185042370623,6.16079744133877,5.64650595418629,8.44808945415223
ytf__delyiaJ__1,1.09084301613,6.65243075091285,6.447317608011231,7.8493757674167695
ytf__delyiaJ__2,0.027550124421,6.50779824313777,6.4812397092274,7.9595783943082
ytf__delyieP__1,-0.20127727317000002,6.83030531205911,6.9317673110095095,7.81650886152578
ytf__delyieP__2,0.194709246433,6.46573705146875,6.527804698816951,7.777243449023009
ytf__wt_ph5__1,0.462223541986,5.91367797464401,5.841496538784949,8.11868796733396
ytf__wt_ph5__2,1.33756237538,5.93124641945067,5.90726917751217,7.982768935432451
ytf__wt_ph8__1,0.625316508545,6.12024045388595,6.19517781977228,8.00173246785815
ytf__wt_ph8__2,0.6288539801959999,6.1147917118465305,6.07040184695062,7.98818105582068
ytf__delybaO__1,0.619922578882,7.08498045161301,7.1199740456934295,7.5575786240768
ytf__delybaO__2,0.21374913727400002,7.413117205814049,7.159853332428121,7.690285472400769
ytf__delybaQ__1,0.433411593999,5.59622827230236,5.78565353347928,8.09557591751338
ytf__delybaQ__2,0.07543725532319999,5.8662639155986,6.05659572577556,8.07522179180009
ytf__delybiH__1,1.1969490822600002,6.3413879542801395,6.80882478192812,7.81190319601703
ytf__delybiH__2,1.36699458371,6.740294894090401,7.05887064236231,7.799599329858429
ytf__delydcI_ph5__1,0.775388092892,5.59706133873338,5.782222137325999,8.10828943060343
ytf__delydcI_ph5__2,-0.17759660746300002,5.69854753544441,5.82429552945982,8.027427015621
ytf__delydcI_ph8__1,0.732467020571,6.007481464758481,5.79220004937575,8.11401566023344
ytf__delydcI_ph8__2,0.22841551686900002,6.05653317333884,6.024344993531559,7.89072641202267
ytf__delyddM__1,1.8657499210900004,5.948521445878541,5.87452641767413,8.39722276073782
ytf__delyddM__2,1.2190226357,5.98371298348511,5.819207707877981,8.38384783972643
ytf__delyheO__1,1.29829449653,6.73177109785237,7.0758739169124105,7.55207728865396
ytf__delyheO__2,1.02923104626,7.21923782816025,7.2634803326777995,7.62789840011647
fps__bw_glc__1,0.10338676360200001,6.01743589123304,5.9904077538483,7.64670423986372
fps__bw_glc__2,0.419358373908,5.89712398085512,6.053289360786389,7.75204169527928
fps__fps_thrA_ale1__1,0.25492077955,6.27399010107317,5.91342232791507,8.2323569936565
fps__fps_thrA_ale1__2,1.16811876621,6.45475129992935,5.707321731763471,8.127198926402281
fps__fps_thrA_ale2__1,1.12170052494,6.297906273498469,5.93956347560719,8.16062720503131
fps__fps_thrA_ale2__2,0.629460601255,6.3575152332233,6.0341761866264605,8.02429743513277
fps__fps_serB_ale1__1,-1.04650186662,6.3022025518466105,6.06091193573573,8.080625350975339
fps__fps_serB_ale1__2,-1.0785909466799999,6.145650394329211,5.87955006233513,7.99713707050794
fps__fps_serB_ale4__1,-0.47841467227799994,6.508968100379571,5.8837427872596,8.14757495431258
fps__fps_serB_ale4__2,0.109442114953,6.08442689695417,5.81143292975266,8.10737340690703
fps__fps_ptsI_ale1__1,1.0573353641299998,7.824169788159059,7.158356792678711,7.57391020676357
fps__fps_ptsI_ale1__2,1.72247821125,7.65928574694677,7.29763391112257,7.56136958921933
fps__fps_ptsI_ale3__1,1.35720451235,7.32701681656391,6.92649772607093,7.4457039892951205
fps__fps_ptsI_ale3__2,1.59609024662,7.261262130655741,7.046058826819849,7.463124194179831
pal__lyx_ale2_f6__1,4.13088533583,7.59560075076936,7.390015057229809,8.13643055688701
pal__lyx_ale2__1,2.0549524829,7.04928141554875,6.8504996310417905,7.44676994589561
pal__lyx_ale2__2,2.5697098872099997,6.8511216423524,6.55226756310819,7.12979162646855
pal__lyx_ale4__1,2.0549524829,7.04928141554875,6.8504996310417905,7.44676994589561
pal__lyx_ale4__2,2.5697098872099997,6.8511216423524,6.55226756310819,7.12979162646855
pal__5drib_ale10_f18__1,5.15861804055,8.20212339800422,7.7518768910082105,7.34726114604841
pal__5drib_ale10_f18__2,4.5995814603300005,8.01726865414542,7.582963770216581,7.49454423104108
pal__5drib_ale10__1,4.40234540107,8.03133686023152,7.49251632716964,7.48181801078756
pal__arab_ale14_f9__1,10.3020941995,7.755411207414269,6.475536711893599,7.94103666180765
pal__arab_ale14_f9__2,9.91979116884,7.73554425666844,6.5800387459789595,7.96067854971721
pal__arab_ale14__1,24.473856045399998,7.4240511713203095,7.91690956476691,8.349689031074199
pal__arab_ale14__2,25.2134239385,7.22896125292554,7.950151877112661,8.603720819481879
pal__arab_ale16__1,31.364347962199997,10.2270986456704,8.24683917697252,8.785482113418489
pal__arab_ale16__2,31.0016477088,10.187710255352801,7.9703007981663605,8.903297910878711
pal__tartr_ale26_f10__1,0.587444729064,7.68689637614941,7.384080542838861,8.2013031940721
pal__tartr_ale26_f10__2,0.7481167676029999,7.641678865534081,7.476074136529389,8.29361590385304
pal__tartr_ale26__1,11.067905957699999,7.391596334339,7.30787032337829,8.01600323225257
pal__tartr_ale26__2,11.490580525499999,7.40176623927029,7.23254093473083,7.99485655558596
pal__tartr_ale28_f10__1,10.931528589700001,7.18140523823239,7.61692987106125,8.91076386464799
pal__tartr_ale28_f10__2,9.491618509510001,7.38913915148015,7.391387234433041,8.92064871392868
pal__tartr_ale28__1,-0.693333881939,6.859038525808249,7.138740645064139,7.48095760153846
pal__tartr_ale28__2,-0.720460238135,7.1849704582700396,6.939809234931969,7.63294343905137
efeU__delmenFentC_citr__1,0.28265358357799997,5.68398565762395,5.901718637820831,7.9232694833116195
efeU__delmenFentC_citr__2,1.04763163032,5.77159078251614,5.97764163897155,7.65936486595613
efeU__delmenFentC__1,1.15292454407,5.53212843692626,5.733328366936519,8.28093871923939
efeU__delmenFentC__2,1.7177568865200001,5.48135790806619,5.6776361724667295,8.364462295693231
efeU__menFentC_ale39__1,1.2576318289200001,6.32219338923534,6.54135886202448,7.33932695163486
efeU__menFentC_ale39__2,1.9687552398,6.345001470547991,6.2424644417889406,7.34206858832376
efeU__menFentC_ale29__1,1.04133603574,5.775256796621469,5.938384899719581,7.70546630908561
efeU__menFentC_ale29__2,2.203940281,5.67891289622993,5.96724640018553,7.66640718306265
efeU__menFentC_ale30__1,3.6982921378800007,5.50939691512204,5.89267450846778,8.01449481175098
efeU__menFentC_ale30__2,0.856998076224,5.3539684366314,5.96420321840539,7.981040227154519
efeU__menFentCubiC_ale36__1,1.5573234716799997,6.13366717171303,5.82850238532599,8.20830133750057
efeU__menFentCubiC_ale36__2,0.337806057086,5.876702474832599,5.67667429774176,8.38462479076926
efeU__menFentCubiC_ale37__1,0.943741877632,6.05397927573573,5.98047556455321,8.54393049154864
efeU__menFentCubiC_ale37__2,1.7366396593900002,6.17624613784028,5.7489033049913205,8.52785969166035
efeU__menFentCubiC_ale38__1,0.499460695863,5.679679346888441,5.74119738255576,8.05237808589805
efeU__menFentCubiC_ale38__2,1.58147555122,5.31571619103735,5.761010376338151,8.20422338264979
