,-0.06260284066761433,-0.05216903388967861,-0.04173522711174289,-0.03130142033380717,-0.020867613555871453,-0.010433806777935734,-1.3877787807814457e-17,0.010433806777935706,0.020867613555871425,0.031301420333807145,0.041735227111742865,0.052169033889678584,0.0626028406676143,0.07303664744555001,0.08347045422348574,0.09390426100142148,0.10433806777935718,0.11477187455729289,0.12520568133522864,0.13563948811316434
thresh,-0.0678197440565822,0.0678197440565822,1,,,,,,,,,,,,,,,,,
unreg,0,1,6,42,294,1507,2347,946,260,64,31,21,17,11,6,4,6,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],"['PP_3904' 'PP_0241' 'PP_4720' 'PP_4593' 'PP_5550' 'PP_2276' 'capB' 'secG'
 'PP_5620' 'PP_2899' 'PP_5422']",['PP_5540' 'rpmE' 'PP_2294' 'PP_2118' 'cspA-II' 'infA'],['PP_2275' 'PP_1576' 'hupB' 'acpP'],['rpsT' 'imm' 'PP_1249' 'pqqA' 'PP_3704' 'oprI'],['PP_0023'],[],[]
