,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,2.055927107456656,0.9829285403218784,2.0,0.0,1.360891671173261,1.0,2.750962543740051,,,,
1,ALE__GalactoseA6,-1.307126494454965,3.0327425640488053,2.0,2.0,0.8373463381770224,3.0,-3.4515993270869525,,,,
2,ALE__GalactoseA8,-0.18960404911170559,1.7175961624551912,2.0,4.0,-1.404127942923762,5.0,1.024919844700351,,,,
3,ALE__IL_Control,-1.1133999278101214e-10,1.2219373570029293,4.0,6.0,1.287706231942265,7.0,0.7918903293641436,8.0,-0.9137940151353432,9.0,-1.1658025466164252
4,ALE__IL_TEOH_OAc,2.1193201101068593,10.954537084147487,2.0,10.0,9.865347567067056,11.0,-5.626707346853338,,,,
5,ALE__IL_TEA_HS,-4.701348694603604,0.19883314499757618,2.0,12.0,-4.841944959756038,13.0,-4.56075242945117,,,,
6,ALE__IL_Mixed,-8.739202811438227,1.1563599714168031,2.0,14.0,-9.556872788719732,15.0,-7.921532834156724,,,,
7,ALE__IL_PP5350,-4.05641089990654,0.8460091079523583,2.0,16.0,-4.654629677085234,17.0,-3.458192122727845,,,,
8,ALE__IL_T8,-2.7720843710208998,1.4928682796849964,2.0,18.0,-1.7164670870373433,19.0,-3.827701655004456,,,,
9,ALE__IL_T9,-8.677282429068004,0.3051063879337984,2.0,20.0,-8.893025224959326,21.0,-8.461539633176681,,,,
10,ALE__IL_Control2,2.7700210271296117,1.925221674810142,2.0,22.0,4.131358328675185,23.0,1.408683725584038,,,,
11,ALE__IL_Glc+Ace,0.47933073105550683,1.2361949645681711,2.0,24.0,1.3534525733703244,25.0,-0.3947911112593107,,,,
12,ALE__XyloseA1,2.039274542240973,0.623164330425232,2.0,26.0,2.479918266078229,27.0,1.598630818403717,,,,
13,ALE__XyloseA2,1.1187364385419456,5.871049792414807,2.0,28.0,5.270195559442328,29.0,-3.032722682358437,,,,
14,ALE__XyloseA3,-1.1429063227776952,1.643787730229716,2.0,30.0,0.0194271280989801,31.0,-2.3052397736543706,,,,
15,ALE__XyloseA4,-1.6321702463573946,2.511642139271705,2.0,32.0,-3.408169434950304,33.0,0.1438289422355152,,,,
16,Aromatic__Coumarate,-4.660416191295217,0.967462409983271,3.0,34.0,-3.6566254187227982,35.0,-5.586913247861336,36.0,-4.7377099073015145,,
17,Aromatic__Coumarate+ferulate,-5.537401484594461,2.0173684758482104,3.0,37.0,-7.865565778008428,38.0,-4.306134261417226,39.0,-4.440504414357728,,
18,Aromatic__Ferulate,-10.62710295449048,1.0010797793009913,3.0,40.0,-11.234471307693989,41.0,-11.175174897426745,42.0,-9.471662658350706,,
19,Aromatic__Glucose,-6.269723710113547e-10,0.8665177652271459,3.0,43.0,0.8799392252286776,44.0,-0.852441741770349,45.0,-0.0274974853392457,,
20,Bioreactor1__24h,5.971406702443005e-10,2.7571418652534514,2.0,46.0,-1.949593709016901,47.0,1.9495937102111824,,,,
21,Bioreactor2__S_0min,1.193698991504751e-09,1.7520274977568815,3.0,48.0,-0.9419723197269888,60.0,2.021507513606575,72.0,-1.0795351902984895,,
22,Bioreactor2__S_15min,2.3990925702093215,0.3256560542614711,3.0,49.0,2.764171320373352,61.0,2.2945916171459,73.0,2.138514773108712,,
23,Bioreactor2__P1_15min,-0.9553899056648373,2.9706575499831116,3.0,50.0,1.9606168895762268,62.0,-3.977837152342477,74.0,-0.8489494542282618,,
24,Bioreactor2__P3_15min,-0.86807686639649,2.1767077360128178,3.0,51.0,-2.0969314574602023,63.0,1.645164233470661,75.0,-2.1524633751999285,,
25,Bioreactor2__P5_15min,-3.7461488837102634,1.6366741170019732,3.0,52.0,-5.050397611589399,64.0,-4.27846683881094,76.0,-1.909582200730452,,
26,Bioreactor2__S_1h,1.2671831182145308,2.342821721213627,3.0,53.0,1.7259571930940352,65.0,-1.2710907459350584,77.0,3.346682907484616,,
27,Bioreactor2__S_3h,2.5128795508672366,3.246934260510355,3.0,54.0,4.0058523977860165,66.0,-1.212005125151463,78.0,4.744791379967157,,
28,Bioreactor2__S_9h,0.39779327194355796,2.234332023581652,3.0,55.0,-0.7284166962561517,67.0,-1.0493201207127512,79.0,2.9711166327995766,,
29,Bioreactor2__S_25h,0.4189372886780982,0.6017447432522944,3.0,56.0,0.9261036562416468,68.0,0.5766732543910519,80.0,-0.2459650445984041,,
30,Bioreactor2__P1_25h,0.7372900597839299,0.5191982966592189,3.0,57.0,0.8288926540255502,69.0,0.1783868285408753,81.0,1.2045906967853643,,
31,Bioreactor2__P3_25h,-2.8507718061227085,2.2770704484337303,3.0,58.0,-0.2302463518657543,70.0,-4.347272512255808,82.0,-3.974796554246564,,
32,Bioreactor2__P5_25h,-4.176207815701611,2.1775855671766067,3.0,59.0,-1.6742479333668825,71.0,-5.210331899750567,83.0,-5.644043613987383,,
33,Carbon__Citrate,-5.67150447135269,4.736152333704237,3.0,84.0,-5.302593690363275,85.0,-10.581324139318967,86.0,-1.1305955843758249,,
34,Carbon__Ferulate,-0.154403755554829,2.353531957444015,3.0,87.0,1.3452551859038897,88.0,-2.8669812919277247,89.0,1.058514839359348,,
35,Carbon__Glucose,2.6143531783873186e-12,5.335962904794987,2.0,90.0,3.773095554143018,91.0,-3.773095554137789,,,,
36,Carbon__Serine,-11.590410157282532,3.3633841500424353,3.0,92.0,-14.232058573674976,93.0,-12.73507234610519,94.0,-7.804099552067428,,
37,Carbon2__Glucose,8.43348724188786e-10,1.055168951235411,3.0,95.0,0.0503980278657674,96.0,-1.079464892228336,97.0,1.0290668668926148,,
38,Carbon2__Coumarate,-5.249482099565685,2.4882806958490327,3.0,98.0,-3.899376111162708,99.0,-3.7280717577668288,100.0,-8.120998429767518,,
39,Crc__Control,-1.471486821280621e-10,1.084026777254304,2.0,101.0,0.7665226850371687,102.0,-0.7665226853314661,,,,
40,Crc__Del_crc,-1.7830668988137972,0.3981614403249313,2.0,103.0,-2.064609553274559,104.0,-1.5015242443530354,,,,
41,Crc__Del_crcZ_crcY,-1.7882689479824752,1.192377471306343,2.0,105.0,-0.945130752287692,106.0,-2.6314071436772584,,,,
42,FinR__Control,-9.44224346858628e-10,0.5791036352329055,3.0,107.0,-0.6653692807995047,108.0,0.2750321333256802,109.0,0.3903371446411515,,
43,FinR__Del_finR,2.670610866667721,0.9415500552145303,3.0,110.0,3.422778495719308,111.0,2.974379536015945,112.0,1.6146745682679104,,
44,FleQ__Del_fleQ,-4.473078768843555,1.1879090476365461,3.0,113.0,-3.667686939719437,114.0,-5.837354584735632,115.0,-3.914194782075596,,
45,FleQ__OE_wspR,-1.1255620856065274,1.0972041758002387,3.0,116.0,-0.8268666669273046,117.0,-0.2086346013218503,119.0,-2.341184988570427,,
46,FleQ__Control,-3.3969096054538756e-10,0.5782830838595826,3.0,118.0,0.3957815748411913,120.0,-0.6636471981261205,121.0,0.2678656222658563,,
47,Fuel__Butanol,18.46431090294787,1.4892920693865828,2.0,122.0,19.517399424378468,123.0,17.41122238151727,,,,
48,Fuel__Control,1.4515839918960438e-10,0.2549835956195448,2.0,124.0,-0.1803006294087502,125.0,0.180300629699067,,,,
49,Fuel__Isopentanol,17.977317374715085,1.0760665923244233,2.0,126.0,18.738211359155983,127.0,17.216423390274183,,,,
50,Glycolaldehyde__Glycolaldehyde,8.313712635643263,2.1351460622336917,2.0,128.0,6.8039363762140646,130.0,9.82348889507246,,,,
51,Glycolaldehyde__Control,-1.7871060187246712e-10,1.1895655076914575,2.0,129.0,0.8411498369755371,131.0,-0.8411498373329583,,,,
52,HNS_protein__Control_ex,-3.580236523914593e-10,0.2864252605943054,2.0,132.0,-0.202533244427381,147.0,0.2025332437113337,,,,
53,HNS_protein__Del_turB_ex,1.3939452509921526,4.250260990283773,2.0,133.0,4.39933361903446,134.0,-1.6114431170501544,,,,
54,HNS_protein__WT_pCAR1_ex,-0.3931117918739077,0.852959182366182,2.0,135.0,-0.996245013800368,140.0,0.2100214300525526,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,-5.021195568050243,0.6467708782097119,2.0,136.0,-4.563859494194177,138.0,-5.478531641906309,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,-5.515128222248148,2.5552201735831614,2.0,137.0,-3.7083147100828273,139.0,-7.3219417344134685,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,-3.4189467746128903,1.5916203568975034,2.0,141.0,-2.293501227176113,143.0,-4.544392322049668,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,-7.661839928404611,1.6852727012864663,2.0,142.0,-6.470172173176379,146.0,-8.853507683632841,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,-6.698878041016729,3.232787726745383,2.0,144.0,-4.412951917298425,145.0,-8.984804164735033,,,,
60,HNS_protein__WT_Del_turA_ex,6.357925284837538,0.6737723548037136,2.0,148.0,6.834354285895273,149.0,5.881496283779804,,,,
61,Mobile_gene__2737_exp,-5.122122032075183e-10,0.5784684215855338,4.0,150.0,0.6698256865001249,151.0,0.2928656764167918,152.0,-0.5363595784852735,153.0,-0.426331786480492
62,Mobile_gene__2737_reg,1.3390573172097282,0.7559016380474164,4.0,154.0,1.370200006166502,155.0,0.420788057507894,156.0,2.2707173053771776,157.0,1.2945238997873398
63,Mobile_gene__3227_exp,1.2161482258205476,1.3887549369064518,4.0,158.0,-0.0388227605864421,159.0,0.0750877413673486,160.0,2.552847438575818,161.0,2.275480483925466
64,Mobile_gene__3227_reg,0.6425639131677615,1.3786483102639235,4.0,162.0,2.67071301770184,163.0,-0.1066158130844246,164.0,-0.320551045292699,165.0,0.3267094933463296
65,Mobile_gene__mfsR_exp,24.94635623593696,6.030042787283325,2.0,166.0,20.68247209020389,167.0,29.21024038167003,,,,
66,Mobile_gene2__Condition1,0.2777682064435074,1.2348528160220915,2.0,168.0,1.1509410064200325,169.0,-0.5954045935330177,,,,
67,Mobile_gene2__Condition2,4.665304115247793e-10,0.9393634852371864,4.0,170.0,0.9767370501431484,171.0,-1.267516116608571,172.0,-0.0034772988027719,173.0,0.2942563671343163
68,Muconate__CJ522_fructose,-4.825150876018432,3.169045961866629,3.0,174.0,-8.484377646745427,175.0,-3.015459556796618,176.0,-2.975615424513251,,
69,Muconate__CJ522_fructose_glucose,-9.782785516169406,2.640028624233754,3.0,177.0,-6.814040121029466,178.0,-10.667438094933852,179.0,-11.866878332544903,,
70,Muconate__CJ522_fructose_glucose_gluconate,-4.269054502008114,3.8785051866903895,3.0,180.0,-7.737532540097471,181.0,-4.988394003747538,182.0,-0.0812369621793325,,
71,Muconate__CJ522_glucose_gluconate,-5.239273927507345,0.8534571178130803,3.0,183.0,-4.943683045290242,184.0,-4.572908097915556,185.0,-6.20123063931624,,
72,Muconate__CJ522_gluconate,-8.009631697453456,2.2303042980665295,3.0,186.0,-9.323612451476675,187.0,-5.4344786069275655,188.0,-9.270804033956123,,
73,Muconate__CJ522_glucose,-13.880476040938637,0.34642621630244674,3.0,189.0,-13.497475525738013,190.0,-14.1719466809463,191.0,-13.972005916131597,,
74,Muconate__GB032_fructose,-5.326064815967467,0.23715911826050035,3.0,192.0,-5.167112926196868,193.0,-5.212421186682086,194.0,-5.598660335023445,,
75,Muconate__GB032_fructose_glucose,-5.717784795389974,1.8359160464218962,3.0,195.0,-3.650869976144889,196.0,-6.343216376175422,197.0,-7.159268033849612,,
76,Muconate__GB032_fructose_glucose_gluconate,-6.385566419377039,2.7511739696867923,3.0,198.0,-3.690940360787988,199.0,-9.190000244886418,200.0,-6.275758652456711,,
77,Muconate__GB032_glucose_gluconate,-7.233326329322881,0.30981817302663445,3.0,201.0,-6.894478309716442,202.0,-7.502117411359097,203.0,-7.303383266893102,,
78,Muconate__GB032_gluconate,-6.997466822659742,1.6731013916199293,3.0,204.0,-6.514287042361336,205.0,-5.619127318800172,206.0,-8.858986106817719,,
79,Muconate__GB032_glucose,-14.849164046675613,0.8255514617362578,3.0,207.0,-13.902621448479549,208.0,-15.420302849701423,209.0,-15.22456784184587,,
80,Muconate__GB045_fructose,-10.464230285964684,1.1807941718930204,3.0,210.0,-10.480225783034037,211.0,-9.27551962379196,212.0,-11.636945451068058,,
81,Muconate__GB045_fructose_glucose,-13.757503850536104,6.936078657972899,2.0,213.0,-8.852955596640179,214.0,-18.66205210443203,,,,
82,Muconate__GB045_fructose_glucose_gluconate,-10.226359639199549,1.4009391325802767,3.0,215.0,-11.490001492772985,216.0,-8.719874546793879,217.0,-10.469202878031778,,
83,Muconate__GB045_glucose_gluconate,-8.821939632445792,1.852590301528992,3.0,218.0,-10.17748584732931,219.0,-6.7110016113233,220.0,-9.577331438684771,,
84,Muconate__GB045_gluconate,-8.382782434108506,0.4149194024288551,3.0,221.0,-8.435073271670921,222.0,-7.944196278078682,223.0,-8.76907775257592,,
85,Muconate__GB045_glucose,-9.32749913774344,0.12097773181912755,3.0,224.0,-9.314772082562268,225.0,-9.21338806989618,226.0,-9.454337260771869,,
86,Muconate__GB062_fructose,-9.65979310543066,5.544632322548813,3.0,227.0,-6.238314376771147,228.0,-6.6840561736237465,229.0,-16.05700876589709,,
87,Muconate__GB062_fructose_glucose,-3.100464505070813,1.6418415510188098,3.0,230.0,-3.683672989869933,231.0,-1.2466360226546065,232.0,-4.371084502687898,,
88,Muconate__GB062_fructose_glucose_gluconate,-6.527945592266867,1.0462878950713486,3.0,233.0,-5.32575591653564,234.0,-7.23283516529168,235.0,-7.025245694973283,,
89,Muconate__GB062_glucose_gluconate,-9.168567789937079,1.1330313507123093,3.0,236.0,-8.039711380102222,237.0,-9.160263556295252,238.0,-10.30572843341376,,
90,Muconate__GB062_gluconate,-4.923776051791912,2.092054402349864,3.0,239.0,-2.7204585002688635,240.0,-6.883185052126014,241.0,-5.1676846029808585,,
91,Muconate__GB062_glucose,-9.36363775545854,3.8750335233209676,3.0,242.0,-5.51823464715654,243.0,-9.305041500632482,244.0,-13.2676371185866,,
92,Muconate__KT2440_fructose,-0.6145357170720918,1.3016818768369622,3.0,245.0,-1.31623020362953,246.0,0.8874389492736683,247.0,-1.4148158968604136,,
93,Muconate__KT2440_fructose_glucose,-8.243188547888716,2.368747043652458,3.0,248.0,-8.55110948524705,249.0,-5.735539255455538,250.0,-10.442916902963557,,
94,Muconate__KT2440_fructose_glucose_gluconate,-10.504597699554731,9.756283205842163,3.0,251.0,-14.431808507198804,252.0,0.6032858850118363,253.0,-17.68527047647723,,
95,Muconate__KT2440_glucose_gluconate,-8.395638147936575,0.9477563822569829,3.0,254.0,-9.10501475382653,255.0,-7.319263775172539,256.0,-8.762635914810657,,
96,Muconate__KT2440_gluconate,-5.451995432179307,2.449104805269731,3.0,257.0,-8.035584894462941,258.0,-3.164252175772249,259.0,-5.156149226302729,,
97,Muconate__KT2440_glucose,6.513830956104508e-10,2.5811652943513486,3.0,260.0,0.3936445925351216,261.0,2.3617314423168363,262.0,-2.7553760328978085,,
98,Multistress__Control,-1.108258670020253e-10,2.3748616070870248,3.0,263.0,0.1626296369116277,264.0,2.2893668035464376,265.0,-2.451996440790543,,
99,Multistress__NaCl_7min,15.216782734747232,2.694805705656477,3.0,266.0,17.286702098560156,268.0,16.193924730620232,270.0,12.169721375061307,,
100,Multistress__NaCl_60min,-4.721097563808242,0.6862571959740771,3.0,267.0,-4.180174627701937,269.0,-5.493057508351407,271.0,-4.4900605553713815,,
101,Multistress__Imipenem_7min,5.632756505289739,7.859199776758729,3.0,272.0,-3.30747168992864,274.0,11.452411633794693,276.0,8.753329572003166,,
102,Multistress__Imipenem_60min,7.202807011504003,4.4394442917532055,3.0,273.0,11.630660238422806,275.0,7.225899054700972,277.0,2.751861741388231,,
103,Multistress__H2O2_7min,5.291028226482029,6.725676042640097,3.0,278.0,-0.4879352624208051,280.0,12.6735494739858,282.0,3.687470467881093,,
