locus,gene_weight,gene_name,gene_product,cog,operon,regulator,AcoR,link
BSU_08070,0.2741205781207608,acoB,acetoin dehydrogenase E1 component (TPP-dependent beta subunit),Energy production and conversion,Op635,"SigL,AcoR,Fnr,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08070
BSU_08060,0.27348529167834945,acoA,acetoin dehydrogenase E1 component (TPP-dependent alpha subunit),Energy production and conversion,Op635,"SigL,AcoR,Fnr,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08060
BSU_08080,0.241832677187764,acoC,acetoin dehydrogenase E2 component (dihydrolipoamide acetyltransferase),Energy production and conversion,Op635,"SigL,AcoR,Fnr,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08080
BSU_08090,0.20963831218439646,acoL,acetoin dehydrogenase E3 component (dihydrolipoamide dehydrogenase),Energy production and conversion,Op635,"SigL,AcoR,Fnr,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08090
