,A,AcoR
SRX5278703,2.0455054900997633,-2.419362968579326
SRX5278704,7.062418559475452,-2.9569282277397573
SRX5278705,6.144976460842887,-3.045983005880286
SRX5278707,1.394610836733447,-2.4968781563116442
SRX5278708,1.1200914105160502,-2.1241131098187065
SRX5278709,0.3947389182905516,-2.6541885593047794
SRX5278710,3.0803574948825347,-2.6377659476860806
SRX5278711,3.431086574421351,-2.5170835760361165
SRX5278713,2.896300457973055,-2.08716029186176
SRX5278714,2.930927079680205,-2.019853412810209
SRX5278715,2.7388016377705067,-0.7065996662371026
SRX5278716,-0.1718503065671872,-1.5687641637806928
SRX5278717,-1.1704243592999322,0.20834765549332168
SRX5278718,-1.2550969261125684,-1.4859666818917523
SRX5278719,1.10847582741395,-0.5447116698034549
SRX5278720,-1.092187895356604,1.0594407337025045
SRX5278721,0.2306102629714696,0.02364062222676377
SRX1254783,19.38412547138142,-0.09351470866279676
SRX1254784,20.110570321219505,0.37059893934241295
SRX1254785,17.877794173896643,0.030338584279616217
SRX1254786,19.05075076433693,0.5076680179836925
SRX1473807,-0.2093546562566484,0.2433986483009436
SRX1473808,0.3392379999148857,-0.5131927088501471
SRX1473809,-0.12988334365823115,0.2697940605492031
SRX7520944,-0.40015451055598,0.06409759848276231
SRX7520945,-0.330779649077495,0.13042450242278747
SRX7520946,0.457718641619905,-0.2108013857616573
SRX7520947,0.2732155180135652,0.016279284856107527
SRX7520948,12.164086452770116,-0.9019851489765608
SRX7520949,12.141597668464565,-0.8698071350106638
SRX7520950,15.754382065336184,0.4192917486411254
SRX7520951,15.730929515151765,0.5749487349812927
SRX959206,-2.2004521668311336,-0.11646360677345592
SRX959207,-2.035465773839961,0.6560346787928557
SRX959208,-2.7869384383451137,0.3443094384889145
SRX959209,-1.2369574806373806,-0.00977611392224853
SRX959210,-0.6146113862551179,-0.1859424022980627
SRX959211,-0.6260084278557829,-0.6860828161366488
SRX959212,0.2833969783904769,-0.0623972565764106
SRX959213,-0.06138511611395823,0.7463613824376809
SRX959214,0.4734294935895431,0.0940952473779606
SRX959215,-1.3023059976606235,-0.23033683324903495
SRX959216,-0.5010768963206431,-0.4830980990686222
SRX959217,1.1079415381152369,-0.0646244409215706
SRX3269802,0.028226717088361494,-0.4267358390323075
SRX3269803,-0.028226717088370244,0.4267358390323084
SRX3269804,4.134357629914167,-1.4539560251971908
SRX3269805,0.5367824076190401,-1.7618761630599349
SRX3269806,-0.17852108259013505,-0.3680503979304235
SRX3269807,17.06655695236643,4.346583539943732
SRX3269808,13.167454086690768,2.357196348035062
SRX3269809,13.538640897781852,2.092183038908482
SRX3269810,9.644975935296113,1.3362508938836903
SRX3269811,11.263605301234666,0.0413391599364461
SRX2529102,-0.059252708760449614,1.3260707855976321
SRX2529103,0.0592527087604449,-1.3260707855976328
SRX2529104,-0.38858815917613904,2.7571075383763777
SRX2529105,-0.3301546261081573,2.48410810239048
ERX1981712,-2.420503352597521,4.635616138144781
ERX1981713,-2.0886099805891374,4.694517444836022
ERX1981714,-1.3609761209675226,4.96588814462036
ERX1981715,-0.14236494903075364,-0.5180017488902569
ERX1981716,0.09688644732254346,0.1869629798305259
ERX1981717,0.045478501708197,0.3310387690597296
ERX2274784,-0.5213815284352711,-1.1765453221693067
ERX2274785,0.2846442267705667,1.7943825266852196
ERX2274786,0.4625817088667956,1.3902100061784193
ERX2274787,1.959825327193344,2.3172059083013554
ERX2274788,1.404498864428507,2.1851413689966868
ERX2274789,-0.004995642103169583,2.491467903150202
ERX2274790,0.023170321501655447,-1.2984445059841927
ERX2274791,-1.3152760223147633,0.993712288381796
ERX2274792,0.11799246430759865,1.7749731463763645
ERX2274793,-0.31471559989430953,1.7704682974955723
ERX2274794,0.28887559656874706,1.3645561715649732
ERX2274795,1.1384814822935805,2.176964145829165
ERX2274796,-0.008132815411348469,-0.9379160070763084
ERX2274797,1.1075685016475592,-0.2327689357716336
ERX2274798,-1.0994356862362311,1.1706849428479424
ERX2274799,1.9497563453430216,2.287260675934608
ERX2274800,1.1282870218019214,2.2816772713402282
ERX2274801,0.0222176960975162,2.076701763693954
ERX1819430,0.1449186461066909,-1.1255170169680624
ERX1819431,0.4902518528238297,-0.598000807007693
ERX1819432,0.5983664281893012,-0.29717353232461896
ERX1819433,-0.08904700110229809,-0.4059687628360629
ERX1819434,-0.4551025114559588,-0.3817888183897531
ERX1819435,-1.5377248619740158,-1.2598673494997303
ERX1819436,-0.4217521103853401,-0.5073230328994089
ERX1819437,-2.1016053479673618,-0.7839935021053672
ERX1819438,0.9178388951249454,1.6518871102359989
ERX1819439,-0.9482654860317032,-0.6954490673772981
ERX1819440,0.8567158583013496,1.3909887738802875
ERX1819441,-0.6157870647731827,-0.4370428956033292
ERX1819442,-0.4627363836689816,-1.2700982918462462
ERX1819443,0.7148923549778238,0.6142010400976416
ERX1819444,-0.4901162516516242,-1.7542280045544287
ERX1819445,0.8090192666798831,0.7367360646039152
ERX3440914,-0.4123923285432723,0.3113142571048746
ERX3440915,-0.15400663600945674,-0.22487901380384834
ERX3440916,0.8904795086048561,-0.4112052215246358
ERX3440917,1.0960900161673723,-0.11310252501064788
ERX3440918,11.144078495626765,1.8982747554376715
ERX3440919,14.132926077021802,1.9226911273995304
ERX3440920,14.785936171440644,2.142109785960188
ERX3440921,9.468689315946763,1.0333405442016328
ERX3440922,9.0942052399184,1.1400121168700812
ERX3440923,3.2584480648051763,0.5556836613734859
ERX3440924,3.705436318676639,0.5511630406760366
ERX3440925,-0.2222032791294264,-0.11310348416169005
ERX3440926,3.7171647817872966,0.3422837243231891
ERX3440927,4.712279863468362,0.5680655372708197
ERX3440928,2.6026110992983025,0.3810544381827352
ERX3440929,-5.901808054428713,-0.7155386884964949
ERX3440930,-2.5587021722470857,-0.33636346123561545
ERX3440931,11.704964993761466,1.9770474864533485
ERX3440932,5.886495695875219,0.7238156466546863
ERX3440933,11.008978981348418,1.983785100601449
ERX3440934,10.269459987174333,1.3241587021452803
ERX3440935,11.064824608507758,1.4181700526989385
ERX3440936,0.6345956076727051,-0.19821077294318454
ERX3440937,10.335507616500415,1.347398606251561
ERX3440938,-1.6820312950323852,0.0721272525824963
ERX3440939,-0.7057319320278694,0.11810799951576455
ERX3440940,1.8330275721471312,-0.4679016397041842
ERX3440941,-0.6147842666502554,-0.4506978074706201
ERX3440942,0.1150314032748748,-0.9444432179226716
ERX3440943,-0.9795683709475448,-0.4406624399979151
SRX5347612,-0.907478502056688,-0.2047940127372572
SRX5347613,0.12802608266547452,-0.1814625880175047
SRX5347614,0.7794524193912018,0.3862566007547623
SRX5347615,-0.7699315365180075,-0.8562085485666446
SRX5347616,-0.2604366343495498,-0.37290362764839546
SRX5347617,0.426932172901611,-0.7813147534798057
SRX5347618,0.4688647599446804,-1.0666847385488714
SRX5347619,-1.448435532403714,0.913478485560986
SRX5347620,-0.3988585354568997,-0.7472417124608581
SRX5347621,0.19172859681631668,-1.6281865034345373
SRX5347622,0.6422241942850094,-1.1874263512521028
SRX5347623,-0.7917440607953516,-1.1420783953798588
SRX8170783,2.5451292275696478,-1.0412306620492302
SRX8170784,-1.8301130492507225,0.04906592650141661
SRX8170785,-0.7150161783189187,0.9921647355478154
SRX8170786,-0.2607735677602466,-0.14740839080366275
SRX8170787,0.4071019343304478,0.25247492408676475
SRX8170788,-0.14346398052612666,0.8231341068892339
SRX5177009,9.291299698047963,4.520526982439935
SRX5177010,10.310030672622783,4.297445414232441
SRX5177011,9.70070264412106,2.4773200781492632
SRX5177012,12.955130778828574,3.165419182169756
SRX7354731,-0.027353653068036964,0.07324266035961857
SRX7354732,0.027353653068052677,-0.07324266035961857
SRX7354733,20.763436151728712,3.167793718815004
SRX7354734,20.78079767523118,3.6784236381351576
SRX7354735,-1.2029752799780118,1.8828563626916504
SRX7354736,-1.5314040677691372,2.074005970258248
SRX7354737,7.469403661692696,2.4496198915498693
SRX7354738,7.285152620539099,2.466756768480248
SRX2508581,0.012087200365045877,-0.09606431014583627
SRX2508582,0.655147843723477,-0.18045101926403276
SRX2508583,0.5147064432756949,-3.7859374014781784
SRX2508584,0.01330916931970356,-3.0465623518282996
SRX2508585,0.1303328361640969,0.04839486036096652
SRX2508586,0.606645120932246,-0.12285045224428436
SRX2508587,1.020725216345172,-3.77141703631002
SRX2508588,0.7938278843444881,-3.6650192803777233
SRX2508589,-0.1424200365291507,0.04766944978487153
SRX2508590,0.4804860568291027,-0.16334962432674338
SRX2508591,1.268197896567152,-1.3291749746792174
SRX2508592,1.1696250237146857,-0.6285798571088641
SRX1736086,7.266249284394952,0.17317297454744462
SRX1736087,-6.636037241475517,-0.23026314126882766
SRX1736088,-0.6302120429193888,0.057090166721383014
SRX1736089,-4.052872892690714,-2.9961656020197878
SRX1736090,-2.768078439134251,-3.85273568494494
SRX1736091,-4.490596055581959,-2.8405593921079713
SRX1736092,-5.7293627142688965,-0.0873521848371146
SRX1736093,-6.605884689932988,-0.2994827394070221
SRX1736094,12.813828743745962,0.5722521851112843
SRX1736095,-3.424772309459367,-3.0065109235527068
SRX1736096,-3.250066094375025,-3.1534190920640035
SRX1736097,2.8032604915763963,-2.520337726054367
SRX7176371,0.2635052839934621,0.23435792264274105
SRX7176372,0.10205855117396367,0.1291608848126522
SRX7176373,-0.3655638351674286,-0.3635188074553968
SRX7176374,-0.7512776968946474,-0.058841491436329114
SRX7176375,0.1021026504099555,0.05374464200212081
SRX7176376,0.18465525140440825,-0.3929942635370365
