,-0.09014290136363635,-0.07211432109090908,-0.05408574081818181,-0.036057160545454534,-0.01802858027272726,1.3877787807814457e-17,0.018028580272727288,0.03605716054545456,0.054085740818181835,0.07211432109090911,0.09014290136363638,0.10817148163636366,0.12620006190909094,0.1442286421818182,0.1622572224545455,0.1802858027272728,0.19831438300000004,0.21634296327272728,0.23437154354545459,0.2524001238181819
thresh,-0.09915719149999999,0.09915719149999999,2,,,,,,,,,,,,,,,,,
unreg,0,2,12,78,469,1764,426,44,7,0,2,1,0,1,0,0,0,0,0,0
PurR,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,6,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['pbuG'],[],['guaC'],[],[],[],[],[],[]
PurR_genes,[],[],[],[],[],[],[],[],['folD'],['purB'],[],[],['purA'],[],[],[],['purE' 'purS' 'purK' 'purD' 'purC'],['purQ' 'purH' 'purM' 'purN' 'purF' 'purL'],[],[]
