,0
gene_id,Rv1706A
name,Rv1706A
operon,Op1067
gene_product,hypothetical protein
cog,No COG annotation
regulator,"tcrA,Rv1353c"
link,"<a href=""https://mycobrowser.epfl.ch/genes/Rv1706A"">Mycobrowser</a>"
