,-0.04950134456125113,0.0,0.04950134456125113,0.09900268912250226,0.1485040336837534,0.19800537824500453,0.24750672280625566,0.29700806736750685,0.34650941192875795,0.39601075649000905,0.44551210105126016,0.49501344561251137,0.5445147901737625,0.5940161347350136,0.6435174792962648,0.6930188238575159,0.742520168418767,0.7920215129800181,0.8415228575412692,0.8910242021025204
thresh,-0.0742520168418767,0.0742520168418767,1,,,,,,,,,,,,,,,,,
unreg,87,4021,101,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,[],[],[],['ybbD'],[],[],[],[],[],[],[],[],[],['yjbS'],[],[],[],[],[],[]
