locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4621,0.5753119680000001,yjbS,uncharacterized protein YjbS,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10607
b0501,0.0755446043,ybbD,putative uncharacterized protein YbbD,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11770
