,A,TrpR
R2,,0.20837747722012967
xmin,,-3.923043916000001
xmid,,
xmax,,1.8097562590000005
ystart,,-8.838072507583433
yend,,2.398063670256274
control__wt_glc__1,0.0114984575769507,0.04018166700000059
control__wt_glc__2,-0.0114984575769358,-0.0401816669999997
fur__wt_dpd__1,0.987582245384885,0.4186524579999995
fur__wt_dpd__2,0.3776001345565564,0.2601825729999998
fur__wt_fe__1,0.8389584684541689,0.21086929600000026
fur__wt_fe__2,0.4053296578081871,0.28591308899999923
fur__delfur_dpd__1,0.4004390078582504,0.07536453500000029
fur__delfur_dpd__2,1.2965181757786848,-0.25588145399999984
fur__delfur_fe2__1,0.8764316099719154,0.25737557199999994
fur__delfur_fe2__2,0.7618168599755683,0.34672165799999893
acid__wt_ph5__1,0.2325563340873836,0.6395926960000002
acid__wt_ph5__2,-0.1776955213854579,0.623850215
acid__delgadx_ph5__2,0.222207566080636,0.3278787020000005
acid__delgadw_ph5__1,0.2291528192351902,0.4845188130000002
acid__delgadw_ph5__2,-0.0952203875442685,0.4555754990000001
acid__delgade_ph5__1,0.1323856337823952,0.649959591
acid__delgade_ph5__2,0.3815721248178321,0.5456525529999992
oxidative__wt_pq__1,-3.075917934326664,-0.048299025000000384
oxidative__wt_pq__2,-2.973424933263102,0.0596897779999992
oxidative__deloxyr_pq__1,-1.874200253855255,0.18756160399999988
oxidative__deloxyr_pq__2,-2.3495101956427984,0.220839904
oxidative__delsoxr_pq__1,-3.2540209198356824,-0.22463060000000026
oxidative__delsoxr_pq__2,-3.219384353195825,-0.2255735329999995
oxidative__delsoxs_pq__1,-2.6109443902513334,0.03147592599999971
oxidative__delsoxs_pq__2,-2.9592946480538616,0.0135427779999997
nac_ntrc__wt_csn__1,0.313250031164935,0.15462838599999973
nac_ntrc__wt_csn__2,0.1402217441290136,0.07094665099999986
nac_ntrc__wt_cytd__1,-0.3963459063893038,-0.01412052399999997
nac_ntrc__wt_cytd__2,-0.7907919135043907,-0.031893141000000284
nac_ntrc__wt_gln__1,-1.4877199953417122,0.01525735200000078
nac_ntrc__wt_gln__2,-1.2202840741483525,-0.01032018999999984
nac_ntrc__bw_delnac_csn__1,2.621508948616718,0.9102398349999996
nac_ntrc__bw_delnac_csn__2,2.8801480462583164,1.1826665279999995
nac_ntrc__bw_delnac_cytd__1,1.78294714894476,0.8114553760000014
nac_ntrc__bw_delnac_cytd__2,2.2043310648254923,0.5854863589999999
nac_ntrc__bw_delnac_gln__1,0.3410042592421605,0.938030112999999
nac_ntrc__bw_delnac_gln__2,-0.0599198816572925,0.7007338629999991
nac_ntrc__bw_delnac_nh4__1,1.790500682172991,0.4680088870000008
nac_ntrc__bw_delnac_nh4__2,2.042008995678357,0.3862446329999996
misc__wt_no_te__1,3.1759188941533028,0.330977517
misc__wt_no_te__2,1.349171334810209,0.379581644
misc__bw_delcbl__1,2.560525994725249,0.11692167600000135
misc__bw_delcbl__2,2.1398730432419883,0.09532101499999968
misc__bw_delfabr__1,2.8602589570693118,-0.12090830700000055
misc__bw_delfabr__2,3.0916878002727195,0.17050634499999973
misc__bw_delfadr__1,2.5066451700647328,0.16322244799999908
misc__bw_delfadr__2,2.135362498597344,0.2441235910000001
misc__nitr_031__1,0.4747006902466054,0.5185735199999995
omics__wt_glu__1,0.2440703290504291,0.8306185829999997
omics__wt_glu__2,0.2536490717565047,0.8620644999999998
omics__wt_gly__1,0.9833721308727637,0.6565386639999984
omics__wt_gly__2,1.0106225630618098,0.5786303329999996
omics__wt_thr__1,2.887217425555205,-0.5631675200000004
omics__wt_thr__2,2.6529948588822707,-0.3619780560000008
omics__bw_ac__1,-2.149574006845567,0.7532736679999985
omics__bw_ac__2,-2.7570917826265338,0.7515060089999999
omics__bw_fum__1,-1.938537579762985,1.3310060450000014
omics__bw_fum__2,-1.968031470904891,1.3866446450000005
omics__bw_glc__1,-1.631981019731235,1.0980821239999985
omics__bw_glc__2,-1.5900330947184544,1.0635192829999998
omics__bw_pyr__1,-1.6915267211924487,1.0091839620000007
omics__bw_pyr__2,-2.219348454850879,0.6972835720000008
ompr__wt_nacl__1,-2.988721827880667,-0.19530594899999976
ompr__wt_nacl__2,-2.8636318312165234,-0.13809825000000053
ompr__bw_delompr_nacl__1,-0.672533148421031,-0.07991114700000068
ompr__bw_delompr_nacl__2,-0.1837548223774863,0.1732727409999999
minspan__wt_ade__1,2.1558784279612966,0.7841549879999992
