,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,0.9411926070000001,0.33135154298313446,2.0,0.0,0.7068916839999999,1.0,1.1754935300000002
1,RichMedia__BHIN_Growth_Mid,2.8710436505000003,0.37885203285771646,2.0,2.0,2.6031548090000003,3.0,3.1389324920000004
2,RichMedia__BHIN_Growth_Stat,1.6214690100000002,1.022688640867694,2.0,4.0,0.898318937,5.0,2.3446190830000004
3,RichMedia__LBv2_Growth_Late,-0.29306385799999995,0.20005354603250602,2.0,6.0,-0.4345230770000001,7.0,-0.1516046389999998
4,RichMedia__LBv2_Growth_Mid,0.0,0.389739625375329,2.0,8.0,0.2755875319999998,9.0,-0.2755875319999998
5,RichMedia__LBv2_Growth_Stat,-1.555133957,0.2922257748020182,2.0,10.0,-1.34849913,11.0,-1.761768784
6,RichMedia__MHB_Rich_Mid,-0.44260010299999997,0.02782938379827013,2.0,12.0,-0.4229217570000001,13.0,-0.4622784489999998
7,RichMedia__NBO_Rich_Mid,-0.011900189499999936,0.43599615178724477,2.0,14.0,0.2963956460000001,15.0,-0.320196025
8,Carbon__M9Na_Arabinose_Mid,-0.9744955485000001,0.394268896038843,2.0,16.0,-0.6957053385000003,17.0,-1.2532857585
9,Carbon__M9Na_Galactose_Mid,-0.9410145000000001,0.3198484309830612,2.0,18.0,-0.7148475055000001,19.0,-1.1671814945
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.6863706155000001,0.07359696496287835,2.0,20.0,-0.7384115285000001,21.0,-0.6343297025000001
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.5507172475000001,0.09181880265813981,2.0,22.0,-0.6156429455000001,23.0,-0.4857915495
12,Carbon__M9Na_GlcNAcGrowth_Stat,1.2512400755,0.16501120637565705,2.0,24.0,1.3679206185,25.0,1.1345595325
13,Carbon__M9Na_GlcNAc_Mid,-1.0870811665000002,0.3156146468083763,2.0,26.0,-0.8639079095000002,27.0,-1.3102544235000002
14,Carbon__M9Na_Gluconate_Mid,-1.0643116414999998,0.047229552718982395,2.0,28.0,-1.0309153045,29.0,-1.0977079785
15,Carbon__M9Na_Glucosamine_Mid,-1.3259668365000001,0.4599641223270844,2.0,30.0,-1.6512105865000002,31.0,-1.0007230865
16,Carbon__M9Na_Glycerol_Mid,-0.4229255260000002,0.2276371755760814,2.0,32.0,-0.5838893165000001,33.0,-0.2619617355000003
17,Carbon__M9Na_Maltose_Mid,-0.2861914260000001,0.3251093874594757,2.0,34.0,-0.0563043735000001,35.0,-0.5160784785000001
18,Carbon__M9Na_Mannitol_Mid,-0.5725657165000001,0.13916014613080072,2.0,36.0,-0.4741646335,37.0,-0.6709667995000002
19,Carbon__M9Na_Trehalose_Mid,-0.7599818975000001,0.7304863717092959,2.0,38.0,-1.2765137645000002,39.0,-0.2434500305
20,Carbon__M9Na_ethanol_Mid,-0.8570462965000002,0.11816641449794887,2.0,40.0,-0.9406025695000002,41.0,-0.7734900235000002
21,Carbon__M9Na_fructose_Mid,-0.7737451850000002,0.15259967429379373,2.0,42.0,-0.6658409205000002,43.0,-0.8816494495000002
22,Carbon__M9Na_fumarate_Mid,-0.1235289295000001,0.08983291164795348,2.0,44.0,-0.1870503905,45.0,-0.0600074685000002
23,Carbon__M9Na_glucoseGrowth_Late,-0.19749755800000002,0.039857774313388515,2.0,46.0,-0.1693138555,47.0,-0.2256812605
24,Carbon__M9Na_glucoseGrowth_Mid,-2.0122792321330962e-16,0.07013536119223912,2.0,48.0,-0.0495931895000003,49.0,0.0495931894999999
