,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,14.507033333333334,0.39963966686670804,3.0,0.0,14.5246,1.0,14.8976,2.0,14.0989,,,,,,,,,,
1,LB__LBtran,12.279333333333332,0.08336584032643958,3.0,3.0,12.3331,4.0,12.3216,5.0,12.1833,,,,,,,,,,
2,LB__LBstat,13.464433333333334,0.3073203757210601,3.0,6.0,13.5615,7.0,13.711500000000001,8.0,13.1203,,,,,,,,,,
3,LB__LBGexp,14.250833333333333,0.40955728943986985,3.0,9.0,14.3783,10.0,13.7927,11.0,14.5815,,,,,,,,,,
4,LB__LBGtran,13.1833,0.24777021612776534,2.0,12.0,13.0081,13.0,13.3585,,,,,,,,,,,,
5,LB__LBGstat,14.247533333333331,1.3752154752377297,3.0,14.0,15.1148,15.0,14.9659,16.0,12.6619,,,,,,,,,,
6,Life Cycle__S0,14.231366666666666,0.9562090897566982,3.0,17.0,13.1287,18.0,14.7334,19.0,14.832,,,,,,,,,,
7,Life Cycle__S1,14.597133333333334,0.284551231473936,3.0,20.0,14.8812,21.0,14.5981,22.0,14.3121,,,,,,,,,,
8,Life Cycle__S2,12.965200000000001,0.5032779649458144,3.0,23.0,13.5463,24.0,12.6691,25.0,12.6802,,,,,,,,,,
9,Life Cycle__S3,13.693950000000001,0.709723076276938,2.0,26.0,14.1958,27.0,13.1921,,,,,,,,,,,,
10,Life Cycle__S4,12.904000000000002,0.42256872813780266,3.0,28.0,13.2127,29.0,13.0769,30.0,12.4224,,,,,,,,,,
11,Life Cycle__S5,13.070500000000001,0.15900150942679828,3.0,31.0,13.0697,32.0,12.9119,33.0,13.2299,,,,,,,,,,
12,Life Cycle__S6,12.279150000000001,0.5852218065461529,8.0,34.0,12.6684,35.0,11.4305,36.0,11.9433,37.0,12.1815,38.0,11.6836,39.0,12.3284,40.0,13.0715,41.0,12.926
13,Life Cycle__S7,13.245233333333333,0.12335746160380168,3.0,42.0,13.3678,43.0,13.1211,44.0,13.2468,,,,,,,,,,
14,Life Cycle__S8,13.388449999999999,0.2335573698259162,2.0,45.0,13.2233,46.0,13.5536,,,,,,,,,,,,
15,Life Cycle__G135,14.08435,0.9215722679204275,2.0,47.0,14.736,48.0,13.4327,,,,,,,,,,,,
16,Life Cycle__G150,14.122099999999998,0.5224691282745803,3.0,49.0,13.5763,50.0,14.6176,51.0,14.1724,,,,,,,,,,
17,Life Cycle__G180,14.859266666666665,0.25930716020452144,3.0,52.0,14.5755,53.0,14.9184,54.0,15.0839,,,,,,,,,,
18,Stress Time Course__C30,15.12145,0.3981718284861452,2.0,55.0,14.8399,56.0,15.403,,,,,,,,,,,,
19,Stress Time Course__C90,12.430299999999999,0.02390020920410613,2.0,57.0,12.4472,58.0,12.4134,,,,,,,,,,,,
20,Biofilm__BI,12.8258,0.009758073580374223,2.0,59.0,12.832699999999999,60.0,12.8189,,,,,,,,,,,,
21,Biofilm__BC,11.660225,0.7651149472464902,4.0,61.0,10.9762,62.0,11.9392,63.0,12.6139,64.0,11.1116,,,,,,,,
22,Biofilm__Sw,11.70775,0.04376990975544703,2.0,65.0,11.7387,66.0,11.6768,,,,,,,,,,,,
23,Life Cycle__BT,13.262699999999999,0.885580532758032,2.0,67.0,13.8889,68.0,12.6365,,,,,,,,,,,,
24,Life Cycle__B36,12.3572,0.2629023012451586,2.0,69.0,12.5431,70.0,12.1713,,,,,,,,,,,,
25,Life Cycle__B60,12.9183,0.24720453070281617,2.0,71.0,12.743500000000001,72.0,13.0931,,,,,,,,,,,,
26,M9__M9exp,13.237566666666666,0.2978305950256518,3.0,73.0,13.5713,74.0,12.9988,75.0,13.1426,,,,,,,,,,
27,M9__M9tran,12.792700000000002,0.07319146125061328,3.0,76.0,12.713,77.0,12.8082,78.0,12.8569,,,,,,,,,,
28,M9__M9stat,11.196599999999998,0.489845557293317,3.0,79.0,11.7559,80.0,10.99,81.0,10.8439,,,,,,,,,,
29,Supplement__M+G,14.0312,0.7660607221363069,3.0,82.0,13.1478,83.0,14.5123,84.0,14.4335,,,,,,,,,,
30,Supplement__Glu,14.621866666666667,0.3111384632817578,3.0,85.0,14.3151,86.0,14.9372,87.0,14.6133,,,,,,,,,,
31,Supplement__Fru,14.7007,0.469180572914096,3.0,88.0,14.6607,89.0,15.1886,90.0,14.2528,,,,,,,,,,
32,Supplement__Mal,13.586033333333333,1.2428608704651267,3.0,91.0,12.2027,92.0,14.6086,93.0,13.9468,,,,,,,,,,
33,Supplement__G+S,13.6494,0.3717967455478869,2.0,94.0,13.3865,95.0,13.9123,,,,,,,,,,,,
34,Supplement__Pyr,14.215766666666667,0.6365012987679859,3.0,96.0,13.4867,97.0,14.6608,98.0,14.4998,,,,,,,,,,
35,Supplement__Gly,13.198066666666668,0.39596738922963554,3.0,99.0,12.9946,100.0,13.6544,101.0,12.9452,,,,,,,,,,
36,Supplement__Glucon,13.652833333333334,0.6231227032722635,3.0,102.0,13.8523,103.0,14.1518,104.0,12.9544,,,,,,,,,,
37,Stressors__aero,13.943100000000001,1.2700029881854606,3.0,105.0,15.2478,106.0,12.7109,107.0,13.8706,,,,,,,,,,
38,Stressors__nit,13.5798,0.5563368853491562,3.0,108.0,13.8307,109.0,13.9665,110.0,12.9422,,,,,,,,,,
39,Stressors__ferm,13.652733333333336,0.6109269705401236,3.0,111.0,14.0076,112.0,12.9473,113.0,14.0033,,,,,,,,,,
