,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,0.0,0.019577768688301998,2.0,0.0,0.013843573000000001,1.0,-0.013843573000000001,,,,,,,,
1,fur__wt_dpd,0.4377389545,0.22492665002181686,2.0,2.0,0.596786114,3.0,0.278691795,,,,,,,,
2,fur__wt_fe,-0.0763238945,0.08794542656718492,2.0,4.0,-0.138510702,5.0,-0.014137087000000001,,,,,,,,
3,fur__delfur_dpd,0.1902020685,0.23736150743507123,2.0,6.0,0.35804199999999997,7.0,0.022362137,,,,,,,,
4,fur__delfur_fe2,0.6113446600000001,0.0027771802678864077,2.0,8.0,0.613308423,9.0,0.6093808970000001,,,,,,,,
5,acid__wt_ph5,-0.197910573,0.042607632682356705,2.0,10.0,-0.167782427,11.0,-0.228038719,,,,,,,,
6,acid__delgadx_ph5,-0.33508366700000003,,1.0,12.0,-0.33508366700000003,,,,,,,,,,
7,acid__delgadw_ph5,-0.061560624,0.10636039421627146,2.0,13.0,0.013647532,14.0,-0.13676878,,,,,,,,
8,acid__delgade_ph5,-0.13672661,0.14513035333616225,2.0,15.0,-0.034103953,16.0,-0.239349267,,,,,,,,
9,oxidative__wt_pq,-1.0354730695,0.15164770067692296,2.0,17.0,-0.928241952,18.0,-1.142704187,,,,,,,,
10,oxidative__deloxyr_pq,-0.6874158210000001,0.005464560802989413,2.0,19.0,-0.6912798490000001,20.0,-0.683551793,,,,,,,,
11,oxidative__delsoxr_pq,-0.733142901,0.24466632989955464,2.0,21.0,-0.9061481220000001,22.0,-0.56013768,,,,,,,,
12,oxidative__delsoxs_pq,-0.49631771050000006,0.08122944656762789,2.0,23.0,-0.43887981800000003,24.0,-0.553755603,,,,,,,,
13,nac_ntrc__wt_csn,1.1831183575000002,0.013319465674188362,2.0,25.0,1.192536642,26.0,1.173700073,,,,,,,,
14,nac_ntrc__wt_cytd,0.158182184,0.06393709720070227,2.0,27.0,0.11297182900000001,28.0,0.203392539,,,,,,,,
15,nac_ntrc__wt_gln,0.333719254,0.0099319780079258,2.0,29.0,0.32669628500000003,30.0,0.340742223,,,,,,,,
16,nac_ntrc__bw_delnac_csn,1.7264669085,0.3644367051148605,2.0,31.0,1.468771243,32.0,1.984162574,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.11179743,0.042671143599229334,2.0,33.0,0.141970485,34.0,0.081624375,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.04847458150000001,0.11897900251900537,2.0,35.0,-0.035656278,36.0,0.13260544100000002,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.028252958499999994,0.16772940615981802,2.0,37.0,0.09034964200000001,38.0,-0.146855559,,,,,,,,
20,misc__wt_no_te,-0.041265159,0.06715651053482419,2.0,39.0,0.006221665,40.0,-0.088751983,,,,,,,,
21,misc__bw_delcbl,-0.525477301,0.12003604018274514,2.0,41.0,-0.610355599,42.0,-0.44059900300000004,,,,,,,,
22,misc__bw_delfabr,-0.44625029200000005,0.19653538291175973,2.0,43.0,-0.5852217940000001,44.0,-0.30727879,,,,,,,,
23,misc__bw_delfadr,-0.349941553,0.3739331003958279,2.0,45.0,-0.614352184,46.0,-0.08553092200000001,,,,,,,,
24,misc__nitr_031,0.27922762300000004,,1.0,47.0,0.27922762300000004,,,,,,,,,,
25,omics__wt_glu,0.9221302675,0.17273330952228136,2.0,48.0,1.044271162,49.0,0.7999893730000001,,,,,,,,
26,omics__wt_gly,0.308415161,0.037047797725883805,2.0,50.0,0.33461191,51.0,0.28221841200000003,,,,,,,,
27,omics__wt_thr,0.6606603935,0.03226269229340273,2.0,52.0,0.637847225,53.0,0.6834735620000001,,,,,,,,
28,omics__bw_ac,0.683779473,0.07042546518424961,2.0,54.0,0.633981149,55.0,0.733577797,,,,,,,,
29,omics__bw_fum,0.7080740765,0.05361467816272905,2.0,56.0,0.7459853790000001,57.0,0.670162774,,,,,,,,
30,omics__bw_glc,0.7299834445000001,0.06678705784825593,2.0,58.0,0.7772090260000001,59.0,0.6827578630000001,,,,,,,,
31,omics__bw_pyr,1.22789893,0.025312874202627633,2.0,60.0,1.245797835,61.0,1.210000025,,,,,,,,
32,ompr__wt_nacl,-1.250294875,0.08102304139109272,2.0,62.0,-1.193002933,63.0,-1.307586817,,,,,,,,
33,ompr__bw_delompr_nacl,0.37529072900000005,0.049396502663132016,2.0,64.0,0.410219331,65.0,0.340362127,,,,,,,,
34,minspan__wt_ade,0.931427883,,1.0,66.0,0.931427883,,,,,,,,,,
35,minspan__wt_glc,-0.0016976356666666647,0.05310208450805888,3.0,67.0,0.001393982,68.0,-0.056277988,69.0,0.049791099000000005,,,,,,
36,minspan__wt_glc_anaero,0.6248026310000001,0.027948774535633065,2.0,70.0,0.6445653990000001,71.0,0.605039863,,,,,,,,
37,minspan__wt_trp,0.5187917750000001,,1.0,72.0,0.5187917750000001,,,,,,,,,,
38,minspan__bw_delcra_glc,0.466481707,,1.0,73.0,0.466481707,,,,,,,,,,
39,minspan__bw_delcra_trp,0.7542546880000001,,1.0,74.0,0.7542546880000001,,,,,,,,,,
40,minspan__bw_delmntr,0.377417533,,1.0,75.0,0.377417533,,,,,,,,,,
41,minspan__bw_delnac_ade,1.491768101,,1.0,76.0,1.491768101,,,,,,,,,,
42,minspan__bw_delnac_glc,0.203540451,,1.0,77.0,0.203540451,,,,,,,,,,
43,cra_crp__wt_ac,0.615638964,0.015364345653381338,2.0,78.0,0.626503197,79.0,0.604774731,,,,,,,,
44,cra_crp__wt_fru,0.847153165,0.1020509701220963,2.0,80.0,0.774992232,81.0,0.9193140980000001,,,,,,,,
45,cra_crp__delcra_ac,0.1422877135,0.07419564611155806,2.0,82.0,0.194751958,83.0,0.089823469,,,,,,,,
46,cra_crp__delcra_fru,-0.15378180800000002,0.1527939667311671,2.0,84.0,-0.261823458,85.0,-0.045740158,,,,,,,,
47,cra_crp__delcra_glc,-0.2468850025,0.06182607445319703,2.0,86.0,-0.290602639,87.0,-0.20316736600000002,,,,,,,,
48,rpoB__wt_031,0.558672371,,1.0,88.0,0.558672371,,,,,,,,,,
49,rpoB__wt_044,0.449558059,,1.0,89.0,0.449558059,,,,,,,,,,
50,rpoB__wt_lb,-0.8052734065,0.16305689828985268,2.0,90.0,-0.689974768,91.0,-0.920572045,,,,,,,,
51,rpoB__rpoBE546V_031,1.361237516,,1.0,92.0,1.361237516,,,,,,,,,,
52,rpoB__rpoBE546V_044,1.3570872409999999,,1.0,93.0,1.3570872409999999,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-0.06406999000000001,0.13139143404069445,2.0,94.0,-0.15697776400000002,95.0,0.028837784,,,,,,,,
54,rpoB__rpoBE546V_glc,0.8495105430000001,,1.0,96.0,0.8495105430000001,,,,,,,,,,
55,rpoB__rpoBE672K_glc,-0.11825534050000001,0.1813730951424228,2.0,97.0,0.009994805,98.0,-0.24650548600000002,,,,,,,,
56,rpoB__rpoBE672K_lb,-0.422410976,0.023699772715910155,2.0,99.0,-0.40565270600000003,100.0,-0.439169246,,,,,,,,
57,crp__wt_fru,-0.078632064,,1.0,101.0,-0.078632064,,,,,,,,,,
58,crp__wt_glyc,-0.0749813975,0.08027263775458736,2.0,102.0,-0.018220071,103.0,-0.131742724,,,,,,,,
59,crp__delar1_glyc,0.630004308,0.08796352920789016,2.0,104.0,0.5678046999999999,105.0,0.6922039160000001,,,,,,,,
60,crp__delar1ar2_glyc,0.6162316776666668,0.15579106913233848,3.0,106.0,0.55434008,107.0,0.5008971640000001,108.0,0.7934577890000001,,,,,,
61,crp__delar2_glyc,-0.3786484426666667,0.18664034872513294,3.0,109.0,-0.561608868,110.0,-0.385802564,111.0,-0.188533896,,,,,,
62,crp__delcrp_fru,0.22317439633333333,0.26613515577986,3.0,112.0,0.438943383,113.0,-0.074211362,114.0,0.304791168,,,,,,
63,crp__delcrp_glc,0.13336779233333335,0.04119343396679708,3.0,115.0,0.118775686,116.0,0.10145668000000001,117.0,0.17987101100000003,,,,,,
64,crp__delcrp_glyc,0.38882024900000006,0.2580435199148689,3.0,118.0,0.09966667200000001,119.0,0.595679578,120.0,0.471114497,,,,,,
65,glu__glu_ale3,1.196060443,,1.0,121.0,1.196060443,,,,,,,,,,
66,glu__glu_ale4,0.897094821,,1.0,122.0,0.897094821,,,,,,,,,,
67,glu__glu_ale5,0.753726729,,1.0,123.0,0.753726729,,,,,,,,,,
68,glu__glu_ale6,0.167413164,,1.0,124.0,0.167413164,,,,,,,,,,
69,glu__glu_ale8,0.969230491,,1.0,125.0,0.969230491,,,,,,,,,,
70,glu__glu_ale9,0.5536364460000001,,1.0,126.0,0.5536364460000001,,,,,,,,,,
71,glu__glu_ale10,1.326704118,,1.0,127.0,1.326704118,,,,,,,,,,
72,42c__wt_42c,-0.23340199,,1.0,128.0,-0.23340199,,,,,,,,,,
73,42c__42c_ale1,0.035607392,,1.0,129.0,0.035607392,,,,,,,,,,
74,42c__42c_ale2,1.065652272,,1.0,130.0,1.065652272,,,,,,,,,,
75,42c__42c_ale3,1.027214455,,1.0,131.0,1.027214455,,,,,,,,,,
76,42c__42c_ale4,0.9899103480000001,,1.0,132.0,0.9899103480000001,,,,,,,,,,
77,42c__42c_ale5,0.41682402500000004,,1.0,133.0,0.41682402500000004,,,,,,,,,,
78,42c__42c_ale6,0.874069741,,1.0,134.0,0.874069741,,,,,,,,,,
79,42c__42c_ale8,0.721190442,,1.0,135.0,0.721190442,,,,,,,,,,
80,42c__42c_ale9,0.338415578,,1.0,136.0,0.338415578,,,,,,,,,,
81,42c__42c_ale10,0.51213087,,1.0,137.0,0.51213087,,,,,,,,,,
