,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.005867919184850681,,1.0,0.0,-0.005867919184850681
1,Cr__2,-0.0086293108772967,,1.0,1.0,-0.0086293108772967
2,Cr__3,-0.0138176994743213,,1.0,2.0,-0.0138176994743213
3,Cr__4,-0.008928849086533115,,1.0,3.0,-0.008928849086533115
4,Cr__5,-0.006909141102067578,,1.0,4.0,-0.006909141102067578
5,Cr__6,0.0018060356302317395,,1.0,5.0,0.0018060356302317395
6,Fe__1,-0.0178195578624395,,1.0,6.0,-0.0178195578624395
7,Fe__2,-0.03695021826278985,,1.0,7.0,-0.03695021826278985
8,Fe__3,-0.0416097662698452,,1.0,8.0,-0.0416097662698452
9,Fe__4,-0.054673089925261764,,1.0,9.0,-0.054673089925261764
10,Fe__5,-0.05404130063073216,,1.0,10.0,-0.05404130063073216
11,Fe__6,-0.05044258060107913,,1.0,11.0,-0.05044258060107913
12,Cd__1,0.0023889053093622977,,1.0,12.0,0.0023889053093622977
13,Cd__2,0.00384104617874449,,1.0,13.0,0.00384104617874449
14,Cd__3,0.008178142142112089,,1.0,14.0,0.008178142142112089
15,Cd__4,0.014585517213214846,,1.0,15.0,0.014585517213214846
16,Cd__5,0.01853571465245517,,1.0,16.0,0.01853571465245517
17,Cd__6,0.02661279140642311,,1.0,17.0,0.02661279140642311
18,Zn__1,-0.003750930018246225,,1.0,18.0,-0.003750930018246225
19,Zn__2,0.014801890847395131,,1.0,19.0,0.014801890847395131
20,Zn__3,0.0550963701407014,,1.0,20.0,0.0550963701407014
21,Zn__4,0.05916463629311339,,1.0,21.0,0.05916463629311339
22,Zn__5,0.05106431691057658,,1.0,22.0,0.05106431691057658
23,Zn__6,0.010931724834015872,,1.0,23.0,0.010931724834015872
24,Cu__1,0.0015105249793877634,,1.0,24.0,0.0015105249793877634
25,Cu__2,0.0010451079419998444,,1.0,25.0,0.0010451079419998444
26,Cu__3,0.0022144538163912913,,1.0,26.0,0.0022144538163912913
27,Cu__4,0.010908304013133877,,1.0,27.0,0.010908304013133877
28,Cu__5,0.0188789795131171,,1.0,28.0,0.0188789795131171
29,Cu__6,0.01836896905728834,,1.0,29.0,0.01836896905728834
30,Pb__1,0.007295900632353242,,1.0,30.0,0.007295900632353242
31,Pb__2,0.01449624460657598,,1.0,31.0,0.01449624460657598
32,Pb__3,0.009494680282499774,,1.0,32.0,0.009494680282499774
33,Pb__4,0.01884900199428796,,1.0,33.0,0.01884900199428796
34,Pb__5,0.035518694743011205,,1.0,34.0,0.035518694743011205
35,Pb__6,0.05181271138796379,,1.0,35.0,0.05181271138796379
