,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,,
1,AB0057_PGcoculture__AB ,0.0,0.0,4.0,3.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0
2,AB0057_PGcoculture__ABPG,0.0,0.0,4.0,7.0,0.0,8.0,0.0,9.0,0.0,10.0,0.0
3,AB5075_AZI__AZI_000,0.0,0.009641429245749823,2.0,11.0,-0.0068175200000000005,17.0,0.0068175200000000005,,,,
4,AB5075_AZI__preculture,-1.1156490282,0.7241992700744619,2.0,12.0,-1.627735243,13.0,-0.6035628134000001,,,,
5,AB5075_AZI__AZI_040,0.87799597645,0.5899207242080623,2.0,14.0,1.2951329209,18.0,0.460859032,,,,
6,AB5075_AZI__AZI_028,0.5941306375500001,0.4364931772144514,2.0,15.0,0.9027779231,19.0,0.285483352,,,,
7,AB5075_AZI__AZI_003,0.09477168385,0.20035698146221553,2.0,16.0,-0.0469020964,20.0,0.2364454641,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.21213348306666668,0.5743195276430766,3.0,21.0,0.772985876,28.0,-0.3747667985,29.0,0.2381813717,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.33333360913457e-11,0.5454117537371661,3.0,22.0,0.19344802660000002,23.0,-0.6157686904,24.0,0.4223206639,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.5249620532333333,0.39907190163710476,3.0,25.0,-0.9853015044000001,26.0,-0.2767902458,27.0,-0.31279440950000004,,
11,AB5075_VIR-O_LSO__VIR-O,1.850371707708594e-17,0.2816863171174653,3.0,30.0,-0.0975283872,32.0,-0.2199612081,34.0,0.31748959530000004,,
12,AB5075_VIR-O_LSO__LSO,-0.4496314113666666,0.19482508737935675,3.0,31.0,-0.6369094154,33.0,-0.4639369626,35.0,-0.24804785610000002,,
13,AB5075_Zinc__Control,-3.3333338982551495e-11,0.18040085814327153,3.0,36.0,0.1733349918,37.0,-0.18672100700000002,38.0,0.0133860151,,
14,AB5075_Zinc__Zinc,-2.0096817336,0.08769622601546005,2.0,39.0,-2.0716923297,40.0,-1.9476711375,,,,
15,AB5075_biofilm+abx__planktonic,0.0,3.0561742590962395,3.0,41.0,1.9786342251,42.0,1.5412867787,44.0,-3.5199210038,,
