,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-24.020843714833333,0.08068836810588063,3.0,0.0,-23.9697579565,1.0,-24.1138647143,2.0,-23.9789084737,,,,,,,,,,
1,LB__LBtran,-25.067117495900003,0.8593352840465103,3.0,3.0,-25.7380373272,4.0,-25.3647903194,5.0,-24.0985248411,,,,,,,,,,
2,LB__LBstat,-26.53245259356667,1.1652838026236523,3.0,6.0,-27.6662007389,7.0,-26.5931513835,8.0,-25.3380056583,,,,,,,,,,
3,LB__LBGexp,-21.674331515733332,0.32085987048026476,3.0,9.0,-22.0348048378,10.0,-21.5682251086,11.0,-21.4199646008,,,,,,,,,,
4,LB__LBGtran,-23.377161548300002,0.237389986726371,2.0,12.0,-23.2093014789,13.0,-23.5450216177,,,,,,,,,,,,
5,LB__LBGstat,-17.829750596566665,2.2987353749459505,3.0,14.0,-15.8706761036,15.0,-17.2582544223,16.0,-20.3603212638,,,,,,,,,,
6,Life Cycle__S0,2.729293758766667,0.3544877252381042,3.0,17.0,2.5896300153,18.0,3.1323403907,19.0,2.4659108703,,,,,,,,,,
7,Life Cycle__S1,-6.544494599633333,0.4702949490645522,3.0,20.0,-6.8581463473,21.0,-6.7715883463,22.0,-6.0037491053,,,,,,,,,,
8,Life Cycle__S2,-5.606515230199999,1.6498944817113115,3.0,23.0,-7.1707880649,24.0,-3.8826040655,25.0,-5.7661535602,,,,,,,,,,
9,Life Cycle__S3,-6.9134341041,2.691026700248821,2.0,26.0,-8.8162773322,27.0,-5.010590876,,,,,,,,,,,,
10,Life Cycle__S4,-7.0705223141,0.42178977462110684,3.0,28.0,-6.6316964885,29.0,-7.4729120972,30.0,-7.1069583566,,,,,,,,,,
11,Life Cycle__S5,-7.729393181833333,0.05877479687469831,3.0,31.0,-7.7170374735,32.0,-7.6777784837,33.0,-7.7933635883,,,,,,,,,,
12,Life Cycle__S6,-12.7593252382625,6.839751504692473,8.0,34.0,-9.5098252392,35.0,-23.5203503008,36.0,-8.9674009996,37.0,-10.0699654092,38.0,-24.0215363357,39.0,-9.8372844283,40.0,-8.4111085078,41.0,-7.7371306855
13,Life Cycle__S7,-11.733958263233333,1.206474614551564,3.0,42.0,-11.3436104453,43.0,-13.0872782905,44.0,-10.7709860539,,,,,,,,,,
14,Life Cycle__S8,-18.0371366443,6.175609568999389,2.0,45.0,-13.6703212401,46.0,-22.4039520485,,,,,,,,,,,,
15,Life Cycle__G135,-21.14895928155,0.19929730501738893,2.0,47.0,-21.0080348057,48.0,-21.2898837574,,,,,,,,,,,,
16,Life Cycle__G150,-21.927289353866666,1.1685958394037252,3.0,49.0,-22.5945078575,50.0,-20.5779385812,51.0,-22.6094216229,,,,,,,,,,
17,Life Cycle__G180,-21.037127391166667,0.5458200719269969,3.0,52.0,-21.6255326099,53.0,-20.5473384202,54.0,-20.9385111434,,,,,,,,,,
18,Stress Time Course__C30,-23.900943848399997,0.2848241989166652,2.0,55.0,-24.1023449709,56.0,-23.6995427259,,,,,,,,,,,,
19,Stress Time Course__C90,-27.11955219025,0.34217360742035924,2.0,57.0,-26.8775989121,58.0,-27.3615054684,,,,,,,,,,,,
20,Biofilm__BI,-29.35405494135,0.3458627820533962,2.0,59.0,-29.5986168599,60.0,-29.1094930228,,,,,,,,,,,,
21,Biofilm__BC,-29.49084617415,0.8530954713392681,4.0,61.0,-30.7354744829,62.0,-29.062821969,63.0,-28.8400671425,64.0,-29.3250211022,,,,,,,,
22,Biofilm__Sw,-28.537858558449997,0.9142392602503562,2.0,65.0,-29.184323339,66.0,-27.8913937779,,,,,,,,,,,,
23,Life Cycle__BT,-28.02626867235,0.14766748506468336,2.0,67.0,-28.1306853524,68.0,-27.9218519923,,,,,,,,,,,,
24,Life Cycle__B36,-25.3845387445,0.43841804752571706,2.0,69.0,-25.6945471189,70.0,-25.0745303701,,,,,,,,,,,,
25,Life Cycle__B60,-28.493392328299997,0.061345905815258395,2.0,71.0,-28.5367704343,72.0,-28.4500142223,,,,,,,,,,,,
26,M9__M9exp,0.0,0.5059517620700892,3.0,73.0,-0.0445715245,74.0,-0.48219141260000004,75.0,0.5267629371,,,,,,,,,,
27,M9__M9tran,-4.4003386827,1.1454438809025933,3.0,76.0,-4.6519453866,77.0,-5.3990628912,78.0,-3.1500077703000002,,,,,,,,,,
