,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.37280994304371734,3.0,0.0,-0.1016671282,1.0,-0.3114302899,2.0,0.4130974181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.2491502317333334,0.12976227768461884,3.0,3.0,-1.2204436714,4.0,-1.390862056,5.0,-1.1361449678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.5315290538333333,0.304391638465883,3.0,6.0,-1.2391048738000001,7.0,-1.8466208163000002,8.0,-1.5088614714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523814276895288e-12,0.35395157740500377,21.0,9.0,0.5435424409,10.0,0.0273824155,11.0,-0.0007612290000000001,12.0,-0.17206400030000002,13.0,0.1621736603,14.0,0.1347583788,15.0,-0.0680479259,16.0,-0.43672282,17.0,-0.1792230465,18.0,-0.4748367006,19.0,-0.8405660278,20.0,-0.5678860237000001,21.0,0.49066129340000003,22.0,0.23733213900000003,23.0,-0.0054232556,24.0,0.12812683260000002,25.0,0.5242493545,26.0,0.16460021760000002,27.0,0.12289280820000001,28.0,0.0846457901,29.0,0.12516569830000002
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,0.0742746246,0.4751658314230739,21.0,30.0,0.2153887793,31.0,-0.7489490026000001,32.0,-0.0222171099,33.0,0.5088627151,34.0,-0.2751731891,35.0,0.2816526359,36.0,0.762843307,37.0,0.0033805087,38.0,0.31004788510000003,39.0,0.12444134920000001,40.0,-0.24805358030000002,41.0,-0.9579249879,42.0,0.29363917910000004,43.0,0.3845197656,44.0,-0.0111851354,45.0,-0.3256935505,46.0,1.1776541549,47.0,-0.2952212705,48.0,0.2450090779,49.0,0.2316360587,50.0,-0.0948904737
5,WT_vs_Del_ccpA__THY_None_WT_exponential,5.782411586589357e-18,0.13599236276100876,3.0,51.0,-0.1487270177,52.0,0.1179998284,53.0,0.030727189300000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.788271380775,0.6496755657082101,4.0,54.0,-1.7016717276,55.0,-0.6271663146,56.0,-0.164125866,57.0,-0.6601216149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-4.7704895589362195e-18,0.11676733533224883,4.0,58.0,0.1421107204,59.0,-0.0087921645,60.0,-0.14328875700000002,61.0,0.009970201100000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.49804433410000004,0.16759825607134624,4.0,62.0,-0.5922059963,63.0,-0.2493573207,64.0,-0.5468743263,65.0,-0.6037396931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.34427084292500004,0.16002003850226207,4.0,66.0,-0.3261227937,67.0,-0.3523324618,68.0,-0.1538990782,69.0,-0.544729038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
