,-0.2728126790769231,-0.22734389923076925,-0.18187511938461542,-0.1364063395384616,-0.09093755969230777,-0.04546877984615394,-1.1102230246251565e-16,0.04546877984615372,0.09093755969230755,0.13640633953846137,0.1818751193846152,0.22734389923076903,0.27281267907692286,0.3182814589230767,0.3637502387692305,0.40921901861538434,0.4546877984615382,0.500156578307692,0.5456253581538458,0.5910941379999997
thresh,-0.295547069,0.295547069,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,116,5315,138,2,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA2785'],[],[]
