,SP5448_07395
SRX1726505,-0.015567870000000001
SRX1726506,-0.09685674030000001
SRX1726507,0.1124246103
SRX1726508,-2.1008315737
SRX1726509,-1.927467368
SRX1726510,-1.2285737124
SRX1726511,-2.1614247214
SRX1726512,-2.0559097343
SRX1726513,-2.392314146
SRX1081650,0.12685193620000002
SRX1081651,0.0269146874
SRX1081652,-0.28499623620000003
SRX1081653,0.036107366200000005
SRX1081654,0.2511682152
SRX1081655,-0.0021003095
SRX1081656,-0.0068204665000000005
SRX1081657,-0.24869041460000002
SRX1081658,-0.2300363778
SRX1081659,-0.1945677389
SRX1081660,-0.2137004995
SRX1081661,-0.0465662632
SRX1081662,0.08137059590000001
SRX1081663,0.051223712000000005
SRX1081664,0.1272754674
SRX1081665,0.400807852
SRX1081666,0.19701543500000002
SRX1081668,0.2708802825
SRX1081669,-0.0868300701
SRX1081670,-0.2115995404
SRX1081671,-0.0437076327
SRX1081672,-2.8798508336
SRX1081673,-2.639567362
SRX1081674,-2.3861747581
SRX1081675,-2.319071359
SRX1081676,-1.7657542447
SRX1081677,-2.5435489184
SRX1081678,-2.2651513302
SRX1081679,-2.4081044284
SRX1081680,-2.870596639
SRX1081681,-2.3364908944
SRX1081682,-2.4748199872
SRX1081683,-2.5500754129
SRX1081684,-2.4893343385
SRX1081685,-2.9313640319000003
SRX1081686,-2.8146255274
SRX1081687,-2.4374243248000003
SRX1081688,-3.1316079233
SRX1081689,-2.753656672
SRX1081690,-3.0172534035
SRX1081691,-3.1086645319
SRX1081692,-3.187111816
SRX1962715,-0.0693238278
SRX1962716,0.0398384933
SRX1962717,0.0294853345
SRX1962718,-0.6680593667
SRX1962719,-0.8065985262
SRX1962720,-0.7459460568
SRX1962721,-0.6297572975
SRX4892146,0.0102098529
SRX4892147,-0.0066677723
SRX4892148,-0.0176022479
SRX4892149,0.0140601673
SRX4892150,-0.0463283197
SRX4892151,-0.0909824753
SRX4892152,-0.1029173413
SRX4892153,-0.1018131615
SRX4892154,-0.1427545774
SRX4892155,-0.1020308582
SRX4892156,-0.0538994218
SRX4892157,-0.1060343234
SRX4892158,0.0076344652
SRX4892159,0.033208763
SRX4892160,-0.030432541
SRX4892161,-0.0152724598
SRX7620814,0.2775795606
SRX7620815,0.3239350811
SRX7620816,0.2822441657
SRX7620817,-0.4730866148
SRX7620818,-0.477725316
SRX7620819,-0.2407881168
SRX7620856,-0.543714224
SRX7620857,-2.4097711364
SRX7620858,-0.3344384655
SRX7620859,-2.2565989347
SRX7620860,-0.6846672500000001
SRX7620861,-2.5230616394
SRX7620862,-0.5757805181
SRX7620863,-1.410935176
SRX7620864,-0.092895288
SRX7620865,-1.4795815809000001
SRX7620866,-0.21508300130000002
SRX7620867,-1.6824978386
SRX2161502,-0.0872367419
SRX2161503,0.12967416910000001
SRX2161504,-0.0424374272
SRX2161505,-0.0393301114
SRX2161506,0.09251604470000001
SRX2161507,-0.116187416
SRX2161508,-0.14133222380000002
SRX2161509,0.0808044916
SRX2161510,-0.25925979390000004
SRX2161511,-0.10720222900000001
SRX2161512,0.0846375635
SRX2161513,-0.0811435541
SRX2161514,-1.8793071325000001
SRX2161515,-1.9982459579
SRX2161516,-1.9260117631
SRX2161517,-1.0673267775
SRX2161518,-0.9803439610000001
SRX2161519,-1.1412133801
SRX2161520,-1.6329719354
SRX2161521,-1.5915257685
SRX2161522,-1.6451195918
SRX2161523,-1.4106022518999999
SRX2161524,-1.5918880979
SRX2161525,-1.4131179109
