,PA0195.1
SRX7442752,-0.267604273
SRX7442753,0.267604273
SRX7442754,0.93930432
SRX7442755,1.502855436
SRX7442756,0.05836799
SRX7442757,-0.5076644730000001
SRX7442758,0.39854865300000003
SRX7442759,1.487212201
SRX7442761,1.126957894
SRX7874204,0.14704856400000002
SRX7874205,-0.14704856500000002
SRX7874206,-0.884565707
SRX7874207,-0.19321563600000002
SRX8639787,0.0016339170000000001
SRX8639788,-0.0016339170000000001
SRX8639789,-0.7528027460000001
SRX8639790,-0.8330677390000001
SRX8639791,-0.47067631600000004
SRX8639792,-0.286275701
SRX8639793,-3.054039292
SRX8639794,-2.948615262
SRX8639795,-2.6519028330000003
SRX8639796,-2.938167563
SRX8639797,-0.314273676
SRX8639798,0.059692911
SRX8639800,-0.641283642
SRX1156127,0.163775645
SRX1156135,-0.163775645
SRX1156136,-0.446105784
SRX1156137,-0.20627826
SRX1156138,-0.43944861100000004
SRX1156140,-0.108282079
ERX2195929,-0.308864962
ERX2195930,0.308864963
ERX2195931,0.14995579
ERX2195932,0.254055678
ERX2195933,1.490833859
ERX2195934,0.977787445
SRX4579961,-0.162269666
SRX4579962,0.10070094900000001
SRX4579963,0.061568717
SRX4579964,-1.491319105
SRX4579965,-1.865351906
SRX4579966,-1.846845379
SRX5630349,0.169659299
SRX5630350,-0.169659299
SRX5630351,-0.9667894610000001
SRX5630352,0.045044815
SRX1411278,0.065241642
SRX1411287,-0.226483807
SRX1411289,-0.7457577910000001
SRX1411279,-0.010071559
SRX1411280,-0.055170084
SRX1411281,-0.40770313
SRX1411282,0.061685262000000005
SRX1411283,-0.512590698
SRX1411284,-0.072603926
SRX1411285,-0.605115423
SRX1411286,-0.021632853
SRX1411288,-0.6052840890000001
SRX2711962,0.061802517
SRX2711963,-0.061802518
SRX2711964,-1.338620008
SRX2711965,-1.587678331
SRX2711966,-0.9479858720000001
SRX2711967,-0.807295771
ERX3558798,-0.47800791000000004
ERX3558799,-0.46470618300000005
ERX3558800,-0.11166427100000001
ERX3558801,-0.258383299
ERX3558802,-0.13754201200000002
ERX3558803,0.058099564000000006
ERX3558804,0.189649858
ERX3558805,-0.11020741
ERX3593017,-1.396179591
ERX3593018,-1.4945936420000001
ERX3593020,-0.174278287
ERX3593021,0.021368959
ERX3593022,0.152909329
SRX7058492,-0.057844122000000005
SRX7058494,-0.952360885
