,BSU09230
M9exp_1,9.7567
M9exp_2,9.4732
M9exp_3,7.4173
M9tran_1,7.6787
M9tran_2,7.609
M9tran_3,7.6486
M9stat_1,9.4269
M9stat_2,8.1278
M9stat_3,7.8902
MG-0.1_1,8.5399
MG-0.1_2,7.2766
MG-0.1_3,7.921
MG-0.2_2,7.6959
MG-0.2_3,7.8763
MG+5_1,8.2918
MG+5_2,7.682
MG+5_3,7.9532
MG+10_1,8.2538
MG+10_2,7.7578
MG+10_3,7.8067
MG+15_1,7.9129999999999985
MG+15_2,8.3078
MG+15_3,7.8077
MG+25_1,8.101
MG+25_2,7.6498
MG+25_3,7.6523
MG+45_1,7.8136
MG+45_2,7.6951
MG+45_3,7.7927
MG+60_2,7.7859
MG+60_3,8.0187
MG+90_2,7.2863
MG+90_3,7.4694
MG+120_1,7.7262
MG+120_2,7.5501
MG+120_3,7.2977
MG+150_1,7.6179999999999986
MG+150_3,7.5043
GM-0.1_1,8.0856
GM-0.1_2,7.5267
GM-0.1_3,7.7831
GM-0.2_1,8.3918
GM-0.2_2,7.9529
GM-0.2_3,7.4628
GM+5_1,7.7451
GM+5_2,7.5644
GM+5_3,7.7629
GM+10_2,7.5682
GM+10_3,7.409
GM+15_1,8.1019
GM+15_2,7.8729
GM+15_3,7.7214
GM+25_1,7.9595
GM+25_2,7.619
GM+25_3,7.807
GM+45_1,8.1598
GM+45_2,7.0862
GM+45_3,8.0259
GM+60_1,7.7295
GM+60_2,7.782
GM+60_3,7.9498
GM+90_1,7.9439
GM+90_2,8.1991
GM+90_3,7.7832
GM+120_1,8.2495
GM+120_3,8.4071
GM+150_1,7.9055
GM+150_2,7.1869
GM+150_3,7.5191
BT_1,15.2145
BT_2,14.8216
B36_1,12.8762
B36_2,12.9294
B60_1,11.9824
B60_2,11.2522
S0_1,8.7012
S0_2,8.2684
S0_3,8.7102
S1_1,8.5137
S1_2,8.1242
S1_3,7.8444
S2_1,8.353
S2_2,7.62
S2_3,7.9492
S3_1,10.639
S3_2,10.3888
S4_1,13.3224
S4_2,14.115
S4_3,13.5063
S5_1,16.1117
S5_2,16.2277
S5_3,16.2498
S6_1,16.3887
S6_2,16.447
S6_3,15.9842
S6/t_1,16.3969
S6/t_2,16.4699
S6_4,15.7822
S6_5,16.4289
S6_6,16.4398
S7_4,16.0882
S7_5,15.9188
S7_6,16.0252
S8_4,15.7141
S8_5,16.4146
G135_1,9.0068
G135_3,9.0535
G150_1,8.3307
G150_2,8.5977
G150_3,8.5012
G180_1,8.475
G180_2,8.8726
G180_3,8.1502
T-5.40H_1,11.9582
T-4.40H_1,11.0449
T-3.40H_1,9.4523
T-2.40H_1,8.2599
T-1.40H_1,7.686
T-1.10H_1,7.676
T-0.40H_1,7.4999
T0.0H_1,7.252000000000002
T0.30H_1,8.3345
T1.0H_1,8.031
T1.30H_1,8.2517
T2.0H_1,8.2734
T2.30H_1,8.1949
T3.0H_1,7.8699
T3.30H_1,8.399
T4.0H_1,8.9198
T5.0H_1,10.4219
LBexp_1,8.6329
LBexp_2,8.2836
LBexp_3,8.1151
LBtran_1,7.9675
LBtran_2,7.7265
LBtran_3,7.7045
LBstat_1,7.4714
LBstat_2,7.5228
LBstat_3,7.6586
LBGexp_1,8.2924
LBGexp_2,8.5865
LBGexp_3,8.5699
LBGtran_2,8.1479
LBGtran_3,8.5056
LBGstat_1,8.2625
LBGstat_2,8.1837
LBGstat_3,8.1586
Mt0_1,8.5721
Mt0_3,8.5208
M0t45_1,7.9642
M0t45_2,8.0394
M0t45_3,7.9898
M0t90_1,7.6758
M0t90_2,7.7871
M0t90_3,7.6583
M40t45_1,7.7674
M40t45_2,7.9098
M40t45_3,8.0805
M40t90_1,7.534
M40t90_2,7.7407
M40t90_3,8.0921
dia0_1,8.4005
dia0_2,8.2517
dia0_3,8.218
dia5_1,8.631
dia5_2,8.5174
dia5_3,8.0937
dia15_1,8.2946
dia15_2,8.4911
dia15_3,8.5769
C30_1,9.1004
C30_2,9.3735
C90_1,8.3722
C90_2,8.1428
SMM_1,8.1287
SMM_2,7.8714
SMM_3,8.1819
Salt_1,8.1197
Salt_2,8.0763
Salt_3,7.8822
M+G_1,8.601
M+G_2,7.9919
M+G_3,7.9512
Glu_1,7.761
Glu_2,7.7383
Glu_3,8.1289
Fru_1,8.1665
Fru_2,8.2085
Fru_3,7.8015
Mal_1,7.3081
Mal_2,8.1101
Mal_3,7.9412
G+S_2,13.4518
G+S_3,14.1625
Pyr_1,12.492
Pyr_2,14.4851
Pyr_3,14.0307
Gly_1,9.4073
Gly_2,10.1916
Gly_3,8.8961
Glucon_1,10.7211
Glucon_2,11.1017
Glucon_3,8.3211
BI_1,10.4096
BI_2,10.6663
BC_2,11.5448
BC/t_1,10.3347
BC/t_2,11.3887
BC_1,9.8413
Sw_1,8.0434
Sw_2,8.2647
BMM_1,7.8862
BMM_2,7.7629
BMM_3,8.3026
Heat_1,8.8953
Heat_2,8.4193
Heat_3,8.425
Cold_1,7.8152
Cold_2,7.7507
Cold_3,7.7469
Etha_1,9.3836
Etha_2,9.0988
Etha_3,9.1393
SMMPr_1,12.6068
SMMPr_2,12.0162
SMMPr_3,11.7694
HiTm_1,8.0373
HiTm_2,7.8696
HiTm_3,8.1712
LoTm_1,9.7489
LoTm_2,9.8584
LoTm_3,11.1884
HiOs_1,8.7536
HiOs_2,9.5024
HiOs_3,8.7375
Oxctl_1,8.7926
Oxctl_2,8.707
Oxctl_3,9.2464
Diami_1,8.6867
Diami_2,8.5715
Diami_3,8.8432
Paraq_1,9.3717
Paraq_2,9.2838
Paraq_3,8.07
H2O2_1,8.6539
H2O2_2,8.9955
H2O2_3,8.8893
HPh_1,8.4145
HPh_2,8.0948
HPh_3,8.4635
LPh_1,8.4941
LPh_2,8.5205
LPh_3,8.4685
LPhT_1,7.9857
LPhT_2,7.6642
LPhT_3,7.8831
aero_1,12.5537
aero_2,9.8393
aero_3,12.1064
nit_1,16.2851
nit_2,15.3936
nit_3,15.7166
ferm_1,16.1098
ferm_2,15.0143
ferm_3,16.0313
