,A,NhaR
SRX254747,-0.3088621693,-0.3848349897
SRX254748,0.9622450824000001,-0.6839739402
SRX254749,1.0337804946,-0.6761442934
SRX254750,-0.2350828901,-0.7152867851
SRX254751,0.6770118128,-0.5158981595000001
SRX254752,1.2894615572,-0.41770375870000004
SRX254753,0.8934486700000001,-0.6585378073
SRX254754,2.127592464,-0.2663187113
SRX254755,1.1065715433,-0.4014884661
SRX254756,1.6892034952000001,-0.1747285819
SRX254757,-0.6126871331,-1.3180661384
SRX254758,-1.4890722494,-1.4275524906000001
SRX254759,-1.0425258745,-1.304090758
SRX254760,1.2039320248,-0.5516533133
SRX254761,1.1564220407,-0.43027677070000003
SRX254762,1.0053464201,-0.2508608084
SRX254763,1.6827122966,-0.4729122577
SRX254764,2.0481702713,-0.4291548039
SRX254765,-0.4016116357,-0.4796895484
SRX254766,-0.6654757541,-1.0593036302
SRX254767,-1.2096663934,-1.3619050888
SRX254768,-0.9090884588,-1.4102583834
SRX254772,1.1921131854,0.1771114464
SRX254773,-0.2185557552,0.48006969400000005
SRX254774,0.0992081569,0.1790030825
SRX254775,0.0757241035,0.09273951870000001
SRX254776,0.7681393837,-1.1030122117
SRX254777,0.4367861066,0.7365243119
SRX254778,-1.2285696644,0.42617715370000003
SRX254779,-1.3770038386,-0.2269101077
SRX254780,-1.5807288697000001,-0.047741113700000004
SRX254781,0.818386872,0.8097550934000001
SRX254782,-0.3720131336,0.4569916822
SRX254783,0.7170566932,0.9827525631
SRX254784,0.7569512546,0.9316298796
SRX254785,0.079966996,0.5832816615
SRX254786,-0.4967676697,0.34080460360000003
SRX7136401,-0.4774487035,-0.1490485392
SRX7136403,0.5519445344,0.23891605600000002
SRX7136405,-1.0595788617,0.7779607746
SRX7136407,-2.7819798221000003,0.7465735956
SRX7136409,-2.3140069079,0.530352974
SRX7136411,-0.0744958309,-0.0898675168
SRX3754949,-0.21591466720000002,-0.017237868400000002
SRX3754950,0.0331109781,-0.10231355290000001
SRX3754951,0.1828036891,0.1195514213
SRX3754952,0.2066767179,-0.14416439150000002
SRX3754953,0.3810871891,-0.17506937390000002
SRX3754954,0.37826022060000003,0.1412885461
SRX3754955,-6.9240903885,-1.8571698735000002
SRX3754956,-7.0444285963,-1.959769692
SRX3754957,-7.2364182622,-1.8896015134000002
SRX3754966,-0.6000388977000001,-0.114528348
SRX3754967,-0.4924120722,-0.106947897
SRX3754969,-0.761808546,-0.0411062005
SRX1424798,0.1463673446,0.0954450803
SRX1424799,-0.1463673446,-0.0954450803
SRX1424800,-0.1871120282,0.1204917949
SRX1424801,0.2865190844,-0.048469154
SRX1424802,0.3455871079,0.3214186396
SRX1424803,0.3622333813,0.0851118648
SRX1424804,-2.2068657003,0.374166698
SRX1424805,-3.0438566218,0.31828431360000004
SRX1424806,1.5829280204,-0.0881143897
SRX1424807,2.0542644196,-0.2115588491
SRX1424808,0.1911936119,0.23473843730000002
SRX1424809,-0.3767363341,0.18108284060000002
SRX1424816,1.1658009647,-0.020016679500000002
SRX1424817,0.1905102648,-0.0272684311
SRX1424818,-3.6610876002,0.6273869566
SRX1424819,-3.5222338371,0.7311751935
SRX1424824,-3.4576798986,1.0252873044
SRX1424825,-3.4049964989,1.0141845889
SRX1424826,1.8257507129000001,0.5555993222
SRX1424827,1.5796353158,0.3696281335
SRX1424828,-2.8942655626000002,0.9589228052000001
SRX1424829,-3.0878305389,0.8688811515
SRX1424830,-3.6008611331,0.5469463874
SRX1424831,-3.2998314944000002,0.6953877036
SRX1424834,-2.3929541068,1.0524821106
SRX1424835,-2.8045431202,1.1304564471
SRX1424840,-0.62866466,0.0385443575
SRX1424841,-0.7306907547,0.1898401097
SRX1424842,-0.7907043229,0.3638965101
SRX1424843,-0.3331336129,0.1912953709
SRX1424844,-2.8659789614999998,0.6198620633
SRX1424845,-2.2811353157,0.7010828856
SRX1424846,-0.4126737534,-0.30278165100000004
SRX1424847,-0.7798982399000001,0.0051206621
SRX5060277,-0.37823063690000003,0.5473928854
SRX5060279,-4.5999288316,2.1232266998
SRX5060281,0.37823063690000003,-0.5473928854
SRX5060283,-4.1759884003,1.6123679816
SRX5936089,0.5012711849,0.0816209173
SRX5936090,0.16247138490000002,-0.0339868035
SRX5936091,0.2370015692,0.14137166810000001
SRX5936092,-0.9007441391000001,-0.1890057819
SRX5936093,2.1607699147,-0.0195942492
SRX5936094,2.3349785818,-0.5464555993
SRX5936095,2.9922695632,0.2946207322
SRX5936096,2.7851015319,0.37642737330000003
SRX5936097,2.8953449158,0.871339968
SRX5936098,2.6981000954,1.0588231883
SRX5936099,2.3148625421,0.95111546
SRX5936100,1.6751169997000002,1.0912018231
SRX5936101,2.4950054273,1.1546040633
SRX5936102,2.9737364625,0.9822226497000001
SRX5936103,2.7715613302,1.2564996031
SRX5936104,2.0007164711,1.1141862053
SRX5936105,3.2128543025,0.8312884117
SRX5936106,2.775177009,1.0186861398
SRX5936107,2.8162100445,1.0218826259
SRX5936108,3.0554573866,0.9480830276000001
SRX5936109,2.7085673338,1.040898613
SRX5936110,3.248819815,0.7787802771
SRX5936111,3.576087193,0.6987494044
SRX5936112,3.7164301516,0.6633048748
SRX5936113,3.7614644924,0.4968938297
SRX5936114,3.7188736274,0.5163105601
SRX5936115,3.8654160045,0.3200583132
SRX5936116,3.8398713444,0.4829154598
SRX5936118,4.0911839065,0.4014319608
SRX5936119,4.8799558064,0.3254685268
SRX5936121,3.7654551603,0.2029663013
SRX5936122,3.8419014488,0.029763324
SRX5936123,3.9585162893,-0.0270768082
SRX5936124,3.9651385069,0.0483052198
SRX5936125,3.8151815943000003,-0.1032693729
SRX5936126,3.7050771955,-0.08689585720000001
SRX5936128,-3.8249869819,-0.8596427093000001
SRX5936129,-3.9828019485,-0.8665360320000001
SRX5936130,-3.5352937488,-1.4820853168
SRX5936131,-4.265738869,-1.2670218245
SRX5936132,-2.9635209473,-0.6836366030000001
SRX5936133,-3.347262568,-1.2510954066
SRX5936134,-2.7740158993,-0.1108567319
SRX5936135,-3.4685149742,-0.24779397790000002
SRX5936137,-2.2728871016,-0.3923275545
SRX5936138,-3.2133596788,-0.2200222929
SRX5936139,-1.3755492244,-0.5457214608000001
SRX5936140,-0.1363009138,-0.9959765972000001
SRX5936141,-0.8880398924,-0.6737762306
SRX5936142,-0.3972437183,-0.8584925186
SRX5936143,0.23087937260000002,-0.1672039659
SRX5936144,0.4822639355,-0.1816957142
SRX8557650,0.1616068665,-0.0673111097
SRX8557651,-0.0685412673,0.044401892500000005
SRX8557652,-0.09306559930000001,0.022909217200000002
SRX8557653,-9.2895332213,0.41077270050000003
SRX8557654,-8.9005331287,0.29694628430000003
SRX8557655,-9.2357359441,0.3244771155
SRX8557656,-8.3862332093,-0.5061998879
SRX8557657,-8.6815863298,-0.5875463923
SRX8557658,-8.1478282147,-0.5474862039
SRX8557659,-6.9927445557,0.6018534601000001
SRX8557660,-6.8099426787,0.523872801
SRX8557661,-7.1645136825,0.5659125824
SRX8557662,-8.3725843206,-0.3884328701
SRX8557663,-8.8635371257,-0.07264831520000001
SRX8557664,-9.7362136329,-0.0013365739
SRX8557665,-8.4901586816,-0.2652210758
SRX8557666,-8.0640622442,-0.10064064310000001
SRX8557667,-10.0489029033,0.046780000200000005
SRX3405147,0.2701566496,0.092610254
SRX3405148,-0.1735618172,0.1659773059
SRX3405149,-0.0965948325,-0.2585875599
SRX3405150,0.9488430152,-0.0003715168
SRX3405151,-0.0012892929000000001,-0.7561010380000001
SRX3405152,1.1951124693,-0.6925389076
SRX3405153,0.9563859025,-0.3726257858
SRX3405154,1.6396206158000002,-0.17294262330000001
SRX3405155,1.3091130829,0.023951704600000002
SRX3405156,-1.0968355533,-0.8311371648
SRX3405157,-0.9495777009,0.0269470425
SRX312063,2.0879015746,0.6769614326000001
SRX312064,2.210408977,0.6746204443
SRX312065,3.4452829375,0.4731400973
SRX312066,2.2956866954,-0.3340839735
SRX312067,2.3851900494000002,-0.4698355937
SRX312068,2.0455476485,-0.0488065699
SRX312069,2.0273038754,-0.0519858616
SRX312070,0.1845550239,0.012066038000000001
SRX312071,-0.1845550239,-0.012066038000000001
SRX312072,4.3380009594,-0.2958466602
SRX312073,4.5077518943,-0.24174960920000002
SRX312074,0.1939469644,0.5037705632
SRX312075,0.1375297195,0.6481909367
SRX312076,-0.3442132397,-0.6663553859
ecoli_00001,0.2861485883,-0.038246575500000005
ecoli_00002,-0.2861485883,0.038246575500000005
ecoli_00003,-2.1209999074,-0.3157317195
ecoli_00004,-3.0915964739,-0.0247790245
ecoli_00005,0.5509925149,-0.3590409625
ecoli_00006,0.556053401,-0.4184818235
ecoli_00007,-1.923459835,0.0986529205
ecoli_00008,-1.9609699346,-0.0403350545
ecoli_00009,0.6320471266000001,-0.23839725150000002
ecoli_00010,0.5184710796,-0.2416521315
ecoli_00011,-1.8459497531,0.017990297500000002
ecoli_00012,-1.969962405,0.0157134975
ecoli_00014,-1.6910900667000002,-0.3508971535
ecoli_00015,-1.7038681289,0.0018062655
ecoli_00016,-1.6185568494,-0.0205935095
ecoli_00017,-1.407311357,0.051710755500000004
ecoli_00018,-1.7853466557000002,0.1052393335
ecoli_00019,1.8576552615000002,0.2313581385
ecoli_00020,2.1089212687,0.2956827895
ecoli_00021,2.3749762249,0.6912824495000001
ecoli_00022,2.2379577941,0.5115452315
ecoli_00023,1.709123841,-0.22171350850000002
ecoli_00024,1.2022724466,-0.1986095135
ecoli_00025,1.5963575531,0.4645468555
ecoli_00026,1.7962355467000002,0.3892299745
ecoli_00027,-1.6487126804,0.2181174405
ecoli_00028,-1.7325035027,0.2129661715
ecoli_00029,-0.7788136845,-0.1717883355
ecoli_00030,-0.8524518966,-0.09092330750000001
ecoli_00031,0.2395155321,0.45378931450000004
ecoli_00032,0.1553166352,0.45525326450000003
ecoli_00033,-2.2304600262,0.23714983150000002
ecoli_00034,-3.481015654,-0.32453516450000003
ecoli_00035,-0.5300694793,-0.3141005725
ecoli_00036,-0.40126621170000004,-0.1979565225
ecoli_00037,0.0120766733,0.5024206605
ecoli_00038,0.0162290199,0.4308521175
ecoli_00039,0.7064900005,-0.6449375295
ecoli_00040,0.3226969005,-0.7943621895
ecoli_00041,0.620687718,0.23105938950000002
ecoli_00042,0.8145691286000001,0.0754074215
ecoli_00043,-0.8819687266,-1.2411052095
ecoli_00044,-0.6329514563,-0.8926981005
ecoli_00045,-1.3000002992,-1.2633091675
ecoli_00046,-1.4430408592,-1.3252582505000001
ecoli_00047,0.34524681020000003,-0.7536165635000001
ecoli_00048,0.434011731,-0.9032662875
ecoli_00049,-1.513849042,0.39897969850000004
ecoli_00050,0.5058196764,-0.2927726445
ecoli_00051,0.6376976265000001,-0.2653131655
ecoli_00052,0.9137587549,-0.1495030585
ecoli_00053,0.9326540539,-0.050727850500000005
ecoli_00054,2.9919520308000003,0.6256039025
ecoli_00055,2.9412570181,0.5574679645
ecoli_00056,0.6542155453,-0.18647916750000001
ecoli_00057,0.42144227570000004,-0.1719135745
ecoli_00058,1.8029549433,-0.7075410375000001
ecoli_00059,2.0628375181,-0.40352272250000004
ecoli_00060,-0.0153720134,-0.3984875865
ecoli_00061,-0.2394334146,-0.3517600835
ecoli_00062,1.8669982091000001,-0.25175359950000004
ecoli_00063,1.6552362135,-0.3382717215
ecoli_00064,0.3218829989,0.37877807350000003
ecoli_00065,0.7553238076000001,0.3493777045
ecoli_00066,-0.46746081640000003,0.2025616985
ecoli_00067,-0.2246743947,0.19779214550000002
ecoli_00068,1.4240987546000001,0.45008830050000004
ecoli_00070,0.2776330858,-0.0583025995
ecoli_00071,0.3266543536,0.0579174305
ecoli_00072,0.0501073239,0.0748826915
ecoli_00073,2.2455394344,0.17121426250000002
ecoli_00074,2.4692722207,-0.0567588495
ecoli_00075,3.088648613,-0.0039490475
ecoli_00077,2.5844956396,-0.0355037265
ecoli_00078,3.0803032397,0.1476784325
ecoli_00079,1.6195451005,-0.5947702905000001
ecoli_00080,-0.3493873603,0.1463323535
ecoli_00081,0.6140793211000001,-0.5594375215
ecoli_00082,1.9577205502,-0.2775722375
ecoli_00083,1.7817468399,-0.2401505405
ecoli_00084,1.4273172603,-0.45051543250000003
ecoli_00085,1.3999854585,-0.6740896645000001
ecoli_00086,1.4451395545,-0.3375080585
ecoli_00087,1.5042736592,-0.3944079735
ecoli_00088,0.40738174450000003,0.1037632465
ecoli_00089,0.41817611990000003,0.0867008935
ecoli_00090,1.006716301,-0.28476420150000004
ecoli_00091,0.5356272571,-0.3110859285
ecoli_00092,0.2392029246,-0.18247388850000001
ecoli_00093,-0.044260976800000004,-0.1284418705
ecoli_00094,2.3681563886,-0.5622603215
ecoli_00095,3.0929622813,-0.4011527715
ecoli_00096,-0.43824292870000003,-0.0407629315
ecoli_00097,-0.006768218,0.0706532705
ecoli_00098,0.3190714866,-0.7637915735
ecoli_00099,0.3454460949,-0.4357337055
ecoli_00100,0.3139326423,0.0801698915
ecoli_00101,-0.8418436801,-0.9876908805000001
ecoli_00102,-1.68350121,-1.2310921725
ecoli_00103,0.1264631067,-0.8516769965000001
ecoli_00104,-0.7276524889,-0.9591893085000001
ecoli_00105,-0.8058161401,-0.7658780715
ecoli_00106,0.46575471430000004,-0.7745774325
ecoli_00107,0.43496887100000003,-0.8595295305
ecoli_00108,2.137899671,-0.2463807795
ecoli_00109,3.0754213417,-0.10062214650000001
ecoli_00110,-0.2387795135,-0.3607890395
ecoli_00111,-0.3057511235,-0.44438463650000004
ecoli_00112,-0.1667129762,-0.3322350375
ecoli_00113,3.0792082335,-0.4312505635
ecoli_00114,3.2022419928,-0.5069399005
ecoli_00115,2.472189561,-0.34713433650000003
ecoli_00116,-0.1291191682,0.5275678695
ecoli_00117,-0.9564963309000001,0.4804883515
ecoli_00118,-0.41846984670000004,0.5013225645
ecoli_00119,-1.8584264362,0.2750848935
ecoli_00120,-2.035169384,0.25594291150000004
ecoli_00121,-2.5284579474,0.3943216355
ecoli_00122,-1.7090108586000001,-0.11643872250000001
ecoli_00123,-1.7640357285000001,-0.0686141615
ecoli_00124,-1.0890389341,-0.0680203025
ecoli_00125,1.1932736787,-0.8914443115
ecoli_00126,-1.2175449699,-0.9714744005
ecoli_00127,-1.1063902251,-1.5011625954999999
ecoli_00128,-4.3428313154,-1.6258550194999999
ecoli_00129,2.8625824735,-0.9661582025000001
ecoli_00130,-0.5219567326,-1.1574052075
ecoli_00131,2.0348774564,-1.0703030615
ecoli_00132,0.7133935391,-0.4221600675
ecoli_00133,1.0392092079,-1.1703246285
ecoli_00134,-0.4861976817,-1.6601619185
ecoli_00135,-0.2000992289,-1.2138378695
ecoli_00136,0.9870251748000001,-1.6048676885000002
ecoli_00137,-2.2275007663,-0.7493512185000001
ecoli_00138,0.3213020516,-1.2834628415
ecoli_00139,1.5805244745,-1.1682591615
ecoli_00140,-2.1796202495,-1.0375861065
ecoli_00141,2.3371618668,-1.2327058015
ecoli_00142,0.4123878456,0.1214357805
ecoli_00143,0.9162735746,-0.15932989150000001
ecoli_00144,6.1341883096,0.4354301165
ecoli_00145,5.4208834846,-0.2263838525
ecoli_00146,3.4151529524,-0.3770407635
ecoli_00147,-0.27970194260000003,-0.6654923685
ecoli_00148,-0.4797944981,-0.6071385205000001
ecoli_00149,4.6174621529,-0.1918970075
ecoli_00150,-0.1771815253,-0.7605698135000001
ecoli_00151,1.0621878806,-0.0074857315
ecoli_00152,1.5128011417,-0.2177771675
ecoli_00153,3.9267171373,0.038910386500000005
ecoli_00154,4.7794136078000005,-0.5567636115
ecoli_00155,2.7702070091,0.0065495895
ecoli_00157,3.3279871342,-0.7120638885
ecoli_00158,3.6737541898,-0.4515714415
ecoli_00159,2.2773691687,-1.0788697475
ecoli_00160,2.2563554713,-0.5482478185
ecoli_00169,-2.4211773757,-1.0938816065
ecoli_00170,-2.0896373861,-1.0882403545
ecoli_00171,-1.9102526729,-0.9354311375000001
ecoli_00172,-0.689529363,-0.6283273275
ecoli_00173,1.0684605738,-1.0716174595
ecoli_00174,1.0993937524,-1.0612570545
ecoli_00175,0.279545221,-0.0267410745
ecoli_00176,-0.0668759166,-0.0356673445
ecoli_00177,-1.9771646604000002,0.0876229365
ecoli_00178,-2.1051239095,-0.2941112575
ecoli_00179,0.1003625679,-0.8406239605
ecoli_00180,-0.42715062940000004,-0.8864110805000001
ecoli_00181,-1.1423475709,-0.9639142105
ecoli_00182,-1.443770951,-1.1170050095
ecoli_00183,0.8346220520000001,0.007599952500000001
ecoli_00184,0.6376605687,0.1184225195
ecoli_00185,-1.2799695899999999,-1.0006048345
ecoli_00186,-0.9391603832000001,-1.1071100845
ecoli_00187,-2.2986241638,-0.5218201245
ecoli_00188,-2.3343896093,-0.3963746635
ecoli_00189,-0.8120736631000001,-1.0716046995
ecoli_00190,-0.6377057533,-0.7997534815
ecoli_00191,1.0927894241,-0.8664481365000001
ecoli_00192,3.0741280515,-0.5987747085
ecoli_00193,-0.4308443114,-0.5364167105000001
ecoli_00194,-0.719144169,-0.7945047025
ecoli_00195,-0.5693549290000001,-0.6355476075000001
ecoli_00196,-0.8186527266,-0.5777967755
ecoli_00197,-0.7266503567,-0.6588239085
ecoli_00198,0.3308114406,-0.8556633365
ecoli_00199,1.8530534153,-0.5274031595
ecoli_00200,2.8984170678,-0.3735651875
ecoli_00201,2.4172284629,0.2101878405
ecoli_00202,2.660273289,0.17907300750000002
ecoli_00203,1.9920990956,0.0730399935
ecoli_00204,1.6611885998,-0.1886469165
ecoli_00205,4.1349235177,0.1312053755
ecoli_00206,3.2668050942,0.3348457615
ecoli_00207,3.4326534017,-0.0389579585
ecoli_00208,3.4296897585,-0.1669251255
ecoli_00209,-1.2144661819,-0.056381229500000005
ecoli_00210,-1.2577301956,-0.1555248125
ecoli_00211,1.8017369536,-0.1777027545
ecoli_00212,1.7377785331000002,-0.4457185755
ecoli_00213,3.1360370015,-0.2031388005
ecoli_00214,3.2814250255,-0.035620623500000004
ecoli_00215,0.802175653,-0.1816740335
ecoli_00216,0.6838957862,-0.1070851355
ecoli_00217,3.4740341003,-0.27641479550000003
ecoli_00218,3.5057087818,0.0220968375
ecoli_00219,-1.3720479541000001,-0.4168489255
ecoli_00220,-1.4692903144,-0.4928984515
ecoli_00221,2.4439875302000003,-0.2560197185
ecoli_00222,2.7871127094,-0.4809416615
ecoli_00223,1.5103072685,0.1148211365
ecoli_00224,1.0829689368,-0.0297907625
ecoli_00225,2.305493154,-0.0409947135
ecoli_00226,3.2227802217,-0.1105412005
ecoli_00227,0.9741722393000001,-0.43494986750000003
ecoli_00228,0.6473241943,-0.5026200385
ecoli_00229,1.0064380843,0.1480903535
ecoli_00230,1.1518538557,-0.1765139705
ecoli_00231,2.0926378846,-0.1746912185
ecoli_00232,1.9736115341,-0.2405305915
ecoli_00233,-0.1829673802,0.0017871245000000001
ecoli_00234,-0.7138130978,-0.3108941995
ecoli_00235,-1.2074580648,0.2921463455
ecoli_00236,-1.2105696046,0.1898182235
ecoli_00237,0.8672889546,-0.5980636475000001
ecoli_00238,0.7065442982,-0.4413281955
ecoli_00239,1.4292174136,-0.7254218605
ecoli_00240,1.3848676855,-0.6306964305
ecoli_00241,-0.9878206214,-0.12259864050000001
ecoli_00242,-0.4870054807,-0.1735860575
ecoli_00243,-1.0037377873,-0.4140911075
ecoli_00244,-0.38631256210000003,-1.0293696605
ecoli_00245,-0.6960102864000001,-0.9178607535000001
ecoli_00246,1.4681650215,-0.6638951755
ecoli_00247,1.2194372198,-0.5579780635
ecoli_00248,-0.7613051859000001,-0.1540937675
ecoli_00249,0.4227804746,-0.2048386945
ecoli_00250,0.5542089902,-0.4328892825
ecoli_00251,0.0879790077,-0.9863228055000001
ecoli_00252,0.388762125,-1.0033042935
ecoli_00253,1.2021692563,-0.23543826550000002
ecoli_00254,0.33465385540000003,0.0827167835
ecoli_00255,-1.4884848662,-0.9511058275000001
ecoli_00256,-1.1746235607,-0.5955119985
ecoli_00257,-1.7345983006,-1.2079178805
ecoli_00258,-2.0659771113,-0.9645477555
ecoli_00259,-0.8261631422,0.10903900350000001
ecoli_00260,-1.128768335,-0.0686176245
ecoli_00261,-0.7980788154,-1.1202217225
ecoli_00262,-0.6594037406000001,-1.1132694405
ecoli_00263,1.6026112211,-0.3054343415
ecoli_00264,2.8019129337,-0.33163040250000003
ecoli_00265,-0.0371043293,0.3396345545
ecoli_00266,0.1275779038,0.5204807955
ecoli_00267,3.0289635915,-0.7508027065
ecoli_00268,3.0867877627,-0.7635227305000001
ecoli_00269,3.3279390092,-0.9165196695000001
ecoli_00270,3.5108826256,-0.7490452095
ecoli_00271,0.2911426791,-0.6822591395000001
ecoli_00272,0.6048035388,-0.8581596005000001
ecoli_00273,2.0979183950999998,-0.0572805065
ecoli_00274,2.092519505,-0.0361108255
ecoli_00275,2.8361129058000003,-0.0038291925
ecoli_00276,2.6478981853,0.0321219075
ecoli_00277,0.8680135298,-0.8443560295
ecoli_00278,0.7201426011000001,-0.9594968425
ecoli_00279,-1.5096709424,-0.032914847500000004
ecoli_00280,-1.681875707,-0.38048413950000004
ecoli_00281,-1.3125458417,-2.1844549205
ecoli_00282,-1.3924848094,-1.9976826515
ecoli_00283,-1.3580246325,-0.6743681095
ecoli_00284,-1.3144307179,-0.4317082605
ecoli_00285,-0.3833306368,-0.9411915375000001
ecoli_00286,-0.6169931629000001,-0.7541419195
ecoli_00287,4.0305618468,-0.36180257250000003
ecoli_00288,3.763744319,-0.28382437250000003
ecoli_00289,1.6372518684,-0.4939347935
ecoli_00290,1.900609888,-0.5190896755000001
ecoli_00291,1.7334626606999999,-0.3002914135
ecoli_00292,2.2117683318,0.035831141500000004
ecoli_00293,2.2906424354,0.031922557500000004
ecoli_00294,2.2043436569,0.0836539915
ecoli_00295,-0.3487506154,-1.0473712235
ecoli_00296,-0.31013206720000003,-0.9136418635
ecoli_00297,2.4531224987,0.0811718875
ecoli_00298,2.0048270665,0.18066529050000002
ecoli_00299,-0.7137900474000001,-0.9337940665000001
ecoli_00300,-0.8544368630000001,-1.0297073215
ecoli_00301,-2.7227133018,-0.7528087395
ecoli_00302,-1.4147782573,-1.3869458585
ecoli_00303,0.9329613877,-0.11165145450000001
ecoli_00304,1.2398463887,-0.2297870485
ecoli_00305,3.3452591318,-0.5230798035
ecoli_00306,3.0322936492,-0.43746226050000003
ecoli_00307,3.6397967977,-0.3919684035
ecoli_00308,3.4729881433,-0.44989980350000003
ecoli_00309,3.7221786609,-0.3438858855
ecoli_00310,3.5070992451,-0.2806059235
ecoli_00311,4.7177795556,-0.5914849725
ecoli_00312,4.6884483269,-0.1200598375
ecoli_00313,1.7590517543000002,0.014453160500000001
ecoli_00314,1.5768874482,-0.1328878295
ecoli_00315,3.5334063083,-0.4674928675
ecoli_00316,4.0327395502,-0.29492103950000004
ecoli_00317,3.3871860891,-0.0138087055
ecoli_00318,2.9683726817,0.0182562545
ecoli_00319,1.0831959744,-0.7318330765000001
ecoli_00320,0.9527830331,-0.4440963315
ecoli_00321,3.2462533374,0.0124769905
ecoli_00322,3.1706106902,0.0419826385
ecoli_00323,-1.4416410949,-0.9504859715
ecoli_00324,-1.4732433341,-0.8288108895
ecoli_00325,-0.7544284748000001,-0.9217432305000001
ecoli_00326,-0.1574036245,-0.3648528005
ecoli_00327,-2.490405794,-0.5683961915
ecoli_00328,-2.7229410756,-0.8263178155
ecoli_00329,-1.3276767409999999,-0.6580938055000001
ecoli_00330,-1.4295091639,-0.5661376675
ecoli_00331,0.0215860306,-0.6591835865
ecoli_00332,-0.1842023938,-0.8349825475
ecoli_00333,0.3492859077,-0.6750046885000001
ecoli_00334,-0.2553987913,-0.6606897935
ecoli_00335,-1.9573537416,-1.4711333605
ecoli_00336,-1.8891815442,-1.2142966125
ecoli_00337,0.1403245616,-0.9798531435000001
ecoli_00338,0.2853645078,-0.9720852155
ecoli_00339,-1.3879241032,-1.3495642465
ecoli_00340,-1.6879984645000001,-1.2297593825
ecoli_00341,-1.8930320558,-1.2670939415
ecoli_00342,-1.6494520349,-1.4969553245
ecoli_00343,-0.0425895592,-1.0253835135
ecoli_00344,0.3446191658,-0.9271039015
ecoli_00345,0.0487776861,-0.9050692065
ecoli_00346,0.0040164625,-0.9236434815000001
ecoli_00347,1.0879608109,-0.24620458550000002
ecoli_00348,0.7467057666,-0.24795553450000002
ecoli_00349,0.8356588356,-0.3986339815
ecoli_00350,1.0177406592,-0.33617116350000004
ecoli_00351,1.0179236057,0.4334238235
ecoli_00352,0.5701186751,-0.5481602255
ecoli_00353,1.2644928626,-0.36867950650000003
ecoli_00354,1.5056485457000002,-0.5021248455
ecoli_00355,0.2694337884,-0.22023591350000002
ecoli_00356,0.08544205240000001,-0.32498358650000003
ecoli_00357,-0.42946088660000004,-0.3291042745
ecoli_00358,-0.023163674000000002,-0.32541239850000003
ecoli_00359,0.5436983703,-0.6475708365
ecoli_00360,0.2087288697,-0.8786497595
ecoli_00361,-0.135777631,-0.8434729475
ecoli_00362,-0.1345466139,-0.6358322725000001
ecoli_00363,-0.5622462379000001,0.5462989415
ecoli_00364,-0.5089575342,0.4389210915
ecoli_00365,-0.44952127890000004,-0.0361706885
ecoli_00366,-0.8565051033000001,0.2238318015
ecoli_00367,-0.6938731578,-1.4330236434999999
ecoli_00368,-1.8745702453000002,-1.6059964855
ecoli_00369,0.5701786211000001,0.2559455945
ecoli_00370,-0.8002999775,0.1894180965
ecoli_00371,-0.3224394425,0.10153951850000001
ecoli_00372,-0.3751636232,0.1812252395
ecoli_00373,-0.8317670039,-1.7049831915
ecoli_00374,-0.9135566986,-1.6832613585
ecoli_00375,-0.5179025441,0.1219417565
ecoli_00376,-0.0150523184,-0.0603989725
ecoli_00377,-0.0925109769,-1.0621866915
ecoli_00378,0.2495625098,-0.9614078455
ecoli_00379,-1.9925418063,-1.4621113835
ecoli_00380,-1.9184414643,-1.4833853855
ecoli_00381,-0.026684298300000003,0.7930222215
ecoli_00382,0.7812864297000001,0.5791656375
ecoli_00383,0.9018974277,0.0079047015
ecoli_00384,0.7333461381,0.1604981785
ecoli_00385,-1.4369704467,-1.0816373415
ecoli_00386,-1.3444552761,-1.3382435805
ecoli_00387,-3.0355001429,0.24552281750000002
ecoli_00388,-2.6189252947,0.3241373635
ecoli_00389,1.8467860034,-0.1407077365
ecoli_00390,1.2685876594,-0.15665935250000002
ecoli_00391,-2.0687902701,-1.4333972415
ecoli_00392,-2.3369910145,-1.4487613865
ecoli_00393,2.5617337843,-0.8393794565
ecoli_00394,2.1730757849,-0.7298923535
ecoli_00395,0.4201180748,-0.9872196355
ecoli_00396,0.6914049187,-0.9652304235
ecoli_00397,1.8006820258,-0.41651658950000003
ecoli_00398,1.4915463197,-0.4817725765
ecoli_00399,0.2738477647,-0.4684215205
ecoli_00400,0.8154542777,-0.37307636650000003
ecoli_00401,0.38644449680000004,-1.1645965655000001
ecoli_00402,-0.1148321961,-1.0334156705
ecoli_00403,0.9026676725,-0.35516366850000003
ecoli_00404,0.7842497673000001,-0.7856350345
ecoli_00405,-0.7386574901,-0.3857396335
ecoli_00406,0.051916400700000004,-0.6949734335000001
ecoli_00407,-0.7205242727000001,-0.7508521905000001
ecoli_00408,-0.43438001260000003,-1.1407701195
ecoli_00409,1.0353781717,-0.6910507725
ecoli_00410,0.8985904392,-0.9011318335
ecoli_00411,0.6752735061,-1.1143781065
ecoli_00412,1.0242094595,-1.1159344275
ecoli_00413,-0.7295892030000001,-1.0090190465
ecoli_00414,-0.3580011685,-0.8409116185000001
ecoli_00415,-0.7231063765,-0.8591983275
ecoli_00416,-0.17030112090000002,-0.9150722295
ecoli_00417,-0.5324196899,-0.7482741735
ecoli_00418,0.1457730163,-0.8366155375000001
ecoli_00419,-0.9430202345,-0.7811202005000001
