,-0.06325138674508286,-0.045179561960773475,-0.027107737176464086,-0.009035912392154698,0.00903591239215469,0.027107737176464072,0.04517956196077347,0.06325138674508286,0.08132321152939224,0.09939503631370163,0.11746686109801101,0.13553868588232043,0.15361051066662978,0.1716823354509392,0.1897541602352486,0.20782598501955796,0.22589780980386737,0.24396963458817678,0.26204145937248613,0.28011328415679554
thresh,-0.07228729913723755,0.07228729913723755,1,,,,,,,,,,,,,,,,,
unreg,0,7,126,2445,1775,115,10,5,4,6,7,2,5,6,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['PN96_RS04470' 'PN96_RS04350' 'PN96_RS04360' 'PN96_RS04425'],"['PN96_RS04365' 'PN96_RS04400' 'PN96_RS04355' 'PN96_RS04420'
 'PN96_RS04575' 'PN96_RS04375']","['PN96_RS04370' 'PN96_RS04560' 'PN96_RS04405' 'PN96_RS04410'
 'PN96_RS04555' 'PN96_RS04570' 'PN96_RS04565']",['PN96_RS04500' 'PN96_RS04475'],"['PN96_RS04550' 'PN96_RS04495' 'PN96_RS04510' 'PN96_RS04530'
 'PN96_RS04535']","['PN96_RS04515' 'PN96_RS04540' 'PN96_RS04480' 'PN96_RS04485'
 'PN96_RS04490' 'PN96_RS04520']",['PN96_RS04525'],[],['PN96_RS24150'],[],[],[]
