,USA300HOU_RS04880
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,10.5832903788
USA300_LAC_U01-Set001_CAMHB_Control_1,10.6095187374
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,10.2923084261
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,10.2829690208
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,10.4099383166
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,10.6555761998
USA300_LAC_U01-Set001_CAMHB_Control_2,10.626580144
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,10.3374349018
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,10.3268453898
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,10.4515444494
USA300_TCH1516_U01-Set000_CAMHB_Control_1,9.3520350604
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,9.2736349453
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,9.2343365661
USA300_LAC_U01-Set001_R10LB_PreCulture_1,10.0229857167
USA300_LAC_U01-Set001_R10LB_PreCulture_2,10.2469544572
USA300_LAC_U01-Set001_R10LB_Control_1,8.6305871079
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.5768868719
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,9.0340165588
USA300_LAC_U01-Set001_R10LB_Control_2,8.8205338523
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.4549339225
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.9097776366
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.3054777148
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.2314085894
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.5324870205
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.79719441
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.1744779632
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.2892482999
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,10.4901180255
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,10.4801537574
USA300_TCH1516_U01-Set000_CAMHB_Control_2,9.2136965473
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,9.2297150974
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,9.3161922871
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,9.7141024228
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,9.653492314
USA300_LAC_U01-Set004_CAMHB_Control_1,10.5813500154
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,10.5680069783
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,10.5860657391
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,10.4971481947
USA300_LAC_U01-Set004_CAMHB_Control_2,10.4413641076
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,10.7420690867
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,10.5828983156
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,10.4903559564
USA300_LAC_U01-Set004_R10LB_Control_1,9.8693240929
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,9.485099453
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,9.979463795000001
USA300_LAC_U01-Set004_R10LB_Control_2,9.8585450931
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,9.47230516
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,10.0415061041
USA300_TCH1516_U01-Set003_CAMHB_Control_2,10.7267334426
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,10.3822348855
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,9.9185423846
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,9.8106885548
USA300_TCH1516_U01-Set003_CAMHB_Control_3,10.3209149794
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,10.244720084
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,9.8779164216
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,9.8826032782
USA300_LAC_ICA-Set001_R10LB_Control_1,8.2909273333
USA300_LAC_ICA-Set001_R10LB_Control_2,8.4358189318
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,8.3435328253
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,8.265725761
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,9.2911772797
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,9.2868943547
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,8.4216658834
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,8.6692877682
USA300_TCH1516_BK-Set001_THB_Control_1,11.0853635154
USA300_TCH1516_BK-Set001_THB_Control_2,10.5826987296
