,A,SigB
R2,,0.4189786253525224
xmin,,-2.8598208058964625
xmid,,
xmax,,5.802569271928011
ystart,,-11.213069295836153
yend,,25.8214893606639
amb:ctrl:1,-2.9600439254083772,0.06536879090160319
amb:ctrl:2,2.9054982046976487,-0.40481918822560026
amb:ctrl:3,0.05454572071072358,0.3394503973240006
amb:amb:1,-0.6736161019888028,0.029996455357212067
amb:amb:2,2.364699175172399,-0.4889207374303854
amb:amb:3,-2.615036129318261,0.3149256050264384
ave1:ctrl_5m:1,5.749575619364928,0.9266469343412816
ave1:vdave1_5m:1,1.0249358851998027,-0.3067443513552508
ave1:ctrl_20m:1,-1.4263310734420311,-1.3590880151339215
ave1:vdave1_20m:1,-3.7451508085245986,-1.243990642625849
ave1:supernatant_5m:1,-0.4327188094375371,-0.7015302727265187
ave1:vnave1_20m:1,-2.6179136050359677,-1.3481251003330763
ave1:supernatant_20m:1,-2.090839825605028,-1.5015233731885775
ave1:ctrl_5m:2,-5.749575619364959,-0.9266469343412816
ave1:vdave1_5m:2,-2.8909204908530057,-1.146887457702511
ave1:ctrl_20m:2,-2.645562854006776,-1.4278148605473149
ave1:vdave1_20m:2,-1.0282189111992952,-1.2217640647911951
ave1:supernatant_5m:2,10.865897813752497,0.6153476079402953
ave1:vnave1_20m:2,0.3478269813803491,-1.2646988289557122
ave1:supernatant_20m:2,-1.867445463876595,-1.4880310301276982
biofilm_time:8h:1,-0.8548129026818243,-0.25520643458095194
biofilm_time:8h:2,0.11252010619872793,0.1612260986061642
biofilm_time:8h:3,0.5204074479745657,0.0780375281440211
biofilm_time:8h:4,0.22188534850850888,0.01594280783076485
biofilm_time:12h:1,1.0680709972017095,0.7129583802654977
biofilm_time:12h:2,-2.912879672862632,0.7292543248314125
biofilm_time:12h:3,-4.237109978878378,0.6734525014217301
biofilm_time:12h:4,-5.3885739532789,0.6153357427929311
biofilm_time:16h:1,-11.644328978445197,0.15326942367669186
biofilm_time:16h:2,-11.922887662476368,-0.18277871037401106
biofilm_time:16h:3,-10.306371568849777,0.4000585433832686
biofilm_time:16h:4,-10.969470810509462,0.34083230148044663
biofilm_time:20h:1,-16.45973391955368,-1.8224118985254296
biofilm_time:20h:2,-20.999101999924427,-2.062321209839628
biofilm_time:20h:3,-15.465610672021885,-1.8154006012983055
biofilm_time:20h:4,-20.0037028123914,-1.7018268591604515
biofilm_time:24h:1,-17.683495720617227,-2.2855104910638
biofilm_time:24h:2,-20.33095929810026,-1.5035813474588233
biofilm_time:24h:3,-20.405326632869325,-2.0093475733158206
biofilm_time:24h:4,-20.916292555889346,-1.8440801345075477
biofilm_time:28h:1,-11.471120879061635,-1.8410000979243133
biofilm_time:28h:2,-16.048626562930792,-0.4387503957943704
biofilm_time:28h:3,-19.571716004630233,-1.400191059641072
biofilm_time:28h:4,-14.950173508726694,-1.909910685183327
biofilm_time:32h:1,-17.657974438691387,-1.4626177482348215
biofilm_time:32h:2,-13.328126879625769,-1.2781852526685302
biofilm_time:32h:3,-11.780580298917961,-1.4856369383192425
biofilm_time:32h:4,-13.542439225093347,-1.2670534855366269
codY:wt:1,-0.0965061994939127,0.13549950993882476
codY:wt:2,0.09650619949393946,-0.13549950993882476
codY:ctrl:1,4.891413562489127,0.42318428066565694
codY:ctrl:2,1.7606123977560382,-0.10686421172076432
codY:codYR61K:1,3.3009482788510036,0.2757249814572287
codY:codYR61K:2,2.4716301361050887,0.02798447549425553
codY:codYR61H:1,3.742067482003845,0.3037322380161029
codY:codYR61H:2,1.6734749188713829,-0.19621636772950699
codY:codYF71Y:1,1.197166212550255,-0.26560552789068304
codY:codYF71Y:2,4.789332204863474,0.09941904339657626
decay:wt:1,-0.3129695159426196,0.11304475223492184
decay:wt:2,-0.021200226103388124,0.09761618540754567
decay:wt:3,0.3341697420459566,-0.21066093764246752
decay:delpnpA:1,2.5196047272504893,1.2993447498187845
decay:delpnpA:2,1.2344999865363586,1.0076792463246471
decay:delpnpA:3,2.8220250838840126,1.2848920268855863
ecm_tasA:deltasA:1,-4.990177953140878,-0.8322194451272313
ecm_tasA:deltasA:2,-7.002653729070598,-1.6915777019336409
ecm_tasA:deltasA:3,-7.637193147994896,-1.0376261812320742
ecm_tasA:delcssRS:1,-5.740983495761122,-2.1847977973355075
ecm_tasA:delcssRS:2,-6.9646641671131535,-2.7654592238587767
ecm_tasA:delcssRS:3,-3.485688205262707,-2.0826187593673264
ecm_tasA:wt:1,-0.14081375553487704,0.04243930702277332
ecm_tasA:wt:2,0.14081375553486342,-0.0424393070227751
