,b4660_1
control__wt_glc__1,1.2066437169
control__wt_glc__2,1.3805081612
fur__wt_dpd__1,0.9195084137
fur__wt_dpd__2,0.9480851491000001
fur__wt_fe__1,1.0025861499
fur__wt_fe__2,0.9105911159000001
fur__delfur_dpd__1,1.1750051087
fur__delfur_dpd__2,0.9464196532
fur__delfur_fe2__1,0.8249381376
fur__delfur_fe2__2,0.7399886212
acid__wt_ph5__1,1.3642677511999999
acid__wt_ph5__2,1.0183019632
acid__delgadx_ph5__1,0.0
acid__delgadx_ph5__2,1.0994846826
acid__delgadw_ph5__1,0.9258100012
acid__delgadw_ph5__2,1.3227064909
acid__delgade_ph5__1,0.5937421888000001
acid__delgade_ph5__2,0.8833269029
oxidative__wt_pq__1,0.44162989550000004
oxidative__wt_pq__2,0.9179855214
oxidative__deloxyr_pq__1,0.4542196495
oxidative__deloxyr_pq__2,0.7045428535
oxidative__delsoxr_pq__1,0.5717472548
oxidative__delsoxr_pq__2,0.7028745014000001
oxidative__delsoxs_pq__1,0.24464368050000002
oxidative__delsoxs_pq__2,0.8376352934
nac_ntrc__wt_csn__1,1.245223404
nac_ntrc__wt_csn__2,1.130874579
nac_ntrc__wt_cytd__1,0.9645930547
nac_ntrc__wt_cytd__2,1.387301456
nac_ntrc__wt_gln__1,1.2473543571
nac_ntrc__wt_gln__2,1.2458823952
nac_ntrc__bw_delnac_csn__1,1.308166985
nac_ntrc__bw_delnac_csn__2,0.0
nac_ntrc__bw_delnac_cytd__1,0.9411279220000001
nac_ntrc__bw_delnac_cytd__2,0.9183187747
nac_ntrc__bw_delnac_gln__1,1.1071204519
nac_ntrc__bw_delnac_gln__2,1.1718388853
nac_ntrc__bw_delnac_nh4__1,0.0
nac_ntrc__bw_delnac_nh4__2,0.43760042870000004
misc__wt_no_te__1,0.6323867454000001
misc__wt_no_te__2,0.359733809
misc__bw_delcbl__1,0.2410462421
misc__bw_delcbl__2,0.8153800444
misc__bw_delfabr__1,1.0599745232
misc__bw_delfabr__2,0.520250646
misc__bw_delfadr__1,0.6381033534
misc__bw_delfadr__2,0.7982096848
misc__nitr_031__1,1.2407608768
omics__wt_glu__1,1.0756916006
omics__wt_glu__2,0.2191572683
omics__wt_gly__1,0.6815288577
omics__wt_gly__2,1.237280858
omics__wt_thr__1,4.0325795369
omics__wt_thr__2,3.2823859305
omics__bw_ac__1,0.6984311538
omics__bw_ac__2,0.7070872753
omics__bw_fum__1,0.7150845173
omics__bw_fum__2,0.7424287411
omics__bw_glc__1,1.1103719639
omics__bw_glc__2,0.42471758260000003
omics__bw_pyr__1,1.218730088
omics__bw_pyr__2,1.01490066
ompr__wt_nacl__1,1.9026857643000001
ompr__wt_nacl__2,1.7076110608000001
ompr__bw_delompr_nacl__1,0.9436705112
