,A,TrpR
ml_abx__glob__2,-0.7700979612000001,0.3911888797
ml_abx__glob__3,0.1482499025,-0.1829279419
ml_abx__lvx__1,0.4021938969,0.064533623
ml_abx__lvx__2,-0.9128891932000001,-0.4627107312
ml_abx__lvx__3,-0.5321332653,-0.16494611780000001
ml_abx__mec__1,0.49296451950000003,-0.1429873844
ml_abx__mec__2,-0.2824295476,0.0050511408
ml_abx__mec__3,-0.20640194520000002,-0.22896965260000002
ml_abx__mem__1,0.688805953,0.0629455404
ml_abx__mem__2,-0.45845432960000004,-0.18204063380000002
ml_abx__mem__3,0.2694259735,-0.25354348990000003
ml_abx__nit__1,2.1884261522,-1.1415918521
ml_abx__nit__2,1.323455788,-0.7028477698000001
ml_abx__nit__3,1.1284572316,-0.7083149093000001
ml_abx__ntx__1,1.4865487368,-0.8647027199
ml_abx__ntx__2,1.340690938,-0.8704732084000001
ml_abx__nor__1,-0.1913613654,-0.0917357345
ml_abx__nor__2,-0.9589674364,0.0561115926
ml_abx__nor__3,-0.4649509156,-0.1529728827
ml_abx__pb__1,0.8740448335000001,0.2902526999
ml_abx__pb__2,-0.7570798938000001,0.25313975310000003
ml_abx__pb__3,-0.09979271640000001,0.3526814967
ml_abx__tmp__1,0.25616306110000003,-0.5408662853
ml_abx__tmp__2,-0.0960753173,-0.8025054327000001
ml_abx__tmp__3,0.6960973922,-0.3496759708
mut_abx__del_mutS_000nor__1,0.1102953057,0.0675650273
mut_abx__del_mutS_000nor__2,-0.0184329098,-0.0556330134
mut_abx__del_mutS_000nor__3,-0.0918623959,-0.0119320139
mut_abx__del_mutS_125nor__1,-0.3331480967,-0.046124769
mut_abx__del_mutS_125nor__2,-0.009304056100000001,-0.1510573837
mut_abx__del_mutS_125nor__3,-0.0722927903,0.09006379760000001
mut_abx__del_mutS_250nor__1,0.1626562947,-0.1908241974
mut_abx__del_mutS_250nor__2,0.07691447400000001,-0.1033361346
mut_abx__del_mutS_250nor__3,0.2598691119,-0.1290514295
mut_abx__del_mutS_375nor__1,-0.3249019644,-0.2164798883
mut_abx__del_mutS_375nor__2,-0.20142080380000002,0.24955817760000001
mut_abx__del_mutS_375nor__3,-0.539928073,-0.0647119447
mut_abx__del_mutS_500nor__1,-1.0588584308,0.1655199365
mut_abx__del_mutS_500nor__2,-0.5970645170000001,0.1022595087
mut_abx__del_mutS_500nor__3,-1.1015445804,-0.3863849186
mut_abx__del_mutS_625nor__1,-1.0903694734,-0.2489769507
mut_abx__del_mutS_625nor__2,-0.631082499,-0.079587007
mut_abx__del_mutS_625nor__3,-0.6131541930000001,-0.0648349334
mut_abx__del_mutS_750nor__1,-0.4040940281,-0.0456408614
mut_abx__del_mutS_750nor__2,-0.60606339,-0.1088862035
mut_abx__del_mutS_750nor__3,-0.31582611860000004,0.2841376537
mut_abx__del_mutS_875nor__1,-1.2523779418,-0.1003687358
mut_abx__del_mutS_875nor__2,-0.44120418710000003,0.0060739995
mut_abx__del_mutS_875nor__3,-0.2048548098,-0.1342842347
nit_yeaG__wt_Nminus__1,-0.40949600740000003,0.43886904670000004
nit_yeaG__wt_Nminus__2,0.40949600740000003,-0.43886904670000004
nit_yeaG__wt_Nplus__1,0.3097701363,0.5839584162
nit_yeaG__wt_Nplus__2,-0.2330934768,1.0314871083
nit_yeaG__del_yeaG_Nminus_24h__1,1.3680165135,-2.2394393134
nit_yeaG__del_yeaG_Nminus_24h__2,1.6544417852,-0.40557051310000003
nit_yeaG__del_yeaG_Nminus_24h__3,2.9390051657000003,1.0850559667
nit_yeaG__del_yeaG_Nminus__1,0.3820938817,0.3924692638
nit_yeaG__del_yeaG_Nminus__2,0.4319414588,-0.4298712604
nit_yeaG__del_yeaG_Nplus__1,0.1873105621,0.5534353424
nit_yeaG__del_yeaG_Nplus__2,-0.09975507260000001,0.5726496243
opex__amp__1,0.2658057554,0.0990635186
opex__amp__2,0.2406668629,-0.0629953924
opex__amp__3,-0.573794216,-0.3437221816
opex__bak_amp__1,4.234878767,0.1205489312
opex__bak_amp__2,-0.8371679672000001,-0.4941708837
opex__bak_amp__3,-0.8842347853,-0.012952034500000001
opex__bak_kan__1,-1.7587280796,-0.2401556505
opex__bak_kan__2,5.3421762809,0.1783087757
opex__bak_kan__3,-0.3789784519,-0.49264194510000003
opex__bak_nor__1,-0.9766314989,-0.0742171258
opex__bak_nor__2,-1.6444044151,-0.1920987093
opex__bak_nor__3,-1.6143229769,-0.2735353783
opex__bak_rif__1,0.7906663580000001,0.20614912900000001
opex__bak_rif__2,-2.8982757857,-0.0599561747
opex__bak_rif__3,-1.3507175111,0.2464996654
opex__chx_amp__1,2.2265519264,-0.14345085970000002
opex__chx_amp__2,1.1406299807,-0.0352137731
opex__chx_amp__3,2.0621334078,-0.10160000500000001
opex__chx_kan__1,4.1389714085,0.0091170408
opex__chx_kan__2,2.1615817306,-0.0203589674
opex__chx_kan__3,1.6594253201,0.0309544793
opex__chx_nor__1,1.2227800568,-0.1438372707
opex__chx_nor__2,0.8416111310000001,0.0811371713
opex__chx_nor__3,4.5180919528,0.1519987607
opex__chx_rif__1,2.4014925116,-0.286075805
opex__chx_rif__2,2.3268478499,0.0357599341
opex__chx_rif__3,2.2512495325,0.1610433473
opex__ctrl__1,0.0397964767,0.1487802912
opex__ctrl__2,0.0584407693,-0.3036623835
opex__ctrl__3,-0.098237246,0.15488209220000002
opex__etoh_amp__1,1.7661700312000002,0.5287126373000001
opex__etoh_amp__2,-0.0675664164,0.3269870556
opex__etoh_amp__3,2.5889112021000003,0.33409855600000005
opex__etoh_kan__1,-1.4343377274,0.1566398277
opex__etoh_kan__2,2.3257379702,0.2166578907
opex__etoh_kan__3,2.5186106507,0.3218311233
opex__etoh_nor__1,2.2927118084,0.6806345971000001
opex__etoh_nor__2,1.9223146308999999,0.5002103317000001
opex__etoh_nor__3,1.8558681997000002,0.33129147540000004
opex__etoh_rif__1,-1.066940821,0.0501873517
opex__etoh_rif__2,-0.933234839,0.1788906895
opex__etoh_rif__3,-0.7333608538,0.3092890273
opex__glual_amp__1,4.3336007812,-0.15944358890000002
opex__glual_amp__2,3.3891089082,0.1256498821
opex__glual_amp__3,3.8774266499000003,-0.2469368647
opex__glual_kan__1,4.9392387446,-0.1212865623
opex__glual_kan__2,4.0224923973,-0.018274958600000002
opex__glual_kan__3,4.1926370281,-0.0823010862
opex__glual_nor__1,4.451028585,0.2159558134
opex__glual_nor__2,3.8104027652,0.037933924
opex__glual_nor__3,4.9689015323,0.1617037382
opex__glual_rif__1,-0.09142056450000001,-0.0903311812
opex__glual_rif__2,-0.6349249832,-0.1122958606
opex__glual_rif__3,-0.8067320748,-0.2372946528
opex__h2o2_amp__1,-2.9376051158000003,-0.1605525991
opex__h2o2_amp__2,-3.0963590665,-0.062806361
opex__h2o2_amp__3,-2.9305260223,-0.45799457520000003
opex__h2o2_kan__1,-2.4052294693,0.1559068418
opex__h2o2_kan__2,-3.4688978322,0.0737665344
opex__h2o2_kan__3,-4.2467140137,0.1059097736
opex__h2o2_nor__1,-3.201965723,-0.12486139
opex__h2o2_nor__2,-2.8868462049,-0.1124438313
opex__h2o2_nor__3,-4.2096917345,0.007936381000000001
opex__h2o2_rif__1,-9.7388256029,-1.2489851941
opex__h2o2_rif__2,-9.6850824242,-0.5531463847
opex__h2o2_rif__3,-9.1307160292,-0.6928371098
opex__ippoh_amp__1,-6.064832305,0.1326959332
opex__ippoh_amp__2,-6.0680607584,0.031622498900000004
opex__ippoh_amp__3,-5.8615179911,0.0790169828
opex__ippoh_kan__1,-5.6172476365,0.2184596228
opex__ippoh_kan__2,-7.1465518821,0.2952134328
opex__ippoh_kan__3,-5.8119299782,0.1226288527
opex__ippoh_nor__1,-6.5526017792,0.1430713525
opex__ippoh_nor__2,-6.2401627762,-0.42662186090000004
opex__ippoh_nor__3,-8.4189680397,-0.0047974847
opex__ippoh_rif__1,-7.4006094651,-0.11491378070000001
opex__ippoh_rif__2,-8.1162689654,-0.0387133914
opex__ippoh_rif__3,-9.037694289,-0.0828486106
opex__kan__1,-0.2754963696,0.0061467824
opex__kan__2,-0.5057760029,0.1102455195
opex__kan__3,-0.4731017393,-0.2826849468
opex__nor__1,-0.022022401100000002,-0.09341443390000001
opex__nor__2,-0.5358813972,0.2002131824
opex__nor__3,-0.4619027203,-0.0410468842
opex__paa_amp__1,1.9540049168,-0.004557281900000001
opex__paa_amp__2,2.0115272205,-0.3521213899
opex__paa_amp__3,2.4743629354,-0.2857234401
opex__paa_kan__1,-2.0619484229,-0.2849699137
opex__paa_kan__2,-2.0367422125,-0.0587987232
opex__paa_kan__3,-1.6646512706,0.071627748
opex__paa_nor__1,1.080623329,-0.22847859950000002
opex__paa_nor__2,1.2460777393,-0.21745059360000002
opex__paa_nor__3,0.5481063134,-0.3046381326
opex__paa_rif__1,-2.9157413711,-0.0574628463
opex__paa_rif__2,-2.5893174512,-0.034617686
opex__paa_rif__3,-3.8305000998,-0.3162184869
opex__phenol_amp__1,-4.279075206,-0.1071471975
opex__phenol_amp__2,-3.7453838725,-0.7764088526
opex__phenol_amp__3,-5.2890070112,-0.5174915269
opex__phenol_kan__1,-2.531149265,-0.4113085845
opex__phenol_kan__2,-2.4039614178,-0.5390488791
opex__phenol_kan__3,-5.3780180371,-1.6373118997
opex__phenol_nor__1,-5.4489089409,-0.8661113883
opex__phenol_nor__2,-5.1537683914,-0.9815953638
opex__phenol_nor__3,-5.1067141656,-0.8935166289
opex__phenol_rif__1,-7.2873099352,-1.0450426944
opex__phenol_rif__2,-7.8046936894000005,-0.36802225200000005
opex__phenol_rif__3,-6.9843555894,-0.893430359
opex__pvpi_amp__1,1.7164636350000002,-0.071454524
opex__pvpi_amp__2,1.4085318872,0.1954654804
opex__pvpi_amp__3,0.8195855077,0.16194153390000002
opex__pvpi_kan__1,-0.7892027143,-0.051601621300000004
opex__pvpi_kan__2,-0.0938326422,0.1176017778
opex__pvpi_kan__3,0.8689973455000001,0.0475201868
opex__pvpi_nor__1,0.21182824360000002,0.0758100003
opex__pvpi_nor__2,-0.047199280600000004,0.1356095557
opex__pvpi_nor__3,-0.31906092550000004,0.2121585383
opex__pvpi_rif__1,-4.4744295576,-0.2647436811
opex__pvpi_rif__2,-4.2329921118,-0.030081157900000002
opex__pvpi_rif__3,-4.4090054282,-0.0336141879
opex__rif__1,-5.1401871041,-0.5487939278
opex__rif__2,-4.3130075162,-0.117719136
opex__rif__3,-5.0500333572,-0.219652169
opex__naocl_amp__1,-3.3114607178,-0.21224328750000002
opex__naocl_amp__2,-1.7993468702,-0.0660153839
opex__naocl_amp__3,-1.762521843,-0.49220887960000004
opex__naocl_kan__1,-3.2102968222,-0.3556243043
opex__naocl_kan__2,-3.6333715223,-0.23534981330000002
opex__naocl_kan__3,-3.4150056752,-0.273428019
opex__naocl_nor__1,-2.9408964013,-0.09743309060000001
opex__naocl_nor__2,-3.2967209711,0.0766428005
opex__naocl_nor__3,-3.4455667722,-0.49408440750000004
opex__naocl_rif__1,-4.869759757,-0.24572679660000002
opex__naocl_rif__2,-5.2166582599,-0.045326546
opex__naocl_rif__3,-5.2208307584,0.1750174242
phage_lysogen__wt_ctrl__1,0.0693557421,-0.2953014426
phage_lysogen__wt_ctrl__2,-0.0321967149,0.0801662976
phage_lysogen__wt_ctrl__3,-0.0371590272,0.215135145
phage_lysogen__O104_H4__1,0.6752692337,0.1539703909
phage_lysogen__O104_H4__2,0.7063285301000001,-0.0050937815
phage_lysogen__O104_H4__3,0.6530488201,0.1370840579
phage_lysogen__O157_H7_PA8__1,1.0028713417,-0.0267569744
phage_lysogen__O157_H7_PA8__2,0.888891529,-0.0092125686
phage_lysogen__O157_H7_PA8__3,0.5622534603,0.0433282705
phage_resist__ygbE_oe__1,-0.23945242960000002,0.8938503881000001
phage_resist__wt__1,-0.6137078352,0.5967753642
phage_resist__wt__2,0.0289138122,-0.6356413161000001
phage_resist__wt__3,0.2730371646,-0.0619012295
phage_resist__wt__4,0.3117568583,0.1007671814
phage_resist__ygbE_oe__2,0.32988213590000004,-0.1993707942
phage_resist__ygbE_oe__3,0.0863618035,-0.5800495391
phage_resist__ygbE_oe__4,0.061969723500000004,-0.4070508798
phage_resist__yahA_oe__1,0.2250670887,0.4558975458
phage_resist__yahA_oe__2,0.2032018229,0.45245178220000004
phage_resist__yahA_oe__3,0.1354631353,0.3456683609
phage_resist__yrfF_ko__1,-0.6819346667,-0.1314941849
phage_resist__yrfF_ko__2,-0.5680217503,-0.23882827510000001
phage_resist__yrfF_ko__3,-0.1872161158,0.2061819494
pollution__wt_ctrl__1,0.1936383117,0.2057589681
pollution__wt_ctrl__2,-0.8173792121,-0.2275261262
pollution__wt_ctrl__3,0.6237409004000001,0.0217671581
pollution__wt_urban__1,5.371828835,0.3596322997
pollution__wt_urban__2,5.3597332674,0.30223039900000004
pollution__wt_urban__3,3.2500973625,0.31184312270000003
pollution__wt_diesel__1,3.2032758534,0.6538286426000001
pollution__wt_diesel__2,2.5826234057,0.4122132241
pollution__wt_diesel__3,4.765768493,0.5216145021
pollution__evo_diesel__1,9.2613073085,0.3762456319
pollution__evo_diesel__2,3.1012150035,-0.0830202884
pollution__evo_diesel__3,7.81536386,0.1068568959
ppGpp__wt_relAtrunc_00m__1,-0.5353085032,-0.0688636869
ppGpp__wt_relAtrunc_00m__2,-0.8370220152000001,0.10779897940000001
ppGpp__mut_delrelA_10m__1,-2.5373879762,1.0296873205
ppGpp__mut_delrelA_05m__1,-2.8365423352,0.7039047525000001
ppGpp__mut_delrelA_10m__2,-2.4756064483,0.6640273244
ppGpp__mut_delrelA_10m__3,-3.1677638206,0.843877037
ppGpp__mut_delrelA_00m__1,-2.6367886834,0.7190869621
ppGpp__mut_delrelA_00m__2,-2.7127003,0.4296575588
ppGpp__mut_delrelA_05m__2,-2.8335633776,0.3528535833
ppGpp__mut_delrelA_05m__3,-2.0689341399,0.6990336717
ppGpp__mut_delrelA_00m__3,-2.2831402025,0.753503409
ppGpp__wt_delrelA_10m__1,-0.4707489561,0.804473435
ppGpp__wt_delrelA_05m__1,0.6056455093,0.461709058
ppGpp__wt_delrelA_05m__2,0.9273273909,0.5300167462
ppGpp__wt_delrelA_10m__2,-0.0565786517,1.0140870126
ppGpp__wt_delrelA_10m__3,-0.30453823350000003,1.0035454009
ppGpp__wt_delrelA_00m__1,-0.07674228820000001,0.086307613
ppGpp__wt_delrelA_00m__2,0.0100816013,0.051133624
ppGpp__wt_delrelA_05m__3,0.9665763664,0.8470498722
ppGpp__wt_delrelA_00m__3,0.06666068680000001,-0.13744123700000002
ppGpp__mut_relAtrunc_10m__1,-2.2276107425,0.4447832043
ppGpp__mut_relAtrunc_05m__1,-2.6679076023,0.3902627676
ppGpp__mut_relAtrunc_05m__2,-2.1566641278,0.7074370526
ppGpp__wt_relAtrunc_10m__1,-0.3507357591,-0.19381882620000002
ppGpp__wt_relAtrunc_10m__2,-0.0207255688,0.0544075825
ppGpp__wt_relAtrunc_10m__3,-0.2085275722,0.1660507741
ppGpp__mut_relAtrunc_00m__1,-2.4380483128,0.9322652604
ppGpp__wt_relAtrunc_00m__3,-0.5763669763,0.10565177860000001
ppGpp__wt_relAtrunc_05m__1,-0.296197511,0.0357956814
ppGpp__wt_relAtrunc_05m__2,-0.3043171176,-0.3162718137
ppGpp__wt_relAtrunc_05m__3,-0.5971975047,0.0714558711
ppGpp__mut_relAtrunc_00m__2,-2.5347577135,0.4763972301
ppGpp__mut_relAtrunc_00m__3,-2.803229227,0.5058220126
ppGpp__mut_relAtrunc_10m__2,-2.6092857225,0.2740046174
ppGpp__mut_relAtrunc_05m__3,-2.5231290476,0.5505394633
ppGpp__mut_relAtrunc_10m__3,-2.155127946,0.7109703854
pressure__high_pressure__1,0.4571637103,0.08635135020000001
pressure__high_pressure__2,-0.0619208918,0.0411368338
pressure__low_pressure__1,-0.0035261176000000003,0.2940111837
pressure__low_pressure__2,0.0035261176000000003,-0.2940111837
quantum_dots__ctrl__1,-0.5376789326,-0.09900997780000001
quantum_dots__ctrl__2,0.5376789326,0.09900997780000001
quantum_dots__cdte_light__1,-0.0692357552,0.45549837600000004
quantum_dots__cdte_light__2,0.8141063429000001,0.6060131594
quantum_dots__cdte_dark__1,0.7387749878000001,0.4150524028
quantum_dots__cdte_dark__2,1.0888273743,0.5230846807
quantum_dots__cdse_light__1,0.5076383389,0.1847536844
quantum_dots__cdse_light__2,1.1064456591,0.0323287341
quantum_dots__cdse_dark__1,1.8313238294,0.3403580332
quantum_dots__cdse_dark__2,1.8116087988,0.3472508126
raman__wt__1,0.3732411647,-0.2594798059
raman__del_cyaA__1,2.3243739515,0.4510424261
raman__del_cyaA_01mM__1,2.7129430307,0.5407131867
raman__del_cyaA_05mM__1,2.0792325,-0.0057884867000000005
raman__del_cyaA_1mM__1,0.0614877486,-0.15881606950000002
raman__wt__2,-0.228228433,-0.0511981585
raman__del_cyaA__2,2.8857240355,0.467883733
raman__del_cyaA_01mM__2,2.9592673882,0.5602884863
raman__del_cyaA_05mM__2,1.8138399274,0.5404619804
raman__del_cyaA_1mM__2,0.3420149053,-0.5556842701
raman__wt__3,-0.1450127317,0.3106779644
raman__del_cyaA__3,2.9080355252,0.48875966740000004
raman__del_cyaA_01mM__3,3.232092778,0.48446675050000004
raman__del_cyaA_05mM__3,1.9142061638999999,-0.050535472000000005
raman__del_cyaA_1mM__3,0.5728611832,-0.1250777838
rand_barrel__mut_nanE__1,-0.6480602714,-0.8853996696
rand_barrel__mut_nanE__2,-0.9421005771000001,-0.1079229847
rand_barrel__mut_nanE__3,-2.062719822,0.5818722689
rand_barrel__mut_pdxJ_1__1,3.7390923243,-0.1611186433
rand_barrel__mut_pdxJ_1__2,-0.680389753,-0.2735832917
rand_barrel__mut_pdxJ_1__3,1.7835106227000002,0.6896254964
rand_barrel__mut_pdxJ_2__1,-1.7224850424,-0.0770829311
rand_barrel__mut_pdxJ_2__2,-0.9930489304000001,-0.23148920550000002
rand_barrel__mut_pdxJ_3__1,-0.36641648330000004,0.363763009
rand_barrel__mut_pdxJ_3__2,-1.7845458014000002,0.0040887006
rand_barrel__del_serB__1,-0.3276696734,0.1405736948
rand_barrel__del_serB__2,0.3276696734,-0.1405736948
rockhopper__CV104_pHDB3__1,-2.6913770714,-0.6874579129
rockhopper__CV104_pHDB3__2,-2.5501793454,-1.0128122367
rockhopper__CV104_pHDB3__3,-2.5694496349,-0.8145460418
rockhopper__CV104_pLCV1__1,-2.5307502162,-1.0311216584
rockhopper__CV104_pLCV1__2,-2.6095229305,-0.9568397084
rockhopper__CV104_pLCV1__3,-2.5553844527000003,-0.9935605947
rockhopper__wt_lb__1,-3.5164584668,-0.47936778020000004
rockhopper__wt_lb__2,-4.3538672108,-0.6233324221000001
rockhopper__wt_lb__3,-3.6422525044,-0.4112416886
rockhopper__wt_lb_aMG__1,-3.9908401209,-0.43439020640000003
rockhopper__wt_lb_aMG__2,-5.0287171727,-0.36945374340000003
rockhopper__wt_lb_aMG__3,-5.0763746958,-0.35926466560000003
rockhopper__del_sgrR_lb_aMG__1,-5.3922178821,-0.6555673718
rockhopper__del_sgrR_lb_aMG__2,-5.2755119633,-0.340821191
rockhopper__del_sgrR_lb_aMG__3,-5.6737405426,-0.4334261417
rockhopper__del_sgrS_glyc_aMG__1,-5.0385191441,-0.1535285488
rockhopper__del_sgrS_glyc_aMG__2,-5.7133270162,-0.6670911585
rockhopper__del_sgrS_glyc_aMG__3,-6.3910318976,-0.5350611208
rockhopper__del_sgrS_glyc__1,-4.086017687,-1.6932342564
rockhopper__del_sgrS_glyc__2,-5.0082173304,-1.8373426145
rockhopper__del_sgrS_glyc__3,-5.095624069,-1.9246533908
rockhopper__wt_lb_aMG__4,-4.7191527536999995,-0.4838898955
rockhopper__wt_lb_aMG__5,-5.1193927497,-0.2642167529
rockhopper__wt_lb_aMG__6,-5.0534143781,-0.0345266554
rockhopper__wt_glyc_aMG__1,-5.6392748244,-0.4409626178
rockhopper__wt_glyc_aMG__2,-5.8772844761,-1.2397072259
rockhopper__wt_glyc_aMG__3,-6.2277999285,0.10455861570000001
rockhopper__wt_glyc__1,-4.0838051325,-1.4324069157000001
rockhopper__wt_glyc__2,-4.921445108,-1.1915668355
rockhopper__wt_glyc__3,-5.8371129736,-1.6471776158
rockhopper__CV108_glyc_aMG__1,4.766787356,-0.0399591299
rockhopper__CV108_glyc_aMG__2,3.7955429993000003,-0.1094777645
rockhopper__CV108_glyc_aMG__3,5.3053616904,0.2901094913
rockhopper__wt_glyc__4,2.6807103444,0.6975933117
rockhopper__wt_glyc__5,4.6272797985,0.1214612612
rockhopper__wt_glyc__6,0.6270229773,0.58582136
rockhopper__wt_glyc_aMG__4,2.3021963414,0.35004595590000004
rockhopper__wt_glyc_aMG__5,3.4233490732,0.028172136
rockhopper__wt_glyc_aMG__6,3.1561491678,-0.4952338724
rockhopper__wt_glyc__7,1.2596323623,0.4267602545
rockhopper__wt_glyc__8,2.5601251398000002,0.6747137799
rockhopper__wt_glyc__9,0.8996085823000001,0.3837496125
rockhopper__wt_glyc__10,0.1461272304,0.4279251459
rockhopper__wt_glyc__11,1.0591794335,0.3820901159
rockhopper__wt_glyc__12,0.9826773455000001,0.5710365254
rpoD__wt__1,0.0351415802,-0.0011342535
rpoD__wt__2,0.3025789988,-0.0466786826
rpoD__rpoD_mut__1,0.7655566235,-0.0980521265
rpoD__rpoD_mut__2,1.5083312345,0.6157733441000001
rpoD__rpoD_mut__3,0.49201018350000003,0.5022376386
rpoD__wt__3,-0.33772057910000003,0.0478129361
rpoN_peptide__ctrl__1,0.0908804032,0.0533819486
rpoN_peptide__ctrl__2,0.1460909587,-0.036601332
rpoN_peptide__ctrl__3,-0.2369713619,-0.0167806166
rpoN_peptide__nminus__1,-0.29736624300000003,-0.1880213235
rpoN_peptide__nminus__2,0.0481205844,-0.0022239845
rpoN_peptide__nminus__3,-0.7262534067,0.1107637681
rpoN_peptide__nplus__1,-2.3306974866,0.25463567600000003
rpoN_peptide__nplus__2,-2.5162014191,0.2563054739
rpoN_peptide__nplus__3,-2.4371262345,0.0780990003
rpoN_peptide__s54_wt__1,1.3723245774000001,0.1067994958
rpoN_peptide__s54_wt__2,1.0706767515,0.24070448020000001
rpoN_peptide__s54_wt__3,1.8380176083,0.3035945787
rsd__wt_ee__1,-0.1834714675,0.0184453155
rsd__wt_ee__2,0.1834714675,-0.0184453155
rsd__del_rsd_ee__1,0.0370681937,0.1998237544
rsd__del_rsd_ee__2,-0.1691369191,-0.106420704
rsd__del_ssrS_ee__1,-0.4206696676,0.3435421844
rsd__del_ssrS_ee__2,-0.573987008,0.5768346859
rsd__del_rsd_ssrS_ee__1,0.5947985722,0.7731705685
rsd__del_rsd_ssrS_ee__2,1.1672930734,0.8167347087
rsd__del_rpoS_ee__1,1.9939173978,0.9608803252
rsd__del_rpoS_ee__2,1.7591848181,0.6548798066
rsd__wt_me__1,0.9821304531,-0.49995885510000004
rsd__wt_me__2,1.4420374553,-0.3597216689
rsd__del_rpoS_me__1,2.0507542508,0.042972586
rsd__del_rpoS_me__2,2.7332992273,-0.1843585411
rsd__wt_ts__1,3.753188224,-0.034183997300000005
rsd__wt_ts__2,2.1037307422,-0.11472223570000001
rsd__del_rsd_ssrS_ts__1,9.1112901774,0.8404466928000001
rsd__del_rsd_ssrS_ts__2,9.1563299685,0.7455716376
rsd__del_rpoS_ts__1,11.4477518325,1.4492862276
rsd__del_rpoS_ts__2,11.7640143816,1.5260760977999999
rsd__wt_s__1,6.3705983068,0.4926326073
rsd__wt_s__2,6.0034120149,0.6924232179
rsd__del_rsd_s__1,6.6467013116,0.8134780702000001
rsd__del_rsd_s__2,6.6691071472,0.7295647740000001
rsd__del_rsd_ssrS_s__1,9.2899155947,1.013320374
rsd__del_rsd_ssrS_s__2,9.065666775,1.0649656197
rsd__del_rsd_ls__1,3.7885119417,0.2048479263
rsd__del_rsd_ls__2,3.0618594233,-0.005917632700000001
rsd__del_ssrS_ls__1,3.8890275194,-0.2455826624
rsd__del_ssrS_ls__2,2.8452714331,-0.5498113821
rsd__del_rsd_ssrS_ls__1,13.618139901,1.0867739391
rsd__del_rsd_ssrS_ls__2,15.108713601,1.6545783319
rsd__del_rpoS_ls__1,8.5721846133,0.6922701989000001
rsd__del_rpoS_ls__2,7.8420335661,0.733629429
sdsR_ryeA__wt_3h__1,0.4397208536,0.40478014170000004
sdsR_ryeA__wt_8h__1,8.6366610145,0.8427776968
sdsR_ryeA__wt_3h__2,-0.4397208536,-0.40478014170000004
sdsR_ryeA__wt_8h__2,9.8327933079,1.2538746807
starve_series__t00_growth1__1,-0.2521222058,0.06438261
starve_series__t00_growth1__2,0.4980217738,-0.0853474686
starve_series__t00_growth1__3,-0.0950189476,0.0278552231
starve_series__t00_growth1__4,-0.1508806204,-0.0068903645
starve_series__t01_starve__1,1.2528729758,1.3897913530000001
starve_series__t01_starve__2,0.6939033249000001,0.8308661957
starve_series__t02_starve__1,4.4592714739,1.1825014503
starve_series__t02_starve__2,4.1117103388,1.1196187159
starve_series__t03_starve__1,0.9439749462,0.9223738464000001
starve_series__t03_starve__2,0.9583496303000001,0.8150611676
starve_series__t04_starve__1,-0.9739749926000001,0.6198272403
starve_series__t04_starve__2,-1.0389238312,0.4959291521
starve_series__t05_starve__1,-4.0138765934,0.2198604057
starve_series__t05_starve__2,-4.0175568692,0.1815047621
starve_series__t06_starve__1,-8.8597748845,-0.5445019472
starve_series__t06_starve__2,-9.125254311700001,-0.21755951480000002
starve_series__t07_starve__1,-11.0909867328,-1.6783542664
starve_series__t07_starve__2,-11.0346120885,-1.4951511556
starve_series__t08_starve__1,-11.0801878985,-1.9205741390000002
starve_series__t08_starve__2,-11.6264301866,-2.1282311068
starve_series__t09_starve__1,-10.8084059448,-2.4696297948
starve_series__t09_starve__2,-11.0090428877,-2.0729112465
starve_series__t10_starve__1,-10.671398979,-2.787495257
starve_series__t10_starve__2,-11.2847354923,-2.2338718245
starve_series__t11_starve__1,-10.968621175900001,-2.3132520048
starve_series__t11_starve__2,-10.7879013738,-2.6450527178
starve_series__t12_starve__1,-10.3980165627,-3.3275248989
starve_series__t12_starve__2,-10.3614695454,-3.425560055
starve_series__t14_starve__1,-9.9426662703,-3.0669089109
starve_series__t14_starve__2,-10.8215349941,-3.1043272507
starve_series__t16_starve__1,-9.646950434,-4.3712686612
starve_series__t16_starve__2,-10.1404054953,-3.6190828959
starve_series__t17_starve__1,-9.6064362525,-2.9040293559
starve_series__t17_starve__2,-9.5067658332,-3.2655817089
starve_series__t18_starve__1,-9.891298156,-3.3511806424
starve_series__t18_starve__2,-10.037851311,-2.5048233829
starve_series__t20_starve__1,-7.6120121495,-2.3083833183999998
starve_series__t20_starve__2,-7.376923749,-2.5405814826
starve_series__t21_growth2__1,-6.2346766245,-2.2806389598
starve_series__t21_growth2__2,-5.5021051405,-2.8543556665
starve_series__t22_growth2__1,-2.8343766796,-1.7642709574
starve_series__t22_growth2__2,-3.4176452205,-1.7379191292
starve_series__t23_growth2__1,4.1771667773,0.0990007215
starve_series__t23_growth2__2,4.392151475,-0.0920259821
starve_series__t25_growth2__1,1.6340668832,-0.1806422363
starve_series__t25_growth2__2,2.0636374304,0.081219944
starve_series__t26_growth2__1,0.6015144713,0.32501262680000004
starve_series__t26_growth2__2,0.8839568339,0.046058616000000004
starve_series__t27_growth2__1,0.8097632456,-0.0394122617
starve_series__t27_growth2__2,1.1392005434,0.059856655
starve_series__t28_growth2__1,0.14614374130000002,0.25809134300000003
starve_series__t28_growth2__2,0.4685077311,0.2797683217
time_course__lb_4hr__1,-0.4833605473,-0.0649952707
time_course__lb_4hr__2,0.2631665847,-0.042322363
