,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-4.625929269271485e-18,0.49825347756868,3.0,0.0,-0.4658033433,6.0,0.5253516023,12.0,-0.059548259000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.35420306403333335,0.5607023465189283,3.0,1.0,-0.0491421276,7.0,-0.0121726258,13.0,-1.0012944387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.1100197741666667,0.22743468304490697,3.0,2.0,0.0455111504,8.0,-0.37104498020000004,14.0,-0.0045254927000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.8672228438666667,0.33438526916717315,3.0,3.0,-0.4822973788,9.0,-1.0334596733,15.0,-1.0859114795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-3.388424942,0.789468446355766,3.0,4.0,-2.5122010889,10.0,-3.6087428208,16.0,-4.0443309163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-4.849305606766666,0.918197597089211,3.0,5.0,-3.8427143035,11.0,-5.6409886514,17.0,-5.0642138654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,2.05141825635,0.630812689282248,2.0,18.0,1.6053663261,71.0,2.4974701866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,1.0929140103333335,0.1534461641117687,3.0,19.0,1.2243076076000001,70.0,0.9242729684000001,205.0,1.130161455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.0865268290749999,1.7789719613432382,8.0,20.0,3.1619239671,32.0,-0.5615533364,55.0,-0.6916289747000001,67.0,1.3911221292,126.0,-0.1988208928,147.0,-0.4732426717,203.0,2.7014604120000003,210.0,3.3629539999,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.6169985968666667,0.29801025310693957,3.0,21.0,0.3403544826,34.0,0.9325525261000001,61.0,0.5780887819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-0.3451109615625,0.5327222526302474,8.0,22.0,-0.3177300441,104.0,0.0009272842000000001,111.0,-1.2147425425,133.0,-0.7735031572000001,165.0,-0.3979923906,238.0,-0.2401228134,265.0,0.6068096847000001,270.0,-0.42453371360000003,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-2.7253966470714284,0.9625591586678132,7.0,23.0,-3.4639684819,56.0,-2.9062971768,82.0,-2.4706852204,118.0,-0.9127199148,134.0,-3.7742029597,137.0,-3.2874582533,227.0,-2.2624445226,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,4.360786404925,1.437110233899626,4.0,24.0,2.3572299585,101.0,5.7551025698,139.0,4.5042938349,149.0,4.8265192565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-0.59212849105,0.37816463682717893,4.0,25.0,-0.5882781935,123.0,-0.2105635409,155.0,-1.108213901,191.0,-0.46145832880000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.5472393297333333,0.6374859868757355,3.0,26.0,0.4001830497,59.0,-0.0038678009,159.0,1.2454027404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,2.5033589236799996,0.7855387279191164,5.0,27.0,2.1564074523,76.0,1.5625612995,146.0,3.412910272,162.0,3.2234985,262.0,2.1614170946,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,1.207388674925,0.7192138483868672,4.0,28.0,0.6826924999,94.0,1.2732388648000001,186.0,0.6729747947,231.0,2.2006485403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,5.551148933566666,1.9590441288206517,3.0,29.0,6.8207722985,49.0,3.2949501036,260.0,6.5377243986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,1.3521917479200003,0.5301653562357252,5.0,30.0,1.4521961563999999,77.0,1.0554468578,172.0,1.9654213891999999,259.0,1.6747298945,280.0,0.6131644417000001,,,,,,,,,,,,,,,,,,,,,,,,,,
