,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.2616737122638136,2.0,0.0,0.1850312564,1.0,-0.1850312564,,,,,,,,
1,fur__wt_dpd,-0.67671473925,0.39158104930823956,2.0,2.0,-0.3998251239,3.0,-0.9536043546,,,,,,,,
2,fur__wt_fe,-0.12222973525,0.23763251876617236,2.0,4.0,-0.2902613007,5.0,0.045801830200000004,,,,,,,,
3,fur__delfur_dpd,-0.6457081524,0.05007697612598375,2.0,6.0,-0.610298383,7.0,-0.6811179218,,,,,,,,
4,fur__delfur_fe2,-0.09422539455000001,0.1668008375652725,2.0,8.0,0.0237206088,9.0,-0.2121713979,,,,,,,,
5,acid__wt_ph5,-1.1950868922,0.4185696487075788,2.0,10.0,-1.4910603292,11.0,-0.8991134552000001,,,,,,,,
6,acid__delgadx_ph5,-0.4443403282,,1.0,12.0,-0.4443403282,,,,,,,,,,
7,acid__delgadw_ph5,-0.9793438752500001,0.04725968458953848,2.0,13.0,-1.0127615187,14.0,-0.9459262318,,,,,,,,
8,acid__delgade_ph5,-1.39658724865,0.11282232651782938,2.0,15.0,-1.3168098165,16.0,-1.4763646808,,,,,,,,
9,oxidative__wt_pq,-0.7067999821000001,0.020723858531536337,2.0,17.0,-0.7214539630000001,18.0,-0.6921460012,,,,,,,,
10,oxidative__deloxyr_pq,-0.96773659485,0.2344847289850236,2.0,19.0,-1.1335423368,20.0,-0.8019308529,,,,,,,,
11,oxidative__delsoxr_pq,0.013705248000000003,0.14252769875984517,2.0,21.0,-0.0870770543,22.0,0.1144875503,,,,,,,,
12,oxidative__delsoxs_pq,-0.1612149611,0.40633576009250444,2.0,23.0,-0.4485377325,24.0,0.1261078103,,,,,,,,
13,nac_ntrc__wt_csn,0.56594104165,0.3812898845314161,2.0,25.0,0.2963283787,26.0,0.8355537046,,,,,,,,
14,nac_ntrc__wt_cytd,-0.10789093525000001,0.6441718768212906,2.0,27.0,0.3476073671,28.0,-0.5633892376,,,,,,,,
15,nac_ntrc__wt_gln,0.9729921972000001,0.4092806161671496,2.0,29.0,0.6835870981000001,30.0,1.2623972963,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-0.8776365680499999,1.8737866667417091,2.0,31.0,0.4473306905,32.0,-2.2026038266,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-1.2839733712,0.02614624847604534,2.0,33.0,-1.3024615608,34.0,-1.2654851816,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-0.7455539698,0.44740052749761217,2.0,35.0,-1.0619139167,36.0,-0.4291940229,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-1.2728851001,0.5056638877087358,2.0,37.0,-0.9153267361,38.0,-1.6304434641,,,,,,,,
20,misc__wt_no_te,-1.8353735346,0.24212834631949512,2.0,39.0,-1.6641629390000001,40.0,-2.0065841302,,,,,,,,
21,misc__bw_delcbl,-1.2502914919,0.2041301830789824,2.0,41.0,-1.1059496552,42.0,-1.3946333285999999,,,,,,,,
22,misc__bw_delfabr,-1.7035457657,0.0035656251178488307,2.0,43.0,-1.701024488,44.0,-1.7060670434,,,,,,,,
23,misc__bw_delfadr,-1.3700973931,0.5105389805401404,2.0,45.0,-1.7311029683,46.0,-1.0090918179,,,,,,,,
24,misc__nitr_031,-1.6333283014000002,,1.0,47.0,-1.6333283014000002,,,,,,,,,,
25,omics__wt_glu,-0.45478869590000004,0.026183517670318474,2.0,48.0,-0.4733032388,49.0,-0.43627415300000005,,,,,,,,
