,-0.07752757255714286,-0.05168504837142858,-0.025842524185714297,-1.3877787807814457e-17,0.02584252418571427,0.05168504837142855,0.07752757255714283,0.10337009674285712,0.1292126209285714,0.1550551451142857,0.18089766929999995,0.2067401934857142,0.23258271767142852,0.25842524185714283,0.2842677660428571,0.31011029022857134,0.33595281441428565,0.36179533859999996,0.3876378627857142,0.41348038697142847
thresh,-0.09044883465,0.09044883465,1,,,,,,,,,,,,,,,,,
unreg,0,7,360,3529,293,12,0,0,3,1,0,2,0,0,2,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],['insE-2' 'insF-2' 'insF-4'],['insE-4'],[],['insF-3' 'ylcJ'],[],[],['ybcK' 'emrE'],[],['ybcM'],['ybcL'],[],[]
